id,st,city,cityst,county_name,year,population,lat,lng
4947,OH,Cincinnati,"Cincinnati, OH",Hamilton,1810,2540,39.1399019,-84.5064465
4965,OH,Dayton,"Dayton, OH",Montgomery,1810,400,39.7773943,-84.1996317
3116,MI,Detroit,"Detroit, MI",Wayne,1820,1400,42.3830375,-83.1022365
4947,OH,Cincinnati,"Cincinnati, OH",Hamilton,1820,9642,39.1399019,-84.5064465
4950,OH,Cleveland,"Cleveland, OH",Cuyahoga,1820,600,41.4781381,-81.6794861
4965,OH,Dayton,"Dayton, OH",Montgomery,1820,1000,39.7773943,-84.1996317
3116,MI,Detroit,"Detroit, MI",Wayne,1830,2200,42.3830375,-83.1022365
3733,MO,St. Louis,"St. Louis, MO",St Louis City,1830,4977,38.6356988,-90.2445816
4946,OH,Chillecothe,"Chillecothe, OH",Ross,1830,2846,39.3386599,-82.994059
4947,OH,Cincinnati,"Cincinnati, OH",Hamilton,1830,24831,39.1399019,-84.5064465
4950,OH,Cleveland,"Cleveland, OH",Cuyahoga,1830,1100,41.4781381,-81.6794861
4957,OH,Columbus,"Columbus, OH",Franklin,1830,2400,39.9847989,-82.9850438
4965,OH,Dayton,"Dayton, OH",Montgomery,1830,2950,39.7773943,-84.1996317
5199,OH,Steubenville,"Steubenville, OH",Jefferson,1830,2937,40.3663202,-80.6570693
5270,OH,Zanesville,"Zanesville, OH",Muskingum,1830,3094,39.9570266,-82.0119544
1864,IL,Chicago,"Chicago, IL",Cook,1840,4470,41.8375511,-87.6818441
1994,IL,Joliet,"Joliet, IL",Will,1840,2558,41.5180664,-88.1583542
2126,IL,Peoria,"Peoria, IL",Peoria,1840,1500,40.7523087,-89.6170968
2195,IL,Springfield,"Springfield, IL",Sangamon,1840,2579,39.7639077,-89.6708323
2355,IN,Indianapolis,"Indianapolis, IN",Marion,1840,2692,39.7766644,-86.1459355
2376,IN,Madison,"Madison, IN",Jefferson,1840,3798,38.7588294,-85.3971348
2393,IN,New Albany,"New Albany, IN",Floyd,1840,4226,38.3074563,-85.8270527
3116,MI,Detroit,"Detroit, MI",Wayne,1840,9102,42.3830375,-83.1022365
3733,MO,St. Louis,"St. Louis, MO",St Louis City,1840,16469,38.6356988,-90.2445816
4946,OH,Chillecothe,"Chillecothe, OH",Ross,1840,3977,39.3386599,-82.994059
4947,OH,Cincinnati,"Cincinnati, OH",Hamilton,1840,46338,39.1399019,-84.5064465
4950,OH,Cleveland,"Cleveland, OH",Cuyahoga,1840,6071,41.4781381,-81.6794861
4957,OH,Columbus,"Columbus, OH",Franklin,1840,6048,39.9847989,-82.9850438
4965,OH,Dayton,"Dayton, OH",Montgomery,1840,6067,39.7773943,-84.1996317
5045,OH,Lancaster,"Lancaster, OH",Fairfield,1840,3272,39.7247371,-82.605275
5116,OH,Newark,"Newark, OH",Licking,1840,2705,40.0697323,-82.4249247
5199,OH,Steubenville,"Steubenville, OH",Jefferson,1840,4247,40.3663202,-80.6570693
5213,OH,Toledo,"Toledo, OH",Lucas,1840,1200,41.664071,-83.5818608
5270,OH,Zanesville,"Zanesville, OH",Muskingum,1840,4766,39.9570266,-82.0119544
7316,WI,Madison,"Madison, WI",Dane,1840,1500,43.0878055,-89.4301208
7333,WI,Milwaukee,"Milwaukee, WI",Milwaukee,1840,1700,43.0633484,-87.9666952
1600,IA,Burlington,"Burlington, IA",Des Moines,1850,4082,40.8064457,-91.1253389
1626,IA,Dubuque,"Dubuque, IA",Dubuque,1850,3108,42.502385,-90.7051015
1675,IA,Muscatine,"Muscatine, IA",Muscatine,1850,2540,41.420129,-91.0698399
1792,IL,Alton,"Alton, IL",Madison,1850,3585,38.9021254,-90.1540833
1810,IL,Belleville,"Belleville, IL",St Clair,1850,2941,38.5150676,-89.9862282
1864,IL,Chicago,"Chicago, IL",Cook,1850,29963,41.8375511,-87.6818441
1936,IL,Galena,"Galena, IL",Jo Daviess,1850,6004,42.4226952,-90.430222
1990,IL,Jacksonville,"Jacksonville, IL",Morgan,1850,2745,39.729151,-90.232201
1994,IL,Joliet,"Joliet, IL",Will,1850,2659,41.5180664,-88.1583542
2126,IL,Peoria,"Peoria, IL",Peoria,1850,5095,40.7523087,-89.6170968
2141,IL,Quincy,"Quincy, IL",Adams,1850,6902,39.9336751,-91.379304
2195,IL,Springfield,"Springfield, IL",Sangamon,1850,4533,39.7639077,-89.6708323
2324,IN,Evansville,"Evansville, IN",Vanderburgh,1850,3235,37.9877339,-87.534703
2329,IN,Fort Wayne,"Fort Wayne, IN",Allen,1850,4282,41.0881729,-85.14388
2355,IN,Indianapolis,"Indianapolis, IN",Marion,1850,8091,39.7766644,-86.1459355
2363,IN,Lafayette,"Lafayette, IN",Tippecanoe,1850,6129,40.399425,-86.8616994
2367,IN,Lawrenceburg,"Lawrenceburg, IN",Dearborn,1850,2651,39.1044925,-84.8745248
2376,IN,Madison,"Madison, IN",Jefferson,1850,8012,38.7588294,-85.3971348
2393,IN,New Albany,"New Albany, IN",Floyd,1850,8181,38.3074563,-85.8270527
2429,IN,South Bend,"South Bend, IN",St  Joseph,1850,1700,41.6768497,-86.269043
2436,IN,Terre Haute,"Terre Haute, IN",Vigo,1850,4051,39.4655419,-87.3759244
3116,MI,Detroit,"Detroit, MI",Wayne,1850,21019,42.3830375,-83.1022365
3155,MI,Grand Rapids,"Grand Rapids, MI",Kent,1850,2686,42.961156,-85.6555701
3185,MI,Kalamazoo,"Kalamazoo, MI",Kalamazoo,1850,2507,42.2751635,-85.5885011
3214,MI,Monroe,"Monroe, MI",Monroe,1850,2813,41.916678,-83.3849026
3510,MN,St. Paul,"St. Paul, MN",Ramsey,1850,1100,44.9488695,-93.1038552
3651,MO,Lexington,"Lexington, MO",Lafayette,1850,2698,39.1802617,-93.8691656
3729,MO,Springfield,"Springfield, MO",Greene,1850,400,37.194152,-93.2913048
3733,MO,St. Louis,"St. Louis, MO",St Louis City,1850,77860,38.6356988,-90.2445816
4884,OH,Akron,"Akron, OH",Summit,1850,3266,41.0804559,-81.5214295
4934,OH,Canton,"Canton, OH",Stark,1850,2603,40.8076499,-81.3672284
4946,OH,Chillecothe,"Chillecothe, OH",Ross,1850,7100,39.3386599,-82.994059
4947,OH,Cincinnati,"Cincinnati, OH",Hamilton,1850,115435,39.1399019,-84.5064465
4948,OH,Circleville,"Circleville, OH",Pickaway,1850,3411,39.6024168,-82.9325148
4950,OH,Cleveland,"Cleveland, OH",Cuyahoga,1850,17034,41.4781381,-81.6794861
4957,OH,Columbus,"Columbus, OH",Franklin,1850,17882,39.9847989,-82.9850438
4965,OH,Dayton,"Dayton, OH",Montgomery,1850,10977,39.7773943,-84.1996317
5019,OH,Hamilton,"Hamilton, OH",Butler,1850,3210,39.3943278,-84.5655217
5045,OH,Lancaster,"Lancaster, OH",Fairfield,1850,3483,39.7247371,-82.605275
5066,OH,Mansfield,"Mansfield, OH",Richland,1850,3557,40.76672,-82.5308195
5069,OH,Marietta,"Marietta, OH",Washington,1850,3175,39.429066,-81.4486125
5101,OH,Mount Vernon,"Mount Vernon, OH",Knox,1850,3711,40.3851799,-82.4745625
5116,OH,Newark,"Newark, OH",Licking,1850,3654,40.0697323,-82.4249247
5155,OH,Piqua,"Piqua, OH",Miami,1850,3277,40.150197,-84.2431469
5159,OH,Portsmouth,"Portsmouth, OH",Scioto,1850,4011,38.7527946,-82.9523734
5175,OH,Sandusky,"Sandusky, OH",Erie,1850,5087,41.4558874,-82.7144099
5195,OH,Springfield,"Springfield, OH",Clark,1850,5108,39.9337579,-83.7957572
5199,OH,Steubenville,"Steubenville, OH",Jefferson,1850,6140,40.3663202,-80.6570693
5210,OH,Tiffin,"Tiffin, OH",Seneca,1850,2718,41.1165556,-83.1809434
5213,OH,Toledo,"Toledo, OH",Lucas,1850,3829,41.664071,-83.5818608
5264,OH,Wooster,"Wooster, OH",Wayne,1850,2797,40.8162113,-81.9330854
5267,OH,Xenia,"Xenia, OH",Greene,1850,3024,39.6834002,-83.9422015
5270,OH,Zanesville,"Zanesville, OH",Muskingum,1850,7929,39.9570266,-82.0119544
7300,WI,Kenosha,"Kenosha, WI",Kenosha,1850,3455,42.5847398,-87.8736961
7316,WI,Madison,"Madison, WI",Dane,1850,6600,43.0878055,-89.4301208
7333,WI,Milwaukee,"Milwaukee, WI",Milwaukee,1850,20061,43.0633484,-87.9666952
7380,WI,Racine,"Racine, WI",Racine,1850,5107,42.7282842,-87.8070858
1600,IA,Burlington,"Burlington, IA",Des Moines,1860,6706,40.8064457,-91.1253389
1606,IA,Cedar Rapids,"Cedar Rapids, IA",Linn,1860,1800,41.9670481,-91.6777599
1621,IA,Davenport,"Davenport, IA",Scott,1860,11267,41.5541036,-90.6039968
1625,IA,Des Moines,"Des Moines, IA",Polk,1860,3965,41.5739461,-93.616708
1626,IA,Dubuque,"Dubuque, IA",Dubuque,1860,13000,42.502385,-90.7051015
1637,IA,Fort Madison,"Fort Madison, IA",Lee,1860,2886,40.6198599,-91.3518838
1651,IA,Iowa City,"Iowa City, IA",Johnson,1860,5214,41.6560408,-91.5312718
1656,IA,Keokuk,"Keokuk, IA",Lee,1860,8136,40.4095461,-91.402511
1673,IA,Mount Pleasant,"Mount Pleasant, IA",Henry,1860,3530,40.9622052,-91.5471615
1675,IA,Muscatine,"Muscatine, IA",Muscatine,1860,5324,41.420129,-91.0698399
1792,IL,Alton,"Alton, IL",Madison,1860,6332,38.9021254,-90.1540833
1799,IL,Aurora,"Aurora, IL",Kane,1860,6011,41.763455,-88.290099
1810,IL,Belleville,"Belleville, IL",St Clair,1860,7520,38.5150676,-89.9862282
1820,IL,Bloomington,"Bloomington, IL",Mclean,1860,7075,40.4757767,-88.9699117
1864,IL,Chicago,"Chicago, IL",Cook,1860,112172,41.8375511,-87.6818441
1887,IL,Decatur,"Decatur, IL",Macon,1860,3839,39.8559828,-88.9337462
1911,IL,Elgin,"Elgin, IL",Multiple,1860,2797,42.0396386,-88.3217094
1934,IL,Freeport,"Freeport, IL",Stephenson,1860,5376,42.2895389,-89.6358257
1936,IL,Galena,"Galena, IL",Jo Daviess,1860,8196,42.4226952,-90.430222
1937,IL,Galesburg,"Galesburg, IL",Knox,1860,4953,40.950217,-90.3765641
1990,IL,Jacksonville,"Jacksonville, IL",Morgan,1860,5528,39.729151,-90.232201
1994,IL,Joliet,"Joliet, IL",Will,1860,7104,41.5180664,-88.1583542
2012,IL,LaSalle,"LaSalle, IL",La Salle,1860,4016,41.3566312,-89.0640611
2066,IL,Monmouth,"Monmouth, IL",Warren,1860,2506,40.914462,-90.6414089
2125,IL,Pekin,"Pekin, IL",Tazewell,1860,3467,40.567527,-89.6248996
2126,IL,Peoria,"Peoria, IL",Peoria,1860,14045,40.7523087,-89.6170968
2129,IL,Peru,"Peru, IL",La Salle,1860,3132,41.3472566,-89.1335635
2141,IL,Quincy,"Quincy, IL",Adams,1860,13718,39.9336751,-91.379304
2156,IL,Rock Island,"Rock Island, IL",Rock Island,1860,5130,41.4729519,-90.5851598
2157,IL,Rockford,"Rockford, IL",Winnebago,1860,6979,42.2633938,-89.0628271
2195,IL,Springfield,"Springfield, IL",Sangamon,1860,9320,39.7639077,-89.6708323
2231,IL,Warsaw,"Warsaw, IL",Hancock,1860,2896,40.355173,-91.432928
2237,IL,Waukegan,"Waukegan, IL",Lake,1860,3433,42.3694469,-87.8708984
2273,IN,Aurora,"Aurora, IN",Dearborn,1860,2990,39.0652848,-84.9026715
2324,IN,Evansville,"Evansville, IN",Vanderburgh,1860,11484,37.9877339,-87.534703
2329,IN,Fort Wayne,"Fort Wayne, IN",Allen,1860,9121,41.0881729,-85.14388
2355,IN,Indianapolis,"Indianapolis, IN",Marion,1860,18611,39.7766644,-86.1459355
2358,IN,Jeffersonville,"Jeffersonville, IN",Clark,1860,4020,38.3334022,-85.6972107
2362,IN,La Porte,"La Porte, IN",La Porte,1860,5028,41.6078961,-86.7136056
2363,IN,Lafayette,"Lafayette, IN",Tippecanoe,1860,9387,40.399425,-86.8616994
2367,IN,Lawrenceburg,"Lawrenceburg, IN",Dearborn,1860,2692,39.1044925,-84.8745248
2372,IN,Logansport,"Logansport, IN",Cass,1860,2979,40.7501824,-86.3561822
2376,IN,Madison,"Madison, IN",Jefferson,1860,8130,38.7588294,-85.3971348
2381,IN,Michigan City,"Michigan City, IN",La Porte,1860,3320,41.7125118,-86.8761439
2393,IN,New Albany,"New Albany, IN",Floyd,1860,12647,38.3074563,-85.8270527
2406,IN,Peru,"Peru, IN",Miami,1860,2506,40.7588047,-86.0714745
2416,IN,Richmond,"Richmond, IN",Wayne,1860,6603,39.8320792,-84.8896989
2429,IN,South Bend,"South Bend, IN",St  Joseph,1860,3832,41.6768497,-86.269043
2436,IN,Terre Haute,"Terre Haute, IN",Vigo,1860,8594,39.4655419,-87.3759244
2442,IN,Vincennes,"Vincennes, IN",Knox,1860,3960,38.6761009,-87.5111188
2471,KS,Atchison,"Atchison, KS",Atchison,1860,2616,39.5636481,-95.1365945
2533,KS,Leavenworth,"Leavenworth, KS",Leavenworth,1860,7429,39.3227166,-94.9250132
2581,KS,Topeka,"Topeka, KS",Shawnee,1860,800,39.03617,-95.6948257
3067,MI,Adrian,"Adrian, MI",Lenawee,1860,6213,41.8987804,-84.0448289
3075,MI,Ann Arbor,"Ann Arbor, MI",Washtenaw,1860,5097,42.2756414,-83.7313328
3116,MI,Detroit,"Detroit, MI",Wayne,1860,45619,42.3830375,-83.1022365
3125,MI,East Saginaw,"East Saginaw, MI",Saginaw,1860,3001,43.422505,-83.950996
3138,MI,Flint,"Flint, MI",Genesee,1860,2950,43.0244249,-83.6919833
3155,MI,Grand Rapids,"Grand Rapids, MI",Kent,1860,8085,42.961156,-85.6555701
3184,MI,Jackson,"Jackson, MI",Jackson,1860,4799,42.2434542,-84.4022545
3185,MI,Kalamazoo,"Kalamazoo, MI",Kalamazoo,1860,6070,42.2751635,-85.5885011
3191,MI,Lansing,"Lansing, MI",Ingham,1860,3074,42.7097871,-84.5562219
3214,MI,Monroe,"Monroe, MI",Monroe,1860,3892,41.916678,-83.3849026
3242,MI,Pontiac,"Pontiac, MI",Oakland,1860,2575,42.6492283,-83.2873632
3243,MI,Port Huron,"Port Huron, MI",St Clair,1860,4371,42.9937657,-82.433743
3305,MI,Ypsilanti,"Ypsilanti, MI",Washtenaw,1860,3955,42.2432162,-83.6219822
3430,MN,Minneapolis,"Minneapolis, MN",Hennepin,1860,2564,44.9633235,-93.2682835
3505,MN,St. Anthony,"St. Anthony, MN",Hennepin,1860,3258,45.0273238,-93.2155326
3510,MN,St. Paul,"St. Paul, MN",Ramsey,1860,10401,44.9488695,-93.1038552
3555,MO,Boonville,"Boonville, MO",Cooper,1860,2596,38.9564765,-92.7510746
3570,MO,Cape Girardeau,"Cape Girardeau, MO",Cape Girardeau,1860,2663,37.308664,-89.5592387
3572,MO,Carondelet,"Carondelet, MO",St Louis,1860,3993,38.557294,-90.255089
3622,MO,Hannibal,"Hannibal, MO",Marion,1860,6505,39.7101225,-91.3935043
3634,MO,Independence,"Independence, MO",Jackson,1860,3164,39.0852578,-94.3512918
3636,MO,Jefferson City,"Jefferson City, MO",Cole,1860,3082,38.5674612,-92.1752539
3639,MO,Kansas City,"Kansas City, MO",Jackson,1860,4418,39.125212,-94.5511362
3651,MO,Lexington,"Lexington, MO",Lafayette,1860,4122,39.1802617,-93.8691656
3731,MO,St. Charles,"St. Charles, MO",St Charles,1860,3239,38.7957023,-90.5153643
3732,MO,St. Joseph,"St. Joseph, MO",Buchanan,1860,8932,39.7596904,-94.8211418
3733,MO,St. Louis,"St. Louis, MO",St Louis City,1860,160773,38.6356988,-90.2445816
4190,NE,Omaha,"Omaha, NE",Douglas,1860,1900,41.2646751,-96.0419269
4884,OH,Akron,"Akron, OH",Summit,1860,3477,41.0804559,-81.5214295
4908,OH,Bellefontaine,"Bellefontaine, OH",Logan,1860,2599,40.3627366,-83.7630171
4934,OH,Canton,"Canton, OH",Stark,1860,4041,40.8076499,-81.3672284
4946,OH,Chillecothe,"Chillecothe, OH",Ross,1860,7626,39.3386599,-82.994059
4947,OH,Cincinnati,"Cincinnati, OH",Hamilton,1860,161044,39.1399019,-84.5064465
4948,OH,Circleville,"Circleville, OH",Pickaway,1860,4383,39.6024168,-82.9325148
4950,OH,Cleveland,"Cleveland, OH",Cuyahoga,1860,43417,41.4781381,-81.6794861
4957,OH,Columbus,"Columbus, OH",Franklin,1860,18554,39.9847989,-82.9850438
4965,OH,Dayton,"Dayton, OH",Montgomery,1860,20081,39.7773943,-84.1996317
4968,OH,Delaware,"Delaware, OH",Delaware,1860,3889,40.2865592,-83.07486
4997,OH,Fremont,"Fremont, OH",Sandusky,1860,3510,41.3530188,-83.1155897
5019,OH,Hamilton,"Hamilton, OH",Butler,1860,7223,39.3943278,-84.5655217
5034,OH,Ironton,"Ironton, OH",Lawrence,1860,3691,38.531325,-82.6770518
5045,OH,Lancaster,"Lancaster, OH",Fairfield,1860,4303,39.7247371,-82.605275
5066,OH,Mansfield,"Mansfield, OH",Richland,1860,4581,40.76672,-82.5308195
5069,OH,Marietta,"Marietta, OH",Washington,1860,4323,39.429066,-81.4486125
5074,OH,Massillon,"Massillon, OH",Stark,1860,3819,40.7837726,-81.5266035
5101,OH,Mount Vernon,"Mount Vernon, OH",Knox,1860,4202,40.3851799,-82.4745625
5116,OH,Newark,"Newark, OH",Licking,1860,4675,40.0697323,-82.4249247
5132,OH,Norwalk,"Norwalk, OH",Huron,1860,2839,41.2445728,-82.6089499
5147,OH,Painesville,"Painesville, OH",Lake,1860,2676,41.7237074,-81.2534141
5155,OH,Piqua,"Piqua, OH",Miami,1860,4616,40.150197,-84.2431469
5159,OH,Portsmouth,"Portsmouth, OH",Scioto,1860,6268,38.7527946,-82.9523734
5175,OH,Sandusky,"Sandusky, OH",Erie,1860,8408,41.4558874,-82.7144099
5195,OH,Springfield,"Springfield, OH",Clark,1860,7002,39.9337579,-83.7957572
5199,OH,Steubenville,"Steubenville, OH",Jefferson,1860,6154,40.3663202,-80.6570693
5210,OH,Tiffin,"Tiffin, OH",Seneca,1860,3992,41.1165556,-83.1809434
5213,OH,Toledo,"Toledo, OH",Lucas,1860,13768,41.664071,-83.5818608
5217,OH,Troy,"Troy, OH",Miami,1860,2643,40.0410122,-84.2223555
5224,OH,Urbana,"Urbana, OH",Champaign,1860,3429,40.1087766,-83.7547712
5264,OH,Wooster,"Wooster, OH",Wayne,1860,3361,40.8162113,-81.9330854
5267,OH,Xenia,"Xenia, OH",Greene,1860,4658,39.6834002,-83.9422015
5269,OH,Youngstown,"Youngstown, OH",Multiple,1860,2759,41.099095,-80.6459017
5270,OH,Zanesville,"Zanesville, OH",Muskingum,1860,9229,39.9570266,-82.0119544
7236,WI,Beaver Dam,"Beaver Dam, WI",Dodge,1860,2765,43.4669806,-88.8318878
7238,WI,Beloit,"Beloit, WI",Rock,1860,4098,42.5235059,-89.0176597
7272,WI,Fond Du Lac,"Fond Du Lac, WI",Fond Du Lac,1860,5460,43.7721533,-88.440266
7295,WI,Janesville,"Janesville, WI",Rock,1860,7703,42.6846985,-89.0131701
7300,WI,Kenosha,"Kenosha, WI",Kenosha,1860,3990,42.5847398,-87.8736961
7306,WI,La Crosse,"La Crosse, WI",La Crosse,1860,3860,43.8258663,-91.2242447
7316,WI,Madison,"Madison, WI",Dane,1860,6611,43.0878055,-89.4301208
7317,WI,Manitowoc,"Manitowoc, WI",Manitowoc,1860,3059,44.098592,-87.6813003
7333,WI,Milwaukee,"Milwaukee, WI",Milwaukee,1860,45246,43.0633484,-87.9666952
7363,WI,Oshkosh,"Oshkosh, WI",Winnebago,1860,6086,44.0226282,-88.562352
7374,WI,Portage,"Portage, WI",Columbia,1860,2879,43.5489507,-89.4658661
7380,WI,Racine,"Racine, WI",Racine,1860,7822,42.7282842,-87.8070858
7395,WI,Sheboygan,"Sheboygan, WI",Sheboygan,1860,4262,43.7460015,-87.7305455
7426,WI,Watertown,"Watertown, WI",Multiple,1860,5302,43.189663,-88.7288427
7439,WI,Whitewater,"Whitewater, WI",Walworth,1860,2731,42.8374392,-88.7342824
1600,IA,Burlington,"Burlington, IA",Des Moines,1870,14930,40.8064457,-91.1253389
1605,IA,Cedar Falls,"Cedar Falls, IA",Black Hawk,1870,3070,42.5194018,-92.4526561
1606,IA,Cedar Rapids,"Cedar Rapids, IA",Linn,1870,5940,41.9670481,-91.6777599
1614,IA,Clinton,"Clinton, IA",Clinton,1870,6129,41.8425394,-90.2445831
1618,IA,Council Bluffs,"Council Bluffs, IA",Pottawattamie,1870,10020,41.2387848,-95.8542386
1621,IA,Davenport,"Davenport, IA",Scott,1870,20038,41.5541036,-90.6039968
1625,IA,Des Moines,"Des Moines, IA",Polk,1870,12035,41.5739461,-93.616708
1626,IA,Dubuque,"Dubuque, IA",Dubuque,1870,18434,42.502385,-90.7051015
1636,IA,Fort Dodge,"Fort Dodge, IA",Webster,1870,3095,42.5096069,-94.1756674
1637,IA,Fort Madison,"Fort Madison, IA",Lee,1870,4011,40.6198599,-91.3518838
1649,IA,Independence,"Independence, IA",Buchanan,1870,2945,42.4621928,-91.9031515
1651,IA,Iowa City,"Iowa City, IA",Johnson,1870,5914,41.6560408,-91.5312718
1656,IA,Keokuk,"Keokuk, IA",Lee,1870,12766,40.4095461,-91.402511
1662,IA,Lyons,"Lyons, IA",Clinton,1870,4088,41.8672509,-90.1862381
1668,IA,Marshalltown,"Marshalltown, IA",Marshall,1870,3218,42.0342997,-92.9062656
1673,IA,Mount Pleasant,"Mount Pleasant, IA",Henry,1870,4245,40.9622052,-91.5471615
1675,IA,Muscatine,"Muscatine, IA",Muscatine,1870,6718,41.420129,-91.0698399
1687,IA,Oskaloosa,"Oskaloosa, IA",Mahasha,1870,3204,41.2904383,-92.6384993
1688,IA,Ottumwa,"Ottumwa, IA",Wapello,1870,5214,41.0223368,-92.423402
1703,IA,Sioux City,"Sioux City, IA",Woodbury,1870,3401,42.4952518,-96.3914617
1714,IA,Washington,"Washington, IA",Washington,1870,2575,41.2989671,-91.692307
1715,IA,Waterloo,"Waterloo, IA",Black Hawk,1870,4337,42.4923267,-92.3519473
1792,IL,Alton,"Alton, IL",Madison,1870,8665,38.9021254,-90.1540833
1793,IL,Amboy,"Amboy, IL",Lee,1870,2825,41.7289587,-89.3676681
1799,IL,Aurora,"Aurora, IL",Kane,1870,11162,41.763455,-88.290099
1808,IL,Beardstown,"Beardstown, IL",Cass,1870,2528,40.0099046,-90.431595
1810,IL,Belleville,"Belleville, IL",St Clair,1870,8146,38.5150676,-89.9862282
1812,IL,Belvidere,"Belvidere, IL",Boone,1870,3231,42.2561567,-88.868128
1820,IL,Bloomington,"Bloomington, IL",Mclean,1870,14590,40.4757767,-88.9699117
1839,IL,Cairo,"Cairo, IL",Alexander,1870,6267,37.0062883,-89.1828803
1843,IL,Canton,"Canton, IL",Fulton,1870,3308,40.5625917,-90.0405177
1856,IL,Centralia,"Centralia, IL",Multiple,1870,3190,38.5220725,-89.1235412
1858,IL,Champaign,"Champaign, IL",Champaign,1870,4625,40.115057,-88.2736523
1860,IL,Charleston,"Charleston, IL",Coles,1870,2849,39.4848296,-88.1776092
1864,IL,Chicago,"Chicago, IL",Cook,1870,298977,41.8375511,-87.6818441
1885,IL,Danville,"Danville, IL",Vermilion,1870,4751,40.1426281,-87.6107068
1887,IL,Decatur,"Decatur, IL",Macon,1870,7161,39.8559828,-88.9337462
1894,IL,Dixon,"Dixon, IL",Lee,1870,4055,41.8429737,-89.4788398
1905,IL,East St. Louis,"East St. Louis, IL",St Clair,1870,5644,38.6159363,-90.1293983
1911,IL,Elgin,"Elgin, IL",Multiple,1870,5441,42.0396386,-88.3217094
1934,IL,Freeport,"Freeport, IL",Stephenson,1870,7889,42.2895389,-89.6358257
1936,IL,Galena,"Galena, IL",Jo Daviess,1870,7019,42.4226952,-90.430222
1937,IL,Galesburg,"Galesburg, IL",Knox,1870,10158,40.950217,-90.3765641
1939,IL,Geneseo,"Geneseo, IL",Henry,1870,3042,41.4499543,-90.1534738
1990,IL,Jacksonville,"Jacksonville, IL",Morgan,1870,9203,39.729151,-90.232201
1991,IL,Jerseyville,"Jerseyville, IL",Jersey,1870,2576,39.1177419,-90.3269838
1994,IL,Joliet,"Joliet, IL",Will,1870,7263,41.5180664,-88.1583542
2012,IL,LaSalle,"LaSalle, IL",La Salle,1870,5200,41.3566312,-89.0640611
2025,IL,Litchfield,"Litchfield, IL",Montgomery,1870,3852,39.1771449,-89.6435719
2034,IL,Macomb,"Macomb, IL",Mcdonough,1870,2748,40.4749301,-90.6826433
2046,IL,Mascoutah,"Mascoutah, IL",St Clair,1870,2790,38.5180942,-89.8001589
2054,IL,Mendota,"Mendota, IL",La Salle,1870,3546,41.5566554,-89.1005067
2063,IL,Moline,"Moline, IL",Rock Island,1870,4166,41.4823868,-90.493492
2066,IL,Monmouth,"Monmouth, IL",Warren,1870,4662,40.914462,-90.6414089
2070,IL,Morris,"Morris, IL",Grundy,1870,3138,41.37407,-88.4327649
2107,IL,Olney,"Olney, IL",Richland,1870,2680,38.7292306,-88.0842197
2113,IL,Ottawa,"Ottawa, IL",La Salle,1870,7736,41.3533787,-88.8318501
2119,IL,Paris,"Paris, IL",Edgar,1870,3057,39.6139804,-87.6892771
2125,IL,Pekin,"Pekin, IL",Tazewell,1870,5696,40.567527,-89.6248996
2126,IL,Peoria,"Peoria, IL",Peoria,1870,22849,40.7523087,-89.6170968
2129,IL,Peru,"Peru, IL",La Salle,1870,3650,41.3472566,-89.1335635
2139,IL,Princeton,"Princeton, IL",Bureau,1870,3264,41.3801713,-89.4670437
2141,IL,Quincy,"Quincy, IL",Adams,1870,24052,39.9336751,-91.379304
2156,IL,Rock Island,"Rock Island, IL",Rock Island,1870,7890,41.4729519,-90.5851598
2157,IL,Rockford,"Rockford, IL",Winnebago,1870,11049,42.2633938,-89.0628271
2195,IL,Springfield,"Springfield, IL",Sangamon,1870,17364,39.7639077,-89.6708323
2199,IL,Sterling,"Sterling, IL",Whiteside,1870,3998,41.7996681,-89.6951504
2231,IL,Warsaw,"Warsaw, IL",Hancock,1870,3583,40.355173,-91.432928
2237,IL,Waukegan,"Waukegan, IL",Lake,1870,4507,42.3694469,-87.8708984
2269,IN,Anderson,"Anderson, IN",Madison,1870,3126,40.0897656,-85.6894485
2273,IN,Aurora,"Aurora, IN",Dearborn,1870,3304,39.0652848,-84.9026715
2305,IN,Columbus,"Columbus, IN",Bartholomew,1870,3359,39.209684,-85.9178016
2309,IN,Crawfordsville,"Crawfordsville, IN",Montgomery,1870,3701,40.0432797,-86.8966941
2321,IN,Elkhart,"Elkhart, IN",Elkhart,1870,3265,41.6911666,-85.965132
2324,IN,Evansville,"Evansville, IN",Vanderburgh,1870,21830,37.9877339,-87.534703
2329,IN,Fort Wayne,"Fort Wayne, IN",Allen,1870,17718,41.0881729,-85.14388
2333,IN,Franklin,"Franklin, IN",Johnson,1870,2707,39.4934859,-86.0540752
2338,IN,Goshen,"Goshen, IN",Elkhart,1870,3133,41.5749213,-85.8307926
2339,IN,Greencastle,"Greencastle, IN",Putnam,1870,3227,39.6420166,-86.846119
2354,IN,Huntington,"Huntington, IN",Huntington,1870,2925,40.8808249,-85.5054975
2355,IN,Indianapolis,"Indianapolis, IN",Marion,1870,48244,39.7766644,-86.1459355
2358,IN,Jeffersonville,"Jeffersonville, IN",Clark,1870,7254,38.3334022,-85.6972107
2362,IN,La Porte,"La Porte, IN",La Porte,1870,6581,41.6078961,-86.7136056
2363,IN,Lafayette,"Lafayette, IN",Tippecanoe,1870,13506,40.399425,-86.8616994
2367,IN,Lawrenceburg,"Lawrenceburg, IN",Dearborn,1870,3159,39.1044925,-84.8745248
