id,st,city,cityst,county_name,year,population,lat,lng
7394,WI,Shawano,"Shawano, WI",Shawano,1950,5894,44.7778938,-88.5860189
7395,WI,Sheboygan,"Sheboygan, WI",Sheboygan,1950,42365,43.7460015,-87.7305455
7396,WI,Sheboygan Falls,"Sheboygan Falls, WI",Sheboygan,1950,3599,43.729337,-87.8262345
7398,WI,Shorewood,"Shorewood, WI",Milwaukee,1950,16199,43.0913249,-87.8866246
7401,WI,South Milwaukee,"South Milwaukee, WI",Milwaukee,1950,12855,42.9126431,-87.8623115
7402,WI,Sparta,"Sparta, WI",Monroe,1950,5893,43.9418134,-90.8067933
7403,WI,Spooner,"Spooner, WI",Washburn,1950,2597,45.8269059,-91.8904918
7405,WI,Stevens Point,"Stevens Point, WI",Portage,1950,16564,44.5254815,-89.5537175
7406,WI,Stoughton,"Stoughton, WI",Dane,1950,4833,42.9219877,-89.2241735
7407,WI,Sturgeon Bay,"Sturgeon Bay, WI",Door,1950,7054,44.8226756,-87.3698063
7411,WI,Superior,"Superior, WI",Douglas,1950,35325,46.6990618,-92.0619883
7414,WI,Tomah,"Tomah, WI",Monroe,1950,4760,43.9884653,-90.5018128
7415,WI,Tomahawk,"Tomahawk, WI",Lincoln,1950,3534,45.478961,-89.7117725
7417,WI,Two Rivers,"Two Rivers, WI",Manitowac,1950,10243,44.1536862,-87.5764302
7420,WI,Viroqua,"Viroqua, WI",Vernon,1950,3795,43.5575332,-90.8867251
7426,WI,Watertown,"Watertown, WI",Multiple,1950,12417,43.189663,-88.7288427
7427,WI,Waukesha,"Waukesha, WI",Waukesha,1950,21233,43.0090837,-88.2450618
7429,WI,Waupaca,"Waupaca, WI",Waupaca,1950,3921,44.3500475,-89.0700026
7430,WI,Waupun,"Waupun, WI",Multiple,1950,6725,43.6291066,-88.7362462
7431,WI,Wausau,"Wausau, WI",Marathon,1950,30414,44.9618663,-89.6434858
7432,WI,Wauwatosa,"Wauwatosa, WI",Milwaukee,1950,33324,43.0631195,-88.0355695
7433,WI,West Allis,"West Allis, WI",Milwaukee,1950,42959,43.007186,-88.0289858
7434,WI,West Bend,"West Bend, WI",Washington,1950,6849,43.4188123,-88.1816963
7435,WI,West Milwaukee,"West Milwaukee, WI",Milwaukee,1950,5429,43.0123782,-87.9710279
7438,WI,Whitefish Bay,"Whitefish Bay, WI",Milwaukee,1950,14665,43.1132514,-87.9005538
7439,WI,Whitewater,"Whitewater, WI",Walworth,1950,5101,42.8374392,-88.7342824
7442,WI,Wisconson Rapids,"Wisconson Rapids, WI",Wood,1950,13496,44.3929245,-89.8267404
1585,IA,Albia,"Albia, IA",Monroe,1960,4582,41.0271148,-92.8038472
1586,IA,Algona,"Algona, IA",Kossuth,1960,5702,43.0739786,-94.2299264
1587,IA,Altoona,"Altoona, IA",Polk,1960,1500,41.6468632,-93.4768422
1588,IA,Ames,"Ames, IA",Story,1960,27003,42.0254944,-93.6275937
1589,IA,Anamosa,"Anamosa, IA",Jones,1960,4616,42.1100002,-91.2754761
1590,IA,Ankeny,"Ankeny, IA",Polk,1960,2964,41.72789,-93.6031956
1592,IA,Atlantic,"Atlantic, IA",Cass,1960,6890,41.3928872,-95.0219732
1593,IA,Audubon,"Audubon, IA",Audubon,1960,2928,41.720323,-94.928422
1594,IA,Belle Plaine,"Belle Plaine, IA",Benton,1960,2923,41.894796,-92.2753401
1595,IA,Belmond,"Belmond, IA",Wright,1960,2506,42.84608078,-93.61410522
1596,IA,Bettendorf,"Bettendorf, IA",Scott,1960,11534,41.5663402,-90.4766386
1597,IA,Bloomfield,"Bloomfield, IA",Davis,1960,2771,40.7491075,-92.4170314
1599,IA,Boone,"Boone, IA",Boone,1960,12468,42.0493713,-93.872728
1600,IA,Burlington,"Burlington, IA",Des Moines,1960,32430,40.8064457,-91.1253389
1603,IA,Carroll,"Carroll, IA",Carroll,1960,7682,42.069734,-94.864689
1605,IA,Cedar Falls,"Cedar Falls, IA",Black Hawk,1960,21195,42.5194018,-92.4526561
1606,IA,Cedar Rapids,"Cedar Rapids, IA",Linn,1960,92035,41.9670481,-91.6777599
1607,IA,Centerville,"Centerville, IA",Appanoose,1960,6629,40.7283811,-92.8713905
1608,IA,Chariton,"Chariton, IA",Lucas,1960,5042,41.0175743,-93.3094479
1609,IA,Charles City,"Charles City, IA",Floyd,1960,9964,43.0647596,-92.6744575
1610,IA,Cherokee,"Cherokee, IA",Cherokee,1960,7724,42.7510698,-95.5528276
1611,IA,Clarinda,"Clarinda, IA",Page,1960,5875,40.7377064,-95.0341626
1612,IA,Clarion,"Clarion, IA",Wright,1960,3232,42.7322132,-93.7293595
1613,IA,Clear Lake,"Clear Lake, IA",Cerro Gordo,1960,6158,43.1350899,-93.3736509
1614,IA,Clinton,"Clinton, IA",Clinton,1960,33589,41.8425394,-90.2445831
1617,IA,Coralville,"Coralville, IA",Johnson,1960,2400,41.6995775,-91.5959505
1618,IA,Council Bluffs,"Council Bluffs, IA",Pottawattamie,1960,55641,41.2387848,-95.8542386
1619,IA,Cresco,"Cresco, IA",Howard,1960,3809,43.3717567,-92.11635
1620,IA,Creston,"Creston, IA",Union,1960,7667,41.0603294,-94.3653183
1621,IA,Davenport,"Davenport, IA",Scott,1960,88981,41.5541036,-90.6039968
1622,IA,De Witt,"De Witt, IA",Clinton,1960,3224,41.8224167,-90.5438423
1623,IA,Decorah,"Decorah, IA",Winnieshiek,1960,6435,43.3016182,-91.7847502
1624,IA,Denison,"Denison, IA",Crawford,1960,4930,42.0158856,-95.3524038
1625,IA,Des Moines,"Des Moines, IA",Polk,1960,208982,41.5739461,-93.616708
1626,IA,Dubuque,"Dubuque, IA",Dubuque,1960,56606,42.502385,-90.7051015
1627,IA,Dyersville,"Dyersville, IA",Dubuque,1960,2738,42.4798657,-91.1256209
1628,IA,Eagle Grove,"Eagle Grove, IA",Wright,1960,4381,42.665088,-93.902365
1629,IA,Eldora,"Eldora, IA",Hardin,1960,3225,42.3605948,-93.1012868
1631,IA,Emmetsburg,"Emmetsburg, IA",Palo Alto,1960,3887,43.1147976,-94.679579
1632,IA,Estherville,"Estherville, IA",Emmet,1960,7927,43.3997965,-94.8345165
1633,IA,Evansdale,"Evansdale, IA",Black Hawk,1960,5738,42.4656881,-92.269423
1634,IA,Fairfield,"Fairfield, IA",Jefferson,1960,8054,41.0068799,-91.9671367
1635,IA,Forest City,"Forest City, IA",Winnebago,1960,2930,43.2569673,-93.6364109
1636,IA,Fort Dodge,"Fort Dodge, IA",Webster,1960,28399,42.5096069,-94.1756674
1637,IA,Fort Madison,"Fort Madison, IA",Lee,1960,15247,40.6198599,-91.3518838
1639,IA,Glenwood,"Glenwood, IA",Mills,1960,4783,41.0446902,-95.7406125
1641,IA,Grinnell,"Grinnell, IA",Poweshiek,1960,7367,41.7381542,-92.7249154
1643,IA,Hampton,"Hampton, IA",Franklin,1960,4501,42.7420055,-93.2049683
1644,IA,Harlan,"Harlan, IA",Shelby,1960,4350,41.6495142,-95.3268613
1645,IA,Hawarden,"Hawarden, IA",Sioux,1960,2544,43.0024041,-96.4829106
1647,IA,Humboldt,"Humboldt, IA",Humboldt,1960,4031,42.7229277,-94.2250199
1649,IA,Independence,"Independence, IA",Buchanan,1960,5498,42.4621928,-91.9031515
1650,IA,Indianola,"Indianola, IA",Warren,1960,7062,41.362378,-93.5658932
1651,IA,Iowa City,"Iowa City, IA",Johnson,1960,33443,41.6560408,-91.5312718
1652,IA,Iowa Falls,"Iowa Falls, IA",Hardin,1960,5565,42.5191686,-93.2660498
1653,IA,Jefferson,"Jefferson, IA",Greene,1960,4570,42.0167516,-94.3794173
1656,IA,Keokuk,"Keokuk, IA",Lee,1960,16316,40.4095461,-91.402511
1657,IA,Knoxville,"Knoxville, IA",Marion,1960,7817,41.3188136,-93.1023639
1661,IA,Le Mars,"Le Mars, IA",Plymouth,1960,6767,42.7815144,-96.1733111
1664,IA,Manchester,"Manchester, IA",Delaware,1960,4402,42.4853503,-91.4548558
1665,IA,Maquoketa,"Maquoketa, IA",Jackson,1960,5909,42.0600587,-90.6645493
1667,IA,Marion,"Marion, IA",Linn,1960,10882,42.044596,-91.58616
1668,IA,Marshalltown,"Marshalltown, IA",Marshall,1960,22521,42.0342997,-92.9062656
1669,IA,Mason City,"Mason City, IA",Cerro Gordo,1960,30642,43.1486094,-93.1997949
1671,IA,Missouri Valley,"Missouri Valley, IA",Harrison,1960,3567,41.5578226,-95.9024257
1672,IA,Monticello,"Monticello, IA",Jones,1960,3190,42.2309242,-91.1839145
1673,IA,Mount Pleasant,"Mount Pleasant, IA",Henry,1960,7339,40.9622052,-91.5471615
1674,IA,Mount Vernon,"Mount Vernon, IA",Linn,1960,2593,41.9236498,-91.4237629
1675,IA,Muscatine,"Muscatine, IA",Muscatine,1960,20997,41.420129,-91.0698399
1677,IA,Nevada,"Nevada, IA",Story,1960,4227,42.018207,-93.460772
1678,IA,New Hampton,"New Hampton, IA",Chickasaw,1960,3456,43.0571661,-92.3163573
1679,IA,Newton,"Newton, IA",Jasper,1960,15381,41.6965274,-93.0404656
1682,IA,Oelwein,"Oelwein, IA",Fayette,1960,8282,42.6715248,-91.9127596
1683,IA,Onawa,"Onawa, IA",Monona,1960,3176,42.0267583,-96.0905048
1684,IA,Orange City,"Orange City, IA",Sioux,1960,2707,43.0025545,-96.056806
1685,IA,Osage,"Osage, IA",Mitchell,1960,3753,43.2826489,-92.8113879
1686,IA,Osceola,"Osceola, IA",Clarke,1960,3350,41.03002,-93.7796381
1687,IA,Oskaloosa,"Oskaloosa, IA",Mahasha,1960,11053,41.2904383,-92.6384993
1688,IA,Ottumwa,"Ottumwa, IA",Wapello,1960,33871,41.0223368,-92.423402
1689,IA,Pella,"Pella, IA",Marion,1960,5198,41.4045197,-92.9179959
1690,IA,Perry,"Perry, IA",Dallas,1960,6442,41.8410444,-94.0976261
1693,IA,Red Oak,"Red Oak, IA",Montgomery,1960,6421,41.0141297,-95.2243711
1695,IA,Rock Rapids,"Rock Rapids, IA",Lyon,1960,2780,43.425891,-96.1657284
1697,IA,Sac City,"Sac City, IA",Sac,1960,3354,42.421154,-94.995083
1699,IA,Sheldon,"Sheldon, IA",O'brien,1960,4251,43.1795491,-95.8451684
1700,IA,Shenandoah,"Shenandoah, IA",Page,1960,6567,40.7583011,-95.372058
1701,IA,Sibley,"Sibley, IA",Osceola,1960,2852,43.4012649,-95.743796
1703,IA,Sioux City,"Sioux City, IA",Woodbury,1960,89159,42.4952518,-96.3914617
1704,IA,Spencer,"Spencer, IA",Clay,1960,8864,43.1470247,-95.1526906
1705,IA,Spirit Lake,"Spirit Lake, IA",Dickinson,1960,2685,43.4166267,-95.1127602
1706,IA,Storm Lake,"Storm Lake, IA",Buena Vista,1960,7728,42.644083,-95.1990006
1708,IA,Tama,"Tama, IA",Tama,1960,2925,41.9630806,-92.5737797
1709,IA,Tipton,"Tipton, IA",Cedar,1960,2862,41.76979,-91.1283724
1710,IA,Toledo,"Toledo, IA",Tama,1960,2850,41.99555206,-92.57685852
1711,IA,Urbandale,"Urbandale, IA",Polk,1960,5821,41.6366875,-93.7797923
1713,IA,Vinton,"Vinton, IA",Benton,1960,4781,42.1640254,-92.0261961
1714,IA,Washington,"Washington, IA",Washington,1960,6037,41.2989671,-91.692307
1715,IA,Waterloo,"Waterloo, IA",Black Hawk,1960,71755,42.4923267,-92.3519473
1717,IA,Waukon,"Waukon, IA",Allamakee,1960,3639,43.2685659,-91.4778564
1718,IA,Waverly,"Waverly, IA",Bremer,1960,6357,42.7252555,-92.4697076
1719,IA,Webster City,"Webster City, IA",Hamilton,1960,8520,42.4624071,-93.8164834
1720,IA,West Burlington,"West Burlington, IA",Des Moines,1960,2560,40.8218379,-91.1763678
1721,IA,West Des Moines,"West Des Moines, IA",Polk,1960,11949,41.5532694,-93.7597583
1723,IA,West Union,"West Union, IA",Fayette,1960,2551,42.96275711,-91.80821991
1727,IA,Windsor Heights,"Windsor Heights, IA",Polk,1960,4715,41.6041955,-93.7127929
1728,IA,Winterset,"Winterset, IA",Madison,1960,3639,41.349722,-94.0181766
1786,IL,Abingdon,"Abingdon, IL",Knox,1960,3469,40.8037457,-90.4009736
1787,IL,Addison,"Addison, IL",Dupage,1960,6741,41.9313729,-88.0088433
1788,IL,Aledo,"Aledo, IL",Mercer,1960,3080,41.1985289,-90.7440405
1790,IL,Alorton,"Alorton, IL",St Clair,1960,3282,38.584094,-90.11772
1791,IL,Alsip,"Alsip, IL",Cook,1960,3770,41.6702888,-87.7358926
1792,IL,Alton,"Alton, IL",Madison,1960,43047,38.9021254,-90.1540833
1794,IL,Anna,"Anna, IL",Union,1960,4280,37.4657413,-89.236277
1797,IL,Arlington Heights,"Arlington Heights, IL",Cook,1960,27878,42.0973621,-87.9816706
1799,IL,Aurora,"Aurora, IL",Kane,1960,63715,41.763455,-88.290099
1802,IL,Barrington,"Barrington, IL",Multiple,1960,5434,42.1526305,-88.127618
1805,IL,Bartonville,"Bartonville, IL",Peoria,1960,7253,40.6419816,-89.6598072
1806,IL,Batavia,"Batavia, IL",Kane,1960,7496,41.8481907,-88.3086453
1808,IL,Beardstown,"Beardstown, IL",Cass,1960,6294,40.0099046,-90.431595
1810,IL,Belleville,"Belleville, IL",St Clair,1960,37264,38.5150676,-89.9862282
1811,IL,Bellwood,"Bellwood, IL",Cook,1960,20729,41.8829026,-87.8761712
1812,IL,Belvidere,"Belvidere, IL",Boone,1960,11223,42.2561567,-88.868128
1814,IL,Bensenville,"Bensenville, IL",Dupage,1960,9141,41.9597005,-87.94346
1815,IL,Benton,"Benton, IL",Franklin,1960,7023,38.0127776,-88.9170683
1817,IL,Berwyn,"Berwyn, IL",Cook,1960,54224,41.8433321,-87.7909242
1818,IL,Bethalto,"Bethalto, IL",Madison,1960,3235,38.9029666,-90.0534678
1820,IL,Bloomington,"Bloomington, IL",Mclean,1960,36271,40.4757767,-88.9699117
1821,IL,Blue Island,"Blue Island, IL",Cook,1960,19618,41.6575701,-87.6811256
1823,IL,Bourbonnais,"Bourbonnais, IL",Kankakee,1960,3336,41.1831085,-87.8781719
1824,IL,Bradley,"Bradley, IL",Kankakee,1960,8082,41.1632755,-87.8467679
1826,IL,Breese,"Breese, IL",Clinton,1960,2588,38.6138015,-89.5237126
1828,IL,Bridgeview,"Bridgeview, IL",Cook,1960,7334,41.7401827,-87.8066493
1829,IL,Broadview,"Broadview, IL",Cook,1960,8588,41.8583708,-87.8561912
1830,IL,Brookfield,"Brookfield, IL",Cook,1960,20429,41.8250594,-87.8475457
1832,IL,Buffalo Grove,"Buffalo Grove, IL",Cook,1960,1500,42.1659808,-87.9618258
1836,IL,Bushnell,"Bushnell, IL",Mcdonough,1960,3710,40.5516186,-90.5046843
1838,IL,Cahokia,"Cahokia, IL",Saint Clair,1960,15829,38.5658854,-90.1761216
1839,IL,Cairo,"Cairo, IL",Alexander,1960,9348,37.0062883,-89.1828803
1840,IL,Calumet City/West Hammond,"Calumet City/West Hammond, IL",Cook,1960,25000,41.5964953,-87.5379678
1841,IL,Calumet Park,"Calumet Park, IL",Cook,1960,8448,41.6657352,-87.6576504
1843,IL,Canton,"Canton, IL",Fulton,1960,13588,40.5625917,-90.0405177
1844,IL,Carbondale,"Carbondale, IL",Jackson,1960,14670,37.7220617,-89.2236637
1845,IL,Carlinville,"Carlinville, IL",Macoupin,1960,5440,39.2781168,-89.8787808
1846,IL,Carlyle,"Carlyle, IL",Clinton,1960,2903,38.622336,-89.3752777
1847,IL,Carmi,"Carmi, IL",White,1960,6152,38.0858877,-88.1725842
1848,IL,Carol Stream,"Carol Stream, IL",Dupage,1960,800,41.9198965,-88.1332546
1849,IL,Carpentersville,"Carpentersville, IL",Kane,1960,17424,42.1235708,-88.2932928
1850,IL,Carrollton,"Carrollton, IL",Greene,1960,2558,39.30226517,-90.40705872
1851,IL,Carterville,"Carterville, IL",Williamson,1960,2643,37.762724,-89.0838489
1852,IL,Carthage,"Carthage, IL",Hancock,1960,3325,40.4144399,-91.1277714
1853,IL,Cary,"Cary, IL",Mchenry,1960,2530,42.2121439,-88.2496274
1854,IL,Casey,"Casey, IL",Clark,1960,2890,39.3026568,-87.9895538
1856,IL,Centralia,"Centralia, IL",Multiple,1960,13904,38.5220725,-89.1235412
1857,IL,Centreville,"Centreville, IL",Saint Clair,1960,12769,38.5692353,-90.1222836
1858,IL,Champaign,"Champaign, IL",Champaign,1960,49583,40.115057,-88.2736523
1860,IL,Charleston,"Charleston, IL",Coles,1960,9469,39.4848296,-88.1776092
1863,IL,Chester,"Chester, IL",Randolph,1960,4460,37.9256054,-89.8276927
1864,IL,Chicago,"Chicago, IL",Cook,1960,3550404,41.8375511,-87.6818441
1865,IL,Chicago Heights,"Chicago Heights, IL",Cook,1960,34331,41.5106847,-87.6346721
1866,IL,Chicago Ridge,"Chicago Ridge, IL",Cook,1960,5748,41.7033747,-87.779465
1867,IL,Chillicothe,"Chillicothe, IL",Peoria,1960,3054,40.9159944,-89.5026284
1868,IL,Christopher,"Christopher, IL",Franklin,1960,2854,37.972099,-89.052911
1869,IL,Cicero,"Cicero, IL",Cook,1960,69130,41.8445374,-87.7592875
1870,IL,Clarendon Hills,"Clarendon Hills, IL",Dupage,1960,5885,41.7984473,-87.9572388
1871,IL,Clinton,"Clinton, IL",Dewitt,1960,7355,40.1467018,-88.9625098
1872,IL,Coal City,"Coal City, IL",Grundy,1960,2852,41.2798291,-88.2778512
1874,IL,Collinsville,"Collinsville, IL",Madison,1960,14217,38.6768247,-90.0057487
1878,IL,Country Club Hills,"Country Club Hills, IL",Cook,1960,3421,41.5634529,-87.7254095
1880,IL,Crest Hill,"Crest Hill, IL",Will,1960,5887,41.5737709,-88.111025
1882,IL,Crete,"Crete, IL",Will,1960,3463,41.440524,-87.6244715
1883,IL,Crevecoeur,"Crevecoeur, IL",Tazewell,1960,6684,40.6421159,-89.5995603
1884,IL,Crystal Lake,"Crystal Lake, IL",Mchenry,1960,8314,42.2325535,-88.3353312
1885,IL,Danville,"Danville, IL",Vermilion,1960,41856,40.1426281,-87.6107068
1887,IL,Decatur,"Decatur, IL",Macon,1960,78004,39.8559828,-88.9337462
1889,IL,Deerfield,"Deerfield, IL",Lake,1960,11786,42.1660688,-87.8524665
1890,IL,DeKalb,"DeKalb, IL",De Kalb,1960,18486,41.9306139,-88.74783
1891,IL,Des Plaines,"Des Plaines, IL",Cook,1960,34886,42.0351183,-87.901072
1893,IL,Dixmoor,"Dixmoor, IL",Cook,1960,3076,41.6329506,-87.6672327
1894,IL,Dixon,"Dixon, IL",Lee,1960,19565,41.8429737,-89.4788398
1895,IL,Dolton,"Dolton, IL",Cook,1960,18746,41.6302744,-87.596839
1896,IL,Downers Grove,"Downers Grove, IL",Dupage,1960,21154,41.7950271,-88.0212315
1897,IL,Du Quoin,"Du Quoin, IL",Perry,1960,6558,38.0017186,-89.2328403
1898,IL,Dupo,"Dupo, IL",Saint Clair,1960,2937,38.5179474,-90.2082419
1899,IL,Dwight,"Dwight, IL",Livingston,1960,3086,41.0982529,-88.4248923
1900,IL,East Alton,"East Alton, IL",Madison,1960,7630,38.8841196,-90.1079428
1901,IL,East Chicago Heights,"East Chicago Heights, IL",NA,1960,3270,41.519529,-87.592049
1903,IL,East Moline,"East Moline, IL",Rock Island,1960,16732,41.5197865,-90.3877686
1904,IL,East Peoria,"East Peoria, IL",Tazewell,1960,12310,40.6733769,-89.5417641
1905,IL,East St. Louis,"East St. Louis, IL",St Clair,1960,81712,38.6159363,-90.1293983
1906,IL,Edwardsville,"Edwardsville, IL",Madison,1960,9996,38.7908349,-89.9886053
1907,IL,Effingham,"Effingham, IL",Effingham,1960,8172,39.1197496,-88.550896
1910,IL,Eldorado,"Eldorado, IL",Saline,1960,3573,37.8117263,-88.4415783
1911,IL,Elgin,"Elgin, IL",Multiple,1960,49447,42.0396386,-88.3217094
1913,IL,Elmhurst,"Elmhurst, IL",Dupage,1960,36991,41.8960184,-87.9436583
1914,IL,Elmwood Park,"Elmwood Park, IL",Cook,1960,23866,41.9224644,-87.8163165
1915,IL,Eureka,"Eureka, IL",Woodford,1960,2538,40.7140448,-89.2770164
1916,IL,Evanston,"Evanston, IL",Cook,1960,79283,42.0463909,-87.6943525
1917,IL,Evergreen Park,"Evergreen Park, IL",Cook,1960,24178,41.7212787,-87.7013299
1918,IL,Fairbury,"Fairbury, IL",Livingston,1960,2937,40.7456816,-88.5181528
1919,IL,Fairfield,"Fairfield, IL",Wayne,1960,6362,38.3791919,-88.3715013
1922,IL,Farmington,"Farmington, IL",Fulton,1960,2831,40.698855,-90.003673
1923,IL,Flora,"Flora, IL",Clay,1960,5331,38.665617,-88.473844
1924,IL,Flossmoor,"Flossmoor, IL",Cook,1960,4624,41.5391222,-87.6857021
1926,IL,Forest Park,"Forest Park, IL",Cook,1960,14452,41.8683696,-87.8156629
1932,IL,Franklin Park,"Franklin Park, IL",Cook,1960,7934,41.9360162,-87.8791951
1934,IL,Freeport,"Freeport, IL",Stephenson,1960,26628,42.2895389,-89.6358257
1935,IL,Fulton,"Fulton, IL",Whiteside,1960,3387,41.8647989,-90.1570734
1936,IL,Galena,"Galena, IL",Jo Daviess,1960,4410,42.4226952,-90.430222
1937,IL,Galesburg,"Galesburg, IL",Knox,1960,37243,40.950217,-90.3765641
1938,IL,Galva,"Galva, IL",Henry,1960,3060,41.1691602,-90.0372473
1939,IL,Geneseo,"Geneseo, IL",Henry,1960,5169,41.4499543,-90.1534738
1940,IL,Geneva,"Geneva, IL",Kane,1960,7646,41.8820718,-88.3293371
1942,IL,Georgetown,"Georgetown, IL",Vermilion,1960,3544,39.9774068,-87.635383
1944,IL,Gibson City,"Gibson City, IL",Ford,1960,3453,40.4668161,-88.3788729
1946,IL,Gillespie,"Gillespie, IL",Macoupin,1960,3569,39.125435,-89.817283
1948,IL,Glen Ellyn,"Glen Ellyn, IL",Dupage,1960,15972,41.8667152,-88.0627106
1949,IL,Glencoe,"Glencoe, IL",Cook,1960,10472,42.1344886,-87.7631783
1951,IL,Glenview,"Glenview, IL",Cook,1960,18132,42.0848863,-87.8268477
1954,IL,Granite City,"Granite City, IL",Madison,1960,40073,38.7292826,-90.1254718
1955,IL,Grayslake,"Grayslake, IL",Lake,1960,3762,42.3415922,-88.027863
1957,IL,Greenville,"Greenville, IL",Bond,1960,4569,38.8867487,-89.3894591
1960,IL,Hamilton,"Hamilton, IL",Hancock,1960,2502,40.3914836,-91.361302
1963,IL,Harrisburg,"Harrisburg, IL",Saline,1960,9171,37.7377174,-88.545818
1964,IL,Harvard,"Harvard, IL",Mchenry,1960,4248,42.430809,-88.6184597
1965,IL,Harvey,"Harvey, IL",Cook,1960,29071,41.6074454,-87.6522794
1967,IL,Havana,"Havana, IL",Mason,1960,4363,40.2951095,-90.0578095
1969,IL,Hazel Crest,"Hazel Crest, IL",Cook,1960,6205,41.5741753,-87.6892861
1971,IL,Herrin,"Herrin, IL",Williamson,1960,9474,37.7983893,-89.0306502
1973,IL,Hickory Hills,"Hickory Hills, IL",Cook,1960,2707,41.7247879,-87.8281155
1974,IL,Highland,"Highland, IL",Madison,1960,4943,38.7702483,-89.6792638
1975,IL,Highland Park,"Highland Park, IL",Lake,1960,25532,42.1826282,-87.8096438
1976,IL,Highwood,"Highwood, IL",Lake,1960,4499,42.2060306,-87.8129284
1977,IL,Hillsboro,"Hillsboro, IL",Montgomery,1960,4232,39.1670205,-89.4735806
1978,IL,Hillside,"Hillside, IL",Cook,1960,2640,41.8674856,-87.901906
1979,IL,Hinsdale,"Hinsdale, IL",Multiple,1960,12859,41.8006826,-87.9281725
1980,IL,Hoffman Estates,"Hoffman Estates, IL",Cook,1960,8300,42.0652135,-88.1529913
1982,IL,Hometown,"Hometown, IL",Cook,1960,7479,41.7312484,-87.7311338
1983,IL,Homewood,"Homewood, IL",Cook,1960,13371,41.5594219,-87.6620247
1984,IL,Hoopestown,"Hoopestown, IL",Vermillion,1960,6606,40.4608252,-87.6635667
1989,IL,Itasca,"Itasca, IL",Dupage,1960,3564,41.9766165,-88.0187752
1990,IL,Jacksonville,"Jacksonville, IL",Morgan,1960,21690,39.729151,-90.232201
1991,IL,Jerseyville,"Jerseyville, IL",Jersey,1960,7420,39.1177419,-90.3269838
1993,IL,Johnston City,"Johnston City, IL",Williamson,1960,3891,37.8210345,-88.929295
1994,IL,Joliet,"Joliet, IL",Will,1960,66780,41.5180664,-88.1583542
1995,IL,Justice,"Justice, IL",Cook,1960,2803,41.7533989,-87.8269463
1996,IL,Kankakee,"Kankakee, IL",Kankakee,1960,27666,41.1032017,-87.8671772
1998,IL,Kewanee,"Kewanee, IL",Henry,1960,16324,41.2390872,-89.9256604
2000,IL,Knoxville,"Knoxville, IL",Knox,1960,2560,40.9071816,-90.2856628
2001,IL,La Grange,"La Grange, IL",Cook,1960,15285,41.807207,-87.8741413
2002,IL,La Grange Park,"La Grange Park, IL",Cook,1960,13793,41.8307517,-87.8722881
2004,IL,Lake Bluff,"Lake Bluff, IL",Lake,1960,3494,42.2826952,-87.8523056
2005,IL,Lake Forest,"Lake Forest, IL",Lake,1960,10687,42.2379029,-87.8589479
2008,IL,Lake Zurich,"Lake Zurich, IL",Lake,1960,3458,42.1948774,-88.0877732
2011,IL,Lansing,"Lansing, IL",Cook,1960,18098,41.5674568,-87.5475325
2012,IL,LaSalle,"LaSalle, IL",La Salle,1960,11897,41.3566312,-89.0640611
2013,IL,Lawrenceville,"Lawrenceville, IL",Lawrence,1960,5492,38.7262991,-87.6874021
2015,IL,Lebanon,"Lebanon, IL",Saint Clair,1960,2863,38.6025165,-89.8129997
2016,IL,Lemont,"Lemont, IL",Cook,1960,3397,41.6673438,-87.9843995
2018,IL,Lewistown,"Lewistown, IL",Fulton,1960,2603,40.396254,-90.154609
2019,IL,Libertyville,"Libertyville, IL",Lake,1960,8560,42.2861153,-87.964209
2020,IL,Lincoln,"Lincoln, IL",Logan,1960,16890,40.1506821,-89.3719337
2022,IL,Lincolnwood,"Lincolnwood, IL",Cook,1960,11744,42.0054293,-87.7329587
2024,IL,Lisle,"Lisle, IL",Dupage,1960,4219,41.792111,-88.0877054
2025,IL,Litchfield,"Litchfield, IL",Montgomery,1960,7330,39.1771449,-89.6435719
2027,IL,Lockport,"Lockport, IL",Will,1960,7560,41.5897493,-88.0291325
2028,IL,Lombard,"Lombard, IL",Dupage,1960,22561,41.8738441,-88.0154914
2030,IL,Loves Park,"Loves Park, IL",Winnebago,1960,9086,42.3377246,-88.9983023
2032,IL,Lyons,"Lyons, IL",Cook,1960,9936,41.8121844,-87.8185892
2034,IL,Macomb,"Macomb, IL",Mcdonough,1960,12135,40.4749301,-90.6826433
2035,IL,Madison,"Madison, IL",Madison,1960,6861,38.676186,-90.1086038
2039,IL,Marengo,"Marengo, IL",Mchenry,1960,3568,42.2473371,-88.6063398
2040,IL,Marion,"Marion, IL",Williamson,1960,11274,37.7161346,-88.9256496
2041,IL,Markham,"Markham, IL",Cook,1960,11704,41.6000612,-87.6908129
2042,IL,Marquette Heights,"Marquette Heights, IL",Tazewell,1960,2517,40.6182584,-89.6047566
2043,IL,Marseilles,"Marseilles, IL",La Salle,1960,4347,41.2763187,-88.6786653
2044,IL,Marshall,"Marshall, IL",Clark,1960,3270,39.3994151,-87.6914914
2046,IL,Mascoutah,"Mascoutah, IL",St Clair,1960,3625,38.5180942,-89.8001589
2049,IL,Mattoon,"Mattoon, IL",Coles,1960,19088,39.4778328,-88.3622246
2050,IL,Maywood,"Maywood, IL",Cook,1960,27330,41.8797997,-87.8441603
2051,IL,Mchenry,"Mchenry, IL",Mchenry,1960,3336,42.3395039,-88.2930101
2052,IL,Mcleansboro,"Mcleansboro, IL",Hamilton,1960,2951,38.0890618,-88.5353711
