GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AV2001
"G2901670","1890","Missouri","290","Polk","1670","Polk",20176
"G2901690","1890","Missouri","290","Pulaski","1690","Pulaski",9364
"G2901710","1890","Missouri","290","Putnam","1710","Putnam",15331
"G2901730","1890","Missouri","290","Ralls","1730","Ralls",11216
"G2901750","1890","Missouri","290","Randolph","1750","Randolph",21957
"G2901770","1890","Missouri","290","Ray","1770","Ray",22460
"G2901790","1890","Missouri","290","Reynolds","1790","Reynolds",6784
"G2901810","1890","Missouri","290","Ripley","1810","Ripley",8511
"G2901830","1890","Missouri","290","St Charles","1830","St Charles",20656
"G2901850","1890","Missouri","290","St Clair","1850","St Clair",16503
"G2901860","1890","Missouri","290","Ste Genevieve","1860","Ste Genevieve",9386
"G2901870","1890","Missouri","290","St Francois","1870","St Francois",16802
"G2901890","1890","Missouri","290","St Louis","1890","St Louis",32836
"G2901950","1890","Missouri","290","Saline","1950","Saline",28659
"G2901970","1890","Missouri","290","Schuyler","1970","Schuyler",11246
"G2901990","1890","Missouri","290","Scotland","1990","Scotland",12562
"G2902010","1890","Missouri","290","Scott","2010","Scott",10735
"G2902030","1890","Missouri","290","Shannon","2030","Shannon",8894
"G2902050","1890","Missouri","290","Shelby","2050","Shelby",14886
"G2902070","1890","Missouri","290","Stoddard","2070","Stoddard",17192
"G2902090","1890","Missouri","290","Stone","2090","Stone",7080
"G2902110","1890","Missouri","290","Sullivan","2110","Sullivan",18955
"G2902130","1890","Missouri","290","Taney","2130","Taney",7970
"G2902150","1890","Missouri","290","Texas","2150","Texas",19385
"G2902170","1890","Missouri","290","Vernon","2170","Vernon",31273
"G2902190","1890","Missouri","290","Warren","2190","Warren",9188
"G2902210","1890","Missouri","290","Washington","2210","Washington",12381
"G2902230","1890","Missouri","290","Wayne","2230","Wayne",11823
"G2902250","1890","Missouri","290","Webster","2250","Webster",15008
"G2902270","1890","Missouri","290","Worth","2270","Worth",8737
"G2902290","1890","Missouri","290","Wright","2290","Wright",14115
"G2905100","1890","Missouri","290","St Louis City","5100","St Louis City",424704
"G3000010","1890","Montana","300","Beaverhead","0010","Beaverhead",4528
"G3000130","1890","Montana","300","Cascade","0130","Cascade",8421
"G3000150","1890","Montana","300","Chouteau","0150","Chouteau",4491
"G3000170","1890","Montana","300","Custer","0170","Custer",5017
"G3000210","1890","Montana","300","Dawson","0210","Dawson",1994
"G3000230","1890","Montana","300","Deer Lodge","0230","Deer Lodge",14621
"G3000270","1890","Montana","300","Fergus","0270","Fergus",3400
"G3000310","1890","Montana","300","Gallatin","0310","Gallatin",6164
"G3000430","1890","Montana","300","Jefferson","0430","Jefferson",5964
"G3000490","1890","Montana","300","Lewis And Clark","0490","Lewis And Clark",18122
"G3000570","1890","Montana","300","Madison","0570","Madison",4513
"G3000590","1890","Montana","300","Meagher","0590","Meagher",4668
"G3000630","1890","Montana","300","Missoula","0630","Missoula",13543
"G3000670","1890","Montana","300","Park","0670","Park",6820
"G3000930","1890","Montana","300","Silver Bow","0930","Silver Bow",22969
"G3001110","1890","Montana","300","Yellowstone","1110","Yellowstone",2036
"G3100010","1890","Nebraska","310","Adams","0010","Adams",23969
"G3100030","1890","Nebraska","310","Antelope","0030","Antelope",10397
"G3100050","1890","Nebraska","310","Arthur","0050","Arthur",89
"G3100070","1890","Nebraska","310","Banner","0070","Banner",2433
"G3100090","1890","Nebraska","310","Blaine","0090","Blaine",1144
"G3100110","1890","Nebraska","310","Boone","0110","Boone",8676
"G3100130","1890","Nebraska","310","Box Butte","0130","Box Butte",5469
"G3100150","1890","Nebraska","310","Boyd","0150","Boyd",584
"G3100170","1890","Nebraska","310","Brown","0170","Brown",4356
"G3100190","1890","Nebraska","310","Buffalo","0190","Buffalo",22109
"G3100210","1890","Nebraska","310","Burt","0210","Burt",11047
"G3100230","1890","Nebraska","310","Butler","0230","Butler",15447
"G3100250","1890","Nebraska","310","Cass","0250","Cass",23974
"G3100270","1890","Nebraska","310","Cedar","0270","Cedar",7019
"G3100290","1890","Nebraska","310","Chase","0290","Chase",4807
"G3100310","1890","Nebraska","310","Cherry","0310","Cherry",6251
"G3100330","1890","Nebraska","310","Cheyenne","0330","Cheyenne",5682
"G3100350","1890","Nebraska","310","Clay","0350","Clay",16293
"G3100370","1890","Nebraska","310","Colfax","0370","Colfax",10402
"G3100390","1890","Nebraska","310","Cuming","0390","Cuming",12225
"G3100410","1890","Nebraska","310","Custer","0410","Custer",21655
"G3100430","1890","Nebraska","310","Dakota","0430","Dakota",5352
"G3100450","1890","Nebraska","310","Dawes","0450","Dawes",9315
"G3100470","1890","Nebraska","310","Dawson","0470","Dawson",10082
"G3100490","1890","Nebraska","310","Deuel","0490","Deuel",2893
"G3100510","1890","Nebraska","310","Dixon","0510","Dixon",8081
"G3100530","1890","Nebraska","310","Dodge","0530","Dodge",19223
"G3100550","1890","Nebraska","310","Douglas","0550","Douglas",153249
"G3100570","1890","Nebraska","310","Dundy","0570","Dundy",4007
"G3100590","1890","Nebraska","310","Fillmore","0590","Fillmore",16005
"G3100610","1890","Nebraska","310","Franklin","0610","Franklin",7689
"G3100630","1890","Nebraska","310","Frontier","0630","Frontier",8496
"G3100650","1890","Nebraska","310","Furnas","0650","Furnas",9838
"G3100670","1890","Nebraska","310","Gage","0670","Gage",35960
"G3100710","1890","Nebraska","310","Garfield","0710","Garfield",1658
"G3100730","1890","Nebraska","310","Gosper","0730","Gosper",4814
"G3100750","1890","Nebraska","310","Grant","0750","Grant",458
"G3100770","1890","Nebraska","310","Greeley","0770","Greeley",4857
"G3100790","1890","Nebraska","310","Hall","0790","Hall",16470
"G3100810","1890","Nebraska","310","Hamilton","0810","Hamilton",14036
"G3100830","1890","Nebraska","310","Harlan","0830","Harlan",8145
"G3100850","1890","Nebraska","310","Hayes","0850","Hayes",3952
"G3100870","1890","Nebraska","310","Hitchcock","0870","Hitchcock",5798
"G3100890","1890","Nebraska","310","Holt","0890","Holt",13635
"G3100910","1890","Nebraska","310","Hooker","0910","Hooker",426
"G3100930","1890","Nebraska","310","Howard","0930","Howard",9423
"G3100950","1890","Nebraska","310","Jefferson","0950","Jefferson",14830
"G3100970","1890","Nebraska","310","Johnson","0970","Johnson",10328
"G3100990","1890","Nebraska","310","Kearney","0990","Kearney",9061
"G3101010","1890","Nebraska","310","Keith","1010","Keith",2555
"G3101030","1890","Nebraska","310","Keya Paha","1030","Keya Paha",3896
"G3101050","1890","Nebraska","310","Kimball","1050","Kimball",958
"G3101070","1890","Nebraska","310","Knox","1070","Knox",7938
"G3101090","1890","Nebraska","310","Lancaster","1090","Lancaster",74937
"G3101110","1890","Nebraska","310","Lincoln","1110","Lincoln",10415
"G3101130","1890","Nebraska","310","Logan","1130","Logan",1378
"G3101150","1890","Nebraska","310","Loup","1150","Loup",1658
"G3101170","1890","Nebraska","310","McPherson","1170","Mcpherson",401
"G3101190","1890","Nebraska","310","Madison","1190","Madison",13626
"G3101210","1890","Nebraska","310","Merrick","1210","Merrick",8738
"G3101250","1890","Nebraska","310","Nance","1250","Nance",5570
"G3101270","1890","Nebraska","310","Nemaha","1270","Nemaha",12846
"G3101290","1890","Nebraska","310","Nuckolls","1290","Nuckolls",11393
"G3101310","1890","Nebraska","310","Otoe","1310","Otoe",25123
"G3101330","1890","Nebraska","310","Pawnee","1330","Pawnee",10337
"G3101350","1890","Nebraska","310","Perkins","1350","Perkins",4364
"G3101370","1890","Nebraska","310","Phelps","1370","Phelps",9863
"G3101390","1890","Nebraska","310","Pierce","1390","Pierce",4863
"G3101410","1890","Nebraska","310","Platte","1410","Platte",15408
"G3101430","1890","Nebraska","310","Polk","1430","Polk",10803
"G3101450","1890","Nebraska","310","Red Willow","1450","Red Willow",8822
"G3101470","1890","Nebraska","310","Richardson","1470","Richardson",17507
"G3101490","1890","Nebraska","310","Rock","1490","Rock",3083
"G3101510","1890","Nebraska","310","Saline","1510","Saline",20073
"G3101530","1890","Nebraska","310","Sarpy","1530","Sarpy",6866
"G3101550","1890","Nebraska","310","Saunders","1550","Saunders",21557
"G3101570","1890","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",1888
"G3101590","1890","Nebraska","310","Seward","1590","Seward",16118
"G3101610","1890","Nebraska","310","Sheridan","1610","Sheridan",8682
"G3101630","1890","Nebraska","310","Sherman","1630","Sherman",6395
"G3101650","1890","Nebraska","310","Sioux","1650","Sioux",2445
"G3101670","1890","Nebraska","310","Stanton","1670","Stanton",4612
"G3101690","1890","Nebraska","310","Thayer","1690","Thayer",12726
"G3101710","1890","Nebraska","310","Thomas","1710","Thomas",517
"G3101730","1890","Nebraska","310","Thurston","1730","Thurston",1272
"G3101733","1890","Nebraska","310","Unorganized Territory","1733","Unorganized Territory",
"G3101750","1890","Nebraska","310","Valley","1750","Valley",7092
"G3101770","1890","Nebraska","310","Washington","1770","Washington",11838
"G3101790","1890","Nebraska","310","Wayne","1790","Wayne",6166
"G3101810","1890","Nebraska","310","Webster","1810","Webster",11199
"G3101830","1890","Nebraska","310","Wheeler","1830","Wheeler",1624
"G3101850","1890","Nebraska","310","York","1850","York",17227
"G3200010","1890","Nevada","320","Churchill","0010","Churchill",443
"G3200050","1890","Nevada","320","Douglas","0050","Douglas",1366
"G3200070","1890","Nevada","320","Elko","0070","Elko",4156
"G3200090","1890","Nevada","320","Esmeralda","0090","Esmeralda",1464
"G3200110","1890","Nevada","320","Eureka","0110","Eureka",2777
"G3200130","1890","Nevada","320","Humboldt","0130","Humboldt",2584
"G3200150","1890","Nevada","320","Lander","0150","Lander",1796
"G3200170","1890","Nevada","320","Lincoln","0170","Lincoln",2068
"G3200190","1890","Nevada","320","Lyon","0190","Lyon",1900
"G3200230","1890","Nevada","320","Nye","0230","Nye",849
"G3200250","1890","Nevada","320","Ormsby","0250","Ormsby",3933
"G3200255","1890","Nevada","320","Rio Virgin","0255","Rio Virgin",
"G3200279","1890","Nevada","320","Roop (annexed by Washoe 1886)","0279","Roop (annexed by Washoe 1886)",
"G3200290","1890","Nevada","320","Storey","0290","Storey",8424
"G3200310","1890","Nevada","320","Washoe","0310","Washoe",5887
"G3200330","1890","Nevada","320","White Pine","0330","White Pine",1437
"G3300010","1890","New Hampshire","330","Belknap","0010","Belknap",20252
"G3300030","1890","New Hampshire","330","Carroll","0030","Carroll",18108
"G3300050","1890","New Hampshire","330","Cheshire","0050","Cheshire",29554
"G3300070","1890","New Hampshire","330","Coos","0070","Coos",23192
"G3300090","1890","New Hampshire","330","Grafton","0090","Grafton",37161
"G3300110","1890","New Hampshire","330","Hillsborough","0110","Hillsborough",93119
"G3300130","1890","New Hampshire","330","Merrimack","0130","Merrimack",49244
"G3300150","1890","New Hampshire","330","Rockingham","0150","Rockingham",49541
"G3300170","1890","New Hampshire","330","Strafford","0170","Strafford",38396
"G3300190","1890","New Hampshire","330","Sullivan","0190","Sullivan",17273
"G3400010","1890","New Jersey","340","Atlantic","0010","Atlantic",26548
"G3400030","1890","New Jersey","340","Bergen","0030","Bergen",45402
"G3400050","1890","New Jersey","340","Burlington","0050","Burlington",55886
"G3400070","1890","New Jersey","340","Camden","0070","Camden",80151
"G3400090","1890","New Jersey","340","Cape May","0090","Cape May",10401
"G3400110","1890","New Jersey","340","Cumberland","0110","Cumberland",43333
"G3400130","1890","New Jersey","340","Essex","0130","Essex",249021
"G3400150","1890","New Jersey","340","Gloucester","0150","Gloucester",27230
"G3400170","1890","New Jersey","340","Hudson","0170","Hudson",272470
"G3400190","1890","New Jersey","340","Hunterdon","0190","Hunterdon",34854
"G3400210","1890","New Jersey","340","Mercer","0210","Mercer",76452
"G3400230","1890","New Jersey","340","Middlesex","0230","Middlesex",60090
"G3400250","1890","New Jersey","340","Monmouth","0250","Monmouth",64025
"G3400270","1890","New Jersey","340","Morris","0270","Morris",53131
"G3400290","1890","New Jersey","340","Ocean","0290","Ocean",15821
"G3400310","1890","New Jersey","340","Passaic","0310","Passaic",103852
"G3400330","1890","New Jersey","340","Salem","0330","Salem",22340
"G3400350","1890","New Jersey","340","Somerset","0350","Somerset",26960
"G3400370","1890","New Jersey","340","Sussex","0370","Sussex",22125
"G3400390","1890","New Jersey","340","Union","0390","Union",70245
"G3400410","1890","New Jersey","340","Warren","0410","Warren",36244
"G3550035","1890","New Mexico Territory","355","Bernalillo","0035","Bernalillo",17052
"G3550075","1890","New Mexico Territory","355","Colfax","0075","Colfax",7708
"G3550115","1890","New Mexico Territory","355","Dona Ana","0115","Dona Ana",9133
"G3550155","1890","New Mexico Territory","355","Grant","0155","Grant",8881
"G3550195","1890","New Mexico Territory","355","Lincoln","0195","Lincoln",7027
"G3550255","1890","New Mexico Territory","355","Mora","0255","Mora",10450
"G3550315","1890","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",11004
"G3550375","1890","New Mexico Territory","355","San Juan","0375","San Juan",1888
"G3550395","1890","New Mexico Territory","355","San Miguel","0395","San Miguel",23986
"G3550435","1890","New Mexico Territory","355","Santa Fe","0435","Santa Fe",12851
"G3550455","1890","New Mexico Territory","355","Sierra","0455","Sierra",3582
"G3550475","1890","New Mexico Territory","355","Socorro","0475","Socorro",9514
"G3550495","1890","New Mexico Territory","355","Taos","0495","Taos",9345
"G3550555","1890","New Mexico Territory","355","Valencia","0555","Valencia",10298
"G3600010","1890","New York","360","Albany","0010","Albany",163122
"G3600030","1890","New York","360","Allegany","0030","Allegany",42900
"G3600070","1890","New York","360","Broome","0070","Broome",62332
"G3600090","1890","New York","360","Cattaraugus","0090","Cattaraugus",60606
"G3600110","1890","New York","360","Cayuga","0110","Cayuga",64721
"G3600130","1890","New York","360","Chautauqua","0130","Chautauqua",75022
"G3600150","1890","New York","360","Chemung","0150","Chemung",47441
"G3600170","1890","New York","360","Chenango","0170","Chenango",37474
"G3600190","1890","New York","360","Clinton","0190","Clinton",46291
"G3600210","1890","New York","360","Columbia","0210","Columbia",45089
"G3600230","1890","New York","360","Cortland","0230","Cortland",28564
"G3600250","1890","New York","360","Delaware","0250","Delaware",45232
"G3600270","1890","New York","360","Dutchess","0270","Dutchess",76191
"G3600290","1890","New York","360","Erie","0290","Erie",321717
"G3600310","1890","New York","360","Essex","0310","Essex",32927
"G3600330","1890","New York","360","Franklin","0330","Franklin",38050
"G3600350","1890","New York","360","Fulton","0350","Fulton",37364
"G3600370","1890","New York","360","Genesee","0370","Genesee",33135
"G3600390","1890","New York","360","Greene","0390","Greene",30942
"G3600410","1890","New York","360","Hamilton","0410","Hamilton",4744
"G3600430","1890","New York","360","Herkimer","0430","Herkimer",45465
"G3600450","1890","New York","360","Jefferson","0450","Jefferson",68562
"G3600470","1890","New York","360","Kings","0470","Kings",826555
"G3600490","1890","New York","360","Lewis","0490","Lewis",29729
"G3600510","1890","New York","360","Livingston","0510","Livingston",37549
"G3600530","1890","New York","360","Madison","0530","Madison",42501
"G3600550","1890","New York","360","Monroe","0550","Monroe",188750
"G3600570","1890","New York","360","Montgomery","0570","Montgomery",45425
"G3600610","1890","New York","360","New York","0610","New York",1489627
"G3600630","1890","New York","360","Niagara","0630","Niagara",62093
"G3600650","1890","New York","360","Oneida","0650","Oneida",122370
"G3600670","1890","New York","360","Onondaga","0670","Onondaga",145147
"G3600690","1890","New York","360","Ontario","0690","Ontario",47989
"G3600710","1890","New York","360","Orange","0710","Orange",95286
"G3600730","1890","New York","360","Orleans","0730","Orleans",30608
"G3600750","1890","New York","360","Oswego","0750","Oswego",71725
"G3600770","1890","New York","360","Otsego","0770","Otsego",50623
"G3600790","1890","New York","360","Putnam","0790","Putnam",14645
"G3600810","1890","New York","360","Queens","0810","Queens",124477
"G3600830","1890","New York","360","Rensselaer","0830","Rensselaer",123709
"G3600850","1890","New York","360","Richmond","0850","Richmond",50712
"G3600870","1890","New York","360","Rockland","0870","Rockland",33900
"G3600890","1890","New York","360","St Lawrence","0890","St Lawrence",84948
"G3600910","1890","New York","360","Saratoga","0910","Saratoga",56877
"G3600930","1890","New York","360","Schenectady","0930","Schenectady",29648
"G3600950","1890","New York","360","Schoharie","0950","Schoharie",28834
"G3600970","1890","New York","360","Schuyler","0970","Schuyler",16491
"G3600990","1890","New York","360","Seneca","0990","Seneca",28039
"G3601010","1890","New York","360","Steuben","1010","Steuben",80981
"G3601030","1890","New York","360","Suffolk","1030","Suffolk",60061
"G3601050","1890","New York","360","Sullivan","1050","Sullivan",30963
"G3601070","1890","New York","360","Tioga","1070","Tioga",29572
"G3601090","1890","New York","360","Tompkins","1090","Tompkins",32520
"G3601110","1890","New York","360","Ulster","1110","Ulster",85813
"G3601130","1890","New York","360","Warren","1130","Warren",27765
"G3601150","1890","New York","360","Washington","1150","Washington",45438
"G3601170","1890","New York","360","Wayne","1170","Wayne",49429
"G3601190","1890","New York","360","Westchester","1190","Westchester",143272
"G3601210","1890","New York","360","Wyoming","1210","Wyoming",31132
"G3601230","1890","New York","360","Yates","1230","Yates",20858
"G3700010","1890","North Carolina","370","Alamance","0010","Alamance",12688
"G3700030","1890","North Carolina","370","Alexander","0030","Alexander",8588
"G3700050","1890","North Carolina","370","Alleghany","0050","Alleghany",6061
"G3700070","1890","North Carolina","370","Anson","0070","Anson",10237
"G3700090","1890","North Carolina","370","Ashe","0090","Ashe",15033
"G3700130","1890","North Carolina","370","Beaufort","0130","Beaufort",11869
"G3700150","1890","North Carolina","370","Bertie","0150","Bertie",7885
"G3700170","1890","North Carolina","370","Bladen","0170","Bladen",8646
"G3700190","1890","North Carolina","370","Brunswick","0190","Brunswick",6139
"G3700210","1890","North Carolina","370","Buncombe","0210","Buncombe",28640
"G3700230","1890","North Carolina","370","Burke","0230","Burke",12378
"G3700250","1890","North Carolina","370","Cabarrus","0250","Cabarrus",12683
"G3700270","1890","North Carolina","370","Caldwell","0270","Caldwell",10737
"G3700290","1890","North Carolina","370","Camden","0290","Camden",3347
"G3700310","1890","North Carolina","370","Carteret","0310","Carteret",8528
"G3700330","1890","North Carolina","370","Caswell","0330","Caswell",6639
"G3700350","1890","North Carolina","370","Catawba","0350","Catawba",16073
"G3700370","1890","North Carolina","370","Chatham","0370","Chatham",17214
"G3700390","1890","North Carolina","370","Cherokee","0390","Cherokee",9655
"G3700410","1890","North Carolina","370","Chowan","0410","Chowan",4010
"G3700430","1890","North Carolina","370","Clay","0430","Clay",4055
"G3700450","1890","North Carolina","370","Cleveland","0450","Cleveland",17301
"G3700470","1890","North Carolina","370","Columbus","0470","Columbus",11804
"G3700490","1890","North Carolina","370","Craven","0490","Craven",7175
"G3700510","1890","North Carolina","370","Cumberland","0510","Cumberland",14952
"G3700530","1890","North Carolina","370","Currituck","0530","Currituck",4731
"G3700550","1890","North Carolina","370","Dare","0550","Dare",3362
"G3700570","1890","North Carolina","370","Davidson","0570","Davidson",18174
"G3700590","1890","North Carolina","370","Davie","0590","Davie",8769
"G3700610","1890","North Carolina","370","Duplin","0610","Duplin",11600
"G3700630","1890","North Carolina","370","Durham","0630","Durham",10712
"G3700650","1890","North Carolina","370","Edgecombe","0650","Edgecombe",8513
"G3700670","1890","North Carolina","370","Forsyth","0670","Forsyth",19433
"G3700690","1890","North Carolina","370","Franklin","0690","Franklin",10755
"G3700710","1890","North Carolina","370","Gaston","0710","Gaston",12927
"G3700730","1890","North Carolina","370","Gates","0730","Gates",5539
"G3700750","1890","North Carolina","370","Graham","0750","Graham",3137
"G3700770","1890","North Carolina","370","Granville","0770","Granville",12122
"G3700790","1890","North Carolina","370","Greene","0790","Greene",5281
"G3700810","1890","North Carolina","370","Guilford","0810","Guilford",19820
"G3700830","1890","North Carolina","370","Halifax","0830","Halifax",9614
"G3700850","1890","North Carolina","370","Harnett","0850","Harnett",9453
"G3700870","1890","North Carolina","370","Haywood","0870","Haywood",12829
"G3700890","1890","North Carolina","370","Henderson","0890","Henderson",11211
"G3700910","1890","North Carolina","370","Hertford","0910","Hertford",5906
"G3700950","1890","North Carolina","370","Hyde","0950","Hyde",4962
"G3700970","1890","North Carolina","370","Iredell","0970","Iredell",19516
"G3700990","1890","North Carolina","370","Jackson","0990","Jackson",8680
"G3701010","1890","North Carolina","370","Johnston","1010","Johnston",19917
"G3701030","1890","North Carolina","370","Jones","1030","Jones",3885
"G3701070","1890","North Carolina","370","Lenoir","1070","Lenoir",8517
"G3701090","1890","North Carolina","370","Lincoln","1090","Lincoln",10028
"G3701110","1890","North Carolina","370","McDowell","1110","Mcdowell",9114
"G3701130","1890","North Carolina","370","Macon","1130","Macon",9436
"G3701150","1890","North Carolina","370","Madison","1150","Madison",17095
"G3701170","1890","North Carolina","370","Martin","1170","Martin",7838
"G3701190","1890","North Carolina","370","Mecklenburg","1190","Mecklenburg",23141
"G3701210","1890","North Carolina","370","Mitchell","1210","Mitchell",12252
"G3701230","1890","North Carolina","370","Montgomery","1230","Montgomery",8982
"G3701250","1890","North Carolina","370","Moore","1250","Moore",13985
"G3701270","1890","North Carolina","370","Nash","1270","Nash",12186
"G3701290","1890","North Carolina","370","New Hanover","1290","New Hanover",10089
"G3701310","1890","North Carolina","370","Northampton","1310","Northampton",9224
"G3701330","1890","North Carolina","370","Onslow","1330","Onslow",7392
"G3701350","1890","North Carolina","370","Orange","1350","Orange",9705
"G3701370","1890","North Carolina","370","Pamlico","1370","Pamlico",4767
"G3701390","1890","North Carolina","370","Pasquotank","1390","Pasquotank",5201
"G3701410","1890","North Carolina","370","Pender","1410","Pender",5967
"G3701430","1890","North Carolina","370","Perquimans","1430","Perquimans",4719
"G3701450","1890","North Carolina","370","Person","1450","Person",8251
"G3701470","1890","North Carolina","370","Pitt","1470","Pitt",13192
"G3701490","1890","North Carolina","370","Polk","1490","Polk",4807
"G3701510","1890","North Carolina","370","Randolph","1510","Randolph",21848
"G3701530","1890","North Carolina","370","Richmond","1530","Richmond",10989
"G3701550","1890","North Carolina","370","Robeson","1550","Robeson",16629
"G3701570","1890","North Carolina","370","Rockingham","1570","Rockingham",15197
"G3701590","1890","North Carolina","370","Rowan","1590","Rowan",17142
"G3701610","1890","North Carolina","370","Rutherford","1610","Rutherford",15073
"G3701630","1890","North Carolina","370","Sampson","1630","Sampson",15960
"G3701670","1890","North Carolina","370","Stanly","1670","Stanly",10629
"G3701690","1890","North Carolina","370","Stokes","1690","Stokes",14386
"G3701710","1890","North Carolina","370","Surry","1710","Surry",16926
"G3701730","1890","North Carolina","370","Swain","1730","Swain",5652
"G3701750","1890","North Carolina","370","Transylvania","1750","Transylvania",5368
"G3701770","1890","North Carolina","370","Tyrrell","1770","Tyrrell",3000
"G3701790","1890","North Carolina","370","Union","1790","Union",15712
"G3701810","1890","North Carolina","370","Vance","1810","Vance",6434
"G3701830","1890","North Carolina","370","Wake","1830","Wake",26093
"G3701850","1890","North Carolina","370","Warren","1850","Warren",5880
"G3701870","1890","North Carolina","370","Washington","1870","Washington",4961
"G3701890","1890","North Carolina","370","Watauga","1890","Watauga",10180
"G3701910","1890","North Carolina","370","Wayne","1910","Wayne",15115
"G3701930","1890","North Carolina","370","Wilkes","1930","Wilkes",20633
"G3701950","1890","North Carolina","370","Wilson","1950","Wilson",10884
"G3701970","1890","North Carolina","370","Yadkin","1970","Yadkin",12421
"G3701990","1890","North Carolina","370","Yancey","1990","Yancey",9197
"G3800015","1890","North Dakota","380","Alred","0015","Alred",
"G3800030","1890","North Dakota","380","Barnes","0030","Barnes",7045
"G3800050","1890","North Dakota","380","Benson","0050","Benson",2452
"G3800070","1890","North Dakota","380","Billings","0070","Billings",169
"G3800090","1890","North Dakota","380","Bottineau","0090","Bottineau",2893
"G3800111","1890","North Dakota","380","Bowman (old)","0111","Bowman (Old)",6
"G3800115","1890","North Dakota","380","Buford","0115","Buford",704
"G3800150","1890","North Dakota","380","Burleigh","0150","Burleigh",4148
"G3800170","1890","North Dakota","380","Cass","0170","Cass",19534
"G3800190","1890","North Dakota","380","Cavalier","0190","Cavalier",6462
"G3800195","1890","North Dakota","380","Church","0195","Church",74
"G3800210","1890","North Dakota","380","Dickey","0210","Dickey",5570
"G3800251","1890","North Dakota","380","Dunn (old)","0251","Dunn (Old)",159
"G3800270","1890","North Dakota","380","Eddy","0270","Eddy",1371
"G3800290","1890","North Dakota","380","Emmons","0290","Emmons",1952
"G3800295","1890","North Dakota","380","Flannery","0295","Flannery",72
"G3800310","1890","North Dakota","380","Foster","0310","Foster",1210
"G3800315","1890","North Dakota","380","Garfield","0315","Garfield",33
"G3800350","1890","North Dakota","380","Grand Forks","0350","Grand Forks",18306
"G3800390","1890","North Dakota","380","Griggs","0390","Griggs",2813
"G3800411","1890","North Dakota","380","Hettinger (old)","0411","Hettinger (Old)",81
"G3800430","1890","North Dakota","380","Kidder","0430","Kidder",1211
"G3800450","1890","North Dakota","380","La Moure","0450","La Moure",3187
"G3800470","1890","North Dakota","380","Logan","0470","Logan",597
"G3800490","1890","North Dakota","380","McHenry","0490","Mchenry",1582
"G3800510","1890","North Dakota","380","McIntosh","0510","Mcintosh",3248
"G3800531","1890","North Dakota","380","McKenzie (old)","0531","Mckenzie",3
"G3800550","1890","North Dakota","380","McLean","0550","Mclean",860
"G3800570","1890","North Dakota","380","Mercer","0570","Mercer",428
"G3800590","1890","North Dakota","380","Morton","0590","Morton",4708
"G3800611","1890","North Dakota","380","Mountrail (old)","0611","Mountrail (Old)",122
"G3800630","1890","North Dakota","380","Nelson","0630","Nelson",4288
"G3800650","1890","North Dakota","380","Oliver","0650","Oliver",464
"G3800670","1890","North Dakota","380","Pembina","0670","Pembina",14216
"G3800690","1890","North Dakota","380","Pierce","0690","Pierce",905
"G3800710","1890","North Dakota","380","Ramsey","0710","Ramsey",4410
"G3800730","1890","North Dakota","380","Ransom","0730","Ransom",5377
"G3800751","1890","North Dakota","380","Renville (old)","0751","Renville (Old)",99
"G3800770","1890","North Dakota","380","Richland","0770","Richland",10743
"G3800790","1890","North Dakota","380","Rolette","0790","Rolette",2424
"G3800810","1890","North Dakota","380","Sargent","0810","Sargent",5075
"G3800831","1890","North Dakota","380","Sheridan (old)","0831","Sheridan",5
"G3800890","1890","North Dakota","380","Stark","0890","Stark",2298
"G3800910","1890","North Dakota","380","Steele","0910","Steele",3777
"G3800915","1890","North Dakota","380","Stevens","0915","Stevens",15
"G3800930","1890","North Dakota","380","Stutsman","0930","Stutsman",5263
"G3800950","1890","North Dakota","380","Towner","0950","Towner",1449
"G3800970","1890","North Dakota","380","Traill","0970","Traill",10214
"G3800975","1890","North Dakota","380","Wallace","0975","Wallace",16
"G3800990","1890","North Dakota","380","Walsh","0990","Walsh",16580
"G3801010","1890","North Dakota","380","Ward","1010","Ward",1680
"G3801030","1890","North Dakota","380","Wells","1030","Wells",1212
"G3801051","1890","North Dakota","380","Williams","1051","Williams",108
"G3809975","1890","North Dakota","380","Unorganized Territory","9975","Unorganized Territory",505
"G3900010","1890","Ohio","390","Adams","0010","Adams",25687
"G3900030","1890","Ohio","390","Allen","0030","Allen",40049
"G3900050","1890","Ohio","390","Ashland","0050","Ashland",22202
"G3900070","1890","Ohio","390","Ashtabula","0070","Ashtabula",43365
"G3900090","1890","Ohio","390","Athens","0090","Athens",33958
"G3900110","1890","Ohio","390","Auglaize","0110","Auglaize",28054
"G3900130","1890","Ohio","390","Belmont","0130","Belmont",55477
"G3900150","1890","Ohio","390","Brown","0150","Brown",27963
"G3900170","1890","Ohio","390","Butler","0170","Butler",47476
"G3900190","1890","Ohio","390","Carroll","0190","Carroll",17492
"G3900210","1890","Ohio","390","Champaign","0210","Champaign",25467
"G3900230","1890","Ohio","390","Clark","0230","Clark",47632
"G3900250","1890","Ohio","390","Clermont","0250","Clermont",32043
"G3900270","1890","Ohio","390","Clinton","0270","Clinton",22943
"G3900290","1890","Ohio","390","Columbiana","0290","Columbiana",58357
