GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AV2001
"G1900470","1890","Iowa","190","Crawford","0470","Crawford",18879
"G1900490","1890","Iowa","190","Dallas","0490","Dallas",20441
"G1900510","1890","Iowa","190","Davis","0510","Davis",15198
"G1900530","1890","Iowa","190","Decatur","0530","Decatur",15587
"G1900550","1890","Iowa","190","Delaware","0550","Delaware",17346
"G1900570","1890","Iowa","190","Des Moines","0570","Des Moines",34940
"G1900590","1890","Iowa","190","Dickinson","0590","Dickinson",4327
"G1900610","1890","Iowa","190","Dubuque","0610","Dubuque",49712
"G1900630","1890","Iowa","190","Emmet","0630","Emmet",4270
"G1900650","1890","Iowa","190","Fayette","0650","Fayette",23066
"G1900670","1890","Iowa","190","Floyd","0670","Floyd",15419
"G1900690","1890","Iowa","190","Franklin","0690","Franklin",12871
"G1900710","1890","Iowa","190","Fremont","0710","Fremont",16799
"G1900730","1890","Iowa","190","Greene","0730","Greene",15786
"G1900750","1890","Iowa","190","Grundy","0750","Grundy",13200
"G1900770","1890","Iowa","190","Guthrie","0770","Guthrie",17351
"G1900790","1890","Iowa","190","Hamilton","0790","Hamilton",15299
"G1900810","1890","Iowa","190","Hancock","0810","Hancock",7619
"G1900830","1890","Iowa","190","Hardin","0830","Hardin",18922
"G1900850","1890","Iowa","190","Harrison","0850","Harrison",21328
"G1900870","1890","Iowa","190","Henry","0870","Henry",18483
"G1900890","1890","Iowa","190","Howard","0890","Howard",11172
"G1900910","1890","Iowa","190","Humboldt","0910","Humboldt",9832
"G1900930","1890","Iowa","190","Ida","0930","Ida",10704
"G1900950","1890","Iowa","190","Iowa","0950","Iowa",18268
"G1900970","1890","Iowa","190","Jackson","0970","Jackson",22758
"G1900990","1890","Iowa","190","Jasper","0990","Jasper",24839
"G1901010","1890","Iowa","190","Jefferson","1010","Jefferson",15125
"G1901030","1890","Iowa","190","Johnson","1030","Johnson",23024
"G1901050","1890","Iowa","190","Jones","1050","Jones",20199
"G1901070","1890","Iowa","190","Keokuk","1070","Keokuk",23838
"G1901090","1890","Iowa","190","Kossuth","1090","Kossuth",13108
"G1901110","1890","Iowa","190","Lee","1110","Lee",36044
"G1901130","1890","Iowa","190","Linn","1130","Linn",45069
"G1901150","1890","Iowa","190","Louisa","1150","Louisa",11848
"G1901170","1890","Iowa","190","Lucas","1170","Lucas",14243
"G1901190","1890","Iowa","190","Lyon","1190","Lyon",8680
"G1901210","1890","Iowa","190","Madison","1210","Madison",15966
"G1901230","1890","Iowa","190","Mahaska","1230","Mahaska",27211
"G1901250","1890","Iowa","190","Marion","1250","Marion",23014
"G1901270","1890","Iowa","190","Marshall","1270","Marshall",25698
"G1901290","1890","Iowa","190","Mills","1290","Mills",14527
"G1901310","1890","Iowa","190","Mitchell","1310","Mitchell",13291
"G1901330","1890","Iowa","190","Monona","1330","Monona",14486
"G1901350","1890","Iowa","190","Monroe","1350","Monroe",13463
"G1901370","1890","Iowa","190","Montgomery","1370","Montgomery",15810
"G1901390","1890","Iowa","190","Muscatine","1390","Muscatine",24326
"G1901410","1890","Iowa","190","O Brien","1410","O Brien",13059
"G1901430","1890","Iowa","190","Osceola","1430","Osceola",5574
"G1901450","1890","Iowa","190","Page","1450","Page",21106
"G1901470","1890","Iowa","190","Palo Alto","1470","Palo Alto",9310
"G1901490","1890","Iowa","190","Plymouth","1490","Plymouth",19558
"G1901510","1890","Iowa","190","Pocahontas","1510","Pocahontas",9553
"G1901530","1890","Iowa","190","Polk","1530","Polk",64211
"G1901550","1890","Iowa","190","Pottawattamie","1550","Pottawattamie",47098
"G1901570","1890","Iowa","190","Poweshiek","1570","Poweshiek",18327
"G1901590","1890","Iowa","190","Ringgold","1590","Ringgold",13556
"G1901610","1890","Iowa","190","Sac","1610","Sac",14522
"G1901630","1890","Iowa","190","Scott","1630","Scott",42884
"G1901650","1890","Iowa","190","Shelby","1650","Shelby",17610
"G1901670","1890","Iowa","190","Sioux","1670","Sioux",18370
"G1901690","1890","Iowa","190","Story","1690","Story",18127
"G1901710","1890","Iowa","190","Tama","1710","Tama",21604
"G1901730","1890","Iowa","190","Taylor","1730","Taylor",16288
"G1901750","1890","Iowa","190","Union","1750","Union",16831
"G1901770","1890","Iowa","190","Van Buren","1770","Van Buren",16123
"G1901790","1890","Iowa","190","Wapello","1790","Wapello",29766
"G1901810","1890","Iowa","190","Warren","1810","Warren",18215
"G1901830","1890","Iowa","190","Washington","1830","Washington",18393
"G1901850","1890","Iowa","190","Wayne","1850","Wayne",15644
"G1901870","1890","Iowa","190","Webster","1870","Webster",21537
"G1901890","1890","Iowa","190","Winnebago","1890","Winnebago",7325
"G1901910","1890","Iowa","190","Winneshiek","1910","Winneshiek",22501
"G1901930","1890","Iowa","190","Woodbury","1930","Woodbury",55252
"G1901950","1890","Iowa","190","Worth","1950","Worth",9225
"G1901970","1890","Iowa","190","Wright","1970","Wright",12055
"G2000010","1890","Kansas","200","Allen","0010","Allen",13115
"G2000030","1890","Kansas","200","Anderson","0030","Anderson",13914
"G2000050","1890","Kansas","200","Atchison","0050","Atchison",23748
"G2000070","1890","Kansas","200","Barber","0070","Barber",7942
"G2000090","1890","Kansas","200","Barton","0090","Barton",12843
"G2000110","1890","Kansas","200","Bourbon","0110","Bourbon",26298
"G2000130","1890","Kansas","200","Brown","0130","Brown",19894
"G2000150","1890","Kansas","200","Butler","0150","Butler",23949
"G2000170","1890","Kansas","200","Chase","0170","Chase",8054
"G2000190","1890","Kansas","200","Chautauqua","0190","Chautauqua",12072
"G2000210","1890","Kansas","200","Cherokee","0210","Cherokee",26421
"G2000230","1890","Kansas","200","Cheyenne","0230","Cheyenne",4401
"G2000250","1890","Kansas","200","Clark","0250","Clark",2351
"G2000270","1890","Kansas","200","Clay","0270","Clay",15939
"G2000290","1890","Kansas","200","Cloud","0290","Cloud",19259
"G2000310","1890","Kansas","200","Coffey","0310","Coffey",15667
"G2000330","1890","Kansas","200","Comanche","0330","Comanche",2516
"G2000350","1890","Kansas","200","Cowley","0350","Cowley",33849
"G2000370","1890","Kansas","200","Crawford","0370","Crawford",29859
"G2000390","1890","Kansas","200","Decatur","0390","Decatur",8403
"G2000410","1890","Kansas","200","Dickinson","0410","Dickinson",22113
"G2000430","1890","Kansas","200","Doniphan","0430","Doniphan",12768
"G2000450","1890","Kansas","200","Douglas","0450","Douglas",20443
"G2000470","1890","Kansas","200","Edwards","0470","Edwards",3515
"G2000490","1890","Kansas","200","Elk","0490","Elk",12210
"G2000510","1890","Kansas","200","Ellis","0510","Ellis",7876
"G2000530","1890","Kansas","200","Ellsworth","0530","Ellsworth",9145
"G2000550","1890","Kansas","200","Finney","0550","Finney",3288
"G2000570","1890","Kansas","200","Ford","0570","Ford",5257
"G2000590","1890","Kansas","200","Franklin","0590","Franklin",19416
"G2000595","1890","Kansas","200","Garfield","0595","Garfield",876
"G2000610","1890","Kansas","200","Geary","0610","Geary",10040
"G2000630","1890","Kansas","200","Gove","0630","Gove",2957
"G2000650","1890","Kansas","200","Graham","0650","Graham",4497
"G2000670","1890","Kansas","200","Grant","0670","Grant",1263
"G2000690","1890","Kansas","200","Gray","0690","Gray",2406
"G2000710","1890","Kansas","200","Greeley","0710","Greeley",1264
"G2000730","1890","Kansas","200","Greenwood","0730","Greenwood",16141
"G2000750","1890","Kansas","200","Hamilton","0750","Hamilton",1970
"G2000770","1890","Kansas","200","Harper","0770","Harper",13183
"G2000790","1890","Kansas","200","Harvey","0790","Harvey",17323
"G2000810","1890","Kansas","200","Haskell","0810","Haskell",1077
"G2000830","1890","Kansas","200","Hodgeman","0830","Hodgeman",2240
"G2000850","1890","Kansas","200","Jackson","0850","Jackson",14421
"G2000870","1890","Kansas","200","Jefferson","0870","Jefferson",15959
"G2000890","1890","Kansas","200","Jewell","0890","Jewell",19346
"G2000910","1890","Kansas","200","Johnson","0910","Johnson",16467
"G2000930","1890","Kansas","200","Kearny","0930","Kearny",1563
"G2000950","1890","Kansas","200","Kingman","0950","Kingman",11740
"G2000970","1890","Kansas","200","Kiowa","0970","Kiowa",2858
"G2000990","1890","Kansas","200","Labette","0990","Labette",25523
"G2001010","1890","Kansas","200","Lane","1010","Lane",2057
"G2001030","1890","Kansas","200","Leavenworth","1030","Leavenworth",34000
"G2001050","1890","Kansas","200","Lincoln","1050","Lincoln",9666
"G2001070","1890","Kansas","200","Linn","1070","Linn",16438
"G2001090","1890","Kansas","200","Logan","1090","Logan",3359
"G2001110","1890","Kansas","200","Lyon","1110","Lyon",22163
"G2001130","1890","Kansas","200","McPherson","1130","Mcpherson",21563
"G2001150","1890","Kansas","200","Marion","1150","Marion",20389
"G2001170","1890","Kansas","200","Marshall","1170","Marshall",23625
"G2001190","1890","Kansas","200","Meade","1190","Meade",2516
"G2001210","1890","Kansas","200","Miami","1210","Miami",18674
"G2001230","1890","Kansas","200","Mitchell","1230","Mitchell",14985
"G2001250","1890","Kansas","200","Montgomery","1250","Montgomery",22146
"G2001270","1890","Kansas","200","Morris","1270","Morris",10884
"G2001290","1890","Kansas","200","Morton","1290","Morton",717
"G2001310","1890","Kansas","200","Nemaha","1310","Nemaha",19034
"G2001330","1890","Kansas","200","Neosho","1330","Neosho",18217
"G2001350","1890","Kansas","200","Ness","1350","Ness",4943
"G2001370","1890","Kansas","200","Norton","1370","Norton",10580
"G2001390","1890","Kansas","200","Osage","1390","Osage",24383
"G2001410","1890","Kansas","200","Osborne","1410","Osborne",11976
"G2001430","1890","Kansas","200","Ottawa","1430","Ottawa",12508
"G2001450","1890","Kansas","200","Pawnee","1450","Pawnee",5058
"G2001470","1890","Kansas","200","Phillips","1470","Phillips",13494
"G2001490","1890","Kansas","200","Pottawatomie","1490","Pottawatomie",17385
"G2001510","1890","Kansas","200","Pratt","1510","Pratt",7938
"G2001530","1890","Kansas","200","Rawlins","1530","Rawlins",6756
"G2001550","1890","Kansas","200","Reno","1550","Reno",26721
"G2001570","1890","Kansas","200","Republic","1570","Republic",18975
"G2001590","1890","Kansas","200","Rice","1590","Rice",14329
"G2001610","1890","Kansas","200","Riley","1610","Riley",12853
"G2001630","1890","Kansas","200","Rooks","1630","Rooks",7957
"G2001650","1890","Kansas","200","Rush","1650","Rush",5199
"G2001670","1890","Kansas","200","Russell","1670","Russell",7279
"G2001690","1890","Kansas","200","Saline","1690","Saline",16982
"G2001710","1890","Kansas","200","Scott","1710","Scott",1262
"G2001730","1890","Kansas","200","Sedgwick","1730","Sedgwick",42256
"G2001750","1890","Kansas","200","Seward","1750","Seward",1498
"G2001770","1890","Kansas","200","Shawnee","1770","Shawnee",43009
"G2001790","1890","Kansas","200","Sheridan","1790","Sheridan",3733
"G2001810","1890","Kansas","200","Sherman","1810","Sherman",5242
"G2001830","1890","Kansas","200","Smith","1830","Smith",15611
"G2001850","1890","Kansas","200","Stafford","1850","Stafford",8330
"G2001870","1890","Kansas","200","Stanton","1870","Stanton",1029
"G2001890","1890","Kansas","200","Stevens","1890","Stevens",1399
"G2001910","1890","Kansas","200","Sumner","1910","Sumner",30093
"G2001930","1890","Kansas","200","Thomas","1930","Thomas",5532
"G2001950","1890","Kansas","200","Trego","1950","Trego",2494
"G2001970","1890","Kansas","200","Wabaunsee","1970","Wabaunsee",10980
"G2001990","1890","Kansas","200","Wallace","1990","Wallace",2429
"G2002010","1890","Kansas","200","Washington","2010","Washington",22875
"G2002030","1890","Kansas","200","Wichita","2030","Wichita",1819
"G2002050","1890","Kansas","200","Wilson","2050","Wilson",15205
"G2002070","1890","Kansas","200","Woodson","2070","Woodson",8945
"G2002090","1890","Kansas","200","Wyandotte","2090","Wyandotte",47424
"G2100010","1890","Kentucky","210","Adair","0010","Adair",11893
"G2100030","1890","Kentucky","210","Allen","0030","Allen",12650
"G2100050","1890","Kentucky","210","Anderson","0050","Anderson",9547
"G2100070","1890","Kentucky","210","Ballard","0070","Ballard",6978
"G2100090","1890","Kentucky","210","Barren","0090","Barren",17765
"G2100110","1890","Kentucky","210","Bath","0110","Bath",11235
"G2100130","1890","Kentucky","210","Bell","0130","Bell",9570
"G2100150","1890","Kentucky","210","Boone","0150","Boone",11134
"G2100170","1890","Kentucky","210","Bourbon","0170","Bourbon",10179
"G2100190","1890","Kentucky","210","Boyd","0190","Boyd",13328
"G2100210","1890","Kentucky","210","Boyle","0210","Boyle",8139
"G2100230","1890","Kentucky","210","Bracken","0230","Bracken",11723
"G2100250","1890","Kentucky","210","Breathitt","0250","Breathitt",8536
"G2100270","1890","Kentucky","210","Breckinridge","0270","Breckinridge",16896
"G2100290","1890","Kentucky","210","Bullitt","0290","Bullitt",7243
"G2100310","1890","Kentucky","210","Butler","0310","Butler",13183
"G2100330","1890","Kentucky","210","Caldwell","0330","Caldwell",10450
"G2100350","1890","Kentucky","210","Calloway","0350","Calloway",13583
"G2100370","1890","Kentucky","210","Campbell","0370","Campbell",43522
"G2100390","1890","Kentucky","210","Carlisle","0390","Carlisle",7223
"G2100410","1890","Kentucky","210","Carroll","0410","Carroll",8509
"G2100430","1890","Kentucky","210","Carter","0430","Carter",17067
"G2100450","1890","Kentucky","210","Casey","0450","Casey",11331
"G2100470","1890","Kentucky","210","Christian","0470","Christian",18886
"G2100490","1890","Kentucky","210","Clark","0490","Clark",10608
"G2100510","1890","Kentucky","210","Clay","0510","Clay",12034
"G2100530","1890","Kentucky","210","Clinton","0530","Clinton",6859
"G2100550","1890","Kentucky","210","Crittenden","0550","Crittenden",12188
"G2100570","1890","Kentucky","210","Cumberland","0570","Cumberland",7456
"G2100590","1890","Kentucky","210","Daviess","0590","Daviess",27751
"G2100610","1890","Kentucky","210","Edmonson","0610","Edmonson",7547
"G2100630","1890","Kentucky","210","Elliott","0630","Elliott",9187
"G2100650","1890","Kentucky","210","Estill","0650","Estill",10255
"G2100670","1890","Kentucky","210","Fayette","0670","Fayette",22069
"G2100690","1890","Kentucky","210","Fleming","0690","Fleming",14453
"G2100710","1890","Kentucky","210","Floyd","0710","Floyd",11105
"G2100730","1890","Kentucky","210","Franklin","0730","Franklin",16508
"G2100750","1890","Kentucky","210","Fulton","0750","Fulton",7797
"G2100770","1890","Kentucky","210","Gallatin","0770","Gallatin",4114
"G2100790","1890","Kentucky","210","Garrard","0790","Garrard",8114
"G2100810","1890","Kentucky","210","Grant","0810","Grant",12188
"G2100830","1890","Kentucky","210","Graves","0830","Graves",25378
"G2100850","1890","Kentucky","210","Grayson","0850","Grayson",18199
"G2100870","1890","Kentucky","210","Green","0870","Green",9572
"G2100890","1890","Kentucky","210","Greenup","0890","Greenup",11573
"G2100910","1890","Kentucky","210","Hancock","0910","Hancock",8456
"G2100930","1890","Kentucky","210","Hardin","0930","Hardin",18957
"G2100950","1890","Kentucky","210","Harlan","0950","Harlan",6041
"G2100970","1890","Kentucky","210","Harrison","0970","Harrison",14447
"G2100990","1890","Kentucky","210","Hart","0990","Hart",14437
"G2101010","1890","Kentucky","210","Henderson","1010","Henderson",21313
"G2101030","1890","Kentucky","210","Henry","1030","Henry",11799
"G2101050","1890","Kentucky","210","Hickman","1050","Hickman",9869
"G2101070","1890","Kentucky","210","Hopkins","1070","Hopkins",20072
"G2101090","1890","Kentucky","210","Jackson","1090","Jackson",8207
"G2101110","1890","Kentucky","210","Jefferson","1110","Jefferson",154981
"G2101130","1890","Kentucky","210","Jessamine","1130","Jessamine",7542
"G2101150","1890","Kentucky","210","Johnson","1150","Johnson",10943
"G2101170","1890","Kentucky","210","Kenton","1170","Kenton",51491
"G2101190","1890","Kentucky","210","Knott","1190","Knott",5365
"G2101210","1890","Kentucky","210","Knox","1210","Knox",12984
"G2101230","1890","Kentucky","210","Larue","1230","Larue",8642
"G2101250","1890","Kentucky","210","Laurel","1250","Laurel",13188
"G2101270","1890","Kentucky","210","Lawrence","1270","Lawrence",17526
"G2101290","1890","Kentucky","210","Lee","1290","Lee",5746
"G2101310","1890","Kentucky","210","Leslie","1310","Leslie",3932
"G2101330","1890","Kentucky","210","Letcher","1330","Letcher",6845
"G2101350","1890","Kentucky","210","Lewis","1350","Lewis",14626
"G2101370","1890","Kentucky","210","Lincoln","1370","Lincoln",12388
"G2101390","1890","Kentucky","210","Livingston","1390","Livingston",8725
"G2101410","1890","Kentucky","210","Logan","1410","Logan",17243
"G2101430","1890","Kentucky","210","Lyon","1430","Lyon",6310
"G2101450","1890","Kentucky","210","McCracken","1450","Mccracken",15346
"G2101490","1890","Kentucky","210","McLean","1490","Mclean",9101
"G2101510","1890","Kentucky","210","Madison","1510","Madison",16949
"G2101530","1890","Kentucky","210","Magoffin","1530","Magoffin",9036
"G2101550","1890","Kentucky","210","Marion","1550","Marion",12500
"G2101570","1890","Kentucky","210","Marshall","1570","Marshall",10945
"G2101590","1890","Kentucky","210","Martin","1590","Martin",4186
"G2101610","1890","Kentucky","210","Mason","1610","Mason",16604
"G2101630","1890","Kentucky","210","Meade","1630","Meade",8715
"G2101650","1890","Kentucky","210","Menifee","1650","Menifee",4639
"G2101670","1890","Kentucky","210","Mercer","1670","Mercer",11959
"G2101690","1890","Kentucky","210","Metcalfe","1690","Metcalfe",8971
"G2101710","1890","Kentucky","210","Monroe","1710","Monroe",10449
"G2101730","1890","Kentucky","210","Montgomery","1730","Montgomery",8724
"G2101750","1890","Kentucky","210","Morgan","1750","Morgan",11200
"G2101770","1890","Kentucky","210","Muhlenberg","1770","Muhlenberg",15596
"G2101790","1890","Kentucky","210","Nelson","1790","Nelson",12596
"G2101810","1890","Kentucky","210","Nicholas","1810","Nicholas",9448
"G2101830","1890","Kentucky","210","Ohio","1830","Ohio",21600
"G2101850","1890","Kentucky","210","Oldham","1850","Oldham",5107
"G2101870","1890","Kentucky","210","Owen","1870","Owen",16249
"G2101890","1890","Kentucky","210","Owsley","1890","Owsley",5891
"G2101910","1890","Kentucky","210","Pendleton","1910","Pendleton",15839
"G2101930","1890","Kentucky","210","Perry","1930","Perry",6171
"G2101950","1890","Kentucky","210","Pike","1950","Pike",17212
"G2101970","1890","Kentucky","210","Powell","1970","Powell",4319
"G2101990","1890","Kentucky","210","Pulaski","1990","Pulaski",24440
"G2102010","1890","Kentucky","210","Robertson","2010","Robertson",4529
"G2102030","1890","Kentucky","210","Rockcastle","2030","Rockcastle",9686
"G2102050","1890","Kentucky","210","Rowan","2050","Rowan",6023
"G2102070","1890","Kentucky","210","Russell","2070","Russell",7870
"G2102090","1890","Kentucky","210","Scott","2090","Scott",11482
"G2102110","1890","Kentucky","210","Shelby","2110","Shelby",11744
"G2102130","1890","Kentucky","210","Simpson","2130","Simpson",8504
"G2102150","1890","Kentucky","210","Spencer","2150","Spencer",5510
"G2102170","1890","Kentucky","210","Taylor","2170","Taylor",7879
"G2102190","1890","Kentucky","210","Todd","2190","Todd",10513
"G2102210","1890","Kentucky","210","Trigg","2210","Trigg",10250
"G2102230","1890","Kentucky","210","Trimble","2230","Trimble",6819
"G2102250","1890","Kentucky","210","Union","2250","Union",15573
"G2102270","1890","Kentucky","210","Warren","2270","Warren",22229
"G2102290","1890","Kentucky","210","Washington","2290","Washington",11528
"G2102310","1890","Kentucky","210","Wayne","2310","Wayne",12234
"G2102330","1890","Kentucky","210","Webster","2330","Webster",15284
"G2102350","1890","Kentucky","210","Whitley","2350","Whitley",16828
"G2102370","1890","Kentucky","210","Wolfe","2370","Wolfe",7058
"G2102390","1890","Kentucky","210","Woodford","2390","Woodford",7527
"G2200010","1890","Louisiana","220","Acadia","0010","Acadia",11602
"G2200050","1890","Louisiana","220","Ascension","0050","Ascension",8233
"G2200070","1890","Louisiana","220","Assumption","0070","Assumption",10726
"G2200090","1890","Louisiana","220","Avoyelles","0090","Avoyelles",12904
"G2200130","1890","Louisiana","220","Bienville","0130","Bienville",7840
"G2200150","1890","Louisiana","220","Bossier","0150","Bossier",4102
"G2200170","1890","Louisiana","220","Caddo","0170","Caddo",8003
"G2200190","1890","Louisiana","220","Calcasieu","0190","Calcasieu",16834
"G2200210","1890","Louisiana","220","Caldwell","0210","Caldwell",2707
"G2200230","1890","Louisiana","220","Cameron","0230","Cameron",2402
"G2200235","1890","Louisiana","220","Carroll","0235","Carroll",
"G2200250","1890","Louisiana","220","Catahoula","0250","Catahoula",6992
"G2200270","1890","Louisiana","220","Claiborne","0270","Claiborne",9796
"G2200290","1890","Louisiana","220","Concordia","0290","Concordia",1757
"G2200310","1890","Louisiana","220","De Soto","0310","De Soto",6638
"G2200330","1890","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",9494
"G2200350","1890","Louisiana","220","East Carroll","0350","East Carroll",997
"G2200370","1890","Louisiana","220","East Feliciana","0370","East Feliciana",5196
"G2200410","1890","Louisiana","220","Franklin","0410","Franklin",2860
"G2200430","1890","Louisiana","220","Grant","0430","Grant",4844
"G2200450","1890","Louisiana","220","Iberia","0450","Iberia",10519
"G2200470","1890","Louisiana","220","Iberville","0470","Iberville",6696
"G2200490","1890","Louisiana","220","Jackson","0490","Jackson",4844
"G2200510","1890","Louisiana","220","Jefferson","0510","Jefferson",6716
"G2200550","1890","Louisiana","220","Lafayette","0550","Lafayette",9080
"G2200570","1890","Louisiana","220","Lafourche","0570","Lafourche",14270
"G2200610","1890","Louisiana","220","Lincoln","0610","Lincoln",8481
"G2200630","1890","Louisiana","220","Livingston","0630","Livingston",4898
"G2200650","1890","Louisiana","220","Madison","0650","Madison",931
"G2200670","1890","Louisiana","220","Morehouse","0670","Morehouse",3519
"G2200690","1890","Louisiana","220","Natchitoches","0690","Natchitoches",10254
"G2200710","1890","Louisiana","220","Orleans","0710","Orleans",177376
"G2200730","1890","Louisiana","220","Ouachita","0730","Ouachita",5641
"G2200750","1890","Louisiana","220","Plaquemines","0750","Plaquemines",5283
"G2200770","1890","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",4696
"G2200790","1890","Louisiana","220","Rapides","0790","Rapides",11823
"G2200810","1890","Louisiana","220","Red River","0810","Red River",3557
"G2200830","1890","Louisiana","220","Richland","0830","Richland",3017
"G2200850","1890","Louisiana","220","Sabine","0850","Sabine",7312
"G2200870","1890","Louisiana","220","St Bernard","0870","St Bernard",2347
"G2200890","1890","Louisiana","220","St Charles","0890","St Charles",1986
"G2200910","1890","Louisiana","220","St Helena","0910","St Helena",3473
"G2200930","1890","Louisiana","220","St James","0930","St James",5691
"G2200950","1890","Louisiana","220","St John The Baptist","0950","St John The Baptist",4680
"G2200970","1890","Louisiana","220","St Landry","0970","St Landry",17856
"G2200990","1890","Louisiana","220","St Martin","0990","St Martin",7050
"G2201010","1890","Louisiana","220","St Mary","1010","St Mary",7976
"G2201030","1890","Louisiana","220","St Tammany","1030","St Tammany",6398
"G2201050","1890","Louisiana","220","Tangipahoa","1050","Tangipahoa",7943
"G2201070","1890","Louisiana","220","Tensas","1070","Tensas",1153
"G2201090","1890","Louisiana","220","Terrebonne","1090","Terrebonne",10412
"G2201110","1890","Louisiana","220","Union","1110","Union",9901
"G2201130","1890","Louisiana","220","Vermilion","1130","Vermilion",11335
"G2201150","1890","Louisiana","220","Vernon","1150","Vernon",5363
"G2201170","1890","Louisiana","220","Washington","1170","Washington",4635
"G2201190","1890","Louisiana","220","Webster","1190","Webster",5172
"G2201210","1890","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",2398
"G2201230","1890","Louisiana","220","West Carroll","1230","West Carroll",1438
"G2201250","1890","Louisiana","220","West Feliciana","1250","West Feliciana",2276
"G2201270","1890","Louisiana","220","Winn","1270","Winn",6072
"G2300010","1890","Maine","230","Androscoggin","0010","Androscoggin",48880
"G2300030","1890","Maine","230","Aroostook","0030","Aroostook",49528
"G2300050","1890","Maine","230","Cumberland","0050","Cumberland",90502
"G2300070","1890","Maine","230","Franklin","0070","Franklin",17039
"G2300090","1890","Maine","230","Hancock","0090","Hancock",37253
"G2300110","1890","Maine","230","Kennebec","0110","Kennebec",56878
"G2300130","1890","Maine","230","Knox","0130","Knox",31391
"G2300150","1890","Maine","230","Lincoln","0150","Lincoln",21970
"G2300170","1890","Maine","230","Oxford","0170","Oxford",30564
"G2300190","1890","Maine","230","Penobscot","0190","Penobscot",72390
"G2300210","1890","Maine","230","Piscataquis","0210","Piscataquis",16078
"G2300230","1890","Maine","230","Sagadahoc","0230","Sagadahoc",19344
"G2300250","1890","Maine","230","Somerset","0250","Somerset",32622
"G2300270","1890","Maine","230","Waldo","0270","Waldo",27739
"G2300290","1890","Maine","230","Washington","0290","Washington",44315
"G2300310","1890","Maine","230","York","0310","York",62770
"G2400010","1890","Maryland","240","Allegany","0010","Allegany",40135
"G2400030","1890","Maryland","240","Anne Arundel","0030","Anne Arundel",19580
"G2400050","1890","Maryland","240","Baltimore","0050","Baltimore",62679
"G2400090","1890","Maryland","240","Calvert","0090","Calvert",4796
"G2400110","1890","Maryland","240","Caroline","0110","Caroline",10092
"G2400130","1890","Maryland","240","Carroll","0130","Carroll",30241
"G2400150","1890","Maryland","240","Cecil","0150","Cecil",21850
"G2400170","1890","Maryland","240","Charles","0170","Charles",7054
"G2400190","1890","Maryland","240","Dorchester","0190","Dorchester",16133
"G2400210","1890","Maryland","240","Frederick","0210","Frederick",42983
"G2400230","1890","Maryland","240","Garrett","0230","Garrett",14028
"G2400250","1890","Maryland","240","Harford","0250","Harford",22617
"G2400270","1890","Maryland","240","Howard","0270","Howard",12159
"G2400290","1890","Maryland","240","Kent","0290","Kent",10664
"G2400310","1890","Maryland","240","Montgomery","0310","Montgomery",17500
"G2400330","1890","Maryland","240","Prince Georges","0330","Prince Georges",14867
"G2400350","1890","Maryland","240","Queen Anne's","0350","Queen Anne's",11904
"G2400370","1890","Maryland","240","St Mary's","0370","St Mary's",8153
"G2400390","1890","Maryland","240","Somerset","0390","Somerset",14650
"G2400410","1890","Maryland","240","Talbot","0410","Talbot",12248
"G2400430","1890","Maryland","240","Washington","0430","Washington",37274
"G2400450","1890","Maryland","240","Wicomico","0450","Wicomico",14731
"G2400470","1890","Maryland","240","Worcester","0470","Worcester",13012
"G2405100","1890","Maryland","240","Baltimore City","5100","Baltimore City",367143
"G2500010","1890","Massachusetts","250","Barnstable","0010","Barnstable",28650
"G2500030","1890","Massachusetts","250","Berkshire","0030","Berkshire",79892
"G2500050","1890","Massachusetts","250","Bristol","0050","Bristol",184002
"G2500070","1890","Massachusetts","250","Dukes","0070","Dukes",4101
"G2500090","1890","Massachusetts","250","Essex","0090","Essex",298248
"G2500110","1890","Massachusetts","250","Franklin","0110","Franklin",38514
"G2500130","1890","Massachusetts","250","Hampden","0130","Hampden",134582
"G2500150","1890","Massachusetts","250","Hampshire","0150","Hampshire",51566
"G2500170","1890","Massachusetts","250","Middlesex","0170","Middlesex",427406
"G2500190","1890","Massachusetts","250","Nantucket","0190","Nantucket",3228
"G2500210","1890","Massachusetts","250","Norfolk","0210","Norfolk",118489
"G2500230","1890","Massachusetts","250","Plymouth","0230","Plymouth",92040
"G2500250","1890","Massachusetts","250","Suffolk","0250","Suffolk",475433
"G2500270","1890","Massachusetts","250","Worcester","0270","Worcester",279222
"G2600010","1890","Michigan","260","Alcona","0010","Alcona",5382
"G2600030","1890","Michigan","260","Alger","0030","Alger",1160
"G2600050","1890","Michigan","260","Allegan","0050","Allegan",38586
"G2600070","1890","Michigan","260","Alpena","0070","Alpena",15570
"G2600090","1890","Michigan","260","Antrim","0090","Antrim",10197
"G2600110","1890","Michigan","260","Arenac","0110","Arenac",5561
"G2600130","1890","Michigan","260","Baraga","0130","Baraga",2743
"G2600150","1890","Michigan","260","Barry","0150","Barry",23731
"G2600170","1890","Michigan","260","Bay","0170","Bay",56135
"G2600190","1890","Michigan","260","Benzie","0190","Benzie",5176
"G2600210","1890","Michigan","260","Berrien","0210","Berrien",40627
"G2600230","1890","Michigan","260","Branch","0230","Branch",26735
