GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5U001
"G5101010","1960","Virginia","510","King William","1010","King William",3999
"G5101030","1960","Virginia","510","Lancaster","1030","Lancaster",5535
"G5101050","1960","Virginia","510","Lee","1050","Lee",25655
"G5101070","1960","Virginia","510","Loudoun","1070","Loudoun",20204
"G5101090","1960","Virginia","510","Louisa","1090","Louisa",7793
"G5101110","1960","Virginia","510","Lunenburg","1110","Lunenburg",7233
"G5101130","1960","Virginia","510","Madison","1130","Madison",6357
"G5101150","1960","Virginia","510","Matthews","1150","Matthews",5364
"G5101170","1960","Virginia","510","Mecklenburg","1170","Mecklenburg",16717
"G5101190","1960","Virginia","510","Middlesex","1190","Middlesex",3700
"G5101210","1960","Virginia","510","Montgomery","1210","Montgomery",31394
"G5101230","1960","Virginia","510","Nansemond","1230","Nansemond",11584
"G5101250","1960","Virginia","510","Nelson","1250","Nelson",9197
"G5101270","1960","Virginia","510","New Kent","1270","New Kent",2126
"G5101290","1960","Virginia","510","Norfolk","1290","Norfolk",38076
"G5101310","1960","Virginia","510","Northampton","1310","Northampton",7778
"G5101330","1960","Virginia","510","Northumberland","1330","Northumberland",5840
"G5101350","1960","Virginia","510","Nottoway","1350","Nottoway",8664
"G5101370","1960","Virginia","510","Orange","1370","Orange",10013
"G5101390","1960","Virginia","510","Page","1390","Page",15094
"G5101410","1960","Virginia","510","Patrick","1410","Patrick",13902
"G5101430","1960","Virginia","510","Pittsylvania","1430","Pittsylvania",38339
"G5101450","1960","Virginia","510","Powhatan","1450","Powhatan",4071
"G5101470","1960","Virginia","510","Prince Edward","1470","Prince Edward",8488
"G5101490","1960","Virginia","510","Prince George","1490","Prince George",15444
"G5101510","1960","Virginia","510","Princess Anne","1510","Princess Anne",63494
"G5101530","1960","Virginia","510","Prince William","1530","Prince William",46032
"G5101550","1960","Virginia","510","Pulaski","1550","Pulaski",25441
"G5101570","1960","Virginia","510","Rappahannock","1570","Rappahannock",4423
"G5101590","1960","Virginia","510","Richmond","1590","Richmond",4159
"G5101610","1960","Virginia","510","Roanoke","1610","Roanoke",58011
"G5101630","1960","Virginia","510","Rockbridge","1630","Rockbridge",22045
"G5101650","1960","Virginia","510","Rockingham","1650","Rockingham",39767
"G5101670","1960","Virginia","510","Russell","1670","Russell",25782
"G5101690","1960","Virginia","510","Scott","1690","Scott",25502
"G5101710","1960","Virginia","510","Shenandoah","1710","Shenandoah",21468
"G5101730","1960","Virginia","510","Smyth","1730","Smyth",30561
"G5101750","1960","Virginia","510","Southampton","1750","Southampton",11536
"G5101770","1960","Virginia","510","Spotsylvania","1770","Spotsylvania",10663
"G5101790","1960","Virginia","510","Stafford","1790","Stafford",14900
"G5101810","1960","Virginia","510","Surry","1810","Surry",2196
"G5101830","1960","Virginia","510","Sussex","1830","Sussex",4186
"G5101850","1960","Virginia","510","Tazewell","1850","Tazewell",42781
"G5101870","1960","Virginia","510","Warren","1870","Warren",13600
"G5101910","1960","Virginia","510","Washington","1910","Washington",37119
"G5101930","1960","Virginia","510","Westmoreland","1930","Westmoreland",5872
"G5101950","1960","Virginia","510","Wise","1950","Wise",42334
"G5101970","1960","Virginia","510","Wythe","1970","Wythe",21014
"G5101990","1960","Virginia","510","York","1990","York",16850
"G5105100","1960","Virginia","510","Alexandria City","5100","Alexandria City",80388
"G5105200","1960","Virginia","510","Bristol City","5200","Bristol City",15988
"G5105300","1960","Virginia","510","Buena Vista City","5300","Buena Vista City",6046
"G5105400","1960","Virginia","510","Charlottesville City","5400","Charlottesville City",23830
"G5105600","1960","Virginia","510","Clifton Forge City","5600","Clifton Forge City",4228
"G5105700","1960","Virginia","510","Colonial Heights City","5700","Colonial Heights City",9567
"G5105800","1960","Virginia","510","Covington City","5800","Covington City",9736
"G5105900","1960","Virginia","510","Danville City","5900","Danville City",35004
"G5106100","1960","Virginia","510","Falls Church City","6100","Falls Church City",10011
"G5106300","1960","Virginia","510","Fredericksburg City","6300","Fredericksburg City",11036
"G5106400","1960","Virginia","510","Galax City","6400","Galax City",4910
"G5106500","1960","Virginia","510","Hampton City","6500","Hampton City",70163
"G5106600","1960","Virginia","510","Harrisonburg City","6600","Harrisonburg City",11175
"G5106700","1960","Virginia","510","Hopewell City","6700","Hopewell City",14905
"G5106800","1960","Virginia","510","Lynchburg City","6800","Lynchburg City",43665
"G5106900","1960","Virginia","510","Martinsville City","6900","Martinsville City",13106
"G5107000","1960","Virginia","510","Newport News City","7000","Newport News City",74602
"G5107100","1960","Virginia","510","Norfolk City","7100","Norfolk City",225251
"G5107200","1960","Virginia","510","Norton City","7200","Norton City",4615
"G5107300","1960","Virginia","510","Petersburg City","7300","Petersburg City",19372
"G5107400","1960","Virginia","510","Portsmouth City","7400","Portsmouth City",75092
"G5107500","1960","Virginia","510","Radford City","7500","Radford City",8741
"G5107600","1960","Virginia","510","Richmond City","7600","Richmond City",127627
"G5107700","1960","Virginia","510","Roanoke City","7700","Roanoke City",80568
"G5107800","1960","Virginia","510","South Boston City","7800","South Boston City",4030
"G5107805","1960","Virginia","510","South Norfolk City","7805","South Norfolk City",16229
"G5107900","1960","Virginia","510","Staunton City","7900","Staunton City",20029
"G5108000","1960","Virginia","510","Suffolk City","8000","Suffolk City",7899
"G5108100","1960","Virginia","510","Virginia Beach City","8100","Virginia Beach City",7557
"G5108200","1960","Virginia","510","Waynesboro City","8200","Waynesboro City",14712
"G5108300","1960","Virginia","510","Williamsburg City","8300","Williamsburg City",5897
"G5108400","1960","Virginia","510","Winchester City","8400","Winchester City",13920
"G5300010","1960","Washington","530","Adams","0010","Adams",9804
"G5300030","1960","Washington","530","Asotin","0030","Asotin",12843
"G5300050","1960","Washington","530","Benton","0050","Benton",61533
"G5300070","1960","Washington","530","Chelan","0070","Chelan",40530
"G5300090","1960","Washington","530","Clallam","0090","Clallam",28749
"G5300110","1960","Washington","530","Clark","0110","Clark",93046
"G5300130","1960","Washington","530","Columbia","0130","Columbia",4562
"G5300150","1960","Washington","530","Cowlitz","0150","Cowlitz",57469
"G5300170","1960","Washington","530","Douglas","0170","Douglas",14820
"G5300190","1960","Washington","530","Ferry","0190","Ferry",3181
"G5300210","1960","Washington","530","Franklin","0210","Franklin",21992
"G5300230","1960","Washington","530","Garfield","0230","Garfield",2975
"G5300250","1960","Washington","530","Grant","0250","Grant",44984
"G5300270","1960","Washington","530","Grays Harbor","0270","Grays Harbor",53371
"G5300290","1960","Washington","530","Island","0290","Island",19211
"G5300310","1960","Washington","530","Jefferson","0310","Jefferson",9254
"G5300330","1960","Washington","530","King","0330","King",883789
"G5300350","1960","Washington","530","Kitsap","0350","Kitsap",81156
"G5300370","1960","Washington","530","Kittitas","0370","Kittitas",20331
"G5300390","1960","Washington","530","Klikatat","0390","Klikatat",13170
"G5300410","1960","Washington","530","Lewis","0410","Lewis",41704
"G5300430","1960","Washington","530","Lincoln","0430","Lincoln",10832
"G5300450","1960","Washington","530","Mason","0450","Mason",15842
"G5300470","1960","Washington","530","Okanogan","0470","Okanogan",23397
"G5300490","1960","Washington","530","Pacific","0490","Pacific",14445
"G5300510","1960","Washington","530","Pend Oreille","0510","Pend Oreille",6739
"G5300530","1960","Washington","530","Pierce","0530","Pierce",305201
"G5300550","1960","Washington","530","San Juan","0550","San Juan",2854
"G5300570","1960","Washington","530","Skagit","0570","Skagit",50577
"G5300590","1960","Washington","530","Skamania","0590","Skamania",5195
"G5300610","1960","Washington","530","Snohomish","0610","Snohomish",170502
"G5300630","1960","Washington","530","Spokane","0630","Spokane",272711
"G5300650","1960","Washington","530","Stevens","0650","Stevens",17046
"G5300670","1960","Washington","530","Thurston","0670","Thurston",54359
"G5300690","1960","Washington","530","Wahkiakum","0690","Wahkiakum",3368
"G5300710","1960","Washington","530","Walla Walla","0710","Walla Walla",41482
"G5300730","1960","Washington","530","Whatcom","0730","Whatcom",68828
"G5300750","1960","Washington","530","Whitman","0750","Whitman",30985
"G5300770","1960","Washington","530","Yakima","0770","Yakima",138838
"G5400010","1960","West Virginia","540","Barbour","0010","Barbour",15262
"G5400030","1960","West Virginia","540","Berkeley","0030","Berkeley",32475
"G5400050","1960","West Virginia","540","Boone","0050","Boone",28409
"G5400070","1960","West Virginia","540","Braxton","0070","Braxton",15016
"G5400090","1960","West Virginia","540","Brooke","0090","Brooke",28528
"G5400110","1960","West Virginia","540","Cabell","0110","Cabell",103361
"G5400130","1960","West Virginia","540","Calhoun","0130","Calhoun",7936
"G5400150","1960","West Virginia","540","Clay","0150","Clay",11874
"G5400170","1960","West Virginia","540","Doddridge","0170","Doddridge",6969
"G5400190","1960","West Virginia","540","Fayette","0190","Fayette",54106
"G5400210","1960","West Virginia","540","Gilmer","0210","Gilmer",8049
"G5400230","1960","West Virginia","540","Grant","0230","Grant",8071
"G5400250","1960","West Virginia","540","Greenbrier","0250","Greenbrier",32555
"G5400270","1960","West Virginia","540","Hampshire","0270","Hampshire",11542
"G5400290","1960","West Virginia","540","Hancock","0290","Hancock",38068
"G5400310","1960","West Virginia","540","Hardy","0310","Hardy",9067
"G5400330","1960","West Virginia","540","Harrison","0330","Harrison",76516
"G5400350","1960","West Virginia","540","Jackson","0350","Jackson",18535
"G5400370","1960","West Virginia","540","Jefferson","0370","Jefferson",15772
"G5400390","1960","West Virginia","540","Kanawha","0390","Kanawha",238178
"G5400410","1960","West Virginia","540","Lewis","0410","Lewis",19608
"G5400430","1960","West Virginia","540","Lincoln","0430","Lincoln",20262
"G5400450","1960","West Virginia","540","Logan","0450","Logan",56772
"G5400470","1960","West Virginia","540","McDowell","0470","Mcdowell",55437
"G5400490","1960","West Virginia","540","Marion","0490","Marion",60960
"G5400510","1960","West Virginia","540","Marshall","0510","Marshall",37670
"G5400530","1960","West Virginia","540","Mason","0530","Mason",23927
"G5400550","1960","West Virginia","540","Mercer","0550","Mercer",61001
"G5400570","1960","West Virginia","540","Mineral","0570","Mineral",21668
"G5400590","1960","West Virginia","540","Mingo","0590","Mingo",37679
"G5400610","1960","West Virginia","540","Monongalia","0610","Monongalia",54446
"G5400630","1960","West Virginia","540","Monroe","0630","Monroe",11236
"G5400650","1960","West Virginia","540","Morgan","0650","Morgan",8203
"G5400670","1960","West Virginia","540","Nicholas","0670","Nicholas",25405
"G5400690","1960","West Virginia","540","Ohio","0690","Ohio",66288
"G5400710","1960","West Virginia","540","Pendleton","0710","Pendleton",7921
"G5400730","1960","West Virginia","540","Pleasants","0730","Pleasants",7116
"G5400750","1960","West Virginia","540","Pocahontas","0750","Pocahontas",9753
"G5400770","1960","West Virginia","540","Preston","0770","Preston",27120
"G5400790","1960","West Virginia","540","Putnam","0790","Putnam",23542
"G5400810","1960","West Virginia","540","Raleigh","0810","Raleigh",68255
"G5400830","1960","West Virginia","540","Randolph","0830","Randolph",26072
"G5400850","1960","West Virginia","540","Ritchie","0850","Ritchie",10871
"G5400870","1960","West Virginia","540","Roane","0870","Roane",15702
"G5400890","1960","West Virginia","540","Summers","0890","Summers",14584
"G5400910","1960","West Virginia","540","Taylor","0910","Taylor",14816
"G5400930","1960","West Virginia","540","Tucker","0930","Tucker",7726
"G5400950","1960","West Virginia","540","Tyler","0950","Tyler",10014
"G5400970","1960","West Virginia","540","Upshur","0970","Upshur",18208
"G5400990","1960","West Virginia","540","Wayne","0990","Wayne",38941
"G5401010","1960","West Virginia","540","Webster","1010","Webster",13715
"G5401030","1960","West Virginia","540","Wetzel","1030","Wetzel",19340
"G5401050","1960","West Virginia","540","Wirt","1050","Wirt",4378
"G5401070","1960","West Virginia","540","Wood","1070","Wood",77658
