GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G3101210","2006-2010",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrick County, Nebraska",7784,7566,36,46,13,0,69,54,5,49,"Merrick County, Nebraska",0,137,56,67,23,99,75,34,7,34
"G3101230","2006-2010",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrill County, Nebraska",5071,4832,0,19,30,13,87,90,31,59,"Morrill County, Nebraska",0,70,99,10,20,18,46,45,23,34
"G3101250","2006-2010",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",3755,3681,26,3,0,0,25,20,3,17,"Nance County, Nebraska",0,31,21,6,99,99,21,15,5,14
"G3101270","2006-2010",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",7249,7064,63,37,8,0,40,37,0,37,"Nemaha County, Nebraska",0,37,51,21,16,99,36,32,99,32
"G3101290","2006-2010",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",4583,4441,45,0,6,0,0,91,0,91,"Nuckolls County, Nebraska",0,17,37,99,10,99,99,35,99,35
"G3101310","2006-2010",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",15741,15330,25,17,22,0,80,267,14,253,"Otoe County, Nebraska",0,71,33,22,36,99,61,63,23,56
"G3101330","2006-2010",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",2767,2724,0,22,0,0,0,21,1,20,"Pawnee County, Nebraska",0,21,99,21,99,99,99,19,4,17
"G3101350","2006-2010",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",2983,2955,0,3,0,1,17,7,0,7,"Perkins County, Nebraska",0,26,99,5,99,2,23,13,99,13
"G3101370","2006-2010",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",9234,8950,32,18,3,28,191,12,0,12,"Phelps County, Nebraska",0,202,38,59,16,46,221,42,99,42
"G3101390","2006-2010",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",7308,7180,5,30,19,0,25,49,6,43,"Pierce County, Nebraska",0,36,7,34,16,99,26,20,7,17
"G3101410","2006-2010",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",31675,30243,46,160,109,0,489,628,120,508,"Platte County, Nebraska",0,356,71,153,73,99,302,106,76,99
"G3101430","2006-2010",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",5412,5280,0,13,11,0,36,72,0,72,"Polk County, Nebraska",0,35,99,14,12,99,30,18,99,18
"G3101450","2006-2010",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",11069,10696,44,29,37,0,128,135,5,130,"Red Willow County, Nebraska",0,95,45,25,39,99,93,58,8,57
"G3101470","2006-2010",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",8455,8049,8,63,7,0,6,322,0,322,"Richardson County, Nebraska",0,18,13,48,13,99,10,48,99,48
"G3101490","2006-2010",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",1651,1651,0,0,0,0,0,0,0,0,"Rock County, Nebraska",94,94,99,99,99,99,99,99,99,99
"G3101510","2006-2010",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",14098,13247,98,206,90,0,240,217,61,156,"Saline County, Nebraska",0,229,99,140,88,99,216,191,93,114
"G3101530","2006-2010",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",152180,135136,6003,491,2934,227,2901,4488,696,3792,"Sarpy County, Nebraska",0,542,331,184,271,99,520,491,302,425
"G3101550","2006-2010",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",20543,20050,11,47,42,2,154,237,0,237,"Saunders County, Nebraska",0,142,16,44,29,3,142,64,99,64
"G3101570","2006-2010",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",36569,32799,179,586,223,15,1857,910,345,565,"Scotts Bluff County, Nebraska",0,463,81,123,31,19,469,226,129,178
"G3101590","2006-2010",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",16628,16172,132,0,67,24,86,147,72,75,"Seward County, Nebraska",0,88,67,99,19,38,56,91,59,61
"G3101610","2006-2010",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",5538,4765,0,488,25,0,9,251,5,246,"Sheridan County, Nebraska",0,30,99,71,12,99,11,78,8,77
"G3101630","2006-2010",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",3144,3088,0,0,0,0,0,56,0,56,"Sherman County, Nebraska",0,61,99,99,99,99,99,61,99,61
"G3101650","2006-2010",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",1340,1299,0,2,25,0,0,14,9,5,"Sioux County, Nebraska",74,79,99,3,18,99,99,16,15,7
"G3101670","2006-2010",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",6207,5958,0,97,53,0,35,64,0,64,"Stanton County, Nebraska",0,78,99,89,54,99,38,52,99,52
"G3101690","2006-2010",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",5262,5193,4,2,2,0,4,57,19,38,"Thayer County, Nebraska",0,27,8,7,4,99,5,26,23,14
"G3101710","2006-2010",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",756,731,1,0,3,0,0,21,1,20,"Thomas County, Nebraska",91,92,4,99,4,99,99,17,3,18
"G3101730","2006-2010",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",6907,2709,39,3796,63,0,8,292,15,277,"Thurston County, Nebraska",0,13,33,171,82,99,11,141,21,139
"G3101750","2006-2010",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",4284,4250,0,2,0,0,17,15,7,8,"Valley County, Nebraska",0,47,99,3,99,99,31,21,20,13
"G3101770","2006-2010",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",20148,19630,91,9,88,9,35,286,103,183,"Washington County, Nebraska",0,135,58,12,50,14,44,106,99,52
"G3101790","2006-2010",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",9573,9176,44,38,77,0,129,109,0,109,"Wayne County, Nebraska",0,127,44,55,52,99,127,65,99,65
"G3101810","2006-2010",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",3815,3656,44,11,39,20,0,45,5,40,"Webster County, Nebraska",0,29,39,19,38,22,99,29,9,29
"G3101830","2006-2010",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",751,739,0,0,0,0,5,7,0,7,"Wheeler County, Nebraska",90,90,99,99,99,99,8,7,99,7
"G3101850","2006-2010",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",13886,13251,121,67,58,34,185,170,0,170,"York County, Nebraska",0,167,91,44,71,52,181,79,99,79
"G3200010","2006-2010",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Churchill County, Nevada",24946,21281,364,1001,716,182,523,879,187,692,"Churchill County, Nevada",0,454,70,184,115,112,387,265,131,208
"G3200030","2006-2010",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Nevada",1895521,1322477,193699,11172,157974,12504,127128,70567,12550,58017,"Clark County, Nevada",0,4590,1671,775,1550,730,4381,3148,1179,2751
"G3200050","2006-2010",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nevada",47042,43193,90,735,586,45,949,1444,111,1333,"Douglas County, Nevada",0,361,76,144,189,42,360,273,75,263
"G3200070","2006-2010",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elko County, Nevada",47707,42006,385,2513,505,90,1080,1128,312,816,"Elko County, Nevada",0,484,139,176,80,7,373,296,140,252
"G3200090","2006-2010",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeralda County, Nevada",892,842,0,23,0,0,0,27,0,27,"Esmeralda County, Nevada",145,149,136,21,136,136,136,24,136,24
"G3200110","2006-2010",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka County, Nevada",1724,1628,0,63,11,0,0,22,0,22,"Eureka County, Nevada",145,153,136,42,17,136,136,29,136,29
"G3200130","2006-2010",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Nevada",15986,13577,95,857,118,35,797,507,190,317,"Humboldt County, Nevada",0,410,112,226,51,52,301,254,141,184
"G3200150","2006-2010",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lander County, Nevada",5545,4947,60,238,0,0,246,54,10,44,"Lander County, Nevada",0,268,125,103,136,136,189,39,17,37
"G3200170","2006-2010",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nevada",5060,4569,182,163,128,0,0,18,0,18,"Lincoln County, Nevada",0,182,71,122,126,136,136,24,136,24
"G3200190","2006-2010",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Nevada",51515,45770,533,1102,838,169,1315,1788,694,1094,"Lyon County, Nevada",0,679,151,252,108,100,456,633,461,301
"G3200210","2006-2010",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Nevada",4812,3870,112,471,96,0,16,247,0,247,"Mineral County, Nevada",0,182,80,133,93,136,25,133,136,133
"G3200230","2006-2010",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nye County, Nevada",43878,39182,1005,1013,578,63,1349,688,66,622,"Nye County, Nevada",0,392,217,169,98,69,398,249,58,242
"G3200270","2006-2010",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pershing County, Nevada",6703,5574,331,128,40,0,336,294,27,267,"Pershing County, Nevada",0,126,63,92,34,136,105,104,30,92
"G3200290","2006-2010",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Storey County, Nevada",4016,3668,0,69,22,15,0,242,21,221,"Storey County, Nevada",0,153,136,48,39,18,136,144,32,140
"G3200310","2006-2010",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washoe County, Nevada",412844,329997,9902,6971,20951,2311,29867,12845,2274,10571,"Washoe County, Nevada",0,2107,462,445,691,205,2022,1078,487,990
"G3200330","2006-2010",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Pine County, Nevada",9765,8350,56,779,302,7,102,169,17,152,"White Pine County, Nevada",0,298,26,402,306,12,89,109,25,105
"G3205100","2006-2010",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, Nevada",55375,47102,753,1105,1114,105,3674,1522,238,1284,"Carson City, Nevada",0,628,301,183,123,110,652,402,190,427
"G3300010","2006-2010",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belknap County, New Hampshire",60142,58245,340,182,611,19,144,601,88,513,"Belknap County, New Hampshire",0,154,97,127,75,34,106,188,86,155
"G3300030","2006-2010",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, New Hampshire",47772,46665,57,251,223,0,124,452,33,419,"Carroll County, New Hampshire",0,127,44,107,104,114,118,166,54,152
"G3300050","2006-2010",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",77445,74665,371,206,851,0,386,966,171,795,"Cheshire County, New Hampshire",0,212,80,63,76,114,191,152,93,128
"G3300070","2006-2010",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coos County, New Hampshire",33445,32522,198,127,131,0,137,330,32,298,"Coos County, New Hampshire",0,95,26,50,59,114,83,89,37,87
"G3300090","2006-2010",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",88356,83055,826,299,2522,23,406,1225,139,1086,"Grafton County, New Hampshire",0,187,114,91,128,29,153,213,120,193
"G3300110","2006-2010",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",399555,365757,7618,695,13155,140,6235,5955,900,5055,"Hillsborough County, New Hampshire",0,1032,446,204,349,59,1018,668,348,565
"G3300130","2006-2010",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",146785,140785,1411,353,2122,2,323,1789,84,1705,"Merrimack County, New Hampshire",0,192,161,133,197,6,149,296,53,284
"G3300150","2006-2010",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",294638,282343,2095,317,5077,31,1284,3491,371,3120,"Rockingham County, New Hampshire",0,460,206,110,334,39,353,464,229,408
"G3300170","2006-2010",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",122158,115138,1103,281,2861,72,734,1969,123,1846,"Strafford County, New Hampshire",0,277,169,86,241,95,300,322,71,312
"G3300190","2006-2010",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",43643,42364,167,124,201,0,224,563,44,519,"Sullivan County, New Hampshire",0,150,94,67,72,114,144,148,51,138
"G3400010","2006-2010",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",273162,179226,43905,610,20095,171,22417,6738,1751,4987,"Atlantic County, New Jersey",0,1364,816,182,293,157,1552,829,489,779
"G3400030","2006-2010",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",896482,667878,49430,1071,127048,46,35476,15533,4098,11435,"Bergen County, New Jersey",0,2816,1027,300,878,97,2715,1462,686,1154
"G3400050","2006-2010",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",447861,335487,72152,415,18821,35,9314,11637,1619,10018,"Burlington County, New Jersey",0,1206,868,148,429,36,1150,1026,345,955
"G3400070","2006-2010",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",513574,336398,96399,1836,24873,198,40035,13835,3851,9984,"Camden County, New Jersey",0,1562,1032,432,553,61,1830,1154,609,1042
"G3400090","2006-2010",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",97684,88555,4808,561,756,0,1603,1401,402,999,"Cape May County, New Jersey",0,578,203,278,164,123,520,357,238,264
"G3400110","2006-2010",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",155456,101800,31134,1606,1951,45,13777,5143,1873,3270,"Cumberland County, New Jersey",0,1431,593,243,92,46,1410,710,415,523
"G3400130","2006-2010",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",780872,331632,319870,2317,35976,249,67883,22945,5699,17246,"Essex County, New Jersey",0,3018,1406,476,492,146,3189,2213,922,1851
"G3400150","2006-2010",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",285223,239402,27494,381,6981,30,4540,6395,959,5436,"Gloucester County, New Jersey",0,624,617,130,344,34,662,729,279,651
"G3400170","2006-2010",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",622123,348636,83080,2245,80110,68,93463,14521,5570,8951,"Hudson County, New Jersey",0,3567,1478,518,897,76,3650,1341,824,1104
"G3400190","2006-2010",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",128458,117824,3225,93,3990,40,1821,1465,67,1398,"Hunterdon County, New Jersey",0,529,242,61,206,39,547,296,46,288
"G3400210","2006-2010",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",364445,236121,73418,1023,31086,82,16315,6400,1319,5081,"Mercer County, New Jersey",0,1571,1032,218,355,72,1546,889,332,871
"G3400230","2006-2010",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",798882,497759,73922,1680,164103,314,44934,16170,4659,11511,"Middlesex County, New Jersey",0,2800,957,434,708,70,2724,1377,647,1043
"G3400250","2006-2010",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",628112,522198,47077,1820,31389,37,14614,10977,2088,8889,"Monmouth County, New Jersey",0,1565,758,729,425,31,1292,1171,449,1081
"G3400270","2006-2010",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",489811,408050,15148,1026,42799,467,14875,7446,2506,4940,"Morris County, New Jersey",0,1421,510,324,504,438,1364,878,637,647
"G3400290","2006-2010",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",569374,517816,17769,437,9509,182,15347,8314,2602,5712,"Ocean County, New Jersey",0,1510,565,150,388,69,1555,1093,844,695
"G3400310","2006-2010",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",496204,305874,60922,765,25433,14,95315,7881,2702,5179,"Passaic County, New Jersey",0,3508,1048,283,596,24,3379,1070,499,949
"G3400330","2006-2010",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",65982,53323,9298,197,483,9,1487,1185,148,1037,"Salem County, New Jersey",0,393,323,57,108,17,367,344,100,315
"G3400350","2006-2010",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",319347,231888,27544,412,42688,45,11419,5351,1139,4212,"Somerset County, New Jersey",0,1239,464,173,464,61,1190,762,439,594
"G3400370","2006-2010",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",149996,140585,2661,328,2621,0,2078,1723,382,1341,"Sussex County, New Jersey",0,491,184,127,154,123,530,352,210,277
"G3400390","2006-2010",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",529547,314238,113122,791,24410,271,68615,8100,2946,5154,"Union County, New Jersey",0,2695,881,224,544,33,2584,975,593,700
"G3400410","2006-2010",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",108982,99320,3863,69,2666,0,1615,1449,479,970,"Warren County, New Jersey",0,515,174,53,158,123,408,340,264,247
"G3500010","2006-2010",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",646881,449473,18297,29555,15541,289,110337,23389,10677,12712,"Bernalillo County, New Mexico",0,3632,701,1047,474,130,3592,1523,930,1156
"G3500030","2006-2010",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",3652,3381,4,154,7,0,79,27,0,27,"Catron County, New Mexico",0,149,9,108,10,127,75,34,127,34
"G3500050","2006-2010",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",64268,51536,382,927,491,16,6281,4635,691,3944,"Chaves County, New Mexico",0,1083,128,347,134,25,904,827,289,795
"G3500060","2006-2010",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",27179,12993,62,11481,65,0,1857,721,363,358,"Cibola County, New Mexico",0,563,34,273,57,127,444,311,221,193
"G3500070","2006-2010",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",13827,11621,71,461,54,0,1238,382,237,145,"Colfax County, New Mexico",0,426,66,177,44,127,404,137,110,77
"G3500090","2006-2010",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",46924,30982,3409,910,749,54,9878,942,618,324,"Curry County, New Mexico",0,919,225,332,84,55,1010,322,262,151
"G3500110","2006-2010",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",1772,1486,7,0,0,0,273,6,0,6,"De Baca County, New Mexico",129,162,12,127,127,127,82,10,127,10
"G3500130","2006-2010",,,"New Mexico","35","Dona Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",201670,177309,3412,2103,2211,28,13294,3313,1450,1863,"Doña Ana County, New Mexico",0,1716,291,221,166,33,1555,555,387,410
"G3500150","2006-2010",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",52665,42984,580,328,302,0,5759,2712,783,1929,"Eddy County, New Mexico",0,973,170,142,74,127,882,498,289,498
"G3500170","2006-2010",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, New Mexico",29706,21646,174,595,161,0,6479,651,313,338,"Grant County, New Mexico",0,660,135,224,19,127,698,239,190,137
"G3500190","2006-2010",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, New Mexico",4698,2430,64,166,0,10,1909,119,17,102,"Guadalupe County, New Mexico",0,316,51,84,127,16,327,93,14,93
"G3500210","2006-2010",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, New Mexico",943,740,7,8,40,0,148,0,0,0,"Harding County, New Mexico",129,107,11,12,35,127,47,127,127,127
"G3500230","2006-2010",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, New Mexico",4964,3708,85,26,0,0,1095,50,12,38,"Hidalgo County, New Mexico",0,335,110,25,127,127,349,53,19,48
"G3500250","2006-2010",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",62503,52683,2827,496,102,0,5025,1370,406,964,"Lea County, New Mexico",0,1085,213,185,82,127,934,351,203,310
"G3500270","2006-2010",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, New Mexico",20502,18286,29,131,33,12,830,1181,87,1094,"Lincoln County, New Mexico",0,325,34,96,43,18,285,253,82,224
"G3500280","2006-2010",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Alamos County, New Mexico",18091,16000,60,39,974,0,444,574,83,491,"Los Alamos County, New Mexico",0,221,77,39,179,127,204,198,63,197
"G3500290","2006-2010",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Luna County, New Mexico",25252,22909,219,267,103,5,1216,533,175,358,"Luna County, New Mexico",0,389,76,155,52,9,366,203,124,144
"G3500310","2006-2010",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinley County, New Mexico",70663,12602,495,53336,464,36,2156,1574,286,1288,"McKinley County, New Mexico",0,819,128,711,98,33,637,431,164,382
"G3500330","2006-2010",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mora County, New Mexico",4923,2986,2,94,10,0,1605,226,80,146,"Mora County, New Mexico",0,476,5,77,16,127,505,147,72,124
