GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A86001
"G1901130","1920","Iowa","190","Linn","1130","Linn",73286
"G1901150","1920","Iowa","190","Louisa","1150","Louisa",12170
"G1901170","1920","Iowa","190","Lucas","1170","Lucas",15640
"G1901190","1920","Iowa","190","Lyon","1190","Lyon",15415
"G1901210","1920","Iowa","190","Madison","1210","Madison",15012
"G1901230","1920","Iowa","190","Mahaska","1230","Mahaska",25915
"G1901250","1920","Iowa","190","Marion","1250","Marion",24835
"G1901270","1920","Iowa","190","Marshall","1270","Marshall",32361
"G1901290","1920","Iowa","190","Mills","1290","Mills",15365
"G1901310","1920","Iowa","190","Mitchell","1310","Mitchell",13912
"G1901330","1920","Iowa","190","Monona","1330","Monona",17112
"G1901350","1920","Iowa","190","Monroe","1350","Monroe",21814
"G1901370","1920","Iowa","190","Montgomery","1370","Montgomery",16993
"G1901390","1920","Iowa","190","Muscatine","1390","Muscatine",28929
"G1901410","1920","Iowa","190","O Brien","1410","O Brien",19030
"G1901430","1920","Iowa","190","Osceola","1430","Osceola",10216
"G1901450","1920","Iowa","190","Page","1450","Page",23882
"G1901470","1920","Iowa","190","Palo Alto","1470","Palo Alto",15485
"G1901490","1920","Iowa","190","Plymouth","1490","Plymouth",23584
"G1901510","1920","Iowa","190","Pocahontas","1510","Pocahontas",15599
"G1901530","1920","Iowa","190","Polk","1530","Polk",148120
"G1901550","1920","Iowa","190","Pottawattamie","1550","Pottawattamie",60933
"G1901570","1920","Iowa","190","Poweshiek","1570","Poweshiek",19848
"G1901590","1920","Iowa","190","Ringgold","1590","Ringgold",12919
"G1901610","1920","Iowa","190","Sac","1610","Sac",17458
"G1901630","1920","Iowa","190","Scott","1630","Scott",73190
"G1901650","1920","Iowa","190","Shelby","1650","Shelby",16057
"G1901670","1920","Iowa","190","Sioux","1670","Sioux",26444
"G1901690","1920","Iowa","190","Story","1690","Story",26131
"G1901710","1920","Iowa","190","Tama","1710","Tama",21486
"G1901730","1920","Iowa","190","Taylor","1730","Taylor",15480
"G1901750","1920","Iowa","190","Union","1750","Union",17207
"G1901770","1920","Iowa","190","Van Buren","1770","Van Buren",14011
"G1901790","1920","Iowa","190","Wapello","1790","Wapello",37360
"G1901810","1920","Iowa","190","Warren","1810","Warren",18034
"G1901830","1920","Iowa","190","Washington","1830","Washington",20312
"G1901850","1920","Iowa","190","Wayne","1850","Wayne",15372
"G1901870","1920","Iowa","190","Webster","1870","Webster",37208
"G1901890","1920","Iowa","190","Winnebago","1890","Winnebago",13476
"G1901910","1920","Iowa","190","Winneshiek","1910","Winneshiek",22088
"G1901930","1920","Iowa","190","Woodbury","1930","Woodbury",90929
"G1901950","1920","Iowa","190","Worth","1950","Worth",11541
"G1901970","1920","Iowa","190","Wright","1970","Wright",20341
"G2000010","1920","Kansas","200","Allen","0010","Allen",22819
"G2000030","1920","Kansas","200","Anderson","0030","Anderson",12882
"G2000050","1920","Kansas","200","Atchison","0050","Atchison",21611
"G2000070","1920","Kansas","200","Barber","0070","Barber",9724
"G2000090","1920","Kansas","200","Barton","0090","Barton",18026
"G2000110","1920","Kansas","200","Bourbon","0110","Bourbon",22248
"G2000130","1920","Kansas","200","Brown","0130","Brown",20111
"G2000150","1920","Kansas","200","Butler","0150","Butler",43575
"G2000170","1920","Kansas","200","Chase","0170","Chase",7054
"G2000190","1920","Kansas","200","Chautauqua","0190","Chautauqua",11445
"G2000210","1920","Kansas","200","Cherokee","0210","Cherokee",32657
"G2000230","1920","Kansas","200","Cheyenne","0230","Cheyenne",5587
"G2000250","1920","Kansas","200","Clark","0250","Clark",4978
"G2000270","1920","Kansas","200","Clay","0270","Clay",14259
"G2000290","1920","Kansas","200","Cloud","0290","Cloud",17652
"G2000310","1920","Kansas","200","Coffey","0310","Coffey",14197
"G2000330","1920","Kansas","200","Comanche","0330","Comanche",5302
"G2000350","1920","Kansas","200","Cowley","0350","Cowley",34249
"G2000370","1920","Kansas","200","Crawford","0370","Crawford",60247
"G2000390","1920","Kansas","200","Decatur","0390","Decatur",8120
"G2000410","1920","Kansas","200","Dickinson","0410","Dickinson",25593
"G2000430","1920","Kansas","200","Doniphan","0430","Doniphan",12837
"G2000450","1920","Kansas","200","Douglas","0450","Douglas",21293
"G2000470","1920","Kansas","200","Edwards","0470","Edwards",7001
"G2000490","1920","Kansas","200","Elk","0490","Elk",9010
"G2000510","1920","Kansas","200","Ellis","0510","Ellis",14085
"G2000530","1920","Kansas","200","Ellsworth","0530","Ellsworth",10257
"G2000550","1920","Kansas","200","Finney","0550","Finney",7424
"G2000570","1920","Kansas","200","Ford","0570","Ford",14139
"G2000590","1920","Kansas","200","Franklin","0590","Franklin",21383
"G2000610","1920","Kansas","200","Geary","0610","Geary",12509
"G2000630","1920","Kansas","200","Gove","0630","Gove",4690
"G2000650","1920","Kansas","200","Graham","0650","Graham",7211
"G2000670","1920","Kansas","200","Grant","0670","Grant",1070
"G2000690","1920","Kansas","200","Gray","0690","Gray",4692
"G2000710","1920","Kansas","200","Greeley","0710","Greeley",1025
"G2000730","1920","Kansas","200","Greenwood","0730","Greenwood",14679
"G2000750","1920","Kansas","200","Hamilton","0750","Hamilton",2559
"G2000770","1920","Kansas","200","Harper","0770","Harper",13591
"G2000790","1920","Kansas","200","Harvey","0790","Harvey",20156
"G2000810","1920","Kansas","200","Haskell","0810","Haskell",1455
"G2000830","1920","Kansas","200","Hodgeman","0830","Hodgeman",3626
"G2000850","1920","Kansas","200","Jackson","0850","Jackson",14821
"G2000870","1920","Kansas","200","Jefferson","0870","Jefferson",14366
"G2000890","1920","Kansas","200","Jewell","0890","Jewell",16233
"G2000910","1920","Kansas","200","Johnson","0910","Johnson",17708
"G2000930","1920","Kansas","200","Kearny","0930","Kearny",2608
"G2000950","1920","Kansas","200","Kingman","0950","Kingman",12076
"G2000970","1920","Kansas","200","Kiowa","0970","Kiowa",6160
"G2000990","1920","Kansas","200","Labette","0990","Labette",32040
"G2001010","1920","Kansas","200","Lane","1010","Lane",2847
"G2001030","1920","Kansas","200","Leavenworth","1030","Leavenworth",34534
"G2001050","1920","Kansas","200","Lincoln","1050","Lincoln",9879
"G2001070","1920","Kansas","200","Linn","1070","Linn",13508
"G2001090","1920","Kansas","200","Logan","1090","Logan",3074
"G2001110","1920","Kansas","200","Lyon","1110","Lyon",25415
"G2001130","1920","Kansas","200","McPherson","1130","Mcpherson",21845
"G2001150","1920","Kansas","200","Marion","1150","Marion",22815
"G2001170","1920","Kansas","200","Marshall","1170","Marshall",22569
"G2001190","1920","Kansas","200","Meade","1190","Meade",5531
"G2001210","1920","Kansas","200","Miami","1210","Miami",19225
"G2001230","1920","Kansas","200","Mitchell","1230","Mitchell",13858
"G2001250","1920","Kansas","200","Montgomery","1250","Montgomery",46629
"G2001270","1920","Kansas","200","Morris","1270","Morris",11756
"G2001290","1920","Kansas","200","Morton","1290","Morton",3156
"G2001310","1920","Kansas","200","Nemaha","1310","Nemaha",18345
"G2001330","1920","Kansas","200","Neosho","1330","Neosho",23468
"G2001350","1920","Kansas","200","Ness","1350","Ness",7490
"G2001370","1920","Kansas","200","Norton","1370","Norton",11413
"G2001390","1920","Kansas","200","Osage","1390","Osage",18359
"G2001410","1920","Kansas","200","Osborne","1410","Osborne",12417
"G2001430","1920","Kansas","200","Ottawa","1430","Ottawa",10680
"G2001450","1920","Kansas","200","Pawnee","1450","Pawnee",9196
"G2001470","1920","Kansas","200","Phillips","1470","Phillips",12477
"G2001490","1920","Kansas","200","Pottawatomie","1490","Pottawatomie",16042
"G2001510","1920","Kansas","200","Pratt","1510","Pratt",12512
"G2001530","1920","Kansas","200","Rawlins","1530","Rawlins",6799
"G2001550","1920","Kansas","200","Reno","1550","Reno",43366
"G2001570","1920","Kansas","200","Republic","1570","Republic",15846
"G2001590","1920","Kansas","200","Rice","1590","Rice",14707
"G2001610","1920","Kansas","200","Riley","1610","Riley",20285
"G2001630","1920","Kansas","200","Rooks","1630","Rooks",9894
"G2001650","1920","Kansas","200","Rush","1650","Rush",8339
"G2001670","1920","Kansas","200","Russell","1670","Russell",10699
"G2001690","1920","Kansas","200","Saline","1690","Saline",24439
"G2001710","1920","Kansas","200","Scott","1710","Scott",3113
"G2001730","1920","Kansas","200","Sedgwick","1730","Sedgwick",88558
"G2001750","1920","Kansas","200","Seward","1750","Seward",6214
"G2001770","1920","Kansas","200","Shawnee","1770","Shawnee",63879
"G2001790","1920","Kansas","200","Sheridan","1790","Sheridan",5442
"G2001810","1920","Kansas","200","Sherman","1810","Sherman",5585
"G2001830","1920","Kansas","200","Smith","1830","Smith",14975
"G2001850","1920","Kansas","200","Stafford","1850","Stafford",11445
"G2001870","1920","Kansas","200","Stanton","1870","Stanton",897
"G2001890","1920","Kansas","200","Stevens","1890","Stevens",3772
"G2001910","1920","Kansas","200","Sumner","1910","Sumner",28861
"G2001930","1920","Kansas","200","Thomas","1930","Thomas",5504
"G2001950","1920","Kansas","200","Trego","1950","Trego",5845
"G2001970","1920","Kansas","200","Wabaunsee","1970","Wabaunsee",10879
"G2001990","1920","Kansas","200","Wallace","1990","Wallace",2340
"G2002010","1920","Kansas","200","Washington","2010","Washington",17956
"G2002030","1920","Kansas","200","Wichita","2030","Wichita",1848
"G2002050","1920","Kansas","200","Wilson","2050","Wilson",21007
"G2002070","1920","Kansas","200","Woodson","2070","Woodson",8941
"G2002090","1920","Kansas","200","Wyandotte","2090","Wyandotte",105391
"G2100010","1920","Kentucky","210","Adair","0010","Adair",16118
"G2100030","1920","Kentucky","210","Allen","0030","Allen",15963
"G2100050","1920","Kentucky","210","Anderson","0050","Anderson",9370
"G2100070","1920","Kentucky","210","Ballard","0070","Ballard",10659
"G2100090","1920","Kentucky","210","Barren","0090","Barren",22054
"G2100110","1920","Kentucky","210","Bath","0110","Bath",10988
"G2100130","1920","Kentucky","210","Bell","0130","Bell",31542
"G2100150","1920","Kentucky","210","Boone","0150","Boone",9095
"G2100170","1920","Kentucky","210","Bourbon","0170","Bourbon",13519
"G2100190","1920","Kentucky","210","Boyd","0190","Boyd",28529
"G2100210","1920","Kentucky","210","Boyle","0210","Boyle",11808
"G2100230","1920","Kentucky","210","Bracken","0230","Bracken",9897
"G2100250","1920","Kentucky","210","Breathitt","0250","Breathitt",20428
"G2100270","1920","Kentucky","210","Breckinridge","0270","Breckinridge",18623
"G2100290","1920","Kentucky","210","Bullitt","0290","Bullitt",8886
"G2100310","1920","Kentucky","210","Butler","0310","Butler",14722
"G2100330","1920","Kentucky","210","Caldwell","0330","Caldwell",12067
"G2100350","1920","Kentucky","210","Calloway","0350","Calloway",19774
"G2100370","1920","Kentucky","210","Campbell","0370","Campbell",60931
"G2100390","1920","Kentucky","210","Carlisle","0390","Carlisle",7920
"G2100410","1920","Kentucky","210","Carroll","0410","Carroll",7945
"G2100430","1920","Kentucky","210","Carter","0430","Carter",22415
"G2100450","1920","Kentucky","210","Casey","0450","Casey",17045
"G2100470","1920","Kentucky","210","Christian","0470","Christian",22971
"G2100490","1920","Kentucky","210","Clark","0490","Clark",14209
"G2100510","1920","Kentucky","210","Clay","0510","Clay",19346
"G2100530","1920","Kentucky","210","Clinton","0530","Clinton",8524
"G2100550","1920","Kentucky","210","Crittenden","0550","Crittenden",12655
"G2100570","1920","Kentucky","210","Cumberland","0570","Cumberland",9733
"G2100590","1920","Kentucky","210","Daviess","0590","Daviess",36200
"G2100610","1920","Kentucky","210","Edmonson","0610","Edmonson",10534
"G2100630","1920","Kentucky","210","Elliott","0630","Elliott",8874
"G2100650","1920","Kentucky","210","Estill","0650","Estill",15365
"G2100670","1920","Kentucky","210","Fayette","0670","Fayette",39042
"G2100690","1920","Kentucky","210","Fleming","0690","Fleming",14633
"G2100710","1920","Kentucky","210","Floyd","0710","Floyd",26993
"G2100730","1920","Kentucky","210","Franklin","0730","Franklin",16495
"G2100750","1920","Kentucky","210","Fulton","0750","Fulton",11977
"G2100770","1920","Kentucky","210","Gallatin","0770","Gallatin",4423
"G2100790","1920","Kentucky","210","Garrard","0790","Garrard",10589
"G2100810","1920","Kentucky","210","Grant","0810","Grant",10193
"G2100830","1920","Kentucky","210","Graves","0830","Graves",29883
"G2100850","1920","Kentucky","210","Grayson","0850","Grayson",19683
"G2100870","1920","Kentucky","210","Green","0870","Green",10303
"G2100890","1920","Kentucky","210","Greenup","0890","Greenup",19856
"G2100910","1920","Kentucky","210","Hancock","0910","Hancock",6577
"G2100930","1920","Kentucky","210","Hardin","0930","Hardin",22720
"G2100950","1920","Kentucky","210","Harlan","0950","Harlan",28644
"G2100970","1920","Kentucky","210","Harrison","0970","Harrison",14563
"G2100990","1920","Kentucky","210","Hart","0990","Hart",16838
"G2101010","1920","Kentucky","210","Henderson","1010","Henderson",21916
"G2101030","1920","Kentucky","210","Henry","1030","Henry",11923
"G2101050","1920","Kentucky","210","Hickman","1050","Hickman",8996
"G2101070","1920","Kentucky","210","Hopkins","1070","Hopkins",28096
"G2101090","1920","Kentucky","210","Jackson","1090","Jackson",11683
"G2101110","1920","Kentucky","210","Jefferson","1110","Jefferson",241886
"G2101130","1920","Kentucky","210","Jessamine","1130","Jessamine",9928
"G2101150","1920","Kentucky","210","Johnson","1150","Johnson",19541
"G2101170","1920","Kentucky","210","Kenton","1170","Kenton",70122
"G2101190","1920","Kentucky","210","Knott","1190","Knott",11502
"G2101210","1920","Kentucky","210","Knox","1210","Knox",23495
"G2101230","1920","Kentucky","210","Larue","1230","Larue",9352
"G2101250","1920","Kentucky","210","Laurel","1250","Laurel",19479
"G2101270","1920","Kentucky","210","Lawrence","1270","Lawrence",17487
"G2101290","1920","Kentucky","210","Lee","1290","Lee",11683
"G2101310","1920","Kentucky","210","Leslie","1310","Leslie",9999
"G2101330","1920","Kentucky","210","Letcher","1330","Letcher",22567
"G2101350","1920","Kentucky","210","Lewis","1350","Lewis",15741
"G2101370","1920","Kentucky","210","Lincoln","1370","Lincoln",14290
"G2101390","1920","Kentucky","210","Livingston","1390","Livingston",9225
"G2101410","1920","Kentucky","210","Logan","1410","Logan",19329
"G2101430","1920","Kentucky","210","Lyon","1430","Lyon",7611
"G2101450","1920","Kentucky","210","McCracken","1450","Mccracken",30239
"G2101470","1920","Kentucky","210","McCreary","1470","Mccreary",11648
"G2101490","1920","Kentucky","210","McLean","1490","Mclean",11900
"G2101510","1920","Kentucky","210","Madison","1510","Madison",21373
"G2101530","1920","Kentucky","210","Magoffin","1530","Magoffin",13808
"G2101550","1920","Kentucky","210","Marion","1550","Marion",13826
"G2101570","1920","Kentucky","210","Marshall","1570","Marshall",15151
"G2101590","1920","Kentucky","210","Martin","1590","Martin",7653
"G2101610","1920","Kentucky","210","Mason","1610","Mason",15207
"G2101630","1920","Kentucky","210","Meade","1630","Meade",8872
"G2101650","1920","Kentucky","210","Menifee","1650","Menifee",5729
"G2101670","1920","Kentucky","210","Mercer","1670","Mercer",12965
"G2101690","1920","Kentucky","210","Metcalfe","1690","Metcalfe",9421
"G2101710","1920","Kentucky","210","Monroe","1710","Monroe",13617
"G2101730","1920","Kentucky","210","Montgomery","1730","Montgomery",9728
"G2101750","1920","Kentucky","210","Morgan","1750","Morgan",16507
"G2101770","1920","Kentucky","210","Muhlenberg","1770","Muhlenberg",30580
"G2101790","1920","Kentucky","210","Nelson","1790","Nelson",14068
"G2101810","1920","Kentucky","210","Nicholas","1810","Nicholas",9185
"G2101830","1920","Kentucky","210","Ohio","1830","Ohio",25588
"G2101850","1920","Kentucky","210","Oldham","1850","Oldham",6665
"G2101870","1920","Kentucky","210","Owen","1870","Owen",11743
"G2101890","1920","Kentucky","210","Owsley","1890","Owsley",7764
"G2101910","1920","Kentucky","210","Pendleton","1910","Pendleton",11555
"G2101930","1920","Kentucky","210","Perry","1930","Perry",24355
"G2101950","1920","Kentucky","210","Pike","1950","Pike",47438
"G2101970","1920","Kentucky","210","Powell","1970","Powell",6634
"G2101990","1920","Kentucky","210","Pulaski","1990","Pulaski",33034
"G2102010","1920","Kentucky","210","Robertson","2010","Robertson",3819
"G2102030","1920","Kentucky","210","Rockcastle","2030","Rockcastle",15336
"G2102050","1920","Kentucky","210","Rowan","2050","Rowan",9445
"G2102070","1920","Kentucky","210","Russell","2070","Russell",11629
"G2102090","1920","Kentucky","210","Scott","2090","Scott",12259
"G2102110","1920","Kentucky","210","Shelby","2110","Shelby",15266
"G2102130","1920","Kentucky","210","Simpson","2130","Simpson",9241
"G2102150","1920","Kentucky","210","Spencer","2150","Spencer",7112
"G2102170","1920","Kentucky","210","Taylor","2170","Taylor",10944
"G2102190","1920","Kentucky","210","Todd","2190","Todd",11214
"G2102210","1920","Kentucky","210","Trigg","2210","Trigg",11261
"G2102230","1920","Kentucky","210","Trimble","2230","Trimble",5936
"G2102250","1920","Kentucky","210","Union","2250","Union",15847
"G2102270","1920","Kentucky","210","Warren","2270","Warren",25900
"G2102290","1920","Kentucky","210","Washington","2290","Washington",13056
"G2102310","1920","Kentucky","210","Wayne","2310","Wayne",15567
"G2102330","1920","Kentucky","210","Webster","2330","Webster",17839
"G2102350","1920","Kentucky","210","Whitley","2350","Whitley",27149
"G2102370","1920","Kentucky","210","Wolfe","2370","Wolfe",8764
"G2102390","1920","Kentucky","210","Woodford","2390","Woodford",8751
"G2200010","1920","Louisiana","220","Acadia","0010","Acadia",27287
"G2200030","1920","Louisiana","220","Allen","0030","Allen",11909
"G2200050","1920","Louisiana","220","Ascension","0050","Ascension",12664
"G2200070","1920","Louisiana","220","Assumption","0070","Assumption",10424
"G2200090","1920","Louisiana","220","Avoyelles","0090","Avoyelles",24905
"G2200110","1920","Louisiana","220","Beauregard","0110","Beauregard",14659
"G2200130","1920","Louisiana","220","Bienville","0130","Bienville",12358
"G2200150","1920","Louisiana","220","Bossier","0150","Bossier",6534
"G2200170","1920","Louisiana","220","Caddo","0170","Caddo",45441
"G2200190","1920","Louisiana","220","Calcasieu","0190","Calcasieu",24068
"G2200210","1920","Louisiana","220","Caldwell","0210","Caldwell",6531
"G2200230","1920","Louisiana","220","Cameron","0230","Cameron",3366
"G2200250","1920","Louisiana","220","Catahoula","0250","Catahoula",5952
"G2200270","1920","Louisiana","220","Claiborne","0270","Claiborne",13087
"G2200290","1920","Louisiana","220","Concordia","0290","Concordia",2643
"G2200310","1920","Louisiana","220","De Soto","0310","De Soto",11462
"G2200330","1920","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",21410
"G2200350","1920","Louisiana","220","East Carroll","0350","East Carroll",1527
"G2200370","1920","Louisiana","220","East Feliciana","0370","East Feliciana",5481
"G2200390","1920","Louisiana","220","Evangeline","0390","Evangeline",17801
"G2200410","1920","Louisiana","220","Franklin","0410","Franklin",13380
"G2200430","1920","Louisiana","220","Grant","0430","Grant",10356
"G2200450","1920","Louisiana","220","Iberia","0450","Iberia",15943
"G2200470","1920","Louisiana","220","Iberville","0470","Iberville",11425
"G2200490","1920","Louisiana","220","Jackson","0490","Jackson",10480
"G2200510","1920","Louisiana","220","Jefferson","0510","Jefferson",15578
"G2200530","1920","Louisiana","220","Jefferson Davis","0530","Jefferson Davis",14155
"G2200550","1920","Louisiana","220","Lafayette","0550","Lafayette",20022
"G2200570","1920","Louisiana","220","Lafourche","0570","Lafourche",24450
"G2200590","1920","Louisiana","220","La Salle","0590","La Salle",8308
"G2200610","1920","Louisiana","220","Lincoln","0610","Lincoln",10651
"G2200630","1920","Louisiana","220","Livingston","0630","Livingston",9976
"G2200650","1920","Louisiana","220","Madison","0650","Madison",1768
"G2200670","1920","Louisiana","220","Morehouse","0670","Morehouse",6170
"G2200690","1920","Louisiana","220","Natchitoches","0690","Natchitoches",17900
"G2200710","1920","Louisiana","220","Orleans","0710","Orleans",285916
"G2200730","1920","Louisiana","220","Ouachita","0730","Ouachita",16417
"G2200750","1920","Louisiana","220","Plaquemines","0750","Plaquemines",4789
"G2200770","1920","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",9715
"G2200790","1920","Louisiana","220","Rapides","0790","Rapides",34430
"G2200810","1920","Louisiana","220","Red River","0810","Red River",7712
"G2200830","1920","Louisiana","220","Richland","0830","Richland",8864
"G2200850","1920","Louisiana","220","Sabine","0850","Sabine",16349
"G2200870","1920","Louisiana","220","St Bernard","0870","St Bernard",3370
"G2200890","1920","Louisiana","220","St Charles","0890","St Charles",4239
"G2200910","1920","Louisiana","220","St Helena","0910","St Helena",4198
"G2200930","1920","Louisiana","220","St James","0930","St James",9624
"G2200950","1920","Louisiana","220","St John The Baptist","0950","St John The Baptist",5478
"G2200970","1920","Louisiana","220","St Landry","0970","St Landry",25136
"G2200990","1920","Louisiana","220","St Martin","0990","St Martin",14088
"G2201010","1920","Louisiana","220","St Mary","1010","St Mary",15493
"G2201030","1920","Louisiana","220","St Tammany","1030","St Tammany",12980
"G2201050","1920","Louisiana","220","Tangipahoa","1050","Tangipahoa",22546
"G2201070","1920","Louisiana","220","Tensas","1070","Tensas",1769
"G2201090","1920","Louisiana","220","Terrebonne","1090","Terrebonne",17586
"G2201110","1920","Louisiana","220","Union","1110","Union",13507
"G2201130","1920","Louisiana","220","Vermilion","1130","Vermilion",21912
"G2201150","1920","Louisiana","220","Vernon","1150","Vernon",15390
"G2201170","1920","Louisiana","220","Washington","1170","Washington",16773
"G2201190","1920","Louisiana","220","Webster","1190","Webster",13320
"G2201210","1920","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",3607
"G2201230","1920","Louisiana","220","West Carroll","1230","West Carroll",6484
"G2201250","1920","Louisiana","220","West Feliciana","1250","West Feliciana",2116
"G2201270","1920","Louisiana","220","Winn","1270","Winn",12732
"G2300010","1920","Maine","230","Androscoggin","0010","Androscoggin",65670
"G2300030","1920","Maine","230","Aroostook","0030","Aroostook",81594
"G2300050","1920","Maine","230","Cumberland","0050","Cumberland",123873
"G2300070","1920","Maine","230","Franklin","0070","Franklin",19821
"G2300090","1920","Maine","230","Hancock","0090","Hancock",30332
"G2300110","1920","Maine","230","Kennebec","0110","Kennebec",63734
"G2300130","1920","Maine","230","Knox","0130","Knox",26188
"G2300150","1920","Maine","230","Lincoln","0150","Lincoln",15971
"G2300170","1920","Maine","230","Oxford","0170","Oxford",37666
"G2300190","1920","Maine","230","Penobscot","0190","Penobscot",87090
"G2300210","1920","Maine","230","Piscataquis","0210","Piscataquis",20506
"G2300230","1920","Maine","230","Sagadahoc","0230","Sagadahoc",22917
"G2300250","1920","Maine","230","Somerset","0250","Somerset",37156
"G2300270","1920","Maine","230","Waldo","0270","Waldo",21311
"G2300290","1920","Maine","230","Washington","0290","Washington",41285
"G2300310","1920","Maine","230","York","0310","York",70581
"G2400010","1920","Maryland","240","Allegany","0010","Allegany",68111
"G2400030","1920","Maryland","240","Anne Arundel","0030","Anne Arundel",29986
"G2400050","1920","Maryland","240","Baltimore","0050","Baltimore",65710
"G2400090","1920","Maryland","240","Calvert","0090","Calvert",4955
"G2400110","1920","Maryland","240","Caroline","0110","Caroline",14207
"G2400130","1920","Maryland","240","Carroll","0130","Carroll",32510
"G2400150","1920","Maryland","240","Cecil","0150","Cecil",20703
"G2400170","1920","Maryland","240","Charles","0170","Charles",9495
"G2400190","1920","Maryland","240","Dorchester","0190","Dorchester",19175
"G2400210","1920","Maryland","240","Frederick","0210","Frederick",47777
"G2400230","1920","Maryland","240","Garrett","0230","Garrett",19629
"G2400250","1920","Maryland","240","Harford","0250","Harford",24687
"G2400270","1920","Maryland","240","Howard","0270","Howard",12316
"G2400290","1920","Maryland","240","Kent","0290","Kent",9780
"G2400310","1920","Maryland","240","Montgomery","0310","Montgomery",26633
"G2400330","1920","Maryland","240","Prince Georges","0330","Prince Georges",31277
"G2400350","1920","Maryland","240","Queen Anne's","0350","Queen Anne's",10846
"G2400370","1920","Maryland","240","St Mary's","0370","St Mary's",9674
"G2400390","1920","Maryland","240","Somerset","0390","Somerset",15713
"G2400410","1920","Maryland","240","Talbot","0410","Talbot",12138
"G2400430","1920","Maryland","240","Washington","0430","Washington",57446
"G2400450","1920","Maryland","240","Wicomico","0450","Wicomico",21754
"G2400470","1920","Maryland","240","Worcester","0470","Worcester",15085
"G2405100","1920","Maryland","240","Baltimore City","5100","Baltimore City",625130
"G2500010","1920","Massachusetts","250","Barnstable","0010","Barnstable",25701
"G2500030","1920","Massachusetts","250","Berkshire","0030","Berkshire",111998
"G2500050","1920","Massachusetts","250","Bristol","0050","Bristol",352627
"G2500070","1920","Massachusetts","250","Dukes","0070","Dukes",4045
"G2500090","1920","Massachusetts","250","Essex","0090","Essex",479727
"G2500110","1920","Massachusetts","250","Franklin","0110","Franklin",49224
"G2500130","1920","Massachusetts","250","Hampden","0130","Hampden",296946
"G2500150","1920","Massachusetts","250","Hampshire","0150","Hampshire",69288
"G2500170","1920","Massachusetts","250","Middlesex","0170","Middlesex",767987
"G2500190","1920","Massachusetts","250","Nantucket","0190","Nantucket",2680
"G2500210","1920","Massachusetts","250","Norfolk","0210","Norfolk",218056
"G2500230","1920","Massachusetts","250","Plymouth","0230","Plymouth",154865
"G2500250","1920","Massachusetts","250","Suffolk","0250","Suffolk",817369
"G2500270","1920","Massachusetts","250","Worcester","0270","Worcester",453011
"G2600010","1920","Michigan","260","Alcona","0010","Alcona",5866
"G2600030","1920","Michigan","260","Alger","0030","Alger",9956
"G2600050","1920","Michigan","260","Allegan","0050","Allegan",37230
"G2600070","1920","Michigan","260","Alpena","0070","Alpena",17860
"G2600090","1920","Michigan","260","Antrim","0090","Antrim",11391
"G2600110","1920","Michigan","260","Arenac","0110","Arenac",9380
"G2600130","1920","Michigan","260","Baraga","0130","Baraga",7237
"G2600150","1920","Michigan","260","Barry","0150","Barry",21373
"G2600170","1920","Michigan","260","Bay","0170","Bay",69295
"G2600190","1920","Michigan","260","Benzie","0190","Benzie",6874
"G2600210","1920","Michigan","260","Berrien","0210","Berrien",61816
"G2600230","1920","Michigan","260","Branch","0230","Branch",23950
"G2600250","1920","Michigan","260","Calhoun","0250","Calhoun",70895
"G2600270","1920","Michigan","260","Cass","0270","Cass",18940
"G2600290","1920","Michigan","260","Charlevoix","0290","Charlevoix",15443
"G2600310","1920","Michigan","260","Cheboygan","0310","Cheboygan",13868
"G2600330","1920","Michigan","260","Chippewa","0330","Chippewa",24265
"G2600350","1920","Michigan","260","Clare","0350","Clare",8239
"G2600370","1920","Michigan","260","Clinton","0370","Clinton",23098
"G2600390","1920","Michigan","260","Crawford","0390","Crawford",4035
"G2600410","1920","Michigan","260","Delta","0410","Delta",30730
"G2600430","1920","Michigan","260","Dickinson","0430","Dickinson",19447
"G2600450","1920","Michigan","260","Eaton","0450","Eaton",29332
"G2600470","1920","Michigan","260","Emmet","0470","Emmet",14724
"G2600490","1920","Michigan","260","Genesee","0490","Genesee",123823
"G2600510","1920","Michigan","260","Gladwin","0510","Gladwin",8796
"G2600530","1920","Michigan","260","Gogebic","0530","Gogebic",33202
"G2600550","1920","Michigan","260","Grand Traverse","0550","Grand Traverse",19431
"G2600570","1920","Michigan","260","Gratiot","0570","Gratiot",33813
"G2600590","1920","Michigan","260","Hillsdale","0590","Hillsdale",28139
"G2600610","1920","Michigan","260","Houghton","0610","Houghton",71873
"G2600630","1920","Michigan","260","Huron","0630","Huron",32769
"G2600650","1920","Michigan","260","Ingham","0650","Ingham",80757
"G2600670","1920","Michigan","260","Ionia","0670","Ionia",32957
"G2600690","1920","Michigan","260","Iosco","0690","Iosco",8166
"G2600710","1920","Michigan","260","Iron","0710","Iron",22086
"G2600730","1920","Michigan","260","Isabella","0730","Isabella",22011
"G2600750","1920","Michigan","260","Jackson","0750","Jackson",71665
"G2600770","1920","Michigan","260","Kalamazoo","0770","Kalamazoo",70378
"G2600790","1920","Michigan","260","Kalkaska","0790","Kalkaska",5497
