GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A86001
"G2902190","1920","Missouri","290","Warren","2190","Warren",8175
"G2902210","1920","Missouri","290","Washington","2210","Washington",13522
"G2902230","1920","Missouri","290","Wayne","2230","Wayne",13003
"G2902250","1920","Missouri","290","Webster","2250","Webster",16556
"G2902270","1920","Missouri","290","Worth","2270","Worth",7642
"G2902290","1920","Missouri","290","Wright","2290","Wright",17484
"G2905100","1920","Missouri","290","St Louis City","5100","St Louis City",702615
"G3000010","1920","Montana","300","Beaverhead","0010","Beaverhead",7296
"G3000030","1920","Montana","300","Big Horn","0030","Big Horn",4859
"G3000050","1920","Montana","300","Blaine","0050","Blaine",7945
"G3000070","1920","Montana","300","Broadwater","0070","Broadwater",3218
"G3000090","1920","Montana","300","Carbon","0090","Carbon",15173
"G3000110","1920","Montana","300","Carter","0110","Carter",3967
"G3000130","1920","Montana","300","Cascade","0130","Cascade",38481
"G3000150","1920","Montana","300","Chouteau","0150","Chouteau",11013
"G3000170","1920","Montana","300","Custer","0170","Custer",12098
"G3000210","1920","Montana","300","Dawson","0210","Dawson",9224
"G3000230","1920","Montana","300","Deer Lodge","0230","Deer Lodge",15187
"G3000250","1920","Montana","300","Fallon","0250","Fallon",4540
"G3000270","1920","Montana","300","Fergus","0270","Fergus",28143
"G3000290","1920","Montana","300","Flathead","0290","Flathead",21133
"G3000310","1920","Montana","300","Gallatin","0310","Gallatin",15792
"G3000330","1920","Montana","300","Garfield","0330","Garfield",5366
"G3000350","1920","Montana","300","Glacier","0350","Glacier",2277
"G3000390","1920","Montana","300","Granite","0390","Granite",4142
"G3000410","1920","Montana","300","Hill","0410","Hill",13346
"G3000430","1920","Montana","300","Jefferson","0430","Jefferson",5164
"G3000490","1920","Montana","300","Lewis And Clark","0490","Lewis And Clark",18226
"G3000510","1920","Montana","300","Liberty","0510","Liberty",2413
"G3000530","1920","Montana","300","Lincoln","0530","Lincoln",7718
"G3000550","1920","Montana","300","McCone","0550","Mccone",4744
"G3000570","1920","Montana","300","Madison","0570","Madison",7479
"G3000590","1920","Montana","300","Meagher","0590","Meagher",2603
"G3000610","1920","Montana","300","Mineral","0610","Mineral",2302
"G3000630","1920","Montana","300","Missoula","0630","Missoula",22726
"G3000650","1920","Montana","300","Musselshell","0650","Musselshell",12025
"G3000670","1920","Montana","300","Park","0670","Park",11221
"G3000710","1920","Montana","300","Phillips","0710","Phillips",8946
"G3000730","1920","Montana","300","Pondera","0730","Pondera",5419
"G3000750","1920","Montana","300","Powder River","0750","Powder River",3357
"G3000770","1920","Montana","300","Powell","0770","Powell",6770
"G3000790","1920","Montana","300","Prairie","0790","Prairie",3661
"G3000810","1920","Montana","300","Ravalli","0810","Ravalli",10076
"G3000830","1920","Montana","300","Richland","0830","Richland",8981
"G3000850","1920","Montana","300","Roosevelt","0850","Roosevelt",8796
"G3000870","1920","Montana","300","Rosebud","0870","Rosebud",7217
"G3000890","1920","Montana","300","Sanders","0890","Sanders",4688
"G3000910","1920","Montana","300","Sheridan","0910","Sheridan",13629
"G3000930","1920","Montana","300","Silver Bow","0930","Silver Bow",59772
"G3000950","1920","Montana","300","Stillwater","0950","Stillwater",7588
"G3000970","1920","Montana","300","Sweet Grass","0970","Sweet Grass",4908
"G3000990","1920","Montana","300","Teton","0990","Teton",5807
"G3001010","1920","Montana","300","Toole","1010","Toole",3693
"G3001030","1920","Montana","300","Treasure","1030","Treasure",1990
"G3001050","1920","Montana","300","Valley","1050","Valley",11215
"G3001070","1920","Montana","300","Wheatland","1070","Wheatland",5570
"G3001090","1920","Montana","300","Wibaux","1090","Wibaux",3107
"G3001110","1920","Montana","300","Yellowstone","1110","Yellowstone",29249
"G3100010","1920","Nebraska","310","Adams","0010","Adams",22521
"G3100030","1920","Nebraska","310","Antelope","0030","Antelope",15239
"G3100050","1920","Nebraska","310","Arthur","0050","Arthur",1407
"G3100070","1920","Nebraska","310","Banner","0070","Banner",1432
"G3100090","1920","Nebraska","310","Blaine","0090","Blaine",1777
"G3100110","1920","Nebraska","310","Boone","0110","Boone",14135
"G3100130","1920","Nebraska","310","Box Butte","0130","Box Butte",8218
"G3100150","1920","Nebraska","310","Boyd","0150","Boyd",8212
"G3100170","1920","Nebraska","310","Brown","0170","Brown",6749
"G3100190","1920","Nebraska","310","Buffalo","0190","Buffalo",23710
"G3100210","1920","Nebraska","310","Burt","0210","Burt",12506
"G3100230","1920","Nebraska","310","Butler","0230","Butler",14590
"G3100250","1920","Nebraska","310","Cass","0250","Cass",18008
"G3100270","1920","Nebraska","310","Cedar","0270","Cedar",16219
"G3100290","1920","Nebraska","310","Chase","0290","Chase",4939
"G3100310","1920","Nebraska","310","Cherry","0310","Cherry",11591
"G3100330","1920","Nebraska","310","Cheyenne","0330","Cheyenne",8377
"G3100350","1920","Nebraska","310","Clay","0350","Clay",14481
"G3100370","1920","Nebraska","310","Colfax","0370","Colfax",11612
"G3100390","1920","Nebraska","310","Cuming","0390","Cuming",13765
"G3100410","1920","Nebraska","310","Custer","0410","Custer",26372
"G3100430","1920","Nebraska","310","Dakota","0430","Dakota",7667
"G3100450","1920","Nebraska","310","Dawes","0450","Dawes",10005
"G3100470","1920","Nebraska","310","Dawson","0470","Dawson",15980
"G3100490","1920","Nebraska","310","Deuel","0490","Deuel",3271
"G3100510","1920","Nebraska","310","Dixon","0510","Dixon",11815
"G3100530","1920","Nebraska","310","Dodge","0530","Dodge",23138
"G3100550","1920","Nebraska","310","Douglas","0550","Douglas",193941
"G3100570","1920","Nebraska","310","Dundy","0570","Dundy",4868
"G3100590","1920","Nebraska","310","Fillmore","0590","Fillmore",13671
"G3100610","1920","Nebraska","310","Franklin","0610","Franklin",10064
"G3100630","1920","Nebraska","310","Frontier","0630","Frontier",8529
"G3100650","1920","Nebraska","310","Furnas","0650","Furnas",11650
"G3100670","1920","Nebraska","310","Gage","0670","Gage",29634
"G3100690","1920","Nebraska","310","Garden","0690","Garden",4565
"G3100710","1920","Nebraska","310","Garfield","0710","Garfield",3496
"G3100730","1920","Nebraska","310","Gosper","0730","Gosper",4669
"G3100750","1920","Nebraska","310","Grant","0750","Grant",1473
"G3100770","1920","Nebraska","310","Greeley","0770","Greeley",8681
"G3100790","1920","Nebraska","310","Hall","0790","Hall",23550
"G3100810","1920","Nebraska","310","Hamilton","0810","Hamilton",13210
"G3100830","1920","Nebraska","310","Harlan","0830","Harlan",9196
"G3100850","1920","Nebraska","310","Hayes","0850","Hayes",3326
"G3100870","1920","Nebraska","310","Hitchcock","0870","Hitchcock",6041
"G3100890","1920","Nebraska","310","Holt","0890","Holt",17130
"G3100910","1920","Nebraska","310","Hooker","0910","Hooker",1375
"G3100930","1920","Nebraska","310","Howard","0930","Howard",10736
"G3100950","1920","Nebraska","310","Jefferson","0950","Jefferson",16079
"G3100970","1920","Nebraska","310","Johnson","0970","Johnson",8921
"G3100990","1920","Nebraska","310","Kearney","0990","Kearney",8579
"G3101010","1920","Nebraska","310","Keith","1010","Keith",5259
"G3101030","1920","Nebraska","310","Keya Paha","1030","Keya Paha",3582
"G3101050","1920","Nebraska","310","Kimball","1050","Kimball",4476
"G3101070","1920","Nebraska","310","Knox","1070","Knox",17955
"G3101090","1920","Nebraska","310","Lancaster","1090","Lancaster",84849
"G3101110","1920","Nebraska","310","Lincoln","1110","Lincoln",23081
"G3101130","1920","Nebraska","310","Logan","1130","Logan",1587
"G3101150","1920","Nebraska","310","Loup","1150","Loup",1946
"G3101170","1920","Nebraska","310","McPherson","1170","Mcpherson",1690
"G3101190","1920","Nebraska","310","Madison","1190","Madison",22455
"G3101210","1920","Nebraska","310","Merrick","1210","Merrick",10722
"G3101230","1920","Nebraska","310","Morrill","1230","Morrill",9100
"G3101250","1920","Nebraska","310","Nance","1250","Nance",8708
"G3101270","1920","Nebraska","310","Nemaha","1270","Nemaha",12537
"G3101290","1920","Nebraska","310","Nuckolls","1290","Nuckolls",13224
"G3101310","1920","Nebraska","310","Otoe","1310","Otoe",19433
"G3101330","1920","Nebraska","310","Pawnee","1330","Pawnee",9572
"G3101350","1920","Nebraska","310","Perkins","1350","Perkins",3962
"G3101370","1920","Nebraska","310","Phelps","1370","Phelps",9881
"G3101390","1920","Nebraska","310","Pierce","1390","Pierce",10680
"G3101410","1920","Nebraska","310","Platte","1410","Platte",19420
"G3101430","1920","Nebraska","310","Polk","1430","Polk",10706
"G3101450","1920","Nebraska","310","Red Willow","1450","Red Willow",11412
"G3101470","1920","Nebraska","310","Richardson","1470","Richardson",18835
"G3101490","1920","Nebraska","310","Rock","1490","Rock",3703
"G3101510","1920","Nebraska","310","Saline","1510","Saline",16512
"G3101530","1920","Nebraska","310","Sarpy","1530","Sarpy",9323
"G3101550","1920","Nebraska","310","Saunders","1550","Saunders",20574
"G3101570","1920","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",20404
"G3101590","1920","Nebraska","310","Seward","1590","Seward",15855
"G3101610","1920","Nebraska","310","Sheridan","1610","Sheridan",9530
"G3101630","1920","Nebraska","310","Sherman","1630","Sherman",8877
"G3101650","1920","Nebraska","310","Sioux","1650","Sioux",4507
"G3101670","1920","Nebraska","310","Stanton","1670","Stanton",7755
"G3101690","1920","Nebraska","310","Thayer","1690","Thayer",13963
"G3101710","1920","Nebraska","310","Thomas","1710","Thomas",1758
"G3101730","1920","Nebraska","310","Thurston","1730","Thurston",8009
"G3101750","1920","Nebraska","310","Valley","1750","Valley",9821
"G3101770","1920","Nebraska","310","Washington","1770","Washington",12167
"G3101790","1920","Nebraska","310","Wayne","1790","Wayne",9713
"G3101810","1920","Nebraska","310","Webster","1810","Webster",10907
"G3101830","1920","Nebraska","310","Wheeler","1830","Wheeler",2529
"G3101850","1920","Nebraska","310","York","1850","York",17120
"G3200010","1920","Nevada","320","Churchill","0010","Churchill",4184
"G3200030","1920","Nevada","320","Clark","0030","Clark",4512
"G3200050","1920","Nevada","320","Douglas","0050","Douglas",1481
"G3200070","1920","Nevada","320","Elko","0070","Elko",7067
"G3200090","1920","Nevada","320","Esmeralda","0090","Esmeralda",2346
"G3200110","1920","Nevada","320","Eureka","0110","Eureka",1261
"G3200130","1920","Nevada","320","Humboldt","0130","Humboldt",3250
"G3200150","1920","Nevada","320","Lander","0150","Lander",1240
"G3200170","1920","Nevada","320","Lincoln","0170","Lincoln",2221
"G3200190","1920","Nevada","320","Lyon","0190","Lyon",3673
"G3200210","1920","Nevada","320","Mineral","0210","Mineral",1237
"G3200230","1920","Nevada","320","Nye","0230","Nye",5969
"G3200250","1920","Nevada","320","Ormsby","0250","Ormsby",1943
"G3200270","1920","Nevada","320","Pershing","0270","Pershing",2622
"G3200290","1920","Nevada","320","Storey","0290","Storey",1425
"G3200310","1920","Nevada","320","Washoe","0310","Washoe",17794
"G3200330","1920","Nevada","320","White Pine","0330","White Pine",8474
"G3300010","1920","New Hampshire","330","Belknap","0010","Belknap",21109
"G3300030","1920","New Hampshire","330","Carroll","0030","Carroll",15008
"G3300050","1920","New Hampshire","330","Cheshire","0050","Cheshire",30945
"G3300070","1920","New Hampshire","330","Coos","0070","Coos",36062
"G3300090","1920","New Hampshire","330","Grafton","0090","Grafton",40490
"G3300110","1920","New Hampshire","330","Hillsborough","0110","Hillsborough",135369
"G3300130","1920","New Hampshire","330","Merrimack","0130","Merrimack",51695
"G3300150","1920","New Hampshire","330","Rockingham","0150","Rockingham",52272
"G3300170","1920","New Hampshire","330","Strafford","0170","Strafford",38489
"G3300190","1920","New Hampshire","330","Sullivan","0190","Sullivan",20892
"G3400010","1920","New Jersey","340","Atlantic","0010","Atlantic",71229
"G3400030","1920","New Jersey","340","Bergen","0030","Bergen",206443
"G3400050","1920","New Jersey","340","Burlington","0050","Burlington",77234
"G3400070","1920","New Jersey","340","Camden","0070","Camden",178331
"G3400090","1920","New Jersey","340","Cape May","0090","Cape May",17885
"G3400110","1920","New Jersey","340","Cumberland","0110","Cumberland",58238
"G3400130","1920","New Jersey","340","Essex","0130","Essex",622664
"G3400150","1920","New Jersey","340","Gloucester","0150","Gloucester",45061
"G3400170","1920","New Jersey","340","Hudson","0170","Hudson",619543
"G3400190","1920","New Jersey","340","Hunterdon","0190","Hunterdon",32518
"G3400210","1920","New Jersey","340","Mercer","0210","Mercer",152793
"G3400230","1920","New Jersey","340","Middlesex","0230","Middlesex",159455
"G3400250","1920","New Jersey","340","Monmouth","0250","Monmouth",95932
"G3400270","1920","New Jersey","340","Morris","0270","Morris",80780
"G3400290","1920","New Jersey","340","Ocean","0290","Ocean",21576
"G3400310","1920","New Jersey","340","Passaic","0310","Passaic",256536
"G3400330","1920","New Jersey","340","Salem","0330","Salem",32600
"G3400350","1920","New Jersey","340","Somerset","0350","Somerset",46724
"G3400370","1920","New Jersey","340","Sussex","0370","Sussex",24813
"G3400390","1920","New Jersey","340","Union","0390","Union",191951
"G3400410","1920","New Jersey","340","Warren","0410","Warren",44781
"G3500010","1920","New Mexico","350","Bernalillo","0010","Bernalillo",28660
"G3500050","1920","New Mexico","350","Chaves","0050","Chaves",11874
"G3500070","1920","New Mexico","350","Colfax","0070","Colfax",21236
"G3500090","1920","New Mexico","350","Curry","0090","Curry",11203
"G3500110","1920","New Mexico","350","De Baca","0110","De Baca",3193
"G3500130","1920","New Mexico","350","Dona Ana","0130","Dona Ana",16426
"G3500150","1920","New Mexico","350","Eddy","0150","Eddy",9014
"G3500170","1920","New Mexico","350","Grant","0170","Grant",21442
"G3500190","1920","New Mexico","350","Guadalupe","0190","Guadalupe",8009
"G3500230","1920","New Mexico","350","Hidalgo","0230","Hidalgo",4286
"G3500250","1920","New Mexico","350","Lea","0250","Lea",3543
"G3500255","1920","New Mexico","350","Lea-Roosevelt [multi-county reporting area]","0255","Lea-Roosevelt (multi-county reporting area)",
"G3500270","1920","New Mexico","350","Lincoln","0270","Lincoln",7787
"G3500290","1920","New Mexico","350","Luna","0290","Luna",8205
"G3500310","1920","New Mexico","350","McKinley","0310","Mckinley",7580
"G3500330","1920","New Mexico","350","Mora","0330","Mora",13901
"G3500350","1920","New Mexico","350","Otero","0350","Otero",7231
"G3500370","1920","New Mexico","350","Quay","0370","Quay",10424
"G3500390","1920","New Mexico","350","Rio Arriba","0390","Rio Arriba",18307
"G3500410","1920","New Mexico","350","Roosevelt","0410","Roosevelt",6544
"G3500430","1920","New Mexico","350","Sandoval","0430","Sandoval",6348
"G3500450","1920","New Mexico","350","San Juan","0450","San Juan",4853
"G3500470","1920","New Mexico","350","San Miguel","0470","San Miguel",22719
"G3500490","1920","New Mexico","350","Santa Fe","0490","Santa Fe",13936
"G3500510","1920","New Mexico","350","Sierra","0510","Sierra",4531
"G3500530","1920","New Mexico","350","Socorro","0530","Socorro",13992
"G3500550","1920","New Mexico","350","Taos","0550","Taos",12107
"G3500570","1920","New Mexico","350","Torrance","0570","Torrance",9712
"G3500590","1920","New Mexico","350","Union","0590","Union",16654
"G3500610","1920","New Mexico","350","Valencia","0610","Valencia",10956
"G3600010","1920","New York","360","Albany","0010","Albany",184497
"G3600030","1920","New York","360","Allegany","0030","Allegany",36622
"G3600050","1920","New York","360","Bronx","0050","Bronx",726990
"G3600070","1920","New York","360","Broome","0070","Broome",112863
"G3600090","1920","New York","360","Cattaraugus","0090","Cattaraugus",69788
"G3600110","1920","New York","360","Cayuga","0110","Cayuga",64638
"G3600130","1920","New York","360","Chautauqua","0130","Chautauqua",114984
"G3600150","1920","New York","360","Chemung","0150","Chemung",65244
"G3600170","1920","New York","360","Chenango","0170","Chenango",34828
"G3600190","1920","New York","360","Clinton","0190","Clinton",43672
"G3600210","1920","New York","360","Columbia","0210","Columbia",38068
"G3600230","1920","New York","360","Cortland","0230","Cortland",29567
"G3600250","1920","New York","360","Delaware","0250","Delaware",42630
"G3600270","1920","New York","360","Dutchess","0270","Dutchess",89508
"G3600290","1920","New York","360","Erie","0290","Erie",628330
"G3600310","1920","New York","360","Essex","0310","Essex",31829
"G3600330","1920","New York","360","Franklin","0330","Franklin",42418
"G3600350","1920","New York","360","Fulton","0350","Fulton",44612
"G3600370","1920","New York","360","Genesee","0370","Genesee",37422
"G3600390","1920","New York","360","Greene","0390","Greene",25403
"G3600410","1920","New York","360","Hamilton","0410","Hamilton",3966
"G3600430","1920","New York","360","Herkimer","0430","Herkimer",64813
"G3600450","1920","New York","360","Jefferson","0450","Jefferson",82097
"G3600470","1920","New York","360","Kings","0470","Kings",1984953
"G3600490","1920","New York","360","Lewis","0490","Lewis",23690
"G3600510","1920","New York","360","Livingston","0510","Livingston",36468
"G3600530","1920","New York","360","Madison","0530","Madison",39276
"G3600550","1920","New York","360","Monroe","0550","Monroe",350064
"G3600570","1920","New York","360","Montgomery","0570","Montgomery",57706
"G3600590","1920","New York","360","Nassau","0590","Nassau",122934
"G3600610","1920","New York","360","New York","0610","New York",2168906
"G3600630","1920","New York","360","Niagara","0630","Niagara",117747
"G3600650","1920","New York","360","Oneida","0650","Oneida",182110
"G3600670","1920","New York","360","Onondaga","0670","Onondaga",239435
"G3600690","1920","New York","360","Ontario","0690","Ontario",52339
"G3600710","1920","New York","360","Orange","0710","Orange",117257
"G3600730","1920","New York","360","Orleans","0730","Orleans",28502
"G3600750","1920","New York","360","Oswego","0750","Oswego",70925
"G3600770","1920","New York","360","Otsego","0770","Otsego",46078
"G3600790","1920","New York","360","Putnam","0790","Putnam",10732
"G3600810","1920","New York","360","Queens","0810","Queens",463661
"G3600830","1920","New York","360","Rensselaer","0830","Rensselaer",112401
"G3600850","1920","New York","360","Richmond","0850","Richmond",114953
"G3600870","1920","New York","360","Rockland","0870","Rockland",44057
"G3600890","1920","New York","360","St Lawrence","0890","St Lawrence",87771
"G3600910","1920","New York","360","Saratoga","0910","Saratoga",59383
"G3600930","1920","New York","360","Schenectady","0930","Schenectady",108859
"G3600950","1920","New York","360","Schoharie","0950","Schoharie",21137
"G3600970","1920","New York","360","Schuyler","0970","Schuyler",12972
"G3600990","1920","New York","360","Seneca","0990","Seneca",24616
"G3601010","1920","New York","360","Steuben","1010","Steuben",80320
"G3601030","1920","New York","360","Suffolk","1030","Suffolk",107232
"G3601050","1920","New York","360","Sullivan","1050","Sullivan",33100
"G3601070","1920","New York","360","Tioga","1070","Tioga",24051
"G3601090","1920","New York","360","Tompkins","1090","Tompkins",34787
"G3601110","1920","New York","360","Ulster","1110","Ulster",73989
"G3601130","1920","New York","360","Warren","1130","Warren",31644
"G3601150","1920","New York","360","Washington","1150","Washington",44646
"G3601170","1920","New York","360","Wayne","1170","Wayne",48687
"G3601190","1920","New York","360","Westchester","1190","Westchester",333110
"G3601210","1920","New York","360","Wyoming","1210","Wyoming",30220
"G3601230","1920","New York","360","Yates","1230","Yates",16520
"G3700010","1920","North Carolina","370","Alamance","0010","Alamance",25213
"G3700030","1920","North Carolina","370","Alexander","0030","Alexander",11337
"G3700050","1920","North Carolina","370","Alleghany","0050","Alleghany",7070
"G3700070","1920","North Carolina","370","Anson","0070","Anson",13472
"G3700090","1920","North Carolina","370","Ashe","0090","Ashe",20499
"G3700110","1920","North Carolina","370","Avery","0110","Avery",10088
"G3700130","1920","North Carolina","370","Beaufort","0130","Beaufort",18928
"G3700150","1920","North Carolina","370","Bertie","0150","Bertie",10349
"G3700170","1920","North Carolina","370","Bladen","0170","Bladen",11629
"G3700190","1920","North Carolina","370","Brunswick","0190","Brunswick",9503
"G3700210","1920","North Carolina","370","Buncombe","0210","Buncombe",54512
"G3700230","1920","North Carolina","370","Burke","0230","Burke",20637
"G3700250","1920","North Carolina","370","Cabarrus","0250","Cabarrus",27382
"G3700270","1920","North Carolina","370","Caldwell","0270","Caldwell",18015
"G3700290","1920","North Carolina","370","Camden","0290","Camden",3257
"G3700310","1920","North Carolina","370","Carteret","0310","Carteret",12998
"G3700330","1920","North Carolina","370","Caswell","0330","Caswell",7909
"G3700350","1920","North Carolina","370","Catawba","0350","Catawba",30265
"G3700370","1920","North Carolina","370","Chatham","0370","Chatham",15996
"G3700390","1920","North Carolina","370","Cherokee","0390","Cherokee",14904
"G3700410","1920","North Carolina","370","Chowan","0410","Chowan",5350
"G3700430","1920","North Carolina","370","Clay","0430","Clay",4517
"G3700450","1920","North Carolina","370","Cleveland","0450","Cleveland",28248
"G3700470","1920","North Carolina","370","Columbus","0470","Columbus",20466
"G3700490","1920","North Carolina","370","Craven","0490","Craven",13847
"G3700510","1920","North Carolina","370","Cumberland","0510","Cumberland",20986
"G3700530","1920","North Carolina","370","Currituck","0530","Currituck",4630
"G3700550","1920","North Carolina","370","Dare","0550","Dare",4716
"G3700570","1920","North Carolina","370","Davidson","0570","Davidson",31608
"G3700590","1920","North Carolina","370","Davie","0590","Davie",11539
"G3700610","1920","North Carolina","370","Duplin","0610","Duplin",19107
"G3700630","1920","North Carolina","370","Durham","0630","Durham",29047
"G3700650","1920","North Carolina","370","Edgecombe","0650","Edgecombe",15651
"G3700670","1920","North Carolina","370","Forsyth","0670","Forsyth",51133
"G3700690","1920","North Carolina","370","Franklin","0690","Franklin",14811
"G3700710","1920","North Carolina","370","Gaston","0710","Gaston",42014
"G3700730","1920","North Carolina","370","Gates","0730","Gates",5455
"G3700750","1920","North Carolina","370","Graham","0750","Graham",4711
"G3700770","1920","North Carolina","370","Granville","0770","Granville",14123
"G3700790","1920","North Carolina","370","Greene","0790","Greene",8026
"G3700810","1920","North Carolina","370","Guilford","0810","Guilford",61907
"G3700830","1920","North Carolina","370","Halifax","0830","Halifax",17861
"G3700850","1920","North Carolina","370","Harnett","0850","Harnett",20438
"G3700870","1920","North Carolina","370","Haywood","0870","Haywood",22783
"G3700890","1920","North Carolina","370","Henderson","0890","Henderson",16426
"G3700910","1920","North Carolina","370","Hertford","0910","Hertford",6340
"G3700930","1920","North Carolina","370","Hoke","0930","Hoke",5019
"G3700950","1920","North Carolina","370","Hyde","0950","Hyde",5120
"G3700970","1920","North Carolina","370","Iredell","0970","Iredell",30587
"G3700990","1920","North Carolina","370","Jackson","0990","Jackson",12298
"G3701010","1920","North Carolina","370","Johnston","1010","Johnston",37495
"G3701030","1920","North Carolina","370","Jones","1030","Jones",5456
"G3701050","1920","North Carolina","370","Lee","1050","Lee",9513
"G3701070","1920","North Carolina","370","Lenoir","1070","Lenoir",16491
"G3701090","1920","North Carolina","370","Lincoln","1090","Lincoln",15630
"G3701110","1920","North Carolina","370","McDowell","1110","Mcdowell",14789
"G3701130","1920","North Carolina","370","Macon","1130","Macon",12419
"G3701150","1920","North Carolina","370","Madison","1150","Madison",19749
"G3701170","1920","North Carolina","370","Martin","1170","Martin",11062
"G3701190","1920","North Carolina","370","Mecklenburg","1190","Mecklenburg",54034
"G3701210","1920","North Carolina","370","Mitchell","1210","Mitchell",11222
"G3701230","1920","North Carolina","370","Montgomery","1230","Montgomery",11322
"G3701250","1920","North Carolina","370","Moore","1250","Moore",15000
"G3701270","1920","North Carolina","370","Nash","1270","Nash",23647
"G3701290","1920","North Carolina","370","New Hanover","1290","New Hanover",24116
"G3701310","1920","North Carolina","370","Northampton","1310","Northampton",9359
"G3701330","1920","North Carolina","370","Onslow","1330","Onslow",10263
"G3701350","1920","North Carolina","370","Orange","1350","Orange",12258
"G3701370","1920","North Carolina","370","Pamlico","1370","Pamlico",5846
"G3701390","1920","North Carolina","370","Pasquotank","1390","Pasquotank",9831
"G3701410","1920","North Carolina","370","Pender","1410","Pender",7470
"G3701430","1920","North Carolina","370","Perquimans","1430","Perquimans",5672
"G3701450","1920","North Carolina","370","Person","1450","Person",10799
"G3701470","1920","North Carolina","370","Pitt","1470","Pitt",22539
"G3701490","1920","North Carolina","370","Polk","1490","Polk",7335
"G3701510","1920","North Carolina","370","Randolph","1510","Randolph",27302
"G3701530","1920","North Carolina","370","Richmond","1530","Richmond",15021
"G3701550","1920","North Carolina","370","Robeson","1550","Robeson",25449
"G3701570","1920","North Carolina","370","Rockingham","1570","Rockingham",33491
"G3701590","1920","North Carolina","370","Rowan","1590","Rowan",34827
"G3701610","1920","North Carolina","370","Rutherford","1610","Rutherford",26975
"G3701630","1920","North Carolina","370","Sampson","1630","Sampson",23624
"G3701650","1920","North Carolina","370","Scotland","1650","Scotland",6060
"G3701670","1920","North Carolina","370","Stanly","1670","Stanly",23867
"G3701690","1920","North Carolina","370","Stokes","1690","Stokes",18297
"G3701710","1920","North Carolina","370","Surry","1710","Surry",30082
"G3701730","1920","North Carolina","370","Swain","1730","Swain",12245
"G3701750","1920","North Carolina","370","Transylvania","1750","Transylvania",8672
"G3701770","1920","North Carolina","370","Tyrrell","1770","Tyrrell",3373
"G3701790","1920","North Carolina","370","Union","1790","Union",27359
"G3701810","1920","North Carolina","370","Vance","1810","Vance",12625
"G3701830","1920","North Carolina","370","Wake","1830","Wake",45943
"G3701850","1920","North Carolina","370","Warren","1850","Warren",7772
"G3701870","1920","North Carolina","370","Washington","1870","Washington",5859
"G3701890","1920","North Carolina","370","Watauga","1890","Watauga",13273
"G3701910","1920","North Carolina","370","Wayne","1910","Wayne",24642
"G3701930","1920","North Carolina","370","Wilkes","1930","Wilkes",30322
"G3701950","1920","North Carolina","370","Wilson","1950","Wilson",20546
"G3701970","1920","North Carolina","370","Yadkin","1970","Yadkin",15289
"G3701990","1920","North Carolina","370","Yancey","1990","Yancey",14820
"G3800010","1920","North Dakota","380","Adams","0010","Adams",5592
"G3800030","1920","North Dakota","380","Barnes","0030","Barnes",18669
"G3800050","1920","North Dakota","380","Benson","0050","Benson",12282
"G3800070","1920","North Dakota","380","Billings","0070","Billings",3126
"G3800075","1920","North Dakota","380","Billings-Sioux [multi-county reporting area]","0075","Billings-Sioux (multi-county reporting area)",
"G3800090","1920","North Dakota","380","Bottineau","0090","Bottineau",15099
"G3800110","1920","North Dakota","380","Bowman","0110","Bowman",4766
"G3800130","1920","North Dakota","380","Burke","0130","Burke",9511
"G3800150","1920","North Dakota","380","Burleigh","0150","Burleigh",15490
"G3800170","1920","North Dakota","380","Cass","0170","Cass",41393
"G3800190","1920","North Dakota","380","Cavalier","0190","Cavalier",15489
"G3800210","1920","North Dakota","380","Dickey","0210","Dickey",10495
"G3800230","1920","North Dakota","380","Divide","0230","Divide",9631
"G3800250","1920","North Dakota","380","Dunn","0250","Dunn",8583
"G3800270","1920","North Dakota","380","Eddy","0270","Eddy",6443
"G3800290","1920","North Dakota","380","Emmons","0290","Emmons",11281
"G3800310","1920","North Dakota","380","Foster","0310","Foster",6100
"G3800330","1920","North Dakota","380","Golden Valley","0330","Golden Valley",4832
"G3800350","1920","North Dakota","380","Grand Forks","0350","Grand Forks",28747
"G3800370","1920","North Dakota","380","Grant","0370","Grant",9553
"G3800390","1920","North Dakota","380","Griggs","0390","Griggs",7398
"G3800410","1920","North Dakota","380","Hettinger","0410","Hettinger",7685
"G3800430","1920","North Dakota","380","Kidder","0430","Kidder",7797
"G3800450","1920","North Dakota","380","La Moure","0450","La Moure",11564
"G3800470","1920","North Dakota","380","Logan","0470","Logan",7722
"G3800490","1920","North Dakota","380","McHenry","0490","Mchenry",15536
"G3800510","1920","North Dakota","380","McIntosh","0510","Mcintosh",9010
"G3800530","1920","North Dakota","380","McKenzie","0530","Mckenzie",9527
"G3800550","1920","North Dakota","380","McLean","0550","Mclean",16601
"G3800570","1920","North Dakota","380","Mercer","0570","Mercer",8024
"G3800590","1920","North Dakota","380","Morton","0590","Morton",18690
"G3800610","1920","North Dakota","380","Mountrail","0610","Mountrail",12123
"G3800630","1920","North Dakota","380","Nelson","0630","Nelson",10359
"G3800650","1920","North Dakota","380","Oliver","0650","Oliver",4421
"G3800670","1920","North Dakota","380","Pembina","0670","Pembina",15062
"G3800690","1920","North Dakota","380","Pierce","0690","Pierce",9266
"G3800710","1920","North Dakota","380","Ramsey","0710","Ramsey",15338
