GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A7L001
"G4900190","1920","Utah","490","Grand","0190","Grand",1808
"G4900210","1920","Utah","490","Iron","0210","Iron",5787
"G4900230","1920","Utah","490","Juab","0230","Juab",9871
"G4900250","1920","Utah","490","Kane","0250","Kane",2054
"G4900270","1920","Utah","490","Millard","0270","Millard",9659
"G4900290","1920","Utah","490","Morgan","0290","Morgan",2542
"G4900310","1920","Utah","490","Piute","0310","Piute",2770
"G4900330","1920","Utah","490","Rich","0330","Rich",1890
"G4900350","1920","Utah","490","Salt Lake","0350","Salt Lake",159282
"G4900370","1920","Utah","490","San Juan","0370","San Juan",3379
"G4900390","1920","Utah","490","Sanpete","0390","Sanpete",17505
"G4900410","1920","Utah","490","Sevier","0410","Sevier",11281
"G4900430","1920","Utah","490","Summit","0430","Summit",7862
"G4900450","1920","Utah","490","Tooele","0450","Tooele",7965
"G4900470","1920","Utah","490","Uintah","0470","Uintah",8470
"G4900490","1920","Utah","490","Utah","0490","Utah",40792
"G4900510","1920","Utah","490","Wasatch","0510","Wasatch",4625
"G4900530","1920","Utah","490","Washington","0530","Washington",6764
"G4900550","1920","Utah","490","Wayne","0550","Wayne",2097
"G4900570","1920","Utah","490","Weber","0570","Weber",43463
"G5000010","1920","Vermont","500","Addison","0010","Addison",18666
"G5000030","1920","Vermont","500","Bennington","0030","Bennington",21577
"G5000050","1920","Vermont","500","Caledonia","0050","Caledonia",25762
"G5000070","1920","Vermont","500","Chittenden","0070","Chittenden",43708
"G5000090","1920","Vermont","500","Essex","0090","Essex",7364
"G5000110","1920","Vermont","500","Franklin","0110","Franklin",30026
"G5000130","1920","Vermont","500","Grand Isle","0130","Grand Isle",3784
"G5000150","1920","Vermont","500","Lamoille","0150","Lamoille",11858
"G5000170","1920","Vermont","500","Orange","0170","Orange",17279
"G5000190","1920","Vermont","500","Orleans","0190","Orleans",23913
"G5000210","1920","Vermont","500","Rutland","0210","Rutland",46213
"G5000230","1920","Vermont","500","Washington","0230","Washington",38921
"G5000250","1920","Vermont","500","Windham","0250","Windham",26373
"G5000270","1920","Vermont","500","Windsor","0270","Windsor",36984
"G5100010","1920","Virginia","510","Accomack","0010","Accomack",34795
"G5100030","1920","Virginia","510","Albemarle","0030","Albemarle",26005
"G5100050","1920","Virginia","510","Alleghany","0050","Alleghany",15332
"G5100070","1920","Virginia","510","Amelia","0070","Amelia",9800
"G5100090","1920","Virginia","510","Amherst","0090","Amherst",19771
"G5100110","1920","Virginia","510","Appomattox","0110","Appomattox",9255
"G5100130","1920","Virginia","510","Arlington","0130","Arlington",16040
"G5100150","1920","Virginia","510","Augusta","0150","Augusta",34671
"G5100170","1920","Virginia","510","Bath","0170","Bath",6389
"G5100190","1920","Virginia","510","Bedford","0190","Bedford",30669
"G5100210","1920","Virginia","510","Bland","0210","Bland",5593
"G5100230","1920","Virginia","510","Botetourt","0230","Botetourt",16557
"G5100250","1920","Virginia","510","Brunswick","0250","Brunswick",21025
"G5100270","1920","Virginia","510","Buchanan","0270","Buchanan",15441
"G5100290","1920","Virginia","510","Buckingham","0290","Buckingham",14885
"G5100310","1920","Virginia","510","Campbell","0310","Campbell",26716
"G5100330","1920","Virginia","510","Caroline","0330","Caroline",15954
"G5100350","1920","Virginia","510","Carroll","0350","Carroll",21283
"G5100360","1920","Virginia","510","Charles City","0360","Charles City",4793
"G5100370","1920","Virginia","510","Charlotte","0370","Charlotte",17540
"G5100410","1920","Virginia","510","Chesterfield","0410","Chesterfield",20496
"G5100430","1920","Virginia","510","Clarke","0430","Clarke",7165
"G5100450","1920","Virginia","510","Craig","0450","Craig",4100
"G5100470","1920","Virginia","510","Culpeper","0470","Culpeper",13292
"G5100490","1920","Virginia","510","Cumberland","0490","Cumberland",9111
"G5100510","1920","Virginia","510","Dickenson","0510","Dickenson",13542
"G5100530","1920","Virginia","510","Dinwiddie","0530","Dinwiddie",17949
"G5100550","1920","Virginia","510","Elizabeth City","0550","Elizabeth City",25249
"G5100570","1920","Virginia","510","Essex","0570","Essex",8542
"G5100590","1920","Virginia","510","Fairfax","0590","Fairfax",21943
"G5100610","1920","Virginia","510","Fauquier","0610","Fauquier",21869
"G5100630","1920","Virginia","510","Floyd","0630","Floyd",13115
"G5100650","1920","Virginia","510","Fluvanna","0650","Fluvanna",8547
"G5100670","1920","Virginia","510","Franklin","0670","Franklin",26283
"G5100690","1920","Virginia","510","Frederick","0690","Frederick",12461
"G5100710","1920","Virginia","510","Giles","0710","Giles",11901
"G5100730","1920","Virginia","510","Gloucester","0730","Gloucester",11894
"G5100750","1920","Virginia","510","Goochland","0750","Goochland",8863
"G5100770","1920","Virginia","510","Grayson","0770","Grayson",19816
"G5100790","1920","Virginia","510","Greene","0790","Greene",6369
"G5100810","1920","Virginia","510","Greensville","0810","Greensville",11606
"G5100830","1920","Virginia","510","Halifax","0830","Halifax",41374
"G5100850","1920","Virginia","510","Hanover","0850","Hanover",18088
"G5100870","1920","Virginia","510","Henrico","0870","Henrico",18972
"G5100890","1920","Virginia","510","Henry","0890","Henry",20238
"G5100910","1920","Virginia","510","Highland","0910","Highland",4931
"G5100930","1920","Virginia","510","Isle Of Wight","0930","Isle Of Wight",14433
"G5100950","1920","Virginia","510","James City","0950","James City",6138
"G5100970","1920","Virginia","510","King And Queen","0970","King And Queen",9161
"G5100990","1920","Virginia","510","King George","0990","King George",5762
"G5101010","1920","Virginia","510","King William","1010","King William",8739
"G5101030","1920","Virginia","510","Lancaster","1030","Lancaster",9757
"G5101050","1920","Virginia","510","Lee","1050","Lee",25293
"G5101070","1920","Virginia","510","Loudoun","1070","Loudoun",20577
"G5101090","1920","Virginia","510","Louisa","1090","Louisa",17089
"G5101110","1920","Virginia","510","Lunenburg","1110","Lunenburg",15260
"G5101130","1920","Virginia","510","Madison","1130","Madison",9595
"G5101150","1920","Virginia","510","Matthews","1150","Matthews",8447
"G5101170","1920","Virginia","510","Mecklenburg","1170","Mecklenburg",31208
"G5101190","1920","Virginia","510","Middlesex","1190","Middlesex",8157
"G5101210","1920","Virginia","510","Montgomery","1210","Montgomery",18595
"G5101230","1920","Virginia","510","Nansemond","1230","Nansemond",20199
"G5101250","1920","Virginia","510","Nelson","1250","Nelson",17277
"G5101270","1920","Virginia","510","New Kent","1270","New Kent",4541
"G5101290","1920","Virginia","510","Norfolk","1290","Norfolk",57358
"G5101310","1920","Virginia","510","Northampton","1310","Northampton",17852
"G5101330","1920","Virginia","510","Northumberland","1330","Northumberland",11518
"G5101350","1920","Virginia","510","Nottoway","1350","Nottoway",14161
"G5101370","1920","Virginia","510","Orange","1370","Orange",13320
"G5101390","1920","Virginia","510","Page","1390","Page",14770
"G5101410","1920","Virginia","510","Patrick","1410","Patrick",16850
"G5101430","1920","Virginia","510","Pittsylvania","1430","Pittsylvania",56493
"G5101450","1920","Virginia","510","Powhatan","1450","Powhatan",6552
"G5101470","1920","Virginia","510","Prince Edward","1470","Prince Edward",14767
"G5101490","1920","Virginia","510","Prince George","1490","Prince George",12915
"G5101510","1920","Virginia","510","Princess Anne","1510","Princess Anne",13626
"G5101530","1920","Virginia","510","Prince William","1530","Prince William",13660
"G5101550","1920","Virginia","510","Pulaski","1550","Pulaski",17111
"G5101570","1920","Virginia","510","Rappahannock","1570","Rappahannock",8070
"G5101590","1920","Virginia","510","Richmond","1590","Richmond",7434
"G5101610","1920","Virginia","510","Roanoke","1610","Roanoke",22395
"G5101630","1920","Virginia","510","Rockbridge","1630","Rockbridge",20626
"G5101650","1920","Virginia","510","Rockingham","1650","Rockingham",30047
"G5101670","1920","Virginia","510","Russell","1670","Russell",26786
"G5101690","1920","Virginia","510","Scott","1690","Scott",24776
"G5101710","1920","Virginia","510","Shenandoah","1710","Shenandoah",20808
"G5101730","1920","Virginia","510","Smyth","1730","Smyth",22125
"G5101750","1920","Virginia","510","Southampton","1750","Southampton",27555
"G5101770","1920","Virginia","510","Spotsylvania","1770","Spotsylvania",10571
"G5101790","1920","Virginia","510","Stafford","1790","Stafford",8104
"G5101810","1920","Virginia","510","Surry","1810","Surry",9305
"G5101830","1920","Virginia","510","Sussex","1830","Sussex",12834
"G5101850","1920","Virginia","510","Tazewell","1850","Tazewell",27840
"G5101870","1920","Virginia","510","Warren","1870","Warren",8852
"G5101890","1920","Virginia","510","Warwick","1890","Warwick",11417
"G5101910","1920","Virginia","510","Washington","1910","Washington",32376
"G5101930","1920","Virginia","510","Westmoreland","1930","Westmoreland",10240
"G5101950","1920","Virginia","510","Wise","1950","Wise",46500
"G5101970","1920","Virginia","510","Wythe","1970","Wythe",20217
"G5101990","1920","Virginia","510","York","1990","York",8046
"G5105100","1920","Virginia","510","Alexandria City","5100","Alexandria City",18060
"G5105200","1920","Virginia","510","Bristol City","5200","Bristol City",6729
"G5105300","1920","Virginia","510","Buena Vista City","5300","Buena Vista City",3911
"G5105400","1920","Virginia","510","Charlottesville City","5400","Charlottesville City",10688
"G5105600","1920","Virginia","510","Clifton Forge City","5600","Clifton Forge City",6164
"G5105900","1920","Virginia","510","Danville City","5900","Danville City",21539
"G5106300","1920","Virginia","510","Fredericksburg City","6300","Fredericksburg City",5882
"G5106600","1920","Virginia","510","Harrisonburg City","6600","Harrisonburg City",5875
"G5106700","1920","Virginia","510","Hopewell City","6700","Hopewell City",1397
"G5106800","1920","Virginia","510","Lynchburg City","6800","Lynchburg City",30070
"G5107000","1920","Virginia","510","Newport News City","7000","Newport News City",35596
"G5107100","1920","Virginia","510","Norfolk City","7100","Norfolk City",115777
"G5107300","1920","Virginia","510","Petersburg City","7300","Petersburg City",31012
"G5107400","1920","Virginia","510","Portsmouth City","7400","Portsmouth City",54387
"G5107500","1920","Virginia","510","Radford City","7500","Radford City",4627
"G5107600","1920","Virginia","510","Richmond City","7600","Richmond City",171667
"G5107700","1920","Virginia","510","Roanoke City","7700","Roanoke City",50842
"G5107900","1920","Virginia","510","Staunton City","7900","Staunton City",10623
"G5108000","1920","Virginia","510","Suffolk City","8000","Suffolk City",9123
"G5108400","1920","Virginia","510","Winchester City","8400","Winchester City",6883
"G5300010","1920","Washington","530","Adams","0010","Adams",9623
"G5300030","1920","Washington","530","Asotin","0030","Asotin",6539
"G5300050","1920","Washington","530","Benton","0050","Benton",10903
"G5300070","1920","Washington","530","Chelan","0070","Chelan",20906
"G5300090","1920","Washington","530","Clallam","0090","Clallam",11368
"G5300110","1920","Washington","530","Clark","0110","Clark",32805
"G5300130","1920","Washington","530","Columbia","0130","Columbia",6093
"G5300150","1920","Washington","530","Cowlitz","0150","Cowlitz",11791
"G5300170","1920","Washington","530","Douglas","0170","Douglas",9392
"G5300190","1920","Washington","530","Ferry","0190","Ferry",5143
"G5300210","1920","Washington","530","Franklin","0210","Franklin",5877
"G5300230","1920","Washington","530","Garfield","0230","Garfield",3875
"G5300250","1920","Washington","530","Grant","0250","Grant",7771
"G5300270","1920","Washington","530","Grays Harbor","0270","Grays Harbor",44745
"G5300290","1920","Washington","530","Island","0290","Island",5489
"G5300310","1920","Washington","530","Jefferson","0310","Jefferson",6557
"G5300330","1920","Washington","530","King","0330","King",389273
"G5300350","1920","Washington","530","Kitsap","0350","Kitsap",33162
"G5300370","1920","Washington","530","Kittitas","0370","Kittitas",17737
"G5300390","1920","Washington","530","Klikatat","0390","Klikatat",9268
"G5300410","1920","Washington","530","Lewis","0410","Lewis",36840
"G5300430","1920","Washington","530","Lincoln","0430","Lincoln",15141
"G5300450","1920","Washington","530","Mason","0450","Mason",4919
"G5300470","1920","Washington","530","Okanogan","0470","Okanogan",17094
"G5300490","1920","Washington","530","Pacific","0490","Pacific",14891
"G5300510","1920","Washington","530","Pend Oreille","0510","Pend Oreille",6363
"G5300530","1920","Washington","530","Pierce","0530","Pierce",144127
"G5300550","1920","Washington","530","San Juan","0550","San Juan",3605
"G5300570","1920","Washington","530","Skagit","0570","Skagit",33373
"G5300590","1920","Washington","530","Skamania","0590","Skamania",2357
"G5300610","1920","Washington","530","Snohomish","0610","Snohomish",67690
"G5300630","1920","Washington","530","Spokane","0630","Spokane",141289
"G5300650","1920","Washington","530","Stevens","0650","Stevens",21605
"G5300670","1920","Washington","530","Thurston","0670","Thurston",22366
"G5300690","1920","Washington","530","Wahkiakum","0690","Wahkiakum",3472
"G5300710","1920","Washington","530","Walla Walla","0710","Walla Walla",27539
"G5300730","1920","Washington","530","Whatcom","0730","Whatcom",50600
"G5300750","1920","Washington","530","Whitman","0750","Whitman",31323
"G5300770","1920","Washington","530","Yakima","0770","Yakima",63710
"G5400010","1920","West Virginia","540","Barbour","0010","Barbour",18028
"G5400030","1920","West Virginia","540","Berkeley","0030","Berkeley",24554
"G5400050","1920","West Virginia","540","Boone","0050","Boone",15319
"G5400070","1920","West Virginia","540","Braxton","0070","Braxton",23973
"G5400090","1920","West Virginia","540","Brooke","0090","Brooke",16527
"G5400110","1920","West Virginia","540","Cabell","0110","Cabell",65746
"G5400130","1920","West Virginia","540","Calhoun","0130","Calhoun",10268
"G5400150","1920","West Virginia","540","Clay","0150","Clay",11486
"G5400170","1920","West Virginia","540","Doddridge","0170","Doddridge",11976
"G5400190","1920","West Virginia","540","Fayette","0190","Fayette",60377
"G5400210","1920","West Virginia","540","Gilmer","0210","Gilmer",10668
"G5400230","1920","West Virginia","540","Grant","0230","Grant",8993
"G5400250","1920","West Virginia","540","Greenbrier","0250","Greenbrier",26242
"G5400270","1920","West Virginia","540","Hampshire","0270","Hampshire",11713
"G5400290","1920","West Virginia","540","Hancock","0290","Hancock",19975
"G5400310","1920","West Virginia","540","Hardy","0310","Hardy",9601
"G5400330","1920","West Virginia","540","Harrison","0330","Harrison",74793
"G5400350","1920","West Virginia","540","Jackson","0350","Jackson",18658
"G5400370","1920","West Virginia","540","Jefferson","0370","Jefferson",15729
"G5400390","1920","West Virginia","540","Kanawha","0390","Kanawha",119650
"G5400410","1920","West Virginia","540","Lewis","0410","Lewis",20455
"G5400430","1920","West Virginia","540","Lincoln","0430","Lincoln",19378
"G5400450","1920","West Virginia","540","Logan","0450","Logan",41006
"G5400470","1920","West Virginia","540","McDowell","0470","Mcdowell",68571
"G5400490","1920","West Virginia","540","Marion","0490","Marion",54571
"G5400510","1920","West Virginia","540","Marshall","0510","Marshall",33681
"G5400530","1920","West Virginia","540","Mason","0530","Mason",21459
"G5400550","1920","West Virginia","540","Mercer","0550","Mercer",49558
"G5400570","1920","West Virginia","540","Mineral","0570","Mineral",19849
"G5400590","1920","West Virginia","540","Mingo","0590","Mingo",26364
"G5400610","1920","West Virginia","540","Monongalia","0610","Monongalia",33618
"G5400630","1920","West Virginia","540","Monroe","0630","Monroe",13141
