GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AUM001,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012
"G0800750","1890","Colorado","080","Logan","0750","Logan",3070,5,0,0,0,0,0,0,0,0,0,0,0
"G0800770","1890","Colorado","080","Mesa","0770","Mesa",4260,26,0,0,3,0,0,0,0,0,0,0,0
"G0800830","1890","Colorado","080","Montezuma","0830","Montezuma",1529,1,0,0,0,0,0,0,0,0,0,0,0
"G0800850","1890","Colorado","080","Montrose","0850","Montrose",3980,17,0,0,5,0,0,0,0,0,0,0,0
"G0800870","1890","Colorado","080","Morgan","0870","Morgan",1601,3,0,0,0,0,0,0,0,0,0,0,0
"G0800890","1890","Colorado","080","Otero","0890","Otero",4192,22,0,0,6,0,0,0,0,0,4,0,0
"G0800910","1890","Colorado","080","Ouray","0910","Ouray",6510,64,6,0,17,3,0,0,0,0,0,1,0
"G0800930","1890","Colorado","080","Park","0930","Park",3548,7,14,1,62,124,0,0,0,0,1,8,0
"G0800950","1890","Colorado","080","Phillips","0950","Phillips",2642,2,0,0,0,0,0,0,0,0,0,0,0
"G0800970","1890","Colorado","080","Pitkin","0970","Pitkin",8929,77,0,0,0,0,0,0,0,0,0,0,0
"G0800990","1890","Colorado","080","Prowers","0990","Prowers",1969,9,0,0,1,0,0,0,0,0,1,0,0
"G0801010","1890","Colorado","080","Pueblo","1010","Pueblo",31491,904,147,27,82,7,0,0,0,0,1,1,1
"G0801030","1890","Colorado","080","Rio Blanco","1030","Rio Blanco",1200,0,0,0,2,0,0,0,0,0,2,0,0
"G0801050","1890","Colorado","080","Rio Grande","1050","Rio Grande",3451,18,4,0,1,0,0,0,0,0,3,4,0
"G0801070","1890","Colorado","080","Routt","1070","Routt",2369,7,1,0,0,0,0,0,0,0,1,0,0
"G0801090","1890","Colorado","080","Saguache","1090","Saguache",3313,3,3,0,1,0,0,0,0,0,4,2,0
"G0801110","1890","Colorado","080","San Juan","1110","San Juan",1572,8,0,0,8,1,0,0,0,0,0,0,0
"G0801130","1890","Colorado","080","San Miguel","1130","San Miguel",2909,21,0,0,11,0,0,0,0,0,0,0,0
"G0801150","1890","Colorado","080","Sedgwick","1150","Sedgwick",1293,5,0,0,0,0,0,0,0,0,0,0,0
"G0801170","1890","Colorado","080","Summit","1170","Summit",1906,0,22,5,4,19,0,0,0,0,0,0,0
"G0801210","1890","Colorado","080","Washington","1210","Washington",2301,17,0,0,0,0,0,0,0,0,0,0,0
"G0801230","1890","Colorado","080","Weld","1230","Weld",11736,29,15,0,2,0,0,0,0,0,0,0,1
"G0801250","1890","Colorado","080","Yuma","1250","Yuma",2596,0,0,0,1,0,0,0,0,0,0,0,0
"G0900010","1890","Connecticut","090","Fairfield","0010","Fairfield",150081,2563,2182,1680,61,11,0,6,0,0,31,22,14
"G0900030","1890","Connecticut","090","Hartford","0030","Hartford",147180,2276,2232,1752,67,50,1,3,1,0,17,14,2
"G0900050","1890","Connecticut","090","Litchfield","0050","Litchfield",53542,807,1026,1052,8,0,0,0,0,0,13,40,27
"G0900070","1890","Connecticut","090","Middlesex","0070","Middlesex",39524,418,371,372,8,7,0,2,0,0,5,7,5
"G0900090","1890","Connecticut","090","New Haven","0090","New Haven",209058,4065,3513,2734,90,39,0,5,5,0,25,14,6
"G0900110","1890","Connecticut","090","New London","0110","New London",76634,1473,1480,1419,27,14,0,1,0,0,105,147,141
"G0900130","1890","Connecticut","090","Tolland","0130","Tolland",25081,191,195,199,6,0,0,1,0,0,0,4,0
"G0900150","1890","Connecticut","090","Windham","0150","Windham",45158,509,548,460,5,2,1,0,0,0,32,7,40
"G1000010","1890","Delaware","100","Kent","0010","Kent",32664,8036,8114,7164,2,0,0,0,0,0,1,0,0
"G1000030","1890","Delaware","100","New Castle","0030","New Castle",97182,14365,12636,10192,35,1,0,0,0,0,3,5,0
"G1000050","1890","Delaware","100","Sussex","0050","Sussex",38647,5985,5692,5438,0,0,0,0,0,0,0,0,0
"G1100010","1890","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",230392,75572,59596,43404,91,13,3,9,4,0,25,5,15
"G1200010","1890","Florida","120","Alachua","0010","Alachua",22934,13260,10016,12393,1,0,0,0,0,0,0,0,0
"G1200030","1890","Florida","120","Baker","0030","Baker",3333,745,643,290,0,0,0,0,0,0,0,0,0
"G1200070","1890","Florida","120","Bradford","0070","Bradford",7516,1555,1290,824,0,0,0,0,0,0,0,0,0
"G1200090","1890","Florida","120","Brevard","0090","Brevard",3401,541,84,19,1,0,0,0,0,0,23,15,0
"G1200130","1890","Florida","120","Calhoun","0130","Calhoun",1681,549,396,244,0,0,0,0,0,0,0,0,0
"G1200170","1890","Florida","120","Citrus","0170","Citrus",2394,304,0,0,0,0,0,0,0,0,0,0,0
"G1200190","1890","Florida","120","Clay","0190","Clay",5154,1521,573,399,1,0,0,0,0,0,0,0,0
"G1200230","1890","Florida","120","Columbia","0230","Columbia",12877,6484,4769,3228,0,0,0,0,0,0,0,0,0
"G1200250","1890","Florida","120","Dade","0250","Dade",861,87,67,13,0,0,0,0,0,0,134,0,0
"G1200270","1890","Florida","120","De Soto","0270","De Soto",4944,139,0,0,0,0,0,0,0,0,0,0,0
"G1200310","1890","Florida","120","Duval","0310","Duval",26800,14802,10850,6780,27,1,0,1,0,0,0,0,0
"G1200330","1890","Florida","120","Escambia","0330","Escambia",20188,8706,5302,2880,6,0,0,0,0,0,1,0,0
"G1200370","1890","Florida","120","Franklin","0370","Franklin",3308,1358,592,475,0,0,0,0,0,0,0,0,0
"G1200390","1890","Florida","120","Gadsden","0390","Gadsden",11894,7448,8055,6038,0,0,0,0,0,0,0,0,0
"G1200470","1890","Florida","120","Hamilton","0470","Hamilton",8507,3170,2318,2363,0,0,0,0,0,0,0,0,0
"G1200530","1890","Florida","120","Hernando","0530","Hernando",2476,892,929,854,0,0,0,0,0,0,0,0,1
"G1200570","1890","Florida","120","Hillsborough","0570","Hillsborough",14941,2917,915,546,26,0,0,0,0,0,2,0,0
"G1200590","1890","Florida","120","Holmes","0590","Holmes",4336,184,106,137,0,0,0,0,0,0,0,21,0
"G1200630","1890","Florida","120","Jackson","0630","Jackson",17544,11211,8735,5598,1,0,0,0,0,0,0,0,0
"G1200650","1890","Florida","120","Jefferson","0650","Jefferson",15757,12199,12668,9897,0,0,0,0,0,0,0,0,0
"G1200670","1890","Florida","120","Lafayette","0670","Lafayette",3686,239,173,197,0,0,0,0,0,0,0,0,0
"G1200690","1890","Florida","120","Lake","0690","Lake",8034,1844,0,0,0,0,0,0,0,0,0,0,0
"G1200710","1890","Florida","120","Lee","0710","Lee",1414,80,0,0,0,0,0,0,0,0,0,0,0
"G1200730","1890","Florida","120","Leon","0730","Leon",17752,14631,16840,12341,0,0,0,0,0,0,0,0,0
"G1200750","1890","Florida","120","Levy","0750","Levy",6586,2129,2035,395,0,0,0,0,0,0,0,0,0
"G1200770","1890","Florida","120","Liberty","0770","Liberty",1452,634,548,323,0,0,0,0,0,0,0,0,0
"G1200790","1890","Florida","120","Madison","0790","Madison",14316,8760,9184,6692,0,0,0,0,0,0,0,5,0
"G1200810","1890","Florida","120","Manatee","0810","Manatee",2895,181,135,88,0,0,0,0,0,0,0,31,0
"G1200830","1890","Florida","120","Marion","0830","Marion",20796,11485,8305,7878,1,0,0,0,0,0,0,0,0
"G1200870","1890","Florida","120","Monroe","0870","Monroe",18786,5935,3197,1026,22,12,0,13,0,0,1,72,0
"G1200890","1890","Florida","120","Nassau","0890","Nassau",8294,4338,3547,1970,5,3,0,0,0,0,0,10,0
"G1200950","1890","Florida","120","Orange","0950","Orange",12584,3536,1023,198,9,0,0,0,0,0,0,0,0
"G1200970","1890","Florida","120","Osceola","0970","Osceola",3133,476,0,0,0,0,0,0,0,0,0,0,0
"G1201010","1890","Florida","120","Pasco","1010","Pasco",4249,376,0,0,0,0,0,0,0,0,1,0,0
"G1201050","1890","Florida","120","Polk","1050","Polk",7905,784,122,482,0,0,0,0,0,0,0,26,0
"G1201070","1890","Florida","120","Putnam","1070","Putnam",11186,4778,2416,1334,1,0,0,0,0,0,3,0,0
"G1201090","1890","Florida","120","St Johns","1090","St Johns",8712,3195,1363,681,7,2,0,0,0,0,2,0,0
"G1201130","1890","Florida","120","Santa Rosa","1130","Santa Rosa",7961,2192,1872,562,0,0,0,0,0,0,1,0,0
"G1201190","1890","Florida","120","Sumter","1190","Sumter",5363,1498,1185,980,0,0,0,0,0,0,1,0,0
"G1201210","1890","Florida","120","Suwannee","1210","Suwannee",10524,4943,3140,1435,0,0,0,0,0,0,0,0,0
"G1201230","1890","Florida","120","Taylor","1230","Taylor",2122,151,165,79,0,0,0,0,0,0,0,0,0
"G1201270","1890","Florida","120","Volusia","1270","Volusia",8467,2462,538,328,0,0,0,0,0,0,1,0,0
"G1201290","1890","Florida","120","Wakulla","1290","Wakulla",3117,1379,1160,944,0,0,0,0,0,0,0,0,0
"G1201310","1890","Florida","120","Walton","1310","Walton",4816,743,516,405,0,0,0,0,0,0,1,0,0
"G1201330","1890","Florida","120","Washington","1330","Washington",6426,1339,918,373,0,0,0,0,0,0,0,0,1
"G1300010","1890","Georgia","130","Appling","0010","Appling",8676,2462,1192,976,0,0,0,0,0,0,0,0,0
"G1300070","1890","Georgia","130","Baker","0070","Baker",6144,4549,5565,4955,0,0,0,0,0,0,0,0,0
"G1300090","1890","Georgia","130","Baldwin","0090","Baldwin",14608,9343,9294,6774,0,0,0,0,0,0,3,0,0
"G1300110","1890","Georgia","130","Banks","0110","Banks",8562,1563,1507,921,0,0,0,0,0,0,0,0,0
"G1300150","1890","Georgia","130","Bartow","0150","Bartow",20616,6041,6271,4719,1,0,0,0,0,0,0,0,1
"G1300190","1890","Georgia","130","Berrien","0190","Berrien",10694,2417,836,460,0,0,0,0,0,0,0,0,1
"G1300210","1890","Georgia","130","Bibb","0210","Bibb",42370,23336,15700,11424,5,0,0,0,0,0,0,18,0
"G1300270","1890","Georgia","130","Brooks","0270","Brooks",13979,7637,6057,4231,0,0,0,0,0,0,0,0,0
"G1300290","1890","Georgia","130","Bryan","0290","Bryan",5520,2687,2561,3605,0,0,0,0,0,0,0,0,0
"G1300310","1890","Georgia","130","Bulloch","0310","Bulloch",13712,4689,2256,1744,0,0,0,0,0,0,0,0,0
"G1300330","1890","Georgia","130","Burke","0330","Burke",28501,22680,21031,13436,1,0,0,1,0,0,2,8,0
"G1300350","1890","Georgia","130","Butts","0350","Butts",10565,5398,4034,3445,0,0,0,0,0,0,0,0,0
"G1300370","1890","Georgia","130","Calhoun","0370","Calhoun",8438,6199,4670,3477,0,0,0,0,0,0,0,0,0
"G1300390","1890","Georgia","130","Camden","0390","Camden",6178,4137,4092,3157,0,0,0,0,0,0,0,0,0
"G1300395","1890","Georgia","130","Campbell","0395","Campbell",9115,3493,3885,2587,0,0,0,1,0,0,0,0,0
"G1300450","1890","Georgia","130","Carroll","0450","Carroll",22301,3851,2310,1309,0,0,0,0,0,0,0,0,0
"G1300470","1890","Georgia","130","Catoosa","0470","Catoosa",5431,636,612,616,0,0,0,0,0,0,0,0,0
"G1300490","1890","Georgia","130","Charlton","0490","Charlton",3335,870,360,401,0,0,0,0,0,0,0,0,0
"G1300510","1890","Georgia","130","Chatham","0510","Chatham",57740,34757,27515,24518,15,2,0,0,0,0,3,12,1
"G1300530","1890","Georgia","130","Chattahoochee","0530","Chattahoochee",4902,3065,3540,3405,0,0,0,0,0,0,0,0,0
"G1300550","1890","Georgia","130","Chattooga","0550","Chattooga",11202,1998,2040,1503,0,0,0,0,0,0,0,0,0
"G1300570","1890","Georgia","130","Cherokee","0570","Cherokee",15412,1508,1626,1281,0,0,0,0,0,0,0,0,1
"G1300590","1890","Georgia","130","Clarke","0590","Clarke",15186,8111,6388,6453,2,0,0,0,0,0,1,1,0
"G1300610","1890","Georgia","130","Clay","0610","Clay",7817,4815,3852,2849,0,0,0,0,0,0,0,0,0
"G1300630","1890","Georgia","130","Clayton","0630","Clayton",8295,3075,3089,1743,0,0,0,0,0,0,0,0,0
"G1300650","1890","Georgia","130","Clinch","0650","Clinch",6652,2360,838,507,0,0,1,0,0,0,0,0,0
"G1300670","1890","Georgia","130","Cobb","0670","Cobb",22286,6774,6012,3217,0,0,0,0,0,0,2,2,4
"G1300690","1890","Georgia","130","Coffee","0690","Coffee",10483,3858,1042,678,0,0,0,0,0,0,4,0,0
"G1300710","1890","Georgia","130","Colquitt","0710","Colquitt",4794,477,105,137,0,0,0,0,0,0,0,0,0
"G1300730","1890","Georgia","130","Columbia","0730","Columbia",11281,8038,7435,9449,0,0,0,0,0,0,0,0,0
"G1300770","1890","Georgia","130","Coweta","0770","Coweta",22354,12612,11797,8019,0,0,0,0,0,0,2,7,0
"G1300790","1890","Georgia","130","Crawford","0790","Crawford",9315,5156,4716,4273,0,0,0,0,0,0,0,0,0
"G1300830","1890","Georgia","130","Dade","0830","Dade",5707,1093,1084,245,0,0,0,0,0,0,0,0,0
"G1300850","1890","Georgia","130","Dawson","0850","Dawson",5612,259,356,337,0,0,0,0,0,0,0,2,0
"G1300870","1890","Georgia","130","Decatur","0870","Decatur",19949,10811,10183,7718,18,0,0,0,0,0,4,0,0
"G1300890","1890","Georgia","130","DeKalb","0890","De Kalb",17189,5974,4543,2662,0,0,0,1,0,0,0,0,0
"G1300910","1890","Georgia","130","Dodge","0910","Dodge",11452,5309,1852,0,0,0,0,0,0,0,0,0,0
"G1300930","1890","Georgia","130","Dooly","0930","Dooly",18146,8914,5828,4855,0,0,0,0,0,0,0,0,0
"G1300950","1890","Georgia","130","Dougherty","0950","Dougherty",12206,10231,10670,9424,0,0,0,0,0,0,0,0,0
"G1300970","1890","Georgia","130","Douglas","0970","Douglas",7794,1801,1471,0,0,0,0,0,0,0,0,0,0
"G1300990","1890","Georgia","130","Early","0990","Early",9792,6122,4596,4172,0,0,0,0,0,0,0,0,0
"G1301010","1890","Georgia","130","Echols","1010","Echols",3079,1020,500,465,0,0,0,0,0,0,0,0,0
"G1301030","1890","Georgia","130","Effingham","1030","Effingham",5599,2210,2751,1704,0,0,0,0,0,0,1,0,3
"G1301050","1890","Georgia","130","Elbert","1050","Elbert",15376,7884,6872,4863,0,0,0,0,0,0,0,0,0
"G1301070","1890","Georgia","130","Emanuel","1070","Emanuel",14703,5306,3085,1703,0,0,0,0,0,0,1,14,0
"G1301110","1890","Georgia","130","Fannin","1110","Fannin",8724,112,133,144,0,0,0,0,0,0,0,0,0
"G1301130","1890","Georgia","130","Fayette","1130","Fayette",8728,3074,2863,2538,0,0,0,0,0,0,0,0,0
"G1301150","1890","Georgia","130","Floyd","1150","Floyd",28391,10414,9460,5753,6,0,0,0,0,0,1,0,4
"G1301170","1890","Georgia","130","Forsyth","1170","Forsyth",11155,1288,1487,1121,0,0,0,0,0,0,1,0,0
"G1301190","1890","Georgia","130","Franklin","1190","Franklin",14670,3298,2547,1859,0,0,0,0,0,0,0,0,0
"G1301210","1890","Georgia","130","Fulton","1210","Fulton",84655,35397,20842,15282,18,0,0,1,0,0,1,0,0
"G1301230","1890","Georgia","130","Gilmer","1230","Gilmer",9074,69,126,117,0,0,0,0,0,0,0,2,0
"G1301250","1890","Georgia","130","Glascock","1250","Glascock",3720,1168,1071,819,0,0,0,0,0,0,0,0,0
"G1301270","1890","Georgia","130","Glynn","1270","Glynn",13420,7741,4300,3450,8,2,0,0,0,0,2,0,0
"G1301290","1890","Georgia","130","Gordon","1290","Gordon",12758,1727,1820,1536,0,0,0,0,0,0,1,4,6
"G1301330","1890","Georgia","130","Greene","1330","Greene",17051,11719,11974,8156,0,0,0,0,0,0,0,0,0
"G1301350","1890","Georgia","130","Gwinnett","1350","Gwinnett",19899,2996,3515,2159,0,0,0,0,0,0,0,0,0
"G1301370","1890","Georgia","130","Habersham","1370","Habersham",11573,1589,1361,949,0,0,0,0,0,0,0,0,0
"G1301390","1890","Georgia","130","Hall","1390","Hall",18047,2767,2258,1290,0,0,0,0,0,0,0,0,0
"G1301410","1890","Georgia","130","Hancock","1410","Hancock",17149,12410,11943,7672,0,0,0,0,0,0,0,2,0
"G1301430","1890","Georgia","130","Haralson","1430","Haralson",11316,1117,153,319,0,0,0,0,0,0,0,0,0
"G1301450","1890","Georgia","130","Harris","1450","Harris",16797,10797,9286,7493,0,0,0,0,0,0,1,22,0
"G1301470","1890","Georgia","130","Hart","1470","Hart",10887,2957,2882,1942,0,0,0,0,0,0,0,0,0
"G1301490","1890","Georgia","130","Heard","1490","Heard",9557,3342,3095,2648,0,0,0,0,0,0,0,0,0
"G1301510","1890","Georgia","130","Henry","1510","Henry",16220,7591,6229,3833,0,0,0,0,0,0,0,3,0
"G1301530","1890","Georgia","130","Houston","1530","Houston",21613,16341,16390,15332,0,0,0,0,0,0,0,0,3
"G1301550","1890","Georgia","130","Irwin","1550","Irwin",6316,2075,535,296,0,0,0,0,0,0,0,0,0
"G1301570","1890","Georgia","130","Jackson","1570","Jackson",19176,5396,5157,3710,0,0,0,0,0,0,0,1,0
"G1301590","1890","Georgia","130","Jasper","1590","Jasper",13879,8487,7593,6555,0,0,0,0,0,0,0,0,0
"G1301630","1890","Georgia","130","Jefferson","1630","Jefferson",17213,10763,10090,7943,0,0,0,0,0,0,0,0,0
"G1301670","1890","Georgia","130","Johnson","1670","Johnson",6129,1456,1345,915,0,0,0,0,0,0,0,0,0
"G1301690","1890","Georgia","130","Jones","1690","Jones",12709,8778,7860,6445,0,0,0,0,0,0,0,0,0
"G1301750","1890","Georgia","130","Laurens","1750","Laurens",13747,6093,4351,3654,0,0,0,0,0,0,0,0,0
"G1301770","1890","Georgia","130","Lee","1770","Lee",9074,7642,8837,7643,0,0,0,0,0,0,0,1,0
"G1301790","1890","Georgia","130","Liberty","1790","Liberty",12887,8673,7061,5260,0,0,0,1,0,0,6,7,0
"G1301810","1890","Georgia","130","Lincoln","1810","Lincoln",6146,3673,4158,3616,0,0,0,0,0,0,0,0,0
"G1301850","1890","Georgia","130","Lowndes","1850","Lowndes",15102,7974,5637,4045,0,0,0,0,0,0,0,0,0
"G1301870","1890","Georgia","130","Lumpkin","1870","Lumpkin",6867,414,451,462,0,0,0,0,0,0,0,0,0
"G1301890","1890","Georgia","130","McDuffie","1890","Mcduffie",8789,5522,6019,0,0,0,0,0,0,0,0,0,0
"G1301910","1890","Georgia","130","McIntosh","1910","Mcintosh",6470,5212,4695,3288,0,0,0,0,0,0,0,0,7
"G1301930","1890","Georgia","130","Macon","1930","Macon",13183,9181,7387,7483,0,0,0,0,0,0,1,0,0
"G1301950","1890","Georgia","130","Madison","1950","Madison",11024,3662,2586,1581,0,0,0,0,0,0,1,0,0
"G1301970","1890","Georgia","130","Marion","1970","Marion",7728,4261,4304,3830,0,0,0,0,0,0,0,0,1
"G1301990","1890","Georgia","130","Meriwether","1990","Meriwether",20740,11538,9854,7369,0,0,0,0,0,0,1,0,0
"G1302010","1890","Georgia","130","Miller","2010","Miller",4275,1574,1393,956,0,0,0,0,0,0,0,0,0
"G1302015","1890","Georgia","130","Milton","2015","Milton",6208,672,777,466,0,0,0,0,0,0,0,0,0
"G1302050","1890","Georgia","130","Mitchell","2050","Mitchell",10906,6106,5203,2950,0,0,0,0,0,0,0,0,0
"G1302070","1890","Georgia","130","Monroe","2070","Monroe",19137,12516,12115,10804,0,0,0,0,0,0,0,0,0
"G1302090","1890","Georgia","130","Montgomery","2090","Montgomery",9248,3658,1871,1108,0,0,0,0,0,0,0,0,0
"G1302110","1890","Georgia","130","Morgan","2110","Morgan",16041,10997,9782,7058,0,0,0,0,0,0,1,1,1
"G1302130","1890","Georgia","130","Murray","2130","Murray",8461,484,906,757,0,0,0,0,0,0,0,1,0
"G1302150","1890","Georgia","130","Muscogee","2150","Muscogee",27761,15362,10327,9220,1,0,0,0,0,0,3,0,2
"G1302170","1890","Georgia","130","Newton","2170","Newton",14310,7164,6883,6014,0,0,0,0,0,0,0,0,0
"G1302190","1890","Georgia","130","Oconee","2190","Oconee",7713,3832,3024,0,0,0,0,0,0,0,0,0,0
"G1302210","1890","Georgia","130","Oglethorpe","2210","Oglethorpe",16951,11264,9931,7141,0,0,0,0,0,0,1,0,0
"G1302230","1890","Georgia","130","Paulding","2230","Paulding",11948,1505,984,556,0,0,0,0,0,0,0,0,0
"G1302270","1890","Georgia","130","Pickens","2270","Pickens",8182,349,145,129,0,0,0,0,0,0,1,0,0
"G1302290","1890","Georgia","130","Pierce","2290","Pierce",6379,1983,1472,814,0,1,0,0,0,0,0,0,0
"G1302310","1890","Georgia","130","Pike","2310","Pike",16300,8077,8069,4906,0,0,0,0,0,0,0,0,0
"G1302330","1890","Georgia","130","Polk","2330","Polk",14945,4654,4147,2578,0,0,0,0,0,0,2,0,0
"G1302350","1890","Georgia","130","Pulaski","2350","Pulaski",16559,10001,8225,5984,0,0,0,0,0,0,0,9,1
"G1302370","1890","Georgia","130","Putnam","2370","Putnam",14842,10903,11021,7445,0,0,0,0,0,0,0,0,0
"G1302390","1890","Georgia","130","Quitman","2390","Quitman",4471,3050,2619,2377,0,0,0,0,0,0,0,0,0
"G1302410","1890","Georgia","130","Rabun","2410","Rabun",5606,166,197,119,0,0,0,0,0,0,0,0,0
"G1302430","1890","Georgia","130","Randolph","2430","Randolph",15267,9473,7796,5477,0,0,0,0,0,0,0,0,0
"G1302450","1890","Georgia","130","Richmond","2450","Richmond",45194,22818,17464,12565,29,11,0,0,0,0,1,5,2
"G1302470","1890","Georgia","130","Rockdale","2470","Rockdale",6813,2686,2689,0,0,0,0,0,0,0,0,0,0
"G1302490","1890","Georgia","130","Schley","2490","Schley",5443,3205,3073,2851,0,0,0,0,0,0,0,0,0
"G1302510","1890","Georgia","130","Screven","2510","Screven",14424,7507,6613,4888,0,0,0,0,0,0,1,0,0
"G1302550","1890","Georgia","130","Spalding","2550","Spalding",13117,7281,7146,4878,0,0,0,0,0,0,1,0,0
"G1302590","1890","Georgia","130","Stewart","2590","Stewart",15682,11484,9622,9100,0,0,0,0,0,0,0,0,0
"G1302610","1890","Georgia","130","Sumter","2610","Sumter",22107,15098,12189,10639,0,0,0,0,0,0,1,0,0
"G1302630","1890","Georgia","130","Talbot","2630","Talbot",13258,9239,9667,7152,0,0,0,0,0,0,0,0,0
"G1302650","1890","Georgia","130","Taliaferro","2650","Taliaferro",7291,4827,4722,2987,0,0,0,0,0,0,0,0,0
"G1302670","1890","Georgia","130","Tattnall","2670","Tattnall",10253,3115,1974,1280,0,0,0,0,0,0,0,0,0
"G1302690","1890","Georgia","130","Taylor","2690","Taylor",8666,4068,3827,2962,0,0,0,0,0,0,0,0,0
"G1302710","1890","Georgia","130","Telfair","2710","Telfair",5477,2335,2161,1145,0,1,0,0,0,0,0,0,0
"G1302730","1890","Georgia","130","Terrell","2730","Terrell",14503,9169,6183,5284,0,0,0,0,0,0,0,0,0
"G1302750","1890","Georgia","130","Thomas","2750","Thomas",26154,15028,12213,8363,3,0,0,0,0,0,1,0,0
"G1302810","1890","Georgia","130","Towns","2810","Towns",4064,74,104,155,0,0,0,0,0,0,0,0,2
"G1302850","1890","Georgia","130","Troup","2850","Troup",20723,13661,13970,11224,0,0,0,0,0,0,0,0,0
"G1302890","1890","Georgia","130","Twiggs","2890","Twiggs",8195,5447,6074,5632,0,0,0,0,0,0,0,0,0
"G1302910","1890","Georgia","130","Union","2910","Union",7749,165,110,114,0,0,0,0,0,0,0,0,0
"G1302930","1890","Georgia","130","Upson","2930","Upson",12188,6123,6267,4565,0,0,0,0,0,0,0,0,0
"G1302950","1890","Georgia","130","Walker","2950","Walker",13282,1932,1563,1529,0,0,0,0,0,0,0,1,0
"G1302970","1890","Georgia","130","Walton","2970","Walton",17467,7155,6301,4162,0,0,0,0,0,0,0,0,0
"G1302990","1890","Georgia","130","Ware","2990","Ware",8811,3619,1144,452,0,0,0,0,0,0,14,0,0
"G1303010","1890","Georgia","130","Warren","3010","Warren",10957,6756,6846,6260,0,0,0,0,0,0,0,0,0
"G1303030","1890","Georgia","130","Washington","3030","Washington",25237,14925,12515,8312,0,0,0,0,0,0,0,0,0
"G1303050","1890","Georgia","130","Wayne","3050","Wayne",7485,2195,1920,379,0,0,0,0,0,0,0,0,0
"G1303070","1890","Georgia","130","Webster","3070","Webster",5695,3272,2570,2238,0,0,0,0,0,0,0,0,0
