GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A30001,A30002,A30003,A30004,A5A001
"G2300310","1910","Maine","230","York","0310","York",34190,34261,24,28,68451
"G2400010","1910","Maryland","240","Allegany","0010","Allegany",30508,30385,733,784,60893
"G2400030","1910","Maryland","240","Anne Arundel","0030","Anne Arundel",13338,12058,7203,6933,25396
"G2400050","1910","Maryland","240","Baltimore","0050","Baltimore",56534,53199,6692,5909,109733
"G2400090","1910","Maryland","240","Calvert","0090","Calvert",2799,2480,2563,2483,5279
"G2400110","1910","Maryland","240","Caroline","0110","Caroline",7405,7022,2487,2300,14427
"G2400130","1910","Maryland","240","Carroll","0130","Carroll",16050,15871,951,1055,31921
"G2400150","1910","Maryland","240","Cecil","0150","Cecil",10422,10003,1699,1616,20425
"G2400170","1910","Maryland","240","Charles","0170","Charles",4084,3729,4485,4087,7813
"G2400190","1910","Maryland","240","Dorchester","0190","Dorchester",9823,9424,4834,4587,19247
"G2400210","1910","Maryland","240","Frederick","0210","Frederick",23507,23765,2659,2740,47272
"G2400230","1910","Maryland","240","Garrett","0230","Garrett",10610,9388,60,47,19998
"G2400250","1910","Maryland","240","Harford","0250","Harford",11760,11089,2642,2474,22849
"G2400270","1910","Maryland","240","Howard","0270","Howard",6278,6054,1957,1815,12332
"G2400290","1910","Maryland","240","Kent","0290","Kent",5547,5248,3198,2964,10795
"G2400310","1910","Maryland","240","Montgomery","0310","Montgomery",11431,11415,4727,4508,22846
"G2400330","1910","Maryland","240","Prince Georges","0330","Prince Georges",12893,11750,5902,5591,24643
"G2400350","1910","Maryland","240","Queen Anne's","0350","Queen Anne's",5635,5388,3002,2812,11023
"G2400370","1910","Maryland","240","St Mary's","0370","St Mary's",5112,4614,3791,3513,9726
"G2400390","1910","Maryland","240","Somerset","0390","Somerset",8682,8296,4905,4571,16978
"G2400410","1910","Maryland","240","Talbot","0410","Talbot",6431,6410,3448,3326,12841
"G2400430","1910","Maryland","240","Washington","0430","Washington",23639,23858,1043,1070,47497
"G2400450","1910","Maryland","240","Wicomico","0450","Wicomico",10295,10209,3129,3181,20504
"G2400470","1910","Maryland","240","Worcester","0470","Worcester",7473,7341,3585,3440,14814
"G2405100","1910","Maryland","240","Baltimore City","5100","Baltimore City",228816,244571,39054,45695,473387
"G2500010","1910","Massachusetts","250","Barnstable","0010","Barnstable",12915,13452,507,390,26367
"G2500030","1910","Massachusetts","250","Berkshire","0030","Berkshire",51564,52489,563,586,104053
"G2500050","1910","Massachusetts","250","Bristol","0050","Bristol",154309,160060,2052,1951,314369
"G2500070","1910","Massachusetts","250","Dukes","0070","Dukes",2017,2147,101,92,4164
"G2500090","1910","Massachusetts","250","Essex","0090","Essex",215481,218646,1004,1020,434127
"G2500110","1910","Massachusetts","250","Franklin","0110","Franklin",22018,21443,71,48,43461
"G2500130","1910","Massachusetts","250","Hampden","0130","Hampden",112712,116792,808,949,229504
"G2500150","1910","Massachusetts","250","Hampshire","0150","Hampshire",30518,32472,134,147,62990
"G2500170","1910","Massachusetts","250","Middlesex","0170","Middlesex",317095,343793,3963,4620,660888
"G2500190","1910","Massachusetts","250","Nantucket","0190","Nantucket",1347,1579,13,22,2926
"G2500210","1910","Massachusetts","250","Norfolk","0210","Norfolk",88978,97584,338,459,186562
"G2500230","1910","Massachusetts","250","Plymouth","0230","Plymouth",72143,69639,1505,979,141782
"G2500250","1910","Massachusetts","250","Suffolk","0250","Suffolk",352173,363953,6802,7084,716126
"G2500270","1910","Massachusetts","250","Worcester","0270","Worcester",200217,197390,887,960,397607
"G2600010","1910","Michigan","260","Alcona","0010","Alcona",2998,2646,7,2,5644
"G2600030","1910","Michigan","260","Alger","0030","Alger",4495,3138,6,6,7633
"G2600050","1910","Michigan","260","Allegan","0050","Allegan",20167,19255,136,105,39422
"G2600070","1910","Michigan","260","Alpena","0070","Alpena",10250,9704,2,1,19954
"G2600090","1910","Michigan","260","Antrim","0090","Antrim",8375,7186,20,15,15561
"G2600110","1910","Michigan","260","Arenac","0110","Arenac",5012,4523,3,3,9535
"G2600130","1910","Michigan","260","Baraga","0130","Baraga",3179,2354,1,1,5533
"G2600150","1910","Michigan","260","Barry","0150","Barry",11448,11162,14,9,22610
"G2600170","1910","Michigan","260","Bay","0170","Bay",34517,33406,97,91,67923
"G2600190","1910","Michigan","260","Benzie","0190","Benzie",5492,4916,53,36,10408
"G2600210","1910","Michigan","260","Berrien","0210","Berrien",26364,26515,363,350,52879
"G2600230","1910","Michigan","260","Branch","0230","Branch",12830,12721,30,20,25551
"G2600250","1910","Michigan","260","Calhoun","0250","Calhoun",27969,27902,345,345,55871
"G2600270","1910","Michigan","260","Cass","0270","Cass",9816,9232,768,676,19048
"G2600290","1910","Michigan","260","Charlevoix","0290","Charlevoix",9963,8771,50,39,18734
"G2600310","1910","Michigan","260","Cheboygan","0310","Cheboygan",9321,8318,17,17,17639
"G2600330","1910","Michigan","260","Chippewa","0330","Chippewa",12827,10903,25,18,23730
"G2600350","1910","Michigan","260","Clare","0350","Clare",4809,4403,1,2,9212
"G2600370","1910","Michigan","260","Clinton","0370","Clinton",11705,11385,18,20,23090
"G2600390","1910","Michigan","260","Crawford","0390","Crawford",2115,1798,2,0,3913
"G2600410","1910","Michigan","260","Delta","0410","Delta",16338,13483,19,15,29821
"G2600430","1910","Michigan","260","Dickinson","0430","Dickinson",11054,9440,6,3,20494
"G2600450","1910","Michigan","260","Eaton","0450","Eaton",15345,15079,40,34,30424
"G2600470","1910","Michigan","260","Emmet","0470","Emmet",9287,8338,22,22,17625
"G2600490","1910","Michigan","260","Genesee","0490","Genesee",34987,29142,224,192,64129
"G2600510","1910","Michigan","260","Gladwin","0510","Gladwin",4386,3981,21,16,8367
"G2600530","1910","Michigan","260","Gogebic","0530","Gogebic",13568,9724,3,3,23292
"G2600550","1910","Michigan","260","Grand Traverse","0550","Grand Traverse",12094,11620,13,19,23714
"G2600570","1910","Michigan","260","Gratiot","0570","Gratiot",14720,14006,54,38,28726
"G2600590","1910","Michigan","260","Hillsdale","0590","Hillsdale",14886,14761,13,9,29647
"G2600610","1910","Michigan","260","Houghton","0610","Houghton",47282,40708,29,32,87990
"G2600630","1910","Michigan","260","Huron","0630","Huron",18125,16625,6,2,34750
"G2600650","1910","Michigan","260","Ingham","0650","Ingham",27877,25022,203,201,52899
"G2600670","1910","Michigan","260","Ionia","0670","Ionia",16893,16563,57,33,33456
"G2600690","1910","Michigan","260","Iosco","0690","Iosco",5056,4645,2,3,9701
"G2600710","1910","Michigan","260","Iron","0710","Iron",9040,6112,6,2,15152
"G2600730","1910","Michigan","260","Isabella","0730","Isabella",11577,10815,70,65,22392
"G2600750","1910","Michigan","260","Jackson","0750","Jackson",27048,25965,216,183,53013
"G2600770","1910","Michigan","260","Kalamazoo","0770","Kalamazoo",29603,30021,425,365,59624
"G2600790","1910","Michigan","260","Kalkaska","0790","Kalkaska",4423,3577,15,8,8000
"G2600810","1910","Michigan","260","Kent","0810","Kent",79905,78482,390,339,158387
"G2600830","1910","Michigan","260","Keweenaw","0830","Keweenaw",4183,2970,3,0,7153
"G2600850","1910","Michigan","260","Lake","0850","Lake",2623,2307,1,4,4930
"G2600870","1910","Michigan","260","Lapeer","0870","Lapeer",13320,12684,17,11,26004
"G2600890","1910","Michigan","260","Leelanau","0890","Leelanau",5415,4717,10,12,10132
"G2600910","1910","Michigan","260","Lenawee","0910","Lenawee",23495,24147,110,135,47642
"G2600930","1910","Michigan","260","Livingston","0930","Livingston",9075,8625,17,18,17700
"G2600950","1910","Michigan","260","Luce","0950","Luce",2253,1741,3,0,3994
"G2600970","1910","Michigan","260","Mackinac","0970","Mackinac",4659,3588,7,4,8247
"G2600990","1910","Michigan","260","Macomb","0990","Macomb",16392,16093,47,55,32485
"G2601010","1910","Michigan","260","Manistee","1010","Manistee",13634,13010,9,11,26644
"G2601030","1910","Michigan","260","Marquette","1030","Marquette",25541,21063,54,29,46604
"G2601050","1910","Michigan","260","Mason","1050","Mason",11159,10357,4,2,21516
"G2601070","1910","Michigan","260","Mecosta","1070","Mecosta",9827,9363,122,115,19190
"G2601090","1910","Michigan","260","Menominee","1090","Menominee",13434,12103,4,3,25537
"G2601110","1910","Michigan","260","Midland","1110","Midland",7224,6662,63,56,13886
"G2601130","1910","Michigan","260","Missaukee","1130","Missaukee",5550,5006,5,10,10556
"G2601150","1910","Michigan","260","Monroe","1150","Monroe",16956,15873,44,44,32829
"G2601170","1910","Michigan","260","Montcalm","1170","Montcalm",16315,15644,65,40,31959
"G2601190","1910","Michigan","260","Montmorency","1190","Montmorency",2052,1702,0,1,3754
"G2601210","1910","Michigan","260","Muskegon","1210","Muskegon",20820,19676,41,38,40496
"G2601230","1910","Michigan","260","Newaygo","1230","Newaygo",10123,9057,12,7,19180
"G2601250","1910","Michigan","260","Oakland","1250","Oakland",25406,23913,122,129,49319
"G2601270","1910","Michigan","260","Oceana","1270","Oceana",9377,8696,16,9,18073
"G2601290","1910","Michigan","260","Ogemaw","1290","Ogemaw",4657,4206,1,1,8863
"G2601310","1910","Michigan","260","Ontonagon","1310","Ontonagon",4831,3813,1,1,8644
"G2601330","1910","Michigan","260","Osceola","1330","Osceola",9296,8533,24,15,17829
"G2601350","1910","Michigan","260","Oscoda","1350","Oscoda",1122,901,1,3,2023
"G2601370","1910","Michigan","260","Otsego","1370","Otsego",3599,2952,0,1,6551
"G2601390","1910","Michigan","260","Ottawa","1390","Ottawa",23187,22053,23,19,45240
"G2601410","1910","Michigan","260","Presque Isle","1410","Presque Isle",6079,5163,3,0,11242
"G2601430","1910","Michigan","260","Roscommon","1430","Roscommon",1273,993,1,1,2266
"G2601450","1910","Michigan","260","Saginaw","1450","Saginaw",45051,43748,183,160,88799
"G2601470","1910","Michigan","260","St Clair","1470","St Clair",26311,25950,34,31,52261
"G2601490","1910","Michigan","260","St Joseph","1490","St Joseph",12855,12555,53,35,25410
"G2601510","1910","Michigan","260","Sanilac","1510","Sanilac",17637,16285,6,2,33922
"G2601530","1910","Michigan","260","Schoolcraft","1530","Schoolcraft",4831,3810,4,1,8641
"G2601550","1910","Michigan","260","Shiawassee","1550","Shiawassee",16908,16295,23,16,33203
"G2601570","1910","Michigan","260","Tuscola","1570","Tuscola",17854,17000,7,14,34854
"G2601590","1910","Michigan","260","Van Buren","1590","Van Buren",16283,16253,292,243,32536
"G2601610","1910","Michigan","260","Washtenaw","1610","Washtenaw",21047,22512,555,575,43559
"G2601630","1910","Michigan","260","Wayne","1630","Wayne",271592,253815,3196,2889,525407
"G2601650","1910","Michigan","260","Wexford","1650","Wexford",10889,9785,32,28,20674
"G2700010","1910","Minnesota","270","Aitkin","0010","Aitkin",5734,4537,26,20,10271
"G2700030","1910","Minnesota","270","Anoka","0030","Anoka",6528,5924,21,20,12452
"G2700050","1910","Minnesota","270","Becker","0050","Becker",9150,8050,4,0,17200
"G2700070","1910","Minnesota","270","Beltrami","0070","Beltrami",10607,7315,5,6,17922
"G2700090","1910","Minnesota","270","Benton","0090","Benton",6165,5448,1,1,11613
"G2700110","1910","Minnesota","270","Big Stone","0110","Big Stone",4991,4372,2,1,9363
"G2700130","1910","Minnesota","270","Blue Earth","0130","Blue Earth",15062,14266,5,3,29328
"G2700150","1910","Minnesota","270","Brown","0150","Brown",10195,9937,1,1,20132
"G2700170","1910","Minnesota","270","Carlton","0170","Carlton",9770,7394,0,0,17164
"G2700190","1910","Minnesota","270","Carver","0190","Carver",9011,8440,4,0,17451
"G2700210","1910","Minnesota","270","Cass","0210","Cass",6272,4140,23,13,10412
"G2700230","1910","Minnesota","270","Chippewa","0230","Chippewa",7135,6318,3,2,13453
"G2700250","1910","Minnesota","270","Chisago","0250","Chisago",7103,6406,2,2,13509
"G2700270","1910","Minnesota","270","Clay","0270","Clay",10674,8950,8,7,19624
"G2700290","1910","Minnesota","270","Clearwater","0290","Clearwater",3736,2884,0,0,6620
"G2700310","1910","Minnesota","270","Cook","0310","Cook",700,416,0,0,1116
"G2700330","1910","Minnesota","270","Cottonwood","0330","Cottonwood",6579,6070,0,2,12649
"G2700350","1910","Minnesota","270","Crow Wing","0350","Crow Wing",9056,7786,2,0,16842
"G2700370","1910","Minnesota","270","Dakota","0370","Dakota",13670,11371,24,16,25041
"G2700390","1910","Minnesota","270","Dodge","0390","Dodge",6231,5834,27,0,12065
"G2700410","1910","Minnesota","270","Douglas","0410","Douglas",9254,8404,2,3,17658
"G2700430","1910","Minnesota","270","Faribault","0430","Faribault",10186,9754,5,4,19940
"G2700450","1910","Minnesota","270","Fillmore","0450","Fillmore",13048,12619,4,7,25667
"G2700470","1910","Minnesota","270","Freeborn","0470","Freeborn",11688,10587,4,3,22275
"G2700490","1910","Minnesota","270","Goodhue","0490","Goodhue",16423,15110,32,13,31533
"G2700510","1910","Minnesota","270","Grant","0510","Grant",4868,4246,0,0,9114
"G2700530","1910","Minnesota","270","Hennepin","0530","Hennepin",173605,157071,1525,1121,330676
"G2700550","1910","Minnesota","270","Houston","0550","Houston",7348,6948,1,0,14296
"G2700570","1910","Minnesota","270","Hubbard","0570","Hubbard",5410,4405,9,6,9815
"G2700590","1910","Minnesota","270","Isanti","0590","Isanti",6701,5910,3,1,12611
"G2700610","1910","Minnesota","270","Itasca","0610","Itasca",10887,6083,7,5,16970
"G2700630","1910","Minnesota","270","Jackson","0630","Jackson",7537,6952,2,0,14489
"G2700650","1910","Minnesota","270","Kanabec","0650","Kanabec",3463,2995,0,0,6458
"G2700670","1910","Minnesota","270","Kandiyohi","0670","Kandiyohi",9932,9030,3,2,18962
"G2700690","1910","Minnesota","270","Kittson","0690","Kittson",5195,4388,0,2,9583
"G2700710","1910","Minnesota","270","Koochiching","0710","Koochiching",3998,2324,7,3,6322
"G2700730","1910","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",8212,7218,2,3,15430
"G2700750","1910","Minnesota","270","Lake","0750","Lake",5145,2824,0,0,7969
"G2700790","1910","Minnesota","270","Le Sueur","0790","Le Sueur",9526,9054,15,8,18580
"G2700810","1910","Minnesota","270","Lincoln","0810","Lincoln",5170,4703,0,1,9873
"G2700830","1910","Minnesota","270","Lyon","0830","Lyon",8286,7431,1,4,15717
"G2700850","1910","Minnesota","270","McLeod","0850","Mcleod",9619,9060,7,5,18679
"G2700870","1910","Minnesota","270","Mahnomen","0870","Mahnomen",882,732,0,0,1614
"G2700890","1910","Minnesota","270","Marshall","0890","Marshall",8719,7615,2,1,16334
"G2700910","1910","Minnesota","270","Martin","0910","Martin",9217,8297,2,2,17514
"G2700930","1910","Minnesota","270","Meeker","0930","Meeker",8939,8080,2,1,17019
"G2700950","1910","Minnesota","270","Mille Lacs","0950","Mille Lacs",5461,5011,4,2,10472
"G2700970","1910","Minnesota","270","Morrison","0970","Morrison",12419,11628,4,2,24047
"G2700990","1910","Minnesota","270","Mower","0990","Mower",11833,10786,16,5,22619
"G2701010","1910","Minnesota","270","Murray","1010","Murray",6224,5530,1,0,11754
"G2701030","1910","Minnesota","270","Nicollet","1030","Nicollet",7260,6854,7,4,14114
"G2701050","1910","Minnesota","270","Nobles","1050","Nobles",7916,7293,0,0,15209
"G2701070","1910","Minnesota","270","Norman","1070","Norman",7142,6302,1,1,13444
"G2701090","1910","Minnesota","270","Olmsted","1090","Olmsted",11388,11072,18,15,22460
"G2701110","1910","Minnesota","270","Otter Tail","1110","Otter Tail",23940,22043,26,26,45983
"G2701130","1910","Minnesota","270","Pennington","1130","Pennington",4962,4400,2,5,9362
"G2701150","1910","Minnesota","270","Pine","1150","Pine",8435,7258,6,5,15693
"G2701170","1910","Minnesota","270","Pipestone","1170","Pipestone",4881,4450,1,0,9331
"G2701190","1910","Minnesota","270","Polk","1190","Polk",19440,16527,9,18,35967
"G2701210","1910","Minnesota","270","Pope","1210","Pope",6799,5944,1,2,12743
"G2701230","1910","Minnesota","270","Ramsey","1230","Ramsey",114751,105686,1910,1244,220437
"G2701250","1910","Minnesota","270","Red Lake","1250","Red Lake",3489,3075,0,0,6564
"G2701270","1910","Minnesota","270","Redwood","1270","Redwood",9513,8734,4,7,18247
"G2701290","1910","Minnesota","270","Renville","1290","Renville",12202,10919,1,0,23121
"G2701310","1910","Minnesota","270","Rice","1310","Rice",13002,12887,13,8,25889
"G2701330","1910","Minnesota","270","Rock","1330","Rock",5478,4741,1,2,10219
"G2701350","1910","Minnesota","270","Roseau","1350","Roseau",6117,5144,0,2,11261
"G2701370","1910","Minnesota","270","St Louis","1370","St Louis",99007,63100,251,188,162107
"G2701390","1910","Minnesota","270","Scott","1390","Scott",7688,7194,1,0,14882
"G2701410","1910","Minnesota","270","Sherburne","1410","Sherburne",4598,3523,6,3,8121
"G2701430","1910","Minnesota","270","Sibley","1430","Sibley",8161,7373,0,6,15534
"G2701450","1910","Minnesota","270","Stearns","1450","Stearns",24775,22944,8,6,47719
"G2701470","1910","Minnesota","270","Steele","1470","Steele",8211,7915,14,6,16126
"G2701490","1910","Minnesota","270","Stevens","1490","Stevens",4372,3919,1,1,8291
"G2701510","1910","Minnesota","270","Swift","1510","Swift",6787,6160,1,0,12947
"G2701530","1910","Minnesota","270","Todd","1530","Todd",12249,11156,0,2,23405
"G2701550","1910","Minnesota","270","Traverse","1550","Traverse",4252,3795,2,0,8047
"G2701570","1910","Minnesota","270","Wabasha","1570","Wabasha",9700,8843,6,5,18543
"G2701590","1910","Minnesota","270","Wadena","1590","Wadena",4446,4205,1,0,8651
"G2701610","1910","Minnesota","270","Waseca","1610","Waseca",6905,6555,3,2,13460
"G2701630","1910","Minnesota","270","Washington","1630","Washington",13819,12093,47,24,25912
"G2701650","1910","Minnesota","270","Watonwan","1650","Watonwan",5892,5489,0,1,11381
"G2701670","1910","Minnesota","270","Wilkin","1670","Wilkin",4883,4173,2,1,9056
