GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BFQ001
"G4600890","1930","South Dakota","460","McPherson","0890","Mcpherson",8774
"G4600910","1930","South Dakota","460","Marshall","0910","Marshall",9180
"G4600930","1930","South Dakota","460","Meade","0930","Meade",11384
"G4600950","1930","South Dakota","460","Mellette","0950","Mellette",3809
"G4600970","1930","South Dakota","460","Miner","0970","Miner",8375
"G4600990","1930","South Dakota","460","Minnehaha","0990","Minnehaha",50710
"G4601010","1930","South Dakota","460","Moody","1010","Moody",9383
"G4601030","1930","South Dakota","460","Pennington","1030","Pennington",19682
"G4601050","1930","South Dakota","460","Perkins","1050","Perkins",8702
"G4601070","1930","South Dakota","460","Potter","1070","Potter",5734
"G4601090","1930","South Dakota","460","Roberts","1090","Roberts",14793
"G4601110","1930","South Dakota","460","Sanborn","1110","Sanborn",7326
"G4601130","1930","South Dakota","460","Shannon","1130","Shannon",938
"G4601150","1930","South Dakota","460","Spink","1150","Spink",15284
"G4601170","1930","South Dakota","460","Stanley","1170","Stanley",2268
"G4601190","1930","South Dakota","460","Sully","1190","Sully",3804
"G4601210","1930","South Dakota","460","Todd","1210","Todd",3121
"G4601230","1930","South Dakota","460","Tripp","1230","Tripp",12231
"G4601250","1930","South Dakota","460","Turner","1250","Turner",14889
"G4601270","1930","South Dakota","460","Union","1270","Union",11476
"G4601290","1930","South Dakota","460","Walworth","1290","Walworth",8761
"G4601310","1930","South Dakota","460","Washabaugh","1310","Washabaugh",1600
"G4601330","1930","South Dakota","460","Washington","1330","Washington",326
"G4601350","1930","South Dakota","460","Yankton","1350","Yankton",16466
"G4601370","1930","South Dakota","460","Ziebach","1370","Ziebach",3209
"G4700010","1930","Tennessee","470","Anderson","0010","Anderson",19257
"G4700030","1930","Tennessee","470","Bedford","0030","Bedford",17366
"G4700050","1930","Tennessee","470","Benton","0050","Benton",10992
"G4700070","1930","Tennessee","470","Bledsoe","0070","Bledsoe",6438
"G4700090","1930","Tennessee","470","Blount","0090","Blount",31139
"G4700110","1930","Tennessee","470","Bradley","0110","Bradley",21015
"G4700130","1930","Tennessee","470","Campbell","0130","Campbell",26214
"G4700150","1930","Tennessee","470","Cannon","0150","Cannon",8621
"G4700170","1930","Tennessee","470","Carroll","0170","Carroll",21498
"G4700190","1930","Tennessee","470","Carter","0190","Carter",28693
"G4700210","1930","Tennessee","470","Cheatham","0210","Cheatham",8208
"G4700230","1930","Tennessee","470","Chester","0230","Chester",8716
"G4700250","1930","Tennessee","470","Claiborne","0250","Claiborne",23740
"G4700270","1930","Tennessee","470","Clay","0270","Clay",9292
"G4700290","1930","Tennessee","470","Cocke","0290","Cocke",21044
"G4700310","1930","Tennessee","470","Coffee","0310","Coffee",15500
"G4700330","1930","Tennessee","470","Crockett","0330","Crockett",13925
"G4700350","1930","Tennessee","470","Cumberland","0350","Cumberland",11370
"G4700370","1930","Tennessee","470","Davidson","0370","Davidson",171038
"G4700390","1930","Tennessee","470","Decatur","0390","Decatur",9231
"G4700410","1930","Tennessee","470","DeKalb","0410","De Kalb",13694
"G4700430","1930","Tennessee","470","Dickson","0430","Dickson",16644
"G4700450","1930","Tennessee","470","Dyer","0450","Dyer",26288
"G4700470","1930","Tennessee","470","Fayette","0470","Fayette",7796
"G4700490","1930","Tennessee","470","Fentress","0490","Fentress",10983
"G4700510","1930","Tennessee","470","Franklin","0510","Franklin",19263
"G4700530","1930","Tennessee","470","Gibson","0530","Gibson",36636
"G4700550","1930","Tennessee","470","Giles","0550","Giles",20453
"G4700570","1930","Tennessee","470","Grainger","0570","Grainger",12431
"G4700590","1930","Tennessee","470","Greene","0590","Greene",33965
"G4700610","1930","Tennessee","470","Grundy","0610","Grundy",9562
"G4700630","1930","Tennessee","470","Hamblen","0630","Hamblen",14926
"G4700650","1930","Tennessee","470","Hamilton","0650","Hamilton",123327
"G4700670","1930","Tennessee","470","Hancock","0670","Hancock",9498
"G4700690","1930","Tennessee","470","Hardeman","0690","Hardeman",13661
"G4700710","1930","Tennessee","470","Hardin","0710","Hardin",14730
"G4700730","1930","Tennessee","470","Hawkins","0730","Hawkins",23048
"G4700750","1930","Tennessee","470","Haywood","0750","Haywood",8836
"G4700770","1930","Tennessee","470","Henderson","0770","Henderson",15962
"G4700790","1930","Tennessee","470","Henry","0790","Henry",21435
"G4700810","1930","Tennessee","470","Hickman","0810","Hickman",12497
"G4700830","1930","Tennessee","470","Houston","0830","Houston",5052
"G4700850","1930","Tennessee","470","Humphreys","0850","Humphreys",11314
"G4700870","1930","Tennessee","470","Jackson","0870","Jackson",13355
"G4700890","1930","Tennessee","470","Jefferson","0890","Jefferson",16617
"G4700910","1930","Tennessee","470","Johnson","0910","Johnson",11908
"G4700930","1930","Tennessee","470","Knox","0930","Knox",136698
"G4700950","1930","Tennessee","470","Lake","0950","Lake",6729
"G4700970","1930","Tennessee","470","Lauderdale","0970","Lauderdale",14234
"G4700990","1930","Tennessee","470","Lawrence","0990","Lawrence",26056
"G4701010","1930","Tennessee","470","Lewis","1010","Lewis",4869
"G4701030","1930","Tennessee","470","Lincoln","1030","Lincoln",21364
"G4701050","1930","Tennessee","470","Loudon","1050","Loudon",17128
"G4701070","1930","Tennessee","470","McMinn","1070","Mcminn",27201
"G4701090","1930","Tennessee","470","McNairy","1090","Mcnairy",18298
"G4701110","1930","Tennessee","470","Macon","1110","Macon",13559
"G4701130","1930","Tennessee","470","Madison","1130","Madison",32414
"G4701150","1930","Tennessee","470","Marion","1150","Marion",16025
"G4701170","1930","Tennessee","470","Marshall","1170","Marshall",13194
"G4701190","1930","Tennessee","470","Maury","1190","Maury",24208
"G4701210","1930","Tennessee","470","Meigs","1210","Meigs",5736
"G4701230","1930","Tennessee","470","Monroe","1230","Monroe",20399
"G4701250","1930","Tennessee","470","Montgomery","1250","Montgomery",20761
"G4701270","1930","Tennessee","470","Moore","1270","Moore",3733
"G4701290","1930","Tennessee","470","Morgan","1290","Morgan",13125
"G4701310","1930","Tennessee","470","Obion","1310","Obion",25027
"G4701330","1930","Tennessee","470","Overton","1330","Overton",17943
"G4701350","1930","Tennessee","470","Perry","1350","Perry",6908
"G4701370","1930","Tennessee","470","Pickett","1370","Pickett",5611
"G4701390","1930","Tennessee","470","Polk","1390","Polk",15534
"G4701410","1930","Tennessee","470","Putnam","1410","Putnam",23186
"G4701430","1930","Tennessee","470","Rhea","1430","Rhea",13124
"G4701450","1930","Tennessee","470","Roane","1450","Roane",23024
"G4701470","1930","Tennessee","470","Robertson","1470","Robertson",22339
"G4701490","1930","Tennessee","470","Rutherford","1490","Rutherford",24544
"G4701510","1930","Tennessee","470","Scott","1510","Scott",14065
"G4701530","1930","Tennessee","470","Sequatchie","1530","Sequatchie",4020
"G4701550","1930","Tennessee","470","Sevier","1550","Sevier",20263
"G4701570","1930","Tennessee","470","Shelby","1570","Shelby",179088
"G4701590","1930","Tennessee","470","Smith","1590","Smith",14414
"G4701610","1930","Tennessee","470","Stewart","1610","Stewart",12636
"G4701630","1930","Tennessee","470","Sullivan","1630","Sullivan",49286
"G4701650","1930","Tennessee","470","Sumner","1650","Sumner",24540
"G4701670","1930","Tennessee","470","Tipton","1670","Tipton",16220
"G4701690","1930","Tennessee","470","Trousdale","1690","Trousdale",4362
"G4701710","1930","Tennessee","470","Unicoi","1710","Unicoi",12665
"G4701730","1930","Tennessee","470","Union","1730","Union",11368
"G4701750","1930","Tennessee","470","Van Buren","1750","Van Buren",3451
"G4701770","1930","Tennessee","470","Warren","1770","Warren",18851
"G4701790","1930","Tennessee","470","Washington","1790","Washington",42996
"G4701810","1930","Tennessee","470","Wayne","1810","Wayne",11727
"G4701830","1930","Tennessee","470","Weakley","1830","Weakley",26671
"G4701850","1930","Tennessee","470","White","1850","White",14828
"G4701870","1930","Tennessee","470","Williamson","1870","Williamson",17571
"G4701890","1930","Tennessee","470","Wilson","1890","Wilson",19448
"G4800010","1930","Texas","480","Anderson","0010","Anderson",23003
"G4800030","1930","Texas","480","Andrews","0030","Andrews",736
"G4800050","1930","Texas","480","Angelina","0050","Angelina",23442
"G4800070","1930","Texas","480","Aransas","0070","Aransas",1854
"G4800090","1930","Texas","480","Archer","0090","Archer",9551
"G4800110","1930","Texas","480","Armstrong","0110","Armstrong",3287
"G4800130","1930","Texas","480","Atascosa","0130","Atascosa",7866
"G4800150","1930","Texas","480","Austin","0150","Austin",13766
"G4800170","1930","Texas","480","Bailey","0170","Bailey",5163
"G4800190","1930","Texas","480","Bandera","0190","Bandera",3637
"G4800210","1930","Texas","480","Bastrop","0210","Bastrop",12672
"G4800230","1930","Texas","480","Baylor","0230","Baylor",7286
"G4800250","1930","Texas","480","Bee","0250","Bee",8032
"G4800270","1930","Texas","480","Bell","0270","Bell",41974
"G4800290","1930","Texas","480","Bexar","0290","Bexar",173697
"G4800310","1930","Texas","480","Blanco","0310","Blanco",3586
"G4800330","1930","Texas","480","Borden","0330","Borden",1413
"G4800350","1930","Texas","480","Bosque","0350","Bosque",15022
"G4800370","1930","Texas","480","Bowie","0370","Bowie",32459
"G4800390","1930","Texas","480","Brazoria","0390","Brazoria",14489
"G4800410","1930","Texas","480","Brazos","0410","Brazos",11479
"G4800430","1930","Texas","480","Brewster","0430","Brewster",3155
"G4800450","1930","Texas","480","Briscoe","0450","Briscoe",5423
"G4800470","1930","Texas","480","Brooks","0470","Brooks",2005
"G4800490","1930","Texas","480","Brown","0490","Brown",25681
"G4800510","1930","Texas","480","Burleson","0510","Burleson",10632
"G4800530","1930","Texas","480","Burnet","0530","Burnet",9484
"G4800550","1930","Texas","480","Caldwell","0550","Caldwell",15360
"G4800570","1930","Texas","480","Calhoun","0570","Calhoun",3529
"G4800590","1930","Texas","480","Callahan","0590","Callahan",12545
"G4800610","1930","Texas","480","Cameron","0610","Cameron",38249
"G4800630","1930","Texas","480","Camp","0630","Camp",5950
"G4800650","1930","Texas","480","Carson","0650","Carson",7389
"G4800670","1930","Texas","480","Cass","0670","Cass",19406
"G4800690","1930","Texas","480","Castro","0690","Castro",4714
"G4800710","1930","Texas","480","Chambers","0710","Chambers",4295
"G4800730","1930","Texas","480","Cherokee","0730","Cherokee",31465
"G4800750","1930","Texas","480","Childress","0750","Childress",15277
"G4800770","1930","Texas","480","Clay","0770","Clay",14286
"G4800790","1930","Texas","480","Cochran","0790","Cochran",1946
"G4800810","1930","Texas","480","Coke","0810","Coke",4993
"G4800830","1930","Texas","480","Coleman","0830","Coleman",21862
"G4800850","1930","Texas","480","Collin","0850","Collin",42028
"G4800870","1930","Texas","480","Collingsworth","0870","Collingsworth",13661
"G4800890","1930","Texas","480","Colorado","0890","Colorado",11649
"G4800910","1930","Texas","480","Comal","0910","Comal",8006
"G4800930","1930","Texas","480","Comanche","0930","Comanche",18425
"G4800950","1930","Texas","480","Concho","0950","Concho",5912
"G4800970","1930","Texas","480","Cooke","0970","Cooke",22895
"G4800990","1930","Texas","480","Coryell","0990","Coryell",19140
"G4801010","1930","Texas","480","Cottle","1010","Cottle",8742
"G4801030","1930","Texas","480","Crane","1030","Crane",2183
"G4801050","1930","Texas","480","Crockett","1050","Crockett",1837
"G4801070","1930","Texas","480","Crosby","1070","Crosby",10601
"G4801090","1930","Texas","480","Culberson","1090","Culberson",638
"G4801110","1930","Texas","480","Dallam","1110","Dallam",7550
"G4801130","1930","Texas","480","Dallas","1130","Dallas",269985
"G4801150","1930","Texas","480","Dawson","1150","Dawson",13252
"G4801170","1930","Texas","480","Deaf Smith","1170","Deaf Smith",5947
"G4801190","1930","Texas","480","Delta","1190","Delta",12135
"G4801210","1930","Texas","480","Denton","1210","Denton",30409
"G4801230","1930","Texas","480","De Witt","1230","De Witt",16269
"G4801250","1930","Texas","480","Dickens","1250","Dickens",8109
"G4801270","1930","Texas","480","Dimmit","1270","Dimmit",2585
"G4801290","1930","Texas","480","Donley","1290","Donley",10006
"G4801310","1930","Texas","480","Duval","1310","Duval",8396
"G4801330","1930","Texas","480","Eastland","1330","Eastland",32814
"G4801350","1930","Texas","480","Ector","1350","Ector",3682
"G4801370","1930","Texas","480","Edwards","1370","Edwards",2246
"G4801390","1930","Texas","480","Ellis","1390","Ellis",39854
"G4801410","1930","Texas","480","El Paso","1410","El Paso",51831
"G4801430","1930","Texas","480","Erath","1430","Erath",20536
"G4801450","1930","Texas","480","Falls","1450","Falls",22681
"G4801470","1930","Texas","480","Fannin","1470","Fannin",36351
"G4801490","1930","Texas","480","Fayette","1490","Fayette",23000
"G4801510","1930","Texas","480","Fisher","1510","Fisher",12346
"G4801530","1930","Texas","480","Floyd","1530","Floyd",12256
"G4801550","1930","Texas","480","Foard","1550","Foard",5879
"G4801570","1930","Texas","480","Fort Bend","1570","Fort Bend",14687
"G4801590","1930","Texas","480","Franklin","1590","Franklin",8051
"G4801610","1930","Texas","480","Freestone","1610","Freestone",13585
"G4801630","1930","Texas","480","Frio","1630","Frio",3435
"G4801650","1930","Texas","480","Gaines","1650","Gaines",2794
"G4801670","1930","Texas","480","Galveston","1670","Galveston",46272
"G4801690","1930","Texas","480","Garza","1690","Garza",5304
"G4801710","1930","Texas","480","Gillespie","1710","Gillespie",10056
"G4801730","1930","Texas","480","Glasscock","1730","Glasscock",1106
"G4801750","1930","Texas","480","Goliad","1750","Goliad",4538
"G4801770","1930","Texas","480","Gonzales","1770","Gonzales",15243
"G4801790","1930","Texas","480","Gray","1790","Gray",21680
"G4801810","1930","Texas","480","Grayson","1810","Grayson",58589
"G4801830","1930","Texas","480","Gregg","1830","Gregg",7555
"G4801850","1930","Texas","480","Grimes","1850","Grimes",12346
"G4801870","1930","Texas","480","Guadalupe","1870","Guadalupe",14010
"G4801890","1930","Texas","480","Hale","1890","Hale",19752
"G4801910","1930","Texas","480","Hall","1910","Hall",16154
"G4801930","1930","Texas","480","Hamilton","1930","Hamilton",13514
"G4801950","1930","Texas","480","Hansford","1950","Hansford",3531
"G4801970","1930","Texas","480","Hardeman","1970","Hardeman",13918
"G4801990","1930","Texas","480","Hardin","1990","Hardin",11263
"G4802010","1930","Texas","480","Harris","2010","Harris",267274
"G4802030","1930","Texas","480","Harrison","2030","Harrison",19474
"G4802050","1930","Texas","480","Hartley","2050","Hartley",2081
"G4802070","1930","Texas","480","Haskell","2070","Haskell",16040
"G4802090","1930","Texas","480","Hays","2090","Hays",8126
"G4802110","1930","Texas","480","Hemphill","2110","Hemphill",4484
"G4802130","1930","Texas","480","Henderson","2130","Henderson",23653
"G4802150","1930","Texas","480","Hidalgo","2150","Hidalgo",34933
"G4802170","1930","Texas","480","Hill","2170","Hill",36172
"G4802190","1930","Texas","480","Hockley","2190","Hockley",9093
"G4802210","1930","Texas","480","Hood","2210","Hood",6669
"G4802230","1930","Texas","480","Hopkins","2230","Hopkins",26651
"G4802250","1930","Texas","480","Houston","2250","Houston",17373
"G4802270","1930","Texas","480","Howard","2270","Howard",20123
"G4802290","1930","Texas","480","Hudspeth","2290","Hudspeth",1119
"G4802310","1930","Texas","480","Hunt","2310","Hunt",43082
"G4802330","1930","Texas","480","Hutchinson","2330","Hutchinson",14668
"G4802350","1930","Texas","480","Irion","2350","Irion",1712
"G4802370","1930","Texas","480","Jack","2370","Jack",8919
"G4802390","1930","Texas","480","Jackson","2390","Jackson",7080
"G4802410","1930","Texas","480","Jasper","2410","Jasper",11903
"G4802430","1930","Texas","480","Jeff Davis","2430","Jeff Davis",734
"G4802450","1930","Texas","480","Jefferson","2450","Jefferson",97451
"G4802470","1930","Texas","480","Jim Hogg","2470","Jim Hogg",2338
"G4802490","1930","Texas","480","Jim Wells","2490","Jim Wells",6085
"G4802510","1930","Texas","480","Johnson","2510","Johnson",31129
"G4802530","1930","Texas","480","Jones","2530","Jones",22576
"G4802550","1930","Texas","480","Karnes","2550","Karnes",10504
"G4802570","1930","Texas","480","Kaufman","2570","Kaufman",27610
"G4802590","1930","Texas","480","Kendall","2590","Kendall",4328
"G4802610","1930","Texas","480","Kenedy","2610","Kenedy",98
"G4802630","1930","Texas","480","Kent","2630","Kent",3595
"G4802650","1930","Texas","480","Kerr","2650","Kerr",8508
"G4802670","1930","Texas","480","Kimble","2670","Kimble",3790
"G4802690","1930","Texas","480","King","2690","King",1119
"G4802710","1930","Texas","480","Kinney","2710","Kinney",2018
"G4802730","1930","Texas","480","Kleberg","2730","Kleberg",6567
"G4802750","1930","Texas","480","Knox","2750","Knox",10148
"G4802770","1930","Texas","480","Lamar","2770","Lamar",39090
"G4802790","1930","Texas","480","Lamb","2790","Lamb",16720
"G4802810","1930","Texas","480","Lampasas","2810","Lampasas",8164
"G4802830","1930","Texas","480","La Salle","2830","La Salle",2651
"G4802850","1930","Texas","480","Lavaca","2850","Lavaca",23249
"G4802870","1930","Texas","480","Lee","2870","Lee",9045
"G4802890","1930","Texas","480","Leon","2890","Leon",10921
"G4802910","1930","Texas","480","Liberty","2910","Liberty",14710
"G4802930","1930","Texas","480","Limestone","2930","Limestone",27576
"G4802950","1930","Texas","480","Lipscomb","2950","Lipscomb",4459
"G4802970","1930","Texas","480","Live Oak","2970","Live Oak",5155
"G4802990","1930","Texas","480","Llano","2990","Llano",5386
"G4803010","1930","Texas","480","Loving","3010","Loving",195
"G4803030","1930","Texas","480","Lubbock","3030","Lubbock",36409
"G4803050","1930","Texas","480","Lynn","3050","Lynn",12027
"G4803070","1930","Texas","480","McCulloch","3070","Mcculloch",11463
"G4803090","1930","Texas","480","McLennan","3090","Mclennan",75813
"G4803110","1930","Texas","480","McMullen","3110","Mcmullen",787
"G4803130","1930","Texas","480","Madison","3130","Madison",8593
"G4803150","1930","Texas","480","Marion","3150","Marion",3915
"G4803170","1930","Texas","480","Martin","3170","Martin",5229
"G4803190","1930","Texas","480","Mason","3190","Mason",5054
"G4803210","1930","Texas","480","Matagorda","3210","Matagorda",11165
"G4803230","1930","Texas","480","Maverick","3230","Maverick",1381
"G4803250","1930","Texas","480","Medina","3250","Medina",7548
"G4803270","1930","Texas","480","Menard","3270","Menard",3968
"G4803290","1930","Texas","480","Midland","3290","Midland",6622
"G4803310","1930","Texas","480","Milam","3310","Milam",23993
"G4803330","1930","Texas","480","Mills","3330","Mills",8179
"G4803350","1930","Texas","480","Mitchell","3350","Mitchell",11793
"G4803370","1930","Texas","480","Montague","3370","Montague",19149
"G4803390","1930","Texas","480","Montgomery","3390","Montgomery",9149
"G4803410","1930","Texas","480","Moore","3410","Moore",1469
"G4803430","1930","Texas","480","Morris","3430","Morris",6305
"G4803450","1930","Texas","480","Motley","3450","Motley",6373
"G4803470","1930","Texas","480","Nacogdoches","3470","Nacogdoches",22174
"G4803490","1930","Texas","480","Navarro","3490","Navarro",43942
"G4803510","1930","Texas","480","Newton","3510","Newton",7223
"G4803530","1930","Texas","480","Nolan","3530","Nolan",17371
"G4803550","1930","Texas","480","Nueces","3550","Nueces",25863
"G4803570","1930","Texas","480","Ochiltree","3570","Ochiltree",5214
"G4803590","1930","Texas","480","Oldham","3590","Oldham",1387
"G4803610","1930","Texas","480","Orange","3610","Orange",12405
"G4803630","1930","Texas","480","Palo Pinto","3630","Palo Pinto",16554
"G4803650","1930","Texas","480","Panola","3650","Panola",13749
"G4803670","1930","Texas","480","Parker","3670","Parker",18360
"G4803690","1930","Texas","480","Parmer","3690","Parmer",5777
"G4803710","1930","Texas","480","Pecos","3710","Pecos",5337
"G4803730","1930","Texas","480","Polk","3730","Polk",11656
"G4803750","1930","Texas","480","Potter","3750","Potter",43341
"G4803770","1930","Texas","480","Presidio","3770","Presidio",3261
"G4803790","1930","Texas","480","Rains","3790","Rains",6583
"G4803810","1930","Texas","480","Randall","3810","Randall",6915
"G4803830","1930","Texas","480","Reagan","3830","Reagan",2863
"G4803850","1930","Texas","480","Real","3850","Real",1960
"G4803870","1930","Texas","480","Red River","3870","Red River",23385
"G4803890","1930","Texas","480","Reeves","3890","Reeves",3648
"G4803910","1930","Texas","480","Refugio","3910","Refugio",4512
"G4803930","1930","Texas","480","Roberts","3930","Roberts",1444
"G4803950","1930","Texas","480","Robertson","3950","Robertson",13572
"G4803970","1930","Texas","480","Rockwall","3970","Rockwall",5674
"G4803990","1930","Texas","480","Runnels","3990","Runnels",19725
"G4804010","1930","Texas","480","Rusk","4010","Rusk",18528
"G4804030","1930","Texas","480","Sabine","4030","Sabine",9297
"G4804050","1930","Texas","480","San Augustine","4050","San Augustine",8767
"G4804070","1930","Texas","480","San Jacinto","4070","San Jacinto",4449
"G4804090","1930","Texas","480","San Patricio","4090","San Patricio",10917
"G4804110","1930","Texas","480","San Saba","4110","San Saba",9604
"G4804130","1930","Texas","480","Schleicher","4130","Schleicher",2346
"G4804150","1930","Texas","480","Scurry","4150","Scurry",11445
"G4804170","1930","Texas","480","Shackelford","4170","Shackelford",6507
"G4804190","1930","Texas","480","Shelby","4190","Shelby",21382
"G4804210","1930","Texas","480","Sherman","4210","Sherman",2289
"G4804230","1930","Texas","480","Smith","4230","Smith",33882
"G4804250","1930","Texas","480","Somervell","4250","Somervell",3013
"G4804270","1930","Texas","480","Starr","4270","Starr",2584
"G4804290","1930","Texas","480","Stephens","4290","Stephens",15955
"G4804310","1930","Texas","480","Sterling","4310","Sterling",1355
"G4804330","1930","Texas","480","Stonewall","4330","Stonewall",5135
"G4804350","1930","Texas","480","Sutton","4350","Sutton",1711
"G4804370","1930","Texas","480","Swisher","4370","Swisher",7234
"G4804390","1930","Texas","480","Tarrant","4390","Tarrant",168278
"G4804410","1930","Texas","480","Taylor","4410","Taylor",38410
"G4804430","1930","Texas","480","Terrell","4430","Terrell",1406
"G4804450","1930","Texas","480","Terry","4450","Terry",8780
"G4804470","1930","Texas","480","Throckmorton","4470","Throckmorton",5055
"G4804490","1930","Texas","480","Titus","4490","Titus",13104
"G4804510","1930","Texas","480","Tom Green","4510","Tom Green",30548
"G4804530","1930","Texas","480","Travis","4530","Travis",51688
"G4804550","1930","Texas","480","Trinity","4550","Trinity",10436
"G4804570","1930","Texas","480","Tyler","4570","Tyler",8417
"G4804590","1930","Texas","480","Upshur","4590","Upshur",15364
"G4804610","1930","Texas","480","Upton","4610","Upton",5571
"G4804630","1930","Texas","480","Uvalde","4630","Uvalde",7693
"G4804650","1930","Texas","480","Val Verde","4650","Val Verde",5137
"G4804670","1930","Texas","480","Van Zandt","4670","Van Zandt",29708
"G4804690","1930","Texas","480","Victoria","4690","Victoria",11745
"G4804710","1930","Texas","480","Walker","4710","Walker",9671
"G4804730","1930","Texas","480","Waller","4730","Waller",4613
"G4804750","1930","Texas","480","Ward","4750","Ward",3156
"G4804770","1930","Texas","480","Washington","4770","Washington",15234
"G4804790","1930","Texas","480","Webb","4790","Webb",12355
"G4804810","1930","Texas","480","Wharton","4810","Wharton",17530
"G4804830","1930","Texas","480","Wheeler","4830","Wheeler",15225
"G4804850","1930","Texas","480","Wichita","4850","Wichita",68576
"G4804870","1930","Texas","480","Wilbarger","4870","Wilbarger",22768
"G4804890","1930","Texas","480","Willacy","4890","Willacy",4515
"G4804910","1930","Texas","480","Williamson","4910","Williamson",32122
"G4804930","1930","Texas","480","Wilson","4930","Wilson",10225
"G4804950","1930","Texas","480","Winkler","4950","Winkler",6446
"G4804970","1930","Texas","480","Wise","4970","Wise",18295
"G4804990","1930","Texas","480","Wood","4990","Wood",20001
"G4805010","1930","Texas","480","Yoakum","5010","Yoakum",1261
"G4805030","1930","Texas","480","Young","5030","Young",19581
"G4805050","1930","Texas","480","Zapata","5050","Zapata",1402
"G4805070","1930","Texas","480","Zavala","5070","Zavala",2669
"G4900010","1930","Utah","490","Beaver","0010","Beaver",5041
"G4900030","1930","Utah","490","Box Elder","0030","Box Elder",17131
"G4900050","1930","Utah","490","Cache","0050","Cache",27369
"G4900070","1930","Utah","490","Carbon","0070","Carbon",16871
"G4900090","1930","Utah","490","Daggett","0090","Daggett",411
"G4900110","1930","Utah","490","Davis","0110","Davis",13515
"G4900130","1930","Utah","490","Duchesne","0130","Duchesne",8028
"G4900150","1930","Utah","490","Emery","0150","Emery",6922
"G4900170","1930","Utah","490","Garfield","0170","Garfield",4641
"G4900190","1930","Utah","490","Grand","0190","Grand",1672
"G4900210","1930","Utah","490","Iron","0210","Iron",7089
"G4900230","1930","Utah","490","Juab","0230","Juab",8308
"G4900250","1930","Utah","490","Kane","0250","Kane",2231
"G4900270","1930","Utah","490","Millard","0270","Millard",9796
"G4900290","1930","Utah","490","Morgan","0290","Morgan",2502
"G4900310","1930","Utah","490","Piute","0310","Piute",1925
"G4900330","1930","Utah","490","Rich","0330","Rich",1865
"G4900350","1930","Utah","490","Salt Lake","0350","Salt Lake",190075
"G4900370","1930","Utah","490","San Juan","0370","San Juan",2059
"G4900390","1930","Utah","490","Sanpete","0390","Sanpete",15944
"G4900410","1930","Utah","490","Sevier","0410","Sevier",11183
"G4900430","1930","Utah","490","Summit","0430","Summit",9399
"G4900450","1930","Utah","490","Tooele","0450","Tooele",9133
"G4900470","1930","Utah","490","Uintah","0470","Uintah",8194
"G4900490","1930","Utah","490","Utah","0490","Utah",48807
"G4900510","1930","Utah","490","Wasatch","0510","Wasatch",5614
"G4900530","1930","Utah","490","Washington","0530","Washington",7338
"G4900550","1930","Utah","490","Wayne","0550","Wayne",2061
"G4900570","1930","Utah","490","Weber","0570","Weber",50831
"G5000010","1930","Vermont","500","Addison","0010","Addison",17921
"G5000030","1930","Vermont","500","Bennington","0030","Bennington",21594
"G5000050","1930","Vermont","500","Caledonia","0050","Caledonia",27235
"G5000070","1930","Vermont","500","Chittenden","0070","Chittenden",47283
"G5000090","1930","Vermont","500","Essex","0090","Essex",7065
"G5000110","1930","Vermont","500","Franklin","0110","Franklin",29923
"G5000130","1930","Vermont","500","Grand Isle","0130","Grand Isle",3944
"G5000150","1930","Vermont","500","Lamoille","0150","Lamoille",10945
"G5000170","1930","Vermont","500","Orange","0170","Orange",16646
"G5000190","1930","Vermont","500","Orleans","0190","Orleans",23031
"G5000210","1930","Vermont","500","Rutland","0210","Rutland",48351
"G5000230","1930","Vermont","500","Washington","0230","Washington",41700
"G5000250","1930","Vermont","500","Windham","0250","Windham",25980
"G5000270","1930","Vermont","500","Windsor","0270","Windsor",37347
"G5100010","1930","Virginia","510","Accomack","0010","Accomack",21929
"G5100030","1930","Virginia","510","Albemarle","0030","Albemarle",20747
"G5100050","1930","Virginia","510","Alleghany","0050","Alleghany",18183
"G5100070","1930","Virginia","510","Amelia","0070","Amelia",4365
"G5100090","1930","Virginia","510","Amherst","0090","Amherst",13021
"G5100110","1930","Virginia","510","Appomattox","0110","Appomattox",6106
"G5100130","1930","Virginia","510","Arlington","0130","Arlington",23269
"G5100150","1930","Virginia","510","Augusta","0150","Augusta",34554
"G5100170","1930","Virginia","510","Bath","0170","Bath",6987
"G5100190","1930","Virginia","510","Bedford","0190","Bedford",22122
"G5100210","1930","Virginia","510","Bland","0210","Bland",5906
"G5100230","1930","Virginia","510","Botetourt","0230","Botetourt",13245
"G5100250","1930","Virginia","510","Brunswick","0250","Brunswick",8994
"G5100270","1930","Virginia","510","Buchanan","0270","Buchanan",16607
"G5100290","1930","Virginia","510","Buckingham","0290","Buckingham",7513
"G5100310","1930","Virginia","510","Campbell","0310","Campbell",16230
"G5100330","1930","Virginia","510","Caroline","0330","Caroline",7494
"G5100350","1930","Virginia","510","Carroll","0350","Carroll",21767
"G5100360","1930","Virginia","510","Charles City","0360","Charles City",992
"G5100370","1930","Virginia","510","Charlotte","0370","Charlotte",9319
"G5100410","1930","Virginia","510","Chesterfield","0410","Chesterfield",18942
"G5100430","1930","Virginia","510","Clarke","0430","Clarke",5636
"G5100450","1930","Virginia","510","Craig","0450","Craig",3547
"G5100470","1930","Virginia","510","Culpeper","0470","Culpeper",8989
"G5100490","1930","Virginia","510","Cumberland","0490","Cumberland",3178
