GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BFQ001
"G1801150","1930","Indiana","180","Ohio","1150","Ohio",3660
"G1801170","1930","Indiana","180","Orange","1170","Orange",16977
"G1801190","1930","Indiana","180","Owen","1190","Owen",11309
"G1801210","1930","Indiana","180","Parke","1210","Parke",16486
"G1801230","1930","Indiana","180","Perry","1230","Perry",16561
"G1801250","1930","Indiana","180","Pike","1250","Pike",16310
"G1801270","1930","Indiana","180","Porter","1270","Porter",22776
"G1801290","1930","Indiana","180","Posey","1290","Posey",17357
"G1801310","1930","Indiana","180","Pulaski","1310","Pulaski",11176
"G1801330","1930","Indiana","180","Putnam","1330","Putnam",19873
"G1801350","1930","Indiana","180","Randolph","1350","Randolph",24722
"G1801370","1930","Indiana","180","Ripley","1370","Ripley",18068
"G1801390","1930","Indiana","180","Rush","1390","Rush",19142
"G1801410","1930","Indiana","180","St Joseph","1410","St Joseph",156418
"G1801430","1930","Indiana","180","Scott","1430","Scott",6664
"G1801450","1930","Indiana","180","Shelby","1450","Shelby",26139
"G1801470","1930","Indiana","180","Spencer","1470","Spencer",16275
"G1801490","1930","Indiana","180","Starke","1490","Starke",10590
"G1801510","1930","Indiana","180","Steuben","1510","Steuben",13364
"G1801530","1930","Indiana","180","Sullivan","1530","Sullivan",28042
"G1801550","1930","Indiana","180","Switzerland","1550","Switzerland",8409
"G1801570","1930","Indiana","180","Tippecanoe","1570","Tippecanoe",47065
"G1801590","1930","Indiana","180","Tipton","1590","Tipton",15194
"G1801610","1930","Indiana","180","Union","1610","Union",5782
"G1801630","1930","Indiana","180","Vanderburgh","1630","Vanderburgh",106071
"G1801650","1930","Indiana","180","Vermillion","1650","Vermillion",23167
"G1801670","1930","Indiana","180","Vigo","1670","Vigo",94712
"G1801690","1930","Indiana","180","Wabash","1690","Wabash",24996
"G1801710","1930","Indiana","180","Warren","1710","Warren",9150
"G1801730","1930","Indiana","180","Warrick","1730","Warrick",17848
"G1801750","1930","Indiana","180","Washington","1750","Washington",16285
"G1801770","1930","Indiana","180","Wayne","1770","Wayne",52371
"G1801790","1930","Indiana","180","Wells","1790","Wells",18408
"G1801810","1930","Indiana","180","White","1810","White",15831
"G1801830","1930","Indiana","180","Whitley","1830","Whitley",15913
"G1900010","1930","Iowa","190","Adair","0010","Adair",13859
"G1900030","1930","Iowa","190","Adams","0030","Adams",10421
"G1900050","1930","Iowa","190","Allamakee","0050","Allamakee",16302
"G1900070","1930","Iowa","190","Appanoose","0070","Appanoose",24476
"G1900090","1930","Iowa","190","Audubon","0090","Audubon",12249
"G1900110","1930","Iowa","190","Benton","0110","Benton",22837
"G1900130","1930","Iowa","190","Black Hawk","0130","Black Hawk",67825
"G1900150","1930","Iowa","190","Boone","0150","Boone",29207
"G1900170","1930","Iowa","190","Bremer","0170","Bremer",17041
"G1900190","1930","Iowa","190","Buchanan","0190","Buchanan",19529
"G1900210","1930","Iowa","190","Buena Vista","0210","Buena Vista",18647
"G1900230","1930","Iowa","190","Butler","0230","Butler",17617
"G1900250","1930","Iowa","190","Calhoun","0250","Calhoun",17584
"G1900270","1930","Iowa","190","Carroll","0270","Carroll",22305
"G1900290","1930","Iowa","190","Cass","0290","Cass",19377
"G1900310","1930","Iowa","190","Cedar","0310","Cedar",16758
"G1900330","1930","Iowa","190","Cerro Gordo","0330","Cerro Gordo",37638
"G1900350","1930","Iowa","190","Cherokee","0350","Cherokee",18715
"G1900370","1930","Iowa","190","Chickasaw","0370","Chickasaw",14637
"G1900390","1930","Iowa","190","Clarke","0390","Clarke",10346
"G1900410","1930","Iowa","190","Clay","0410","Clay",16097
"G1900430","1930","Iowa","190","Clayton","0430","Clayton",24553
"G1900450","1930","Iowa","190","Clinton","0450","Clinton",44141
"G1900470","1930","Iowa","190","Crawford","0470","Crawford",21015
"G1900490","1930","Iowa","190","Dallas","0490","Dallas",25071
"G1900510","1930","Iowa","190","Davis","0510","Davis",11122
"G1900530","1930","Iowa","190","Decatur","0530","Decatur",14899
"G1900550","1930","Iowa","190","Delaware","0550","Delaware",18120
"G1900570","1930","Iowa","190","Des Moines","0570","Des Moines",37750
"G1900590","1930","Iowa","190","Dickinson","0590","Dickinson",10979
"G1900610","1930","Iowa","190","Dubuque","0610","Dubuque",61110
"G1900630","1930","Iowa","190","Emmet","0630","Emmet",12805
"G1900650","1930","Iowa","190","Fayette","0650","Fayette",28910
"G1900670","1930","Iowa","190","Floyd","0670","Floyd",19514
"G1900690","1930","Iowa","190","Franklin","0690","Franklin",16344
"G1900710","1930","Iowa","190","Fremont","0710","Fremont",15513
"G1900730","1930","Iowa","190","Greene","0730","Greene",16517
"G1900750","1930","Iowa","190","Grundy","0750","Grundy",14132
"G1900770","1930","Iowa","190","Guthrie","0770","Guthrie",17322
"G1900790","1930","Iowa","190","Hamilton","0790","Hamilton",20960
"G1900810","1930","Iowa","190","Hancock","0810","Hancock",14747
"G1900830","1930","Iowa","190","Hardin","0830","Hardin",22820
"G1900850","1930","Iowa","190","Harrison","0850","Harrison",24850
"G1900870","1930","Iowa","190","Henry","0870","Henry",17514
"G1900890","1930","Iowa","190","Howard","0890","Howard",13075
"G1900910","1930","Iowa","190","Humboldt","0910","Humboldt",13177
"G1900930","1930","Iowa","190","Ida","0930","Ida",11933
"G1900950","1930","Iowa","190","Iowa","0950","Iowa",17329
"G1900970","1930","Iowa","190","Jackson","0970","Jackson",18479
"G1900990","1930","Iowa","190","Jasper","0990","Jasper",32698
"G1901010","1930","Iowa","190","Jefferson","1010","Jefferson",16122
"G1901030","1930","Iowa","190","Johnson","1030","Johnson",30121
"G1901050","1930","Iowa","190","Jones","1050","Jones",19135
"G1901070","1930","Iowa","190","Keokuk","1070","Keokuk",19124
"G1901090","1930","Iowa","190","Kossuth","1090","Kossuth",25253
"G1901110","1930","Iowa","190","Lee","1110","Lee",39455
"G1901130","1930","Iowa","190","Linn","1130","Linn",81369
"G1901150","1930","Iowa","190","Louisa","1150","Louisa",11528
"G1901170","1930","Iowa","190","Lucas","1170","Lucas",15069
"G1901190","1930","Iowa","190","Lyon","1190","Lyon",15292
"G1901210","1930","Iowa","190","Madison","1210","Madison",14328
"G1901230","1930","Iowa","190","Mahaska","1230","Mahaska",25589
"G1901250","1930","Iowa","190","Marion","1250","Marion",25581
"G1901270","1930","Iowa","190","Marshall","1270","Marshall",33345
"G1901290","1930","Iowa","190","Mills","1290","Mills",15790
"G1901310","1930","Iowa","190","Mitchell","1310","Mitchell",14050
"G1901330","1930","Iowa","190","Monona","1330","Monona",18143
"G1901350","1930","Iowa","190","Monroe","1350","Monroe",14651
"G1901370","1930","Iowa","190","Montgomery","1370","Montgomery",16679
"G1901390","1930","Iowa","190","Muscatine","1390","Muscatine",29256
"G1901410","1930","Iowa","190","O Brien","1410","O Brien",18404
"G1901430","1930","Iowa","190","Osceola","1430","Osceola",10127
"G1901450","1930","Iowa","190","Page","1450","Page",25679
"G1901470","1930","Iowa","190","Palo Alto","1470","Palo Alto",15398
"G1901490","1930","Iowa","190","Plymouth","1490","Plymouth",24153
"G1901510","1930","Iowa","190","Pocahontas","1510","Pocahontas",15686
"G1901530","1930","Iowa","190","Polk","1530","Polk",166439
"G1901550","1930","Iowa","190","Pottawattamie","1550","Pottawattamie",68876
"G1901570","1930","Iowa","190","Poweshiek","1570","Poweshiek",18698
"G1901590","1930","Iowa","190","Ringgold","1590","Ringgold",11966
"G1901610","1930","Iowa","190","Sac","1610","Sac",17627
"G1901630","1930","Iowa","190","Scott","1630","Scott",75966
"G1901650","1930","Iowa","190","Shelby","1650","Shelby",17127
"G1901670","1930","Iowa","190","Sioux","1670","Sioux",26798
"G1901690","1930","Iowa","190","Story","1690","Story",31066
"G1901710","1930","Iowa","190","Tama","1710","Tama",21623
"G1901730","1930","Iowa","190","Taylor","1730","Taylor",14840
"G1901750","1930","Iowa","190","Union","1750","Union",17357
"G1901770","1930","Iowa","190","Van Buren","1770","Van Buren",12559
"G1901790","1930","Iowa","190","Wapello","1790","Wapello",40022
"G1901810","1930","Iowa","190","Warren","1810","Warren",17668
"G1901830","1930","Iowa","190","Washington","1830","Washington",19752
"G1901850","1930","Iowa","190","Wayne","1850","Wayne",13782
"G1901870","1930","Iowa","190","Webster","1870","Webster",40009
"G1901890","1930","Iowa","190","Winnebago","1890","Winnebago",13104
"G1901910","1930","Iowa","190","Winneshiek","1910","Winneshiek",21620
"G1901930","1930","Iowa","190","Woodbury","1930","Woodbury",100206
"G1901950","1930","Iowa","190","Worth","1950","Worth",10996
"G1901970","1930","Iowa","190","Wright","1970","Wright",20088
"G2000010","1930","Kansas","200","Allen","0010","Allen",20717
"G2000030","1930","Kansas","200","Anderson","0030","Anderson",13201
"G2000050","1930","Kansas","200","Atchison","0050","Atchison",21998
"G2000070","1930","Kansas","200","Barber","0070","Barber",9994
"G2000090","1930","Kansas","200","Barton","0090","Barton",19111
"G2000110","1930","Kansas","200","Bourbon","0110","Bourbon",21532
"G2000130","1930","Kansas","200","Brown","0130","Brown",19306
"G2000150","1930","Kansas","200","Butler","0150","Butler",35231
"G2000170","1930","Kansas","200","Chase","0170","Chase",6508
"G2000190","1930","Kansas","200","Chautauqua","0190","Chautauqua",10174
"G2000210","1930","Kansas","200","Cherokee","0210","Cherokee",30776
"G2000230","1930","Kansas","200","Cheyenne","0230","Cheyenne",6947
"G2000250","1930","Kansas","200","Clark","0250","Clark",4766
"G2000270","1930","Kansas","200","Clay","0270","Clay",14501
"G2000290","1930","Kansas","200","Cloud","0290","Cloud",17960
"G2000310","1930","Kansas","200","Coffey","0310","Coffey",13611
"G2000330","1930","Kansas","200","Comanche","0330","Comanche",5230
"G2000350","1930","Kansas","200","Cowley","0350","Cowley",39344
"G2000370","1930","Kansas","200","Crawford","0370","Crawford",48231
"G2000390","1930","Kansas","200","Decatur","0390","Decatur",8856
"G2000410","1930","Kansas","200","Dickinson","0410","Dickinson",25302
"G2000430","1930","Kansas","200","Doniphan","0430","Doniphan",13388
"G2000450","1930","Kansas","200","Douglas","0450","Douglas",23162
"G2000470","1930","Kansas","200","Edwards","0470","Edwards",7110
"G2000490","1930","Kansas","200","Elk","0490","Elk",8842
"G2000510","1930","Kansas","200","Ellis","0510","Ellis",15841
"G2000530","1930","Kansas","200","Ellsworth","0530","Ellsworth",9802
"G2000550","1930","Kansas","200","Finney","0550","Finney",10149
"G2000570","1930","Kansas","200","Ford","0570","Ford",19789
"G2000590","1930","Kansas","200","Franklin","0590","Franklin",21169
"G2000610","1930","Kansas","200","Geary","0610","Geary",13234
"G2000630","1930","Kansas","200","Gove","0630","Gove",5585
"G2000650","1930","Kansas","200","Graham","0650","Graham",7343
"G2000670","1930","Kansas","200","Grant","0670","Grant",3036
"G2000690","1930","Kansas","200","Gray","0690","Gray",6099
"G2000710","1930","Kansas","200","Greeley","0710","Greeley",1700
"G2000730","1930","Kansas","200","Greenwood","0730","Greenwood",19122
"G2000750","1930","Kansas","200","Hamilton","0750","Hamilton",3225
"G2000770","1930","Kansas","200","Harper","0770","Harper",12702
"G2000790","1930","Kansas","200","Harvey","0790","Harvey",20998
"G2000810","1930","Kansas","200","Haskell","0810","Haskell",2775
"G2000830","1930","Kansas","200","Hodgeman","0830","Hodgeman",4096
"G2000850","1930","Kansas","200","Jackson","0850","Jackson",14037
"G2000870","1930","Kansas","200","Jefferson","0870","Jefferson",13733
"G2000890","1930","Kansas","200","Jewell","0890","Jewell",14449
"G2000910","1930","Kansas","200","Johnson","0910","Johnson",26047
"G2000930","1930","Kansas","200","Kearny","0930","Kearny",3057
"G2000950","1930","Kansas","200","Kingman","0950","Kingman",11557
"G2000970","1930","Kansas","200","Kiowa","0970","Kiowa",6003
"G2000990","1930","Kansas","200","Labette","0990","Labette",29379
"G2001010","1930","Kansas","200","Lane","1010","Lane",3352
"G2001030","1930","Kansas","200","Leavenworth","1030","Leavenworth",37647
"G2001050","1930","Kansas","200","Lincoln","1050","Lincoln",9691
"G2001070","1930","Kansas","200","Linn","1070","Linn",13288
"G2001090","1930","Kansas","200","Logan","1090","Logan",3949
"G2001110","1930","Kansas","200","Lyon","1110","Lyon",27892
"G2001130","1930","Kansas","200","McPherson","1130","Mcpherson",23493
"G2001150","1930","Kansas","200","Marion","1150","Marion",20320
"G2001170","1930","Kansas","200","Marshall","1170","Marshall",22918
"G2001190","1930","Kansas","200","Meade","1190","Meade",6794
"G2001210","1930","Kansas","200","Miami","1210","Miami",20383
"G2001230","1930","Kansas","200","Mitchell","1230","Mitchell",12745
"G2001250","1930","Kansas","200","Montgomery","1250","Montgomery",46904
"G2001270","1930","Kansas","200","Morris","1270","Morris",11501
"G2001290","1930","Kansas","200","Morton","1290","Morton",4075
"G2001310","1930","Kansas","200","Nemaha","1310","Nemaha",18229
"G2001330","1930","Kansas","200","Neosho","1330","Neosho",21674
"G2001350","1930","Kansas","200","Ness","1350","Ness",8327
"G2001370","1930","Kansas","200","Norton","1370","Norton",11678
"G2001390","1930","Kansas","200","Osage","1390","Osage",17220
"G2001410","1930","Kansas","200","Osborne","1410","Osborne",11542
"G2001430","1930","Kansas","200","Ottawa","1430","Ottawa",9782
"G2001450","1930","Kansas","200","Pawnee","1450","Pawnee",10098
"G2001470","1930","Kansas","200","Phillips","1470","Phillips",12029
"G2001490","1930","Kansas","200","Pottawatomie","1490","Pottawatomie",15621
"G2001510","1930","Kansas","200","Pratt","1510","Pratt",12868
"G2001530","1930","Kansas","200","Rawlins","1530","Rawlins",7347
"G2001550","1930","Kansas","200","Reno","1550","Reno",46305
"G2001570","1930","Kansas","200","Republic","1570","Republic",14702
"G2001590","1930","Kansas","200","Rice","1590","Rice",13343
"G2001610","1930","Kansas","200","Riley","1610","Riley",19363
"G2001630","1930","Kansas","200","Rooks","1630","Rooks",9463
"G2001650","1930","Kansas","200","Rush","1650","Rush",9049
"G2001670","1930","Kansas","200","Russell","1670","Russell",11003
"G2001690","1930","Kansas","200","Saline","1690","Saline",28450
"G2001710","1930","Kansas","200","Scott","1710","Scott",3865
"G2001730","1930","Kansas","200","Sedgwick","1730","Sedgwick",129013
"G2001750","1930","Kansas","200","Seward","1750","Seward",7985
"G2001770","1930","Kansas","200","Shawnee","1770","Shawnee",76452
"G2001790","1930","Kansas","200","Sheridan","1790","Sheridan",6004
"G2001810","1930","Kansas","200","Sherman","1810","Sherman",7285
"G2001830","1930","Kansas","200","Smith","1830","Smith",13535
"G2001850","1930","Kansas","200","Stafford","1850","Stafford",10352
"G2001870","1930","Kansas","200","Stanton","1870","Stanton",2152
"G2001890","1930","Kansas","200","Stevens","1890","Stevens",4512
"G2001910","1930","Kansas","200","Sumner","1910","Sumner",28161
"G2001930","1930","Kansas","200","Thomas","1930","Thomas",7296
"G2001950","1930","Kansas","200","Trego","1950","Trego",6437
"G2001970","1930","Kansas","200","Wabaunsee","1970","Wabaunsee",10336
"G2001990","1930","Kansas","200","Wallace","1990","Wallace",2808
"G2002010","1930","Kansas","200","Washington","2010","Washington",17100
"G2002030","1930","Kansas","200","Wichita","2030","Wichita",2336
"G2002050","1930","Kansas","200","Wilson","2050","Wilson",18449
"G2002070","1930","Kansas","200","Woodson","2070","Woodson",8498
"G2002090","1930","Kansas","200","Wyandotte","2090","Wyandotte",116501
"G2100010","1930","Kentucky","210","Adair","0010","Adair",15386
"G2100030","1930","Kentucky","210","Allen","0030","Allen",14698
"G2100050","1930","Kentucky","210","Anderson","0050","Anderson",7932
"G2100070","1930","Kentucky","210","Ballard","0070","Ballard",8979
"G2100090","1930","Kentucky","210","Barren","0090","Barren",23071
"G2100110","1930","Kentucky","210","Bath","0110","Bath",10331
"G2100130","1930","Kentucky","210","Bell","0130","Bell",36831
"G2100150","1930","Kentucky","210","Boone","0150","Boone",9216
"G2100170","1930","Kentucky","210","Bourbon","0170","Bourbon",14053
"G2100190","1930","Kentucky","210","Boyd","0190","Boyd",42755
"G2100210","1930","Kentucky","210","Boyle","0210","Boyle",13111
"G2100230","1930","Kentucky","210","Bracken","0230","Bracken",9394
"G2100250","1930","Kentucky","210","Breathitt","0250","Breathitt",20940
"G2100270","1930","Kentucky","210","Breckinridge","0270","Breckinridge",16427
"G2100290","1930","Kentucky","210","Bullitt","0290","Bullitt",8528
"G2100310","1930","Kentucky","210","Butler","0310","Butler",12323
"G2100330","1930","Kentucky","210","Caldwell","0330","Caldwell",12059
"G2100350","1930","Kentucky","210","Calloway","0350","Calloway",16862
"G2100370","1930","Kentucky","210","Campbell","0370","Campbell",72058
"G2100390","1930","Kentucky","210","Carlisle","0390","Carlisle",7069
"G2100410","1930","Kentucky","210","Carroll","0410","Carroll",7770
"G2100430","1930","Kentucky","210","Carter","0430","Carter",23786
"G2100450","1930","Kentucky","210","Casey","0450","Casey",16617
"G2100470","1930","Kentucky","210","Christian","0470","Christian",22579
"G2100490","1930","Kentucky","210","Clark","0490","Clark",14798
"G2100510","1930","Kentucky","210","Clay","0510","Clay",18226
"G2100530","1930","Kentucky","210","Clinton","0530","Clinton",8949
"G2100550","1930","Kentucky","210","Crittenden","0550","Crittenden",11650
"G2100570","1930","Kentucky","210","Cumberland","0570","Cumberland",9406
"G2100590","1930","Kentucky","210","Daviess","0590","Daviess",40299
"G2100610","1930","Kentucky","210","Edmonson","0610","Edmonson",11288
"G2100630","1930","Kentucky","210","Elliott","0630","Elliott",7570
"G2100650","1930","Kentucky","210","Estill","0650","Estill",16934
"G2100670","1930","Kentucky","210","Fayette","0670","Fayette",52088
"G2100690","1930","Kentucky","210","Fleming","0690","Fleming",12317
"G2100710","1930","Kentucky","210","Floyd","0710","Floyd",41078
"G2100730","1930","Kentucky","210","Franklin","0730","Franklin",18429
"G2100750","1930","Kentucky","210","Fulton","0750","Fulton",11773
"G2100770","1930","Kentucky","210","Gallatin","0770","Gallatin",4253
"G2100790","1930","Kentucky","210","Garrard","0790","Garrard",10098
"G2100810","1930","Kentucky","210","Grant","0810","Grant",9692
"G2100830","1930","Kentucky","210","Graves","0830","Graves",28584
"G2100850","1930","Kentucky","210","Grayson","0850","Grayson",16901
"G2100870","1930","Kentucky","210","Green","0870","Green",10422
"G2100890","1930","Kentucky","210","Greenup","0890","Greenup",24256
"G2100910","1930","Kentucky","210","Hancock","0910","Hancock",5863
"G2100930","1930","Kentucky","210","Hardin","0930","Hardin",19682
"G2100950","1930","Kentucky","210","Harlan","0950","Harlan",58641
"G2100970","1930","Kentucky","210","Harrison","0970","Harrison",13837
"G2100990","1930","Kentucky","210","Hart","0990","Hart",14766
"G2101010","1930","Kentucky","210","Henderson","1010","Henderson",21897
"G2101030","1930","Kentucky","210","Henry","1030","Henry",11383
"G2101050","1930","Kentucky","210","Hickman","1050","Hickman",7677
"G2101070","1930","Kentucky","210","Hopkins","1070","Hopkins",32168
"G2101090","1930","Kentucky","210","Jackson","1090","Jackson",10449
"G2101110","1930","Kentucky","210","Jefferson","1110","Jefferson",304237
"G2101130","1930","Kentucky","210","Jessamine","1130","Jessamine",10478
"G2101150","1930","Kentucky","210","Johnson","1150","Johnson",22922
"G2101170","1930","Kentucky","210","Kenton","1170","Kenton",89647
"G2101190","1930","Kentucky","210","Knott","1190","Knott",15001
"G2101210","1930","Kentucky","210","Knox","1210","Knox",25671
"G2101230","1930","Kentucky","210","Larue","1230","Larue",8580
"G2101250","1930","Kentucky","210","Laurel","1250","Laurel",20806
"G2101270","1930","Kentucky","210","Lawrence","1270","Lawrence",16589
"G2101290","1930","Kentucky","210","Lee","1290","Lee",9589
"G2101310","1930","Kentucky","210","Leslie","1310","Leslie",10746
"G2101330","1930","Kentucky","210","Letcher","1330","Letcher",33572
"G2101350","1930","Kentucky","210","Lewis","1350","Lewis",14253
"G2101370","1930","Kentucky","210","Lincoln","1370","Lincoln",15925
"G2101390","1930","Kentucky","210","Livingston","1390","Livingston",8258
"G2101410","1930","Kentucky","210","Logan","1410","Logan",18389
"G2101430","1930","Kentucky","210","Lyon","1430","Lyon",7330
"G2101450","1930","Kentucky","210","McCracken","1450","Mccracken",38507
"G2101470","1930","Kentucky","210","McCreary","1470","Mccreary",14600
"G2101490","1930","Kentucky","210","McLean","1490","Mclean",10756
"G2101510","1930","Kentucky","210","Madison","1510","Madison",23297
"G2101530","1930","Kentucky","210","Magoffin","1530","Magoffin",15675
"G2101550","1930","Kentucky","210","Marion","1550","Marion",14031
"G2101570","1930","Kentucky","210","Marshall","1570","Marshall",12827
"G2101590","1930","Kentucky","210","Martin","1590","Martin",8583
"G2101610","1930","Kentucky","210","Mason","1610","Mason",16391
"G2101630","1930","Kentucky","210","Meade","1630","Meade",7638
"G2101650","1930","Kentucky","210","Menifee","1650","Menifee",4924
"G2101670","1930","Kentucky","210","Mercer","1670","Mercer",12921
"G2101690","1930","Kentucky","210","Metcalfe","1690","Metcalfe",8837
"G2101710","1930","Kentucky","210","Monroe","1710","Monroe",12593
"G2101730","1930","Kentucky","210","Montgomery","1730","Montgomery",9692
"G2101750","1930","Kentucky","210","Morgan","1750","Morgan",15122
"G2101770","1930","Kentucky","210","Muhlenberg","1770","Muhlenberg",34843
"G2101790","1930","Kentucky","210","Nelson","1790","Nelson",14506
"G2101810","1930","Kentucky","210","Nicholas","1810","Nicholas",8058
"G2101830","1930","Kentucky","210","Ohio","1830","Ohio",23667
"G2101850","1930","Kentucky","210","Oldham","1850","Oldham",6686
"G2101870","1930","Kentucky","210","Owen","1870","Owen",10076
"G2101890","1930","Kentucky","210","Owsley","1890","Owsley",7182
"G2101910","1930","Kentucky","210","Pendleton","1910","Pendleton",10670
"G2101930","1930","Kentucky","210","Perry","1930","Perry",39788
"G2101950","1930","Kentucky","210","Pike","1950","Pike",61605
"G2101970","1930","Kentucky","210","Powell","1970","Powell",5597
"G2101990","1930","Kentucky","210","Pulaski","1990","Pulaski",34779
"G2102010","1930","Kentucky","210","Robertson","2010","Robertson",3298
"G2102030","1930","Kentucky","210","Rockcastle","2030","Rockcastle",15073
"G2102050","1930","Kentucky","210","Rowan","2050","Rowan",10866
"G2102070","1930","Kentucky","210","Russell","2070","Russell",11706
"G2102090","1930","Kentucky","210","Scott","2090","Scott",11889
"G2102110","1930","Kentucky","210","Shelby","2110","Shelby",15042
"G2102130","1930","Kentucky","210","Simpson","2130","Simpson",9585
"G2102150","1930","Kentucky","210","Spencer","2150","Spencer",6101
"G2102170","1930","Kentucky","210","Taylor","2170","Taylor",10926
"G2102190","1930","Kentucky","210","Todd","2190","Todd",10127
"G2102210","1930","Kentucky","210","Trigg","2210","Trigg",10158
"G2102230","1930","Kentucky","210","Trimble","2230","Trimble",5321
"G2102250","1930","Kentucky","210","Union","2250","Union",15027
"G2102270","1930","Kentucky","210","Warren","2270","Warren",28613
"G2102290","1930","Kentucky","210","Washington","2290","Washington",11261
"G2102310","1930","Kentucky","210","Wayne","2310","Wayne",15324
"G2102330","1930","Kentucky","210","Webster","2330","Webster",17430
"G2102350","1930","Kentucky","210","Whitley","2350","Whitley",29431
"G2102370","1930","Kentucky","210","Wolfe","2370","Wolfe",8419
"G2102390","1930","Kentucky","210","Woodford","2390","Woodford",8774
"G2200010","1930","Louisiana","220","Acadia","0010","Acadia",31222
"G2200030","1930","Louisiana","220","Allen","0030","Allen",11028
"G2200050","1930","Louisiana","220","Ascension","0050","Ascension",11352
"G2200070","1930","Louisiana","220","Assumption","0070","Assumption",9671
"G2200090","1930","Louisiana","220","Avoyelles","0090","Avoyelles",25010
"G2200110","1930","Louisiana","220","Beauregard","0110","Beauregard",11316
"G2200130","1930","Louisiana","220","Bienville","0130","Bienville",13165
"G2200150","1930","Louisiana","220","Bossier","0150","Bossier",10482
"G2200170","1930","Louisiana","220","Caddo","0170","Caddo",67362
"G2200190","1930","Louisiana","220","Calcasieu","0190","Calcasieu",29838
"G2200210","1930","Louisiana","220","Caldwell","0210","Caldwell",7493
"G2200230","1930","Louisiana","220","Cameron","0230","Cameron",5476
"G2200250","1930","Louisiana","220","Catahoula","0250","Catahoula",7800
"G2200270","1930","Louisiana","220","Claiborne","0270","Claiborne",14240
"G2200290","1930","Louisiana","220","Concordia","0290","Concordia",3586
"G2200310","1930","Louisiana","220","De Soto","0310","De Soto",11746
"G2200330","1930","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",38775
"G2200350","1930","Louisiana","220","East Carroll","0350","East Carroll",3975
"G2200370","1930","Louisiana","220","East Feliciana","0370","East Feliciana",5568
"G2200390","1930","Louisiana","220","Evangeline","0390","Evangeline",19708
"G2200410","1930","Louisiana","220","Franklin","0410","Franklin",19207
"G2200430","1930","Louisiana","220","Grant","0430","Grant",10753
"G2200450","1930","Louisiana","220","Iberia","0450","Iberia",17439
"G2200470","1930","Louisiana","220","Iberville","0470","Iberville",11900
"G2200490","1930","Louisiana","220","Jackson","0490","Jackson",9821
"G2200510","1930","Louisiana","220","Jefferson","0510","Jefferson",31867
"G2200530","1930","Louisiana","220","Jefferson Davis","0530","Jefferson Davis",14785
"G2200550","1930","Louisiana","220","Lafayette","0550","Lafayette",25554
"G2200570","1930","Louisiana","220","Lafourche","0570","Lafourche",27087
"G2200590","1930","Louisiana","220","La Salle","0590","La Salle",9527
"G2200610","1930","Louisiana","220","Lincoln","0610","Lincoln",13121
"G2200630","1930","Louisiana","220","Livingston","0630","Livingston",14059
"G2200650","1930","Louisiana","220","Madison","0650","Madison",5195
"G2200670","1930","Louisiana","220","Morehouse","0670","Morehouse",10073
"G2200690","1930","Louisiana","220","Natchitoches","0690","Natchitoches",18228
"G2200710","1930","Louisiana","220","Orleans","0710","Orleans",327729
"G2200730","1930","Louisiana","220","Ouachita","0730","Ouachita",35200
"G2200750","1930","Louisiana","220","Plaquemines","0750","Plaquemines",5049
"G2200770","1930","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",8796
"G2200790","1930","Louisiana","220","Rapides","0790","Rapides",40013
"G2200810","1930","Louisiana","220","Red River","0810","Red River",8448
"G2200830","1930","Louisiana","220","Richland","0830","Richland",13147
"G2200850","1930","Louisiana","220","Sabine","0850","Sabine",16966
"G2200870","1930","Louisiana","220","St Bernard","0870","St Bernard",5152
"G2200890","1930","Louisiana","220","St Charles","0890","St Charles",7902
"G2200910","1930","Louisiana","220","St Helena","0910","St Helena",3881
"G2200930","1930","Louisiana","220","St James","0930","St James",7742
"G2200950","1930","Louisiana","220","St John The Baptist","0950","St John The Baptist",7131
"G2200970","1930","Louisiana","220","St Landry","0970","St Landry",30551
"G2200990","1930","Louisiana","220","St Martin","0990","St Martin",14222
"G2201010","1930","Louisiana","220","St Mary","1010","St Mary",15035
"G2201030","1930","Louisiana","220","St Tammany","1030","St Tammany",13846
"G2201050","1930","Louisiana","220","Tangipahoa","1050","Tangipahoa",30579
"G2201070","1930","Louisiana","220","Tensas","1070","Tensas",4280
"G2201090","1930","Louisiana","220","Terrebonne","1090","Terrebonne",20491
"G2201110","1930","Louisiana","220","Union","1110","Union",14097
"G2201130","1930","Louisiana","220","Vermilion","1130","Vermilion",29269
"G2201150","1930","Louisiana","220","Vernon","1150","Vernon",16383
"G2201170","1930","Louisiana","220","Washington","1170","Washington",20182
"G2201190","1930","Louisiana","220","Webster","1190","Webster",16367
"G2201210","1930","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",3581
"G2201230","1930","Louisiana","220","West Carroll","1230","West Carroll",11055
"G2201250","1930","Louisiana","220","West Feliciana","1250","West Feliciana",2568
"G2201270","1930","Louisiana","220","Winn","1270","Winn",11069
"G2300010","1930","Maine","230","Androscoggin","0010","Androscoggin",71132
"G2300030","1930","Maine","230","Aroostook","0030","Aroostook",87728
"G2300050","1930","Maine","230","Cumberland","0050","Cumberland",134197
"G2300070","1930","Maine","230","Franklin","0070","Franklin",19931
"G2300090","1930","Maine","230","Hancock","0090","Hancock",30706
