GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AV2001
"G1800770","1890","Indiana","180","Jefferson","0770","Jefferson",999,944,1105,0,0,0,0,0,0,2,3,0,23506
"G1800790","1890","Indiana","180","Jennings","0790","Jennings",294,408,422,0,0,0,0,0,0,1,0,0,14313
"G1800810","1890","Indiana","180","Johnson","0810","Johnson",342,355,115,0,0,0,0,0,0,0,0,0,19219
"G1800830","1890","Indiana","180","Knox","0830","Knox",588,629,380,2,0,0,0,0,0,0,1,0,27454
"G1800850","1890","Indiana","180","Kosciusko","0850","Kosciusko",62,49,10,3,0,0,0,0,0,0,0,0,28580
"G1800870","1890","Indiana","180","Lagrange","0870","Lagrange",8,15,25,0,0,0,0,0,0,0,0,0,15607
"G1800890","1890","Indiana","180","Lake","0890","Lake",23,2,3,2,0,0,0,0,0,0,0,0,23861
"G1800910","1890","Indiana","180","LaPorte","0910","Laporte",217,249,228,4,0,0,0,0,0,0,5,0,34224
"G1800930","1890","Indiana","180","Lawrence","0930","Lawrence",377,335,250,0,0,0,0,0,0,1,0,0,19414
"G1800950","1890","Indiana","180","Madison","0950","Madison",226,126,88,0,0,0,0,0,0,0,0,0,36261
"G1800970","1890","Indiana","180","Marion","0970","Marion",11118,8038,3938,10,14,0,1,0,0,10,1,4,130017
"G1800990","1890","Indiana","180","Marshall","0990","Marshall",5,9,0,0,0,0,0,0,0,0,0,0,23813
"G1801010","1890","Indiana","180","Martin","1010","Martin",23,22,36,0,0,0,0,0,0,0,0,0,13950
"G1801030","1890","Indiana","180","Miami","1030","Miami",112,135,51,2,1,0,0,0,0,97,109,145,25612
"G1801050","1890","Indiana","180","Monroe","1050","Monroe",408,345,259,1,0,0,0,0,0,0,0,0,17264
"G1801070","1890","Indiana","180","Montgomery","1070","Montgomery",357,427,167,2,1,0,2,0,0,3,3,0,27661
"G1801090","1890","Indiana","180","Morgan","1090","Morgan",114,150,74,1,0,0,0,0,0,0,0,0,18528
"G1801110","1890","Indiana","180","Newton","1110","Newton",44,86,33,0,0,0,0,0,0,0,0,0,8759
"G1801130","1890","Indiana","180","Noble","1130","Noble",10,47,13,1,0,0,0,0,0,1,0,0,23347
"G1801150","1890","Indiana","180","Ohio","1150","Ohio",154,205,189,0,0,0,0,0,0,0,0,0,4801
"G1801170","1890","Indiana","180","Orange","1170","Orange",70,149,159,0,0,0,0,0,0,0,4,0,14608
"G1801190","1890","Indiana","180","Owen","1190","Owen",83,127,59,0,0,0,0,0,0,0,0,0,14957
"G1801210","1890","Indiana","180","Parke","1210","Parke",356,288,152,0,0,0,1,0,0,0,2,0,19939
"G1801230","1890","Indiana","180","Perry","1230","Perry",253,208,150,0,0,0,0,0,0,0,0,0,17987
"G1801250","1890","Indiana","180","Pike","1250","Pike",56,27,14,1,0,0,0,0,0,0,0,0,18487
"G1801270","1890","Indiana","180","Porter","1270","Porter",11,33,39,2,0,0,0,0,0,0,0,0,18039
"G1801290","1890","Indiana","180","Posey","1290","Posey",1193,955,564,1,0,0,0,0,0,0,0,0,20335
"G1801310","1890","Indiana","180","Pulaski","1310","Pulaski",9,4,0,0,0,0,0,0,0,0,0,0,11224
"G1801330","1890","Indiana","180","Putnam","1330","Putnam",357,576,105,1,0,0,0,0,0,0,0,0,21977
"G1801350","1890","Indiana","180","Randolph","1350","Randolph",606,591,617,0,0,0,0,0,0,4,1,0,27475
"G1801370","1890","Indiana","180","Ripley","1370","Ripley",74,157,103,0,0,0,0,0,0,0,0,0,19276
"G1801390","1890","Indiana","180","Rush","1390","Rush",534,550,463,0,0,0,0,0,0,2,0,1,18498
"G1801410","1890","Indiana","180","St Joseph","1410","St Joseph",340,279,120,3,0,0,0,0,0,1,10,7,42113
"G1801430","1890","Indiana","180","Scott","1430","Scott",1,10,5,0,0,0,0,0,0,0,0,0,7832
"G1801450","1890","Indiana","180","Shelby","1450","Shelby",313,287,128,1,0,0,0,0,0,0,0,0,25140
"G1801470","1890","Indiana","180","Spencer","1470","Spencer",1388,1492,949,1,0,0,0,0,0,0,0,0,20671
"G1801490","1890","Indiana","180","Starke","1490","Starke",3,0,0,0,0,0,0,0,0,0,0,0,7336
"G1801510","1890","Indiana","180","Steuben","1510","Steuben",6,8,5,0,0,0,0,0,0,0,0,0,14472
"G1801530","1890","Indiana","180","Sullivan","1530","Sullivan",182,146,105,0,0,0,0,0,0,0,0,0,21695
"G1801550","1890","Indiana","180","Switzerland","1550","Switzerland",135,214,121,0,0,0,0,0,0,0,0,0,12379
"G1801570","1890","Indiana","180","Tippecanoe","1570","Tippecanoe",352,304,172,2,2,0,0,0,0,0,0,0,34724
"G1801590","1890","Indiana","180","Tipton","1590","Tipton",19,58,61,2,0,0,0,0,0,0,3,0,18136
"G1801610","1890","Indiana","180","Union","1610","Union",161,144,112,0,0,0,0,0,0,0,0,0,6845
"G1801630","1890","Indiana","180","Vanderburgh","1630","Vanderburgh",6080,3843,2151,3,3,0,13,0,0,2,2,0,53711
"G1801650","1890","Indiana","180","Vermillion","1650","Vermillion",47,74,48,0,0,0,0,0,0,0,0,0,13107
"G1801670","1890","Indiana","180","Vigo","1670","Vigo",1720,1506,1099,1,2,0,0,0,0,0,1,3,48474
"G1801690","1890","Indiana","180","Wabash","1690","Wabash",141,254,84,3,0,0,0,0,0,94,16,47,26888
"G1801710","1890","Indiana","180","Warren","1710","Warren",15,19,22,0,0,0,0,0,0,6,0,1,10934
"G1801730","1890","Indiana","180","Warrick","1730","Warrick",614,619,487,0,0,0,0,0,0,0,0,0,20547
"G1801750","1890","Indiana","180","Washington","1750","Washington",9,3,18,0,0,0,0,0,0,1,0,0,18609
"G1801770","1890","Indiana","180","Wayne","1770","Wayne",1370,1710,1238,3,2,0,0,0,0,1,1,0,36254
"G1801790","1890","Indiana","180","Wells","1790","Wells",3,5,0,0,0,0,0,0,0,0,0,0,21511
"G1801810","1890","Indiana","180","White","1810","White",9,6,3,0,0,0,0,0,0,0,0,0,15662
"G1801830","1890","Indiana","180","Whitley","1830","Whitley",51,108,97,1,0,0,0,0,0,0,0,0,17716
"G1900010","1890","Iowa","190","Adair","0010","Adair",22,8,1,0,0,0,0,0,0,0,0,0,14512
"G1900030","1890","Iowa","190","Adams","0030","Adams",45,89,24,0,0,0,0,0,0,0,0,0,12247
"G1900050","1890","Iowa","190","Allamakee","0050","Allamakee",12,38,8,0,0,0,0,0,0,0,0,0,17895
"G1900070","1890","Iowa","190","Appanoose","0070","Appanoose",145,74,35,0,0,0,0,0,0,0,0,0,18816
"G1900090","1890","Iowa","190","Audubon","0090","Audubon",0,3,1,0,0,0,0,0,0,0,0,0,12412
"G1900110","1890","Iowa","190","Benton","0110","Benton",23,20,24,0,0,0,0,0,0,0,0,0,24155
"G1900130","1890","Iowa","190","Black Hawk","0130","Black Hawk",12,37,18,1,0,0,0,0,0,0,0,0,24206
"G1900150","1890","Iowa","190","Boone","0150","Boone",93,251,11,1,2,0,0,0,0,0,0,1,23678
"G1900170","1890","Iowa","190","Bremer","0170","Bremer",7,6,17,0,0,0,0,0,0,0,1,1,14623
"G1900190","1890","Iowa","190","Buchanan","0190","Buchanan",20,29,9,0,0,0,0,0,0,1,0,0,18976
"G1900210","1890","Iowa","190","Buena Vista","0210","Buena Vista",16,1,0,0,0,0,0,0,0,0,0,0,13532
"G1900230","1890","Iowa","190","Butler","0230","Butler",1,31,0,0,0,0,0,0,0,0,0,0,15462
"G1900250","1890","Iowa","190","Calhoun","0250","Calhoun",0,2,0,0,0,0,0,0,0,0,0,0,13107
"G1900270","1890","Iowa","190","Carroll","0270","Carroll",29,10,0,0,0,0,0,0,0,0,0,0,18799
"G1900290","1890","Iowa","190","Cass","0290","Cass",12,21,5,2,0,0,0,0,0,0,0,0,19631
"G1900310","1890","Iowa","190","Cedar","0310","Cedar",37,53,42,0,0,0,0,0,0,1,4,0,18215
"G1900330","1890","Iowa","190","Cerro Gordo","0330","Cerro Gordo",9,23,4,0,0,0,0,0,0,0,0,0,14855
"G1900350","1890","Iowa","190","Cherokee","0350","Cherokee",5,2,6,0,0,0,0,0,0,0,0,0,15654
"G1900370","1890","Iowa","190","Chickasaw","0370","Chickasaw",0,0,3,1,0,0,0,0,0,0,0,0,15018
"G1900390","1890","Iowa","190","Clarke","0390","Clarke",61,58,26,0,0,0,0,0,0,0,0,0,11271
"G1900410","1890","Iowa","190","Clay","0410","Clay",0,2,0,0,0,0,0,0,0,0,0,0,9309
"G1900430","1890","Iowa","190","Clayton","0430","Clayton",11,1,26,0,0,0,0,0,0,0,0,1,26722
"G1900450","1890","Iowa","190","Clinton","0450","Clinton",209,187,129,1,2,0,0,0,0,8,1,2,40981
"G1900470","1890","Iowa","190","Crawford","0470","Crawford",15,23,1,0,0,0,0,0,0,0,0,0,18879
"G1900490","1890","Iowa","190","Dallas","0490","Dallas",37,53,25,1,1,0,0,0,0,0,0,0,20441
"G1900510","1890","Iowa","190","Davis","0510","Davis",60,60,30,0,0,0,0,0,0,0,4,0,15198
"G1900530","1890","Iowa","190","Decatur","0530","Decatur",56,129,41,0,0,0,0,0,0,0,0,0,15587
"G1900550","1890","Iowa","190","Delaware","0550","Delaware",2,2,21,1,0,0,0,0,0,0,0,0,17346
"G1900570","1890","Iowa","190","Des Moines","0570","Des Moines",381,425,227,3,0,0,0,0,0,0,0,0,34940
"G1900590","1890","Iowa","190","Dickinson","0590","Dickinson",1,1,0,0,0,0,0,0,0,0,0,0,4327
"G1900610","1890","Iowa","190","Dubuque","0610","Dubuque",133,156,167,3,2,0,0,0,0,0,1,0,49712
"G1900630","1890","Iowa","190","Emmet","0630","Emmet",4,3,3,0,0,0,0,0,0,0,0,0,4270
"G1900650","1890","Iowa","190","Fayette","0650","Fayette",75,122,70,0,0,0,0,0,0,0,0,0,23066
"G1900670","1890","Iowa","190","Floyd","0670","Floyd",4,5,3,1,0,0,0,0,0,0,0,0,15419
"G1900690","1890","Iowa","190","Franklin","0690","Franklin",0,12,5,0,0,0,0,0,0,0,0,0,12871
"G1900710","1890","Iowa","190","Fremont","0710","Fremont",43,59,29,0,0,0,0,0,0,0,5,1,16799
"G1900730","1890","Iowa","190","Greene","0730","Greene",11,16,3,0,0,0,0,0,0,0,0,0,15786
"G1900750","1890","Iowa","190","Grundy","0750","Grundy",15,0,0,0,0,0,0,0,0,0,0,0,13200
"G1900770","1890","Iowa","190","Guthrie","0770","Guthrie",29,2,5,0,0,0,0,0,0,0,0,0,17351
"G1900790","1890","Iowa","190","Hamilton","0790","Hamilton",19,1,3,1,0,0,0,0,0,0,0,0,15299
"G1900810","1890","Iowa","190","Hancock","0810","Hancock",2,0,5,0,0,0,0,0,0,0,0,0,7619
"G1900830","1890","Iowa","190","Hardin","0830","Hardin",80,111,23,1,0,0,0,0,0,0,0,10,18922
"G1900850","1890","Iowa","190","Harrison","0850","Harrison",26,13,1,1,0,0,0,0,0,1,4,0,21328
"G1900870","1890","Iowa","190","Henry","0870","Henry",411,509,465,1,0,0,0,0,0,0,0,18,18483
"G1900890","1890","Iowa","190","Howard","0890","Howard",10,19,12,0,1,0,0,0,0,0,0,0,11172
"G1900910","1890","Iowa","190","Humboldt","0910","Humboldt",4,2,0,0,0,0,0,0,0,0,0,0,9832
"G1900930","1890","Iowa","190","Ida","0930","Ida",1,0,0,0,0,0,0,0,0,0,0,0,10704
"G1900950","1890","Iowa","190","Iowa","0950","Iowa",2,15,11,0,0,0,0,0,0,0,0,0,18268
"G1900970","1890","Iowa","190","Jackson","0970","Jackson",13,9,25,0,0,0,0,0,0,0,0,0,22758
"G1900990","1890","Iowa","190","Jasper","0990","Jasper",104,121,69,0,0,0,0,0,0,0,0,0,24839
"G1901010","1890","Iowa","190","Jefferson","1010","Jefferson",57,72,53,2,0,0,0,0,0,0,0,0,15125
"G1901030","1890","Iowa","190","Johnson","1030","Johnson",58,105,98,0,1,0,0,0,0,0,0,0,23024
"G1901050","1890","Iowa","190","Jones","1050","Jones",34,35,32,0,0,0,0,0,0,0,0,0,20199
"G1901070","1890","Iowa","190","Keokuk","1070","Keokuk",24,15,3,0,0,0,0,0,0,0,0,0,23838
"G1901090","1890","Iowa","190","Kossuth","1090","Kossuth",12,1,0,0,0,0,0,0,0,0,0,0,13108
"G1901110","1890","Iowa","190","Lee","1110","Lee",1666,1679,1563,4,1,0,0,0,0,1,1,0,36044
"G1901130","1890","Iowa","190","Linn","1130","Linn",234,207,48,0,3,0,0,0,0,0,0,0,45069
"G1901150","1890","Iowa","190","Louisa","1150","Louisa",25,65,59,0,0,0,0,0,0,0,0,0,11848
"G1901170","1890","Iowa","190","Lucas","1170","Lucas",319,40,31,0,0,0,0,0,0,1,0,0,14243
"G1901190","1890","Iowa","190","Lyon","1190","Lyon",0,0,0,0,0,0,0,0,0,0,0,0,8680
"G1901210","1890","Iowa","190","Madison","1210","Madison",11,10,3,0,0,0,0,0,0,0,2,0,15966
"G1901230","1890","Iowa","190","Mahaska","1230","Mahaska",1592,524,150,2,0,0,0,0,0,0,0,0,27211
"G1901250","1890","Iowa","190","Marion","1250","Marion",38,44,36,0,0,0,0,0,0,6,0,0,23014
"G1901270","1890","Iowa","190","Marshall","1270","Marshall",136,97,37,1,1,3,0,0,0,7,27,0,25698
"G1901290","1890","Iowa","190","Mills","1290","Mills",21,24,5,0,0,0,0,0,0,0,0,0,14527
"G1901310","1890","Iowa","190","Mitchell","1310","Mitchell",8,5,1,0,0,0,0,0,0,0,0,0,13291
"G1901330","1890","Iowa","190","Monona","1330","Monona",23,88,42,0,0,0,0,0,0,6,0,0,14486
"G1901350","1890","Iowa","190","Monroe","1350","Monroe",202,258,49,0,0,0,0,0,0,1,0,0,13463
"G1901370","1890","Iowa","190","Montgomery","1370","Montgomery",38,113,13,0,0,0,0,0,0,0,0,0,15810
"G1901390","1890","Iowa","190","Muscatine","1390","Muscatine",177,179,163,1,0,0,0,0,0,0,0,0,24326
"G1901410","1890","Iowa","190","O Brien","1410","O Brien",1,13,6,0,0,0,0,0,0,0,0,0,13059
"G1901430","1890","Iowa","190","Osceola","1430","Osceola",0,0,0,0,0,0,0,0,0,0,0,0,5574
"G1901450","1890","Iowa","190","Page","1450","Page",234,247,153,1,0,0,0,0,0,0,0,0,21106
"G1901470","1890","Iowa","190","Palo Alto","1470","Palo Alto",8,0,0,0,0,0,0,0,0,0,0,0,9310
"G1901490","1890","Iowa","190","Plymouth","1490","Plymouth",9,5,0,1,0,0,0,0,0,0,0,0,19558
"G1901510","1890","Iowa","190","Pocahontas","1510","Pocahontas",0,0,0,0,0,0,0,0,0,0,0,0,9553
"G1901530","1890","Iowa","190","Polk","1530","Polk",1194,672,303,2,9,0,0,0,0,3,0,0,64211
"G1901550","1890","Iowa","190","Pottawattamie","1550","Pottawattamie",327,614,163,3,3,0,0,0,0,2,2,5,47098
"G1901570","1890","Iowa","190","Poweshiek","1570","Poweshiek",66,62,79,0,0,0,1,0,0,0,0,0,18327
"G1901590","1890","Iowa","190","Ringgold","1590","Ringgold",0,15,5,0,0,0,0,0,0,0,0,0,13556
"G1901610","1890","Iowa","190","Sac","1610","Sac",0,0,1,0,0,0,0,0,0,0,0,0,14522
"G1901630","1890","Iowa","190","Scott","1630","Scott",274,266,246,6,0,0,0,0,0,0,0,0,42884
"G1901650","1890","Iowa","190","Shelby","1650","Shelby",1,13,6,0,0,0,0,0,0,0,0,0,17610
"G1901670","1890","Iowa","190","Sioux","1670","Sioux",0,1,0,0,0,0,0,0,0,0,0,0,18370
"G1901690","1890","Iowa","190","Story","1690","Story",0,9,2,0,0,0,0,0,0,0,0,0,18127
"G1901710","1890","Iowa","190","Tama","1710","Tama",45,32,45,2,0,0,0,0,0,0,380,0,21604
"G1901730","1890","Iowa","190","Taylor","1730","Taylor",96,130,101,0,0,0,0,0,0,0,0,0,16288
"G1901750","1890","Iowa","190","Union","1750","Union",68,90,13,1,2,0,0,0,0,0,0,0,16831
"G1901770","1890","Iowa","190","Van Buren","1770","Van Buren",130,123,211,0,0,0,0,0,0,0,0,0,16123
"G1901790","1890","Iowa","190","Wapello","1790","Wapello",658,460,193,2,2,0,0,0,0,0,0,0,29766
"G1901810","1890","Iowa","190","Warren","1810","Warren",54,63,81,0,0,0,0,0,0,0,0,0,18215
"G1901830","1890","Iowa","190","Washington","1830","Washington",75,95,53,0,0,0,0,0,0,0,0,0,18393
"G1901850","1890","Iowa","190","Wayne","1850","Wayne",20,22,1,0,0,0,0,0,0,6,0,0,15644
"G1901870","1890","Iowa","190","Webster","1870","Webster",43,8,9,2,0,0,0,0,0,0,0,0,21537
"G1901890","1890","Iowa","190","Winnebago","1890","Winnebago",0,1,1,0,0,0,0,0,0,0,0,0,7325
"G1901910","1890","Iowa","190","Winneshiek","1910","Winneshiek",10,13,25,1,0,0,0,0,0,16,4,0,22501
"G1901930","1890","Iowa","190","Woodbury","1930","Woodbury",366,178,44,14,3,0,0,0,0,0,30,9,55252
"G1901950","1890","Iowa","190","Worth","1950","Worth",22,9,0,0,0,0,0,0,0,0,0,0,9225
"G1901970","1890","Iowa","190","Wright","1970","Wright",2,0,2,0,0,0,0,0,0,0,0,0,12055
"G2000010","1890","Kansas","200","Allen","0010","Allen",394,350,152,0,0,0,0,0,0,0,1,1,13115
"G2000030","1890","Kansas","200","Anderson","0030","Anderson",288,186,112,1,0,0,0,0,0,0,0,0,13914
"G2000050","1890","Kansas","200","Atchison","0050","Atchison",3001,3410,1136,2,3,0,0,0,0,7,18,3,23748
"G2000070","1890","Kansas","200","Barber","0070","Barber",30,8,0,0,0,0,0,0,0,1,1,0,7942
"G2000090","1890","Kansas","200","Barton","0090","Barton",329,296,0,0,0,0,0,0,0,0,0,0,12843
"G2000110","1890","Kansas","200","Bourbon","0110","Bourbon",2272,1716,770,0,0,0,0,0,0,5,9,9,26298
"G2000130","1890","Kansas","200","Brown","0130","Brown",422,263,95,3,0,0,0,0,0,0,0,7,19894
"G2000150","1890","Kansas","200","Butler","0150","Butler",105,59,30,0,0,0,0,0,0,1,0,3,23949
"G2000170","1890","Kansas","200","Chase","0170","Chase",178,119,6,0,0,0,0,0,0,1,0,0,8054
"G2000190","1890","Kansas","200","Chautauqua","0190","Chautauqua",224,144,0,0,0,0,1,0,0,0,13,0,12072
"G2000210","1890","Kansas","200","Cherokee","0210","Cherokee",1342,1861,134,0,0,0,0,0,0,7,13,5,26421
"G2000230","1890","Kansas","200","Cheyenne","0230","Cheyenne",0,0,0,0,0,0,0,0,0,0,0,0,4401
"G2000250","1890","Kansas","200","Clark","0250","Clark",6,4,0,0,0,0,0,0,0,0,0,0,2351
"G2000270","1890","Kansas","200","Clay","0270","Clay",207,119,10,0,0,0,0,0,0,0,1,0,15939
"G2000290","1890","Kansas","200","Cloud","0290","Cloud",34,41,7,2,0,0,0,0,0,0,0,0,19259
"G2000310","1890","Kansas","200","Coffey","0310","Coffey",189,433,156,0,0,0,0,0,0,0,1,0,15667
"G2000330","1890","Kansas","200","Comanche","0330","Comanche",32,3,0,1,0,0,0,0,0,0,0,0,2516
"G2000350","1890","Kansas","200","Cowley","0350","Cowley",622,221,0,3,0,0,1,0,0,3,1,0,33849
"G2000370","1890","Kansas","200","Crawford","0370","Crawford",426,100,2,0,0,0,0,0,0,1,2,0,29859
"G2000390","1890","Kansas","200","Decatur","0390","Decatur",10,1,0,1,0,0,0,0,0,0,0,0,8403
"G2000410","1890","Kansas","200","Dickinson","0410","Dickinson",158,81,17,1,0,0,0,0,0,1,0,0,22113
"G2000430","1890","Kansas","200","Doniphan","0430","Doniphan",767,914,833,0,0,0,0,0,0,0,0,1,12768
"G2000450","1890","Kansas","200","Douglas","0450","Douglas",3076,3217,2352,2,2,0,0,0,0,440,5,8,20443
"G2000470","1890","Kansas","200","Edwards","0470","Edwards",85,56,0,0,0,0,0,0,0,0,0,0,3515
"G2000490","1890","Kansas","200","Elk","0490","Elk",6,21,0,0,0,0,0,0,0,0,0,0,12210
"G2000510","1890","Kansas","200","Ellis","0510","Ellis",66,68,31,0,0,0,0,0,0,0,0,1,7876
"G2000530","1890","Kansas","200","Ellsworth","0530","Ellsworth",126,107,26,1,0,0,0,0,0,0,2,0,9145
"G2000550","1890","Kansas","200","Finney","0550","Finney",62,0,0,0,0,0,0,0,0,0,0,0,3288
"G2000570","1890","Kansas","200","Ford","0570","Ford",51,73,109,0,0,0,0,0,0,0,1,1,5257
"G2000590","1890","Kansas","200","Franklin","0590","Franklin",863,923,364,0,0,0,0,0,0,0,27,60,19416
"G2000595","1890","Kansas","200","Garfield","0595","Garfield",5,0,0,0,0,0,0,0,0,0,0,0,876
"G2000610","1890","Kansas","200","Geary","0610","Geary",377,339,128,3,0,0,0,0,0,3,2,4,10040
"G2000630","1890","Kansas","200","Gove","0630","Gove",37,10,0,0,0,0,0,0,0,0,0,0,2957
"G2000650","1890","Kansas","200","Graham","0650","Graham",529,484,0,1,0,0,0,0,0,2,0,0,4497
"G2000670","1890","Kansas","200","Grant","0670","Grant",45,0,0,0,0,0,0,0,0,0,0,0,1263
"G2000690","1890","Kansas","200","Gray","0690","Gray",9,0,0,0,0,0,0,0,0,0,0,0,2406
"G2000710","1890","Kansas","200","Greeley","0710","Greeley",0,0,0,0,0,0,0,0,0,0,0,0,1264
"G2000730","1890","Kansas","200","Greenwood","0730","Greenwood",168,80,35,0,0,0,0,0,0,0,0,0,16141
"G2000750","1890","Kansas","200","Hamilton","0750","Hamilton",57,0,0,0,0,0,0,0,0,0,0,0,1970
"G2000770","1890","Kansas","200","Harper","0770","Harper",82,19,0,1,0,0,0,0,0,0,0,0,13183
"G2000790","1890","Kansas","200","Harvey","0790","Harvey",275,98,0,1,2,0,0,0,0,2,0,0,17323
"G2000810","1890","Kansas","200","Haskell","0810","Haskell",0,0,0,0,0,0,0,0,0,0,0,0,1077
"G2000830","1890","Kansas","200","Hodgeman","0830","Hodgeman",155,129,0,0,0,0,0,0,0,0,0,0,2240
"G2000850","1890","Kansas","200","Jackson","0850","Jackson",203,165,45,1,0,0,0,0,0,1,33,71,14421
"G2000870","1890","Kansas","200","Jefferson","0870","Jefferson",661,790,625,0,0,0,0,0,0,0,1,0,15959
"G2000890","1890","Kansas","200","Jewell","0890","Jewell",3,18,0,0,0,0,0,0,0,0,0,0,19346
"G2000910","1890","Kansas","200","Johnson","0910","Johnson",899,899,438,1,0,0,0,0,0,18,17,5,16467
"G2000930","1890","Kansas","200","Kearny","0930","Kearny",8,0,0,0,0,0,0,0,0,0,0,0,1563
"G2000950","1890","Kansas","200","Kingman","0950","Kingman",83,2,0,0,0,0,0,0,0,0,0,0,11740
"G2000970","1890","Kansas","200","Kiowa","0970","Kiowa",15,0,0,0,0,0,0,0,0,0,0,0,2858
"G2000990","1890","Kansas","200","Labette","0990","Labette",2045,2179,94,0,0,0,1,0,0,17,39,0,25523
"G2001010","1890","Kansas","200","Lane","1010","Lane",3,0,0,0,0,0,0,0,0,0,0,0,2057
"G2001030","1890","Kansas","200","Leavenworth","1030","Leavenworth",4465,4970,4284,4,0,0,0,0,0,16,2,12,34000
"G2001050","1890","Kansas","200","Lincoln","1050","Lincoln",42,65,0,1,0,0,0,0,0,0,0,0,9666
"G2001070","1890","Kansas","200","Linn","1070","Linn",777,815,655,0,0,0,0,0,0,0,2,15,16438
"G2001090","1890","Kansas","200","Logan","1090","Logan",25,0,0,0,0,0,0,0,0,0,0,0,3359
"G2001110","1890","Kansas","200","Lyon","1110","Lyon",1031,1027,126,2,0,0,0,0,0,0,1,0,22163
"G2001130","1890","Kansas","200","McPherson","1130","Mcpherson",50,49,11,1,2,0,0,0,0,0,1,0,21563
"G2001150","1890","Kansas","200","Marion","1150","Marion",150,97,1,0,0,0,0,0,0,0,0,1,20389
"G2001170","1890","Kansas","200","Marshall","1170","Marshall",286,231,8,1,0,0,0,0,0,0,0,0,23625
"G2001190","1890","Kansas","200","Meade","1190","Meade",25,0,0,1,0,0,0,0,0,0,0,0,2516
"G2001210","1890","Kansas","200","Miami","1210","Miami",937,868,466,0,0,0,0,0,0,3,33,11,18674
"G2001230","1890","Kansas","200","Mitchell","1230","Mitchell",50,41,0,2,0,0,0,0,0,0,0,0,14985
"G2001250","1890","Kansas","200","Montgomery","1250","Montgomery",947,684,65,1,0,0,0,0,0,10,1,3,22146
"G2001270","1890","Kansas","200","Morris","1270","Morris",497,532,72,0,0,0,0,0,0,0,1,1,10884
"G2001290","1890","Kansas","200","Morton","1290","Morton",7,0,0,0,0,0,0,0,0,0,0,0,717
"G2001310","1890","Kansas","200","Nemaha","1310","Nemaha",213,75,23,1,0,0,0,0,0,1,0,0,19034
"G2001330","1890","Kansas","200","Neosho","1330","Neosho",330,374,45,1,0,0,0,0,0,13,12,31,18217
"G2001350","1890","Kansas","200","Ness","1350","Ness",1,0,0,0,0,0,0,0,0,0,0,0,4943
"G2001370","1890","Kansas","200","Norton","1370","Norton",36,32,0,1,0,0,0,0,0,0,0,0,10580
"G2001390","1890","Kansas","200","Osage","1390","Osage",678,571,118,0,0,0,0,0,0,1,166,0,24383
"G2001410","1890","Kansas","200","Osborne","1410","Osborne",106,61,0,0,0,0,0,0,0,1,0,0,11976
"G2001430","1890","Kansas","200","Ottawa","1430","Ottawa",72,68,2,1,0,0,0,0,0,0,0,0,12508
"G2001450","1890","Kansas","200","Pawnee","1450","Pawnee",144,32,6,2,0,0,0,0,0,0,0,0,5058
"G2001470","1890","Kansas","200","Phillips","1470","Phillips",167,117,0,0,0,0,0,0,0,0,0,0,13494
"G2001490","1890","Kansas","200","Pottawatomie","1490","Pottawatomie",260,233,443,0,0,0,0,0,0,77,223,150,17385
"G2001510","1890","Kansas","200","Pratt","1510","Pratt",179,38,0,1,0,0,0,0,0,0,0,0,7938
"G2001530","1890","Kansas","200","Rawlins","1530","Rawlins",0,0,0,0,0,0,0,0,0,0,0,0,6756
"G2001550","1890","Kansas","200","Reno","1550","Reno",354,77,0,4,0,0,0,0,0,0,2,0,26721
"G2001570","1890","Kansas","200","Republic","1570","Republic",27,15,0,0,0,0,0,0,0,0,0,0,18975
"G2001590","1890","Kansas","200","Rice","1590","Rice",118,57,0,0,0,0,0,0,0,4,0,0,14329
"G2001610","1890","Kansas","200","Riley","1610","Riley",330,324,70,0,0,0,0,0,0,0,0,0,12853
"G2001630","1890","Kansas","200","Rooks","1630","Rooks",61,56,0,0,0,0,0,0,0,0,0,0,7957
"G2001650","1890","Kansas","200","Rush","1650","Rush",5,5,0,0,0,0,0,0,0,0,0,0,5199
"G2001670","1890","Kansas","200","Russell","1670","Russell",54,34,13,0,0,0,0,0,0,0,0,0,7279
"G2001690","1890","Kansas","200","Saline","1690","Saline",460,280,6,0,0,0,0,0,0,0,0,0,16982
"G2001710","1890","Kansas","200","Scott","1710","Scott",0,0,0,0,0,0,0,0,0,0,0,0,1262
"G2001730","1890","Kansas","200","Sedgwick","1730","Sedgwick",1354,268,9,13,2,0,0,0,0,3,24,1,42256
"G2001750","1890","Kansas","200","Seward","1750","Seward",5,0,0,0,0,0,0,0,0,0,0,0,1498
"G2001770","1890","Kansas","200","Shawnee","1770","Shawnee",6112,5356,729,6,5,0,0,0,0,45,77,360,43009
"G2001790","1890","Kansas","200","Sheridan","1790","Sheridan",0,0,0,0,0,0,0,0,0,0,0,0,3733
"G2001810","1890","Kansas","200","Sherman","1810","Sherman",19,0,0,0,0,0,0,0,0,0,0,0,5242
"G2001830","1890","Kansas","200","Smith","1830","Smith",2,15,0,0,0,0,0,0,0,0,0,0,15611
"G2001850","1890","Kansas","200","Stafford","1850","Stafford",190,123,0,0,0,0,0,0,0,0,0,0,8330
