GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AV2001
"G3101070","1890","Nebraska","310","Knox","1070","Knox",19,1,0,0,0,0,0,0,0,625,64,3,7938
"G3101090","1890","Nebraska","310","Lancaster","1090","Lancaster",1419,628,15,36,4,0,0,0,0,3,3,0,74937
"G3101110","1890","Nebraska","310","Lincoln","1110","Lincoln",24,6,0,2,0,0,0,0,0,0,0,0,10415
"G3101130","1890","Nebraska","310","Logan","1130","Logan",0,0,0,0,0,0,0,0,0,0,0,0,1378
"G3101150","1890","Nebraska","310","Loup","1150","Loup",4,0,0,0,0,0,0,0,0,0,0,0,1658
"G3101170","1890","Nebraska","310","McPherson","1170","Mcpherson",0,0,0,0,0,0,0,0,0,0,0,0,401
"G3101190","1890","Nebraska","310","Madison","1190","Madison",42,6,0,1,0,0,0,0,0,0,0,0,13626
"G3101210","1890","Nebraska","310","Merrick","1210","Merrick",18,15,0,2,0,0,0,0,0,0,0,0,8738
"G3101250","1890","Nebraska","310","Nance","1250","Nance",1,1,0,1,0,0,0,0,0,201,0,0,5570
"G3101270","1890","Nebraska","310","Nemaha","1270","Nemaha",84,87,8,0,0,0,0,0,0,0,7,2,12846
"G3101290","1890","Nebraska","310","Nuckolls","1290","Nuckolls",23,0,0,1,0,0,0,0,0,0,0,0,11393
"G3101310","1890","Nebraska","310","Otoe","1310","Otoe",278,181,219,2,0,0,0,0,0,0,0,3,25123
"G3101330","1890","Nebraska","310","Pawnee","1330","Pawnee",3,6,0,0,0,0,0,0,0,0,0,0,10337
"G3101350","1890","Nebraska","310","Perkins","1350","Perkins",0,0,0,0,0,0,0,0,0,0,0,0,4364
"G3101370","1890","Nebraska","310","Phelps","1370","Phelps",3,2,0,3,0,0,0,0,0,0,0,0,9863
"G3101390","1890","Nebraska","310","Pierce","1390","Pierce",1,0,0,0,0,0,0,0,0,0,0,0,4863
"G3101410","1890","Nebraska","310","Platte","1410","Platte",26,24,4,2,0,0,0,0,0,1,0,0,15408
"G3101430","1890","Nebraska","310","Polk","1430","Polk",13,0,0,1,0,0,0,0,0,0,0,0,10803
"G3101450","1890","Nebraska","310","Red Willow","1450","Red Willow",13,1,0,2,0,0,0,0,0,0,0,0,8822
"G3101470","1890","Nebraska","310","Richardson","1470","Richardson",65,91,10,1,0,0,0,0,0,1,2,78,17507
"G3101490","1890","Nebraska","310","Rock","1490","Rock",0,0,0,0,0,0,0,0,0,0,0,0,3083
"G3101510","1890","Nebraska","310","Saline","1510","Saline",23,8,0,1,0,0,0,0,0,0,0,0,20073
"G3101530","1890","Nebraska","310","Sarpy","1530","Sarpy",9,4,2,0,0,0,0,0,0,0,6,0,6866
"G3101550","1890","Nebraska","310","Saunders","1550","Saunders",17,13,10,2,0,0,0,0,0,1,0,0,21557
"G3101570","1890","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",0,0,0,0,0,0,0,0,0,0,0,0,1888
"G3101590","1890","Nebraska","310","Seward","1590","Seward",22,37,0,0,0,0,0,0,0,0,0,0,16118
"G3101610","1890","Nebraska","310","Sheridan","1610","Sheridan",5,0,0,0,0,0,0,0,0,0,0,0,8682
"G3101630","1890","Nebraska","310","Sherman","1630","Sherman",4,0,0,0,0,0,0,0,0,0,0,0,6395
"G3101650","1890","Nebraska","310","Sioux","1650","Sioux",7,12,0,0,0,0,0,0,0,0,59,0,2445
"G3101670","1890","Nebraska","310","Stanton","1670","Stanton",7,0,0,0,0,0,0,0,0,0,0,0,4612
"G3101690","1890","Nebraska","310","Thayer","1690","Thayer",12,2,0,0,0,0,0,0,0,0,0,0,12726
"G3101710","1890","Nebraska","310","Thomas","1710","Thomas",0,0,0,0,0,0,0,0,0,0,0,0,517
"G3101730","1890","Nebraska","310","Thurston","1730","Thurston",6,0,0,0,0,0,0,0,0,1898,38,0,1272
"G3101733","1890","Nebraska","310","Unorganized Territory","1733","Unorganized Territory",0,2,0,0,0,0,0,0,0,0,0,0,
"G3101750","1890","Nebraska","310","Valley","1750","Valley",0,0,0,0,0,0,0,0,0,0,0,0,7092
"G3101770","1890","Nebraska","310","Washington","1770","Washington",30,20,1,1,0,0,0,0,0,0,0,0,11838
"G3101790","1890","Nebraska","310","Wayne","1790","Wayne",3,1,0,0,0,0,0,0,0,0,0,0,6166
"G3101810","1890","Nebraska","310","Webster","1810","Webster",10,5,0,1,0,0,0,0,0,0,0,0,11199
"G3101830","1890","Nebraska","310","Wheeler","1830","Wheeler",59,0,0,0,0,0,0,0,0,0,0,0,1624
"G3101850","1890","Nebraska","310","York","1850","York",52,8,0,0,0,0,0,0,0,0,0,0,17227
"G3200010","1890","Nevada","320","Churchill","0010","Churchill",0,0,0,30,32,16,0,0,0,230,0,0,443
"G3200050","1890","Nevada","320","Douglas","0050","Douglas",12,22,32,56,159,23,0,0,0,117,1,3,1366
"G3200070","1890","Nevada","320","Elko","0070","Elko",26,33,33,311,613,439,0,0,0,301,372,0,4156
"G3200090","1890","Nevada","320","Esmeralda","0090","Esmeralda",1,7,8,277,242,56,0,0,0,406,303,0,1464
"G3200110","1890","Nevada","320","Eureka","0110","Eureka",20,49,0,284,633,0,0,0,0,194,288,0,2777
"G3200130","1890","Nevada","320","Humboldt","0130","Humboldt",48,21,9,377,529,220,0,0,0,425,211,3,2584
"G3200150","1890","Nevada","320","Lander","0150","Lander",1,16,31,87,387,218,0,0,0,382,224,0,1796
"G3200170","1890","Nevada","320","Lincoln","0170","Lincoln",9,16,11,34,100,23,0,0,0,355,416,14,2068
"G3200190","1890","Nevada","320","Lyon","0190","Lyon",1,1,2,86,390,116,0,0,0,0,5,0,1900
"G3200230","1890","Nevada","320","Nye","0230","Nye",4,96,1,23,66,6,0,0,0,414,50,0,849
"G3200250","1890","Nevada","320","Ormsby","0250","Ormsby",56,59,31,760,988,769,0,0,0,134,127,0,3933
"G3200255","1890","Nevada","320","Rio Virgin","0255","Rio Virgin",0,0,0,0,0,0,0,0,0,0,0,1,
"G3200279","1890","Nevada","320","Roop (annexed by Washoe 1886)","0279","Roop (annexed by Washoe 1886)",0,0,0,0,5,4,0,0,0,0,81,0,
"G3200290","1890","Nevada","320","Storey","0290","Storey",37,115,96,245,639,749,0,2,0,100,114,0,8424
"G3200310","1890","Nevada","320","Washoe","0310","Washoe",27,44,36,217,526,221,3,1,0,303,331,3,5887
"G3200330","1890","Nevada","320","White Pine","0330","White Pine",0,9,67,46,107,292,0,0,0,238,280,0,1437
"G3300010","1890","New Hampshire","330","Belknap","0010","Belknap",66,72,41,2,0,0,1,0,0,0,1,0,20252
"G3300030","1890","New Hampshire","330","Carroll","0030","Carroll",15,12,13,0,0,0,0,0,0,1,5,3,18108
"G3300050","1890","New Hampshire","330","Cheshire","0050","Cheshire",24,14,15,0,0,0,0,0,0,1,0,0,29554
"G3300070","1890","New Hampshire","330","Coos","0070","Coos",11,15,10,1,0,0,0,0,0,7,22,13,23192
"G3300090","1890","New Hampshire","330","Grafton","0090","Grafton",53,20,41,2,0,0,0,0,0,1,12,0,37161
"G3300110","1890","New Hampshire","330","Hillsborough","0110","Hillsborough",105,119,124,18,5,0,0,0,0,5,0,5,93119
"G3300130","1890","New Hampshire","330","Merrimack","0130","Merrimack",182,158,96,7,1,0,1,0,0,1,8,0,49244
"G3300150","1890","New Hampshire","330","Rockingham","0150","Rockingham",98,189,153,11,8,0,0,0,0,0,15,1,49541
"G3300170","1890","New Hampshire","330","Strafford","0170","Strafford",34,47,44,12,0,0,0,0,0,0,0,0,38396
"G3300190","1890","New Hampshire","330","Sullivan","0190","Sullivan",26,39,43,5,0,0,0,0,0,0,0,1,17273
"G3400010","1890","New Jersey","340","Atlantic","0010","Atlantic",2267,894,184,8,0,0,6,0,0,7,0,0,26548
"G3400030","1890","New Jersey","340","Bergen","0030","Bergen",1814,1891,1632,10,100,1,0,0,0,0,0,0,45402
"G3400050","1890","New Jersey","340","Burlington","0050","Burlington",2624,2570,2540,1,0,0,2,0,0,15,4,1,55886
"G3400070","1890","New Jersey","340","Camden","0070","Camden",7475,5687,4430,54,2,0,0,0,0,7,13,12,80151
"G3400090","1890","New Jersey","340","Cape May","0090","Cape May",861,570,427,0,0,0,1,0,0,5,0,0,10401
"G3400110","1890","New Jersey","340","Cumberland","0110","Cumberland",2100,1965,1767,5,0,0,0,0,0,0,0,0,43333
"G3400130","1890","New Jersey","340","Essex","0130","Essex",6910,4727,2539,161,14,2,4,0,0,2,12,2,249021
"G3400150","1890","New Jersey","340","Gloucester","0150","Gloucester",1417,1144,973,1,0,0,0,0,0,1,0,0,27230
"G3400170","1890","New Jersey","340","Hudson","0170","Hudson",2456,1655,1050,193,31,0,1,0,0,6,10,1,272470
"G3400190","1890","New Jersey","340","Hunterdon","0190","Hunterdon",497,552,634,3,0,0,0,0,0,1,0,0,34854
"G3400210","1890","New Jersey","340","Mercer","0210","Mercer",3467,3230,2368,38,2,0,2,1,0,19,0,0,76452
"G3400230","1890","New Jersey","340","Middlesex","0230","Middlesex",1643,1625,1545,17,2,1,4,1,9,0,1,0,60090
"G3400250","1890","New Jersey","340","Monmouth","0250","Monmouth",5074,3461,2910,11,0,0,0,0,0,18,15,0,64025
"G3400270","1890","New Jersey","340","Morris","0270","Morris",956,810,733,13,2,1,1,0,0,0,0,0,53131
"G3400290","1890","New Jersey","340","Ocean","0290","Ocean",153,98,117,0,0,0,0,0,0,0,0,0,15821
"G3400310","1890","New Jersey","340","Passaic","0310","Passaic",1125,1077,675,69,17,0,0,0,0,0,8,0,103852
"G3400330","1890","New Jersey","340","Salem","0330","Salem",2810,2769,2737,1,0,0,0,0,0,0,0,0,22340
"G3400350","1890","New Jersey","340","Somerset","0350","Somerset",1348,1659,1524,0,0,0,0,0,1,3,3,0,26960
"G3400370","1890","New Jersey","340","Sussex","0370","Sussex",134,174,196,0,0,0,0,0,0,0,0,0,22125
"G3400390","1890","New Jersey","340","Union","0390","Union",2202,1939,1296,19,0,0,1,0,0,0,8,0,70245
"G3400410","1890","New Jersey","340","Warren","0410","Warren",305,356,381,4,0,0,0,0,0,0,0,0,36244
"G3550035","1890","New Mexico Territory","355","Bernalillo","0035","Bernalillo",340,210,7,52,2,0,0,0,0,3469,4499,111,17052
"G3550075","1890","New Mexico Territory","355","Colfax","0075","Colfax",241,6,10,7,0,0,0,0,0,18,17,22,7708
"G3550115","1890","New Mexico Territory","355","Dona Ana","0115","Dona Ana",46,27,1,1,5,0,0,0,0,11,43,1,9133
"G3550155","1890","New Mexico Territory","355","Grant","0155","Grant",592,86,9,180,40,0,0,0,0,4,9,0,8881
"G3550195","1890","New Mexico Territory","355","Lincoln","0195","Lincoln",31,60,14,23,2,0,0,0,0,0,3,0,7027
"G3550255","1890","New Mexico Territory","355","Mora","0255","Mora",142,242,18,1,0,0,0,0,0,25,86,52,10450
"G3550315","1890","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",31,14,2,0,0,0,0,0,0,499,794,316,11004
"G3550375","1890","New Mexico Territory","355","San Juan","0375","San Juan",1,0,0,0,0,0,0,0,0,1,0,0,1888
"G3550395","1890","New Mexico Territory","355","San Miguel","0395","San Miguel",135,90,17,38,6,0,0,0,0,45,103,117,23986
"G3550435","1890","New Mexico Territory","355","Santa Fe","0435","Santa Fe",113,168,38,7,2,0,2,0,0,589,309,76,12851
"G3550455","1890","New Mexico Territory","355","Sierra","0455","Sierra",11,0,0,37,0,0,0,0,0,0,0,0,3582
"G3550475","1890","New Mexico Territory","355","Socorro","0475","Socorro",53,51,19,14,0,0,0,0,0,14,20,47,9514
"G3550495","1890","New Mexico Territory","355","Taos","0495","Taos",18,36,3,0,0,0,0,0,0,505,592,284,9345
"G3550555","1890","New Mexico Territory","355","Valencia","0555","Valencia",202,25,10,1,0,0,1,0,0,3374,3297,242,10298
"G3600010","1890","New York","360","Albany","0010","Albany",1409,1367,1095,21,3,0,1,0,0,2,10,0,163122
"G3600030","1890","New York","360","Allegany","0030","Allegany",331,377,349,3,0,0,0,0,0,6,0,0,42900
"G3600070","1890","New York","360","Broome","0070","Broome",631,585,481,9,0,0,0,0,0,1,8,0,62332
"G3600090","1890","New York","360","Cattaraugus","0090","Cattaraugus",249,248,164,6,0,0,0,0,0,5,38,0,60606
"G3600110","1890","New York","360","Cayuga","0110","Cayuga",561,687,657,14,1,0,0,0,0,6,9,3,64721
"G3600130","1890","New York","360","Chautauqua","0130","Chautauqua",148,158,195,7,0,0,1,0,0,24,6,5,75022
"G3600150","1890","New York","360","Chemung","0150","Chemung",793,954,793,4,0,0,0,0,0,27,13,4,47441
"G3600170","1890","New York","360","Chenango","0170","Chenango",297,286,302,0,0,0,0,0,0,5,0,3,37474
"G3600190","1890","New York","360","Clinton","0190","Clinton",139,171,128,0,0,0,0,0,0,7,16,0,46291
"G3600210","1890","New York","360","Columbia","0210","Columbia",1081,1219,1312,2,1,1,0,0,0,0,0,1,45089
"G3600230","1890","New York","360","Cortland","0230","Cortland",82,93,58,4,0,0,0,0,0,7,0,0,28564
"G3600250","1890","New York","360","Delaware","0250","Delaware",262,227,232,1,0,0,0,0,0,1,1,0,45232
"G3600270","1890","New York","360","Dutchess","0270","Dutchess",1671,2112,2113,11,1,2,3,0,0,3,3,0,76191
"G3600290","1890","New York","360","Erie","0290","Erie",1206,975,858,45,6,0,5,0,0,8,146,0,321717
"G3600310","1890","New York","360","Essex","0310","Essex",108,112,80,0,0,0,0,0,0,17,11,0,32927
"G3600330","1890","New York","360","Franklin","0330","Franklin",52,37,27,0,0,0,0,0,0,8,2,0,38050
"G3600350","1890","New York","360","Fulton","0350","Fulton",281,272,221,3,0,0,0,0,0,2,6,8,37364
"G3600370","1890","New York","360","Genesee","0370","Genesee",129,151,153,0,0,0,0,0,0,1,3,0,33135
"G3600390","1890","New York","360","Greene","0390","Greene",652,729,629,4,0,0,0,0,0,0,0,0,30942
"G3600410","1890","New York","360","Hamilton","0410","Hamilton",10,0,1,0,0,0,0,0,0,8,17,1,4744
"G3600430","1890","New York","360","Herkimer","0430","Herkimer",139,178,226,4,0,0,0,0,0,0,0,7,45465
"G3600450","1890","New York","360","Jefferson","0450","Jefferson",215,208,236,4,0,0,0,0,0,25,7,1,68562
"G3600470","1890","New York","360","Kings","0470","Kings",11307,9153,5653,549,121,7,74,0,0,62,20,7,826555
"G3600490","1890","New York","360","Lewis","0490","Lewis",44,76,54,0,0,0,0,0,0,33,16,3,29729
"G3600510","1890","New York","360","Livingston","0510","Livingston",247,293,215,2,0,0,0,0,0,3,0,0,37549
"G3600530","1890","New York","360","Madison","0530","Madison",303,375,313,4,0,0,0,0,0,84,91,85,42501
"G3600550","1890","New York","360","Monroe","0550","Monroe",802,740,605,10,4,0,1,0,0,23,10,0,188750
"G3600570","1890","New York","360","Montgomery","0570","Montgomery",268,318,351,5,0,0,0,0,0,1,0,4,45425
"G3600610","1890","New York","360","New York","0610","New York",23601,19663,13072,1970,731,12,51,16,0,52,46,9,1489627
"G3600630","1890","New York","360","Niagara","0630","Niagara",387,399,448,6,0,0,0,0,0,5,18,0,62093
"G3600650","1890","New York","360","Oneida","0650","Oneida",483,578,590,6,0,0,1,0,0,62,60,60,122370
"G3600670","1890","New York","360","Onondaga","0670","Onondaga",1057,876,707,20,0,0,1,0,0,22,18,1,145147
"G3600690","1890","New York","360","Ontario","0690","Ontario",457,594,530,4,0,0,0,0,0,3,9,0,47989
"G3600710","1890","New York","360","Orange","0710","Orange",2544,2790,2524,22,2,0,0,0,0,7,8,8,95286
"G3600730","1890","New York","360","Orleans","0730","Orleans",194,224,172,1,0,0,0,0,0,0,0,0,30608
"G3600750","1890","New York","360","Oswego","0750","Oswego",151,247,306,7,3,0,0,0,0,0,15,2,71725
"G3600770","1890","New York","360","Otsego","0770","Otsego",237,218,229,0,0,0,0,0,0,1,1,6,50623
"G3600790","1890","New York","360","Putnam","0790","Putnam",201,187,120,3,0,0,0,0,0,0,0,0,14645
"G3600810","1890","New York","360","Queens","0810","Queens",3529,3801,3791,23,0,1,0,0,0,30,30,4,124477
"G3600830","1890","New York","360","Rensselaer","0830","Rensselaer",788,939,783,11,4,0,0,0,0,3,4,1,123709
"G3600850","1890","New York","360","Richmond","0850","Richmond",964,932,787,17,1,0,0,0,0,0,4,0,50712
"G3600870","1890","New York","360","Rockland","0870","Rockland",1255,816,728,7,0,0,0,0,0,0,0,1,33900
"G3600890","1890","New York","360","St Lawrence","0890","St Lawrence",83,101,72,0,0,0,0,0,0,17,30,8,84948
"G3600910","1890","New York","360","Saratoga","0910","Saratoga",751,739,683,9,2,0,1,0,0,25,11,7,56877
"G3600930","1890","New York","360","Schenectady","0930","Schenectady",141,163,168,7,0,0,0,0,0,1,0,0,29648
"G3600950","1890","New York","360","Schoharie","0950","Schoharie",317,463,426,0,0,0,0,0,0,13,20,0,28834
"G3600970","1890","New York","360","Schuyler","0970","Schuyler",218,195,186,1,0,0,0,0,0,1,0,0,16491
"G3600990","1890","New York","360","Seneca","0990","Seneca",182,242,239,5,0,0,0,0,0,1,1,0,28039
"G3601010","1890","New York","360","Steuben","1010","Steuben",485,467,383,5,0,0,0,0,0,2,1,4,80981
"G3601030","1890","New York","360","Suffolk","1030","Suffolk",2371,2399,1806,9,1,0,0,0,0,50,62,162,60061
"G3601050","1890","New York","360","Sullivan","1050","Sullivan",68,84,99,0,0,0,0,0,0,0,0,0,30963
"G3601070","1890","New York","360","Tioga","1070","Tioga",360,445,359,3,0,0,0,0,0,0,0,7,29572
"G3601090","1890","New York","360","Tompkins","1090","Tompkins",397,463,401,2,0,0,1,1,0,3,1,0,32520
"G3601110","1890","New York","360","Ulster","1110","Ulster",1248,1371,1433,1,2,1,0,0,0,0,0,3,85813
"G3601130","1890","New York","360","Warren","1130","Warren",56,49,54,2,0,0,1,0,0,42,15,10,27765
"G3601150","1890","New York","360","Washington","1150","Washington",238,340,379,5,2,0,0,0,0,9,6,3,45438
"G3601170","1890","New York","360","Wayne","1170","Wayne",297,394,344,3,0,0,0,0,0,0,6,11,49429
"G3601190","1890","New York","360","Westchester","1190","Westchester",3415,2585,2513,74,24,5,7,0,0,4,15,0,143272
"G3601210","1890","New York","360","Wyoming","1210","Wyoming",57,98,82,0,0,0,0,0,0,4,0,0,31132
"G3601230","1890","New York","360","Yates","1230","Yates",143,141,166,0,0,0,0,0,0,0,5,0,20858
"G3700010","1890","North Carolina","370","Alamance","0010","Alamance",5583,4613,3640,0,0,0,0,0,0,0,3,0,12688
"G3700030","1890","North Carolina","370","Alexander","0030","Alexander",842,897,834,0,0,0,0,0,0,0,0,0,8588
"G3700050","1890","North Carolina","370","Alleghany","0050","Alleghany",460,519,290,0,0,0,0,0,0,2,0,0,6061
"G3700070","1890","North Carolina","370","Anson","0070","Anson",9789,9204,6078,0,0,0,0,0,0,1,0,0,10237
"G3700090","1890","North Carolina","370","Ashe","0090","Ashe",595,963,582,0,0,0,0,0,0,0,3,0,15033
"G3700130","1890","North Carolina","370","Beaufort","0130","Beaufort",9203,7452,4632,0,0,0,0,0,0,0,0,0,11869
"G3700150","1890","North Carolina","370","Bertie","0150","Bertie",11291,9584,7437,0,0,0,0,0,0,0,0,0,7885
"G3700170","1890","North Carolina","370","Bladen","0170","Bladen",8117,8560,6102,0,0,0,0,0,0,0,0,0,8646
"G3700190","1890","North Carolina","370","Brunswick","0190","Brunswick",4761,4052,3306,0,0,0,0,0,0,0,0,0,6139
"G3700210","1890","North Carolina","370","Buncombe","0210","Buncombe",6626,3476,2303,0,0,0,0,0,0,0,11,0,28640
"G3700230","1890","North Carolina","370","Burke","0230","Burke",2561,2721,2314,0,0,0,0,0,0,0,0,0,12378
"G3700250","1890","North Carolina","370","Cabarrus","0250","Cabarrus",5459,5115,3929,0,0,0,0,0,0,0,0,0,12683
"G3700270","1890","North Carolina","370","Caldwell","0270","Caldwell",1554,1599,1380,0,0,0,0,0,0,7,1,0,10737
"G3700290","1890","North Carolina","370","Camden","0290","Camden",2320,2471,2121,0,0,0,0,0,0,0,12,1,3347
"G3700310","1890","North Carolina","370","Carteret","0310","Carteret",2297,2676,2725,0,0,0,0,1,0,0,0,0,8528
"G3700330","1890","North Carolina","370","Caswell","0330","Caswell",9389,10656,9494,0,0,0,0,0,0,0,0,0,6639
"G3700350","1890","North Carolina","370","Catawba","0350","Catawba",2616,2477,1703,0,0,0,0,0,0,0,0,0,16073
"G3700370","1890","North Carolina","370","Chatham","0370","Chatham",8199,7953,6830,0,0,0,0,0,0,0,0,0,17214
"G3700390","1890","North Carolina","370","Cherokee","0390","Cherokee",274,288,301,0,0,0,0,0,0,47,98,483,9655
"G3700410","1890","North Carolina","370","Chowan","0410","Chowan",5156,4267,3369,1,0,0,0,0,0,0,0,0,4010
"G3700430","1890","North Carolina","370","Clay","0430","Clay",142,141,142,0,0,0,0,0,0,0,0,0,4055
"G3700450","1890","North Carolina","370","Cleveland","0450","Cleveland",3093,2871,2063,0,0,0,0,0,0,0,0,0,17301
"G3700470","1890","North Carolina","370","Columbus","0470","Columbus",6052,5513,2948,0,0,0,0,0,0,0,0,0,11804
"G3700490","1890","North Carolina","370","Craven","0490","Craven",13358,13064,12116,0,0,0,0,0,0,0,1,0,7175
"G3700510","1890","North Carolina","370","Cumberland","0510","Cumberland",12341,11241,7515,0,0,0,0,0,0,28,1,0,14952
"G3700530","1890","North Carolina","370","Currituck","0530","Currituck",2016,1981,1140,0,0,0,0,0,0,0,0,0,4731
"G3700550","1890","North Carolina","370","Dare","0550","Dare",406,368,377,0,0,0,0,0,0,0,0,0,3362
"G3700570","1890","North Carolina","370","Davidson","0570","Davidson",3528,3992,3546,0,0,0,0,0,0,0,0,0,18174
"G3700590","1890","North Carolina","370","Davie","0590","Davie",2852,3326,3093,0,0,0,0,0,0,0,0,0,8769
"G3700610","1890","North Carolina","370","Duplin","0610","Duplin",7087,8186,6766,0,0,0,0,0,0,3,0,0,11600
"G3700630","1890","North Carolina","370","Durham","0630","Durham",7329,0,0,0,0,0,0,0,0,0,0,0,10712
"G3700650","1890","North Carolina","370","Edgecombe","0650","Edgecombe",15599,18213,15112,0,0,0,0,0,0,1,0,0,8513
"G3700670","1890","North Carolina","370","Forsyth","0670","Forsyth",8999,4629,2334,1,0,0,0,0,0,1,0,0,19433
"G3700690","1890","North Carolina","370","Franklin","0690","Franklin",10335,11353,7501,0,0,0,0,0,0,0,0,0,10755
"G3700710","1890","North Carolina","370","Gaston","0710","Gaston",4836,4066,4172,0,0,0,0,0,0,1,0,0,12927
"G3700730","1890","North Carolina","370","Gates","0730","Gates",4713,3924,3207,0,0,0,0,0,0,0,0,0,5539
"G3700750","1890","North Carolina","370","Graham","0750","Graham",25,23,0,0,0,0,0,0,0,151,189,0,3137
"G3700770","1890","North Carolina","370","Granville","0770","Granville",12360,17679,13355,0,0,0,0,0,0,2,4,0,12122
"G3700790","1890","North Carolina","370","Greene","0790","Greene",4758,5385,4521,0,0,0,0,0,0,0,0,0,5281
"G3700810","1890","North Carolina","370","Guilford","0810","Guilford",8223,6700,6080,2,0,0,0,0,0,7,0,0,19820
"G3700830","1890","North Carolina","370","Halifax","0830","Halifax",19293,21162,13990,0,0,0,0,0,0,1,1,0,9614
"G3700850","1890","North Carolina","370","Harnett","0850","Harnett",4220,3770,3038,0,0,0,0,0,0,27,0,0,9453
"G3700870","1890","North Carolina","370","Haywood","0870","Haywood",517,484,515,0,0,0,0,0,0,0,0,0,12829
"G3700890","1890","North Carolina","370","Henderson","0890","Henderson",1378,1388,1208,0,0,0,0,0,0,0,0,0,11211
"G3700910","1890","North Carolina","370","Hertford","0910","Hertford",7944,6721,4952,1,0,0,0,0,0,0,0,0,5906
"G3700950","1890","North Carolina","370","Hyde","0950","Hyde",3941,3341,2378,0,0,0,0,0,0,0,0,0,4962
"G3700970","1890","North Carolina","370","Iredell","0970","Iredell",5939,5913,4643,0,0,0,0,0,0,7,10,0,19516
"G3700990","1890","North Carolina","370","Jackson","0990","Jackson",518,375,274,0,0,0,0,0,0,314,377,711,8680
"G3701010","1890","North Carolina","370","Johnston","1010","Johnston",7322,7465,5194,0,0,0,0,0,0,0,0,0,19917
"G3701030","1890","North Carolina","370","Jones","1030","Jones",3518,4279,2656,0,0,0,0,0,0,0,0,0,3885
"G3701070","1890","North Carolina","370","Lenoir","1070","Lenoir",6362,8067,5532,0,0,0,0,0,0,0,0,0,8517
"G3701090","1890","North Carolina","370","Lincoln","1090","Lincoln",2558,2881,2759,0,0,0,0,0,0,0,0,0,10028
"G3701110","1890","North Carolina","370","McDowell","1110","Mcdowell",1825,1897,1772,0,0,0,0,0,0,0,0,0,9114
"G3701130","1890","North Carolina","370","Macon","1130","Macon",665,656,403,0,0,0,0,0,0,1,13,39,9436
"G3701150","1890","North Carolina","370","Madison","1150","Madison",710,459,334,0,0,0,0,0,0,0,0,0,17095
"G3701170","1890","North Carolina","370","Martin","1170","Martin",7383,6479,4583,0,0,0,0,0,0,0,0,0,7838
"G3701190","1890","North Carolina","370","Mecklenburg","1190","Mecklenburg",19526,16241,10721,6,0,0,0,0,0,0,12,0,23141
"G3701210","1890","North Carolina","370","Mitchell","1210","Mitchell",553,503,213,0,0,0,0,0,0,2,0,0,12252
"G3701230","1890","North Carolina","370","Montgomery","1230","Montgomery",2257,2517,2128,0,0,0,0,0,0,0,0,0,8982
"G3701250","1890","North Carolina","370","Moore","1250","Moore",6479,5332,3019,0,0,0,0,0,0,15,4,0,13985
"G3701270","1890","North Carolina","370","Nash","1270","Nash",8521,8314,4721,0,0,0,0,0,0,0,0,0,12186
"G3701290","1890","North Carolina","370","New Hanover","1290","New Hanover",13935,13217,16199,1,0,0,0,0,0,1,0,0,10089
"G3701310","1890","North Carolina","370","Northampton","1310","Northampton",12018,12045,8510,0,0,0,0,0,0,0,0,0,9224
"G3701330","1890","North Carolina","370","Onslow","1330","Onslow",2911,3229,2396,0,0,0,0,0,0,0,0,0,7392
"G3701350","1890","North Carolina","370","Orange","1350","Orange",5242,9143,6420,0,0,0,0,0,0,1,0,0,9705
"G3701370","1890","North Carolina","370","Pamlico","1370","Pamlico",2379,2116,0,0,0,0,0,0,0,0,0,0,4767
"G3701390","1890","North Carolina","370","Pasquotank","1390","Pasquotank",5546,5514,3951,1,0,0,0,0,0,0,0,0,5201
"G3701410","1890","North Carolina","370","Pender","1410","Pender",6546,6957,0,0,0,0,0,0,0,1,2,0,5967
"G3701430","1890","North Carolina","370","Perquimans","1430","Perquimans",4574,4671,3998,0,0,0,0,0,0,0,0,0,4719
"G3701450","1890","North Carolina","370","Person","1450","Person",6899,6513,5104,1,0,0,0,0,0,0,0,0,8251
"G3701470","1890","North Carolina","370","Pitt","1470","Pitt",12327,11088,8414,0,0,0,0,0,0,0,2,0,13192
"G3701490","1890","North Carolina","370","Polk","1490","Polk",1093,1144,978,0,0,0,0,0,0,2,0,0,4807
"G3701510","1890","North Carolina","370","Randolph","1510","Randolph",3347,3078,2606,0,0,0,0,0,0,0,0,0,21848
"G3701530","1890","North Carolina","370","Richmond","1530","Richmond",12959,10104,6598,0,0,0,0,0,0,0,0,0,10989
"G3701550","1890","North Carolina","370","Robeson","1550","Robeson",14672,11938,7370,8,0,0,0,0,0,174,0,0,16629
"G3701570","1890","North Carolina","370","Rockingham","1570","Rockingham",10164,9313,6215,0,0,0,0,0,0,2,0,0,15197
"G3701590","1890","North Carolina","370","Rowan","1590","Rowan",6980,6339,5307,0,0,0,0,0,0,1,5,0,17142
"G3701610","1890","North Carolina","370","Rutherford","1610","Rutherford",3692,3255,2642,0,0,0,0,0,0,5,33,0,15073
