GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AZ2001
"G2200950","1900","Louisiana","220","St John The Baptist","0950","St John The Baptist",5145
"G2200970","1900","Louisiana","220","St Landry","0970","St Landry",26170
"G2200990","1900","Louisiana","220","St Martin","0990","St Martin",10057
"G2201010","1900","Louisiana","220","St Mary","1010","St Mary",13789
"G2201030","1900","Louisiana","220","St Tammany","1030","St Tammany",8415
"G2201050","1900","Louisiana","220","Tangipahoa","1050","Tangipahoa",12248
"G2201070","1900","Louisiana","220","Tensas","1070","Tensas",1231
"G2201090","1900","Louisiana","220","Terrebonne","1090","Terrebonne",14142
"G2201110","1900","Louisiana","220","Union","1110","Union",11553
"G2201130","1900","Louisiana","220","Vermilion","1130","Vermilion",16957
"G2201150","1900","Louisiana","220","Vernon","1150","Vernon",9048
"G2201170","1900","Louisiana","220","Washington","1170","Washington",6846
"G2201190","1900","Louisiana","220","Webster","1190","Webster",6863
"G2201210","1900","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",2351
"G2201230","1900","Louisiana","220","West Carroll","1230","West Carroll",1556
"G2201250","1900","Louisiana","220","West Feliciana","1250","West Feliciana",2213
"G2201270","1900","Louisiana","220","Winn","1270","Winn",7967
"G2300010","1900","Maine","230","Androscoggin","0010","Androscoggin",54168
"G2300030","1900","Maine","230","Aroostook","0030","Aroostook",60665
"G2300050","1900","Maine","230","Cumberland","0050","Cumberland",100244
"G2300070","1900","Maine","230","Franklin","0070","Franklin",18412
"G2300090","1900","Maine","230","Hancock","0090","Hancock",37153
"G2300110","1900","Maine","230","Kennebec","0110","Kennebec",58981
"G2300130","1900","Maine","230","Knox","0130","Knox",30307
"G2300150","1900","Maine","230","Lincoln","0150","Lincoln",19642
"G2300170","1900","Maine","230","Oxford","0170","Oxford",32213
"G2300190","1900","Maine","230","Penobscot","0190","Penobscot",75722
"G2300210","1900","Maine","230","Piscataquis","0210","Piscataquis",16904
"G2300230","1900","Maine","230","Sagadahoc","0230","Sagadahoc",20238
"G2300250","1900","Maine","230","Somerset","0250","Somerset",33839
"G2300270","1900","Maine","230","Waldo","0270","Waldo",24160
"G2300290","1900","Maine","230","Washington","0290","Washington",44765
"G2300310","1900","Maine","230","York","0310","York",64813
"G2400010","1900","Maryland","240","Allegany","0010","Allegany",52019
"G2400030","1900","Maryland","240","Anne Arundel","0030","Anne Arundel",24236
"G2400050","1900","Maryland","240","Baltimore","0050","Baltimore",79123
"G2400090","1900","Maryland","240","Calvert","0090","Calvert",5080
"G2400110","1900","Maryland","240","Caroline","0110","Caroline",12009
"G2400130","1900","Maryland","240","Carroll","0130","Carroll",31717
"G2400150","1900","Maryland","240","Cecil","0150","Cecil",20850
"G2400170","1900","Maryland","240","Charles","0170","Charles",8014
"G2400190","1900","Maryland","240","Dorchester","0190","Dorchester",18476
"G2400210","1900","Maryland","240","Frederick","0210","Frederick",45905
"G2400230","1900","Maryland","240","Garrett","0230","Garrett",17575
"G2400250","1900","Maryland","240","Harford","0250","Harford",22411
"G2400270","1900","Maryland","240","Howard","0270","Howard",12309
"G2400290","1900","Maryland","240","Kent","0290","Kent",11343
"G2400310","1900","Maryland","240","Montgomery","0310","Montgomery",20393
"G2400330","1900","Maryland","240","Prince Georges","0330","Prince Georges",17910
"G2400350","1900","Maryland","240","Queen Anne's","0350","Queen Anne's",11991
"G2400370","1900","Maryland","240","St Mary's","0370","St Mary's",8926
"G2400390","1900","Maryland","240","Somerset","0390","Somerset",16387
"G2400410","1900","Maryland","240","Talbot","0410","Talbot",12875
"G2400430","1900","Maryland","240","Washington","0430","Washington",42642
"G2400450","1900","Maryland","240","Wicomico","0450","Wicomico",17023
"G2400470","1900","Maryland","240","Worcester","0470","Worcester",13992
"G2405100","1900","Maryland","240","Baltimore City","5100","Baltimore City",429218
"G2500010","1900","Massachusetts","250","Barnstable","0010","Barnstable",26971
"G2500030","1900","Massachusetts","250","Berkshire","0030","Berkshire",94303
"G2500050","1900","Massachusetts","250","Bristol","0050","Bristol",249015
"G2500070","1900","Massachusetts","250","Dukes","0070","Dukes",4256
"G2500090","1900","Massachusetts","250","Essex","0090","Essex",354757
"G2500110","1900","Massachusetts","250","Franklin","0110","Franklin",41072
"G2500130","1900","Massachusetts","250","Hampden","0130","Hampden",174180
"G2500150","1900","Massachusetts","250","Hampshire","0150","Hampshire",58382
"G2500170","1900","Massachusetts","250","Middlesex","0170","Middlesex",557888
"G2500190","1900","Massachusetts","250","Nantucket","0190","Nantucket",2958
"G2500210","1900","Massachusetts","250","Norfolk","0210","Norfolk",150653
"G2500230","1900","Massachusetts","250","Plymouth","0230","Plymouth",112752
"G2500250","1900","Massachusetts","250","Suffolk","0250","Suffolk",597718
"G2500270","1900","Massachusetts","250","Worcester","0270","Worcester",344859
"G2600010","1900","Michigan","260","Alcona","0010","Alcona",5652
"G2600030","1900","Michigan","260","Alger","0030","Alger",5797
"G2600050","1900","Michigan","260","Allegan","0050","Allegan",38444
"G2600070","1900","Michigan","260","Alpena","0070","Alpena",18250
"G2600090","1900","Michigan","260","Antrim","0090","Antrim",16346
"G2600110","1900","Michigan","260","Arenac","0110","Arenac",9698
"G2600130","1900","Michigan","260","Baraga","0130","Baraga",3823
"G2600150","1900","Michigan","260","Barry","0150","Barry",22470
"G2600170","1900","Michigan","260","Bay","0170","Bay",62055
"G2600190","1900","Michigan","260","Benzie","0190","Benzie",9543
"G2600210","1900","Michigan","260","Berrien","0210","Berrien",48502
"G2600230","1900","Michigan","260","Branch","0230","Branch",27745
"G2600250","1900","Michigan","260","Calhoun","0250","Calhoun",48526
"G2600270","1900","Michigan","260","Cass","0270","Cass",19240
"G2600290","1900","Michigan","260","Charlevoix","0290","Charlevoix",13569
"G2600310","1900","Michigan","260","Cheboygan","0310","Cheboygan",15303
"G2600330","1900","Michigan","260","Chippewa","0330","Chippewa",20841
"G2600350","1900","Michigan","260","Clare","0350","Clare",8340
"G2600370","1900","Michigan","260","Clinton","0370","Clinton",25101
"G2600390","1900","Michigan","260","Crawford","0390","Crawford",2935
"G2600410","1900","Michigan","260","Delta","0410","Delta",23585
"G2600430","1900","Michigan","260","Dickinson","0430","Dickinson",17821
"G2600450","1900","Michigan","260","Eaton","0450","Eaton",31590
"G2600470","1900","Michigan","260","Emmet","0470","Emmet",15067
"G2600490","1900","Michigan","260","Genesee","0490","Genesee",41521
"G2600510","1900","Michigan","260","Gladwin","0510","Gladwin",6555
"G2600530","1900","Michigan","260","Gogebic","0530","Gogebic",16673
"G2600550","1900","Michigan","260","Grand Traverse","0550","Grand Traverse",20399
"G2600570","1900","Michigan","260","Gratiot","0570","Gratiot",29770
"G2600590","1900","Michigan","260","Hillsdale","0590","Hillsdale",29820
"G2600610","1900","Michigan","260","Houghton","0610","Houghton",65938
"G2600630","1900","Michigan","260","Huron","0630","Huron",34152
"G2600650","1900","Michigan","260","Ingham","0650","Ingham",39402
"G2600670","1900","Michigan","260","Ionia","0670","Ionia",34233
"G2600690","1900","Michigan","260","Iosco","0690","Iosco",10181
"G2600710","1900","Michigan","260","Iron","0710","Iron",8972
"G2600730","1900","Michigan","260","Isabella","0730","Isabella",21952
"G2600750","1900","Michigan","260","Jackson","0750","Jackson",47712
"G2600770","1900","Michigan","260","Kalamazoo","0770","Kalamazoo",43744
"G2600790","1900","Michigan","260","Kalkaska","0790","Kalkaska",7073
"G2600810","1900","Michigan","260","Kent","0810","Kent",129024
"G2600830","1900","Michigan","260","Keweenaw","0830","Keweenaw",3216
"G2600850","1900","Michigan","260","Lake","0850","Lake",4942
"G2600870","1900","Michigan","260","Lapeer","0870","Lapeer",27597
"G2600890","1900","Michigan","260","Leelanau","0890","Leelanau",10029
"G2600910","1900","Michigan","260","Lenawee","0910","Lenawee",48049
"G2600930","1900","Michigan","260","Livingston","0930","Livingston",19612
"G2600950","1900","Michigan","260","Luce","0950","Luce",2982
"G2600970","1900","Michigan","260","Mackinac","0970","Mackinac",7407
"G2600990","1900","Michigan","260","Macomb","0990","Macomb",33152
"G2601010","1900","Michigan","260","Manistee","1010","Manistee",27827
"G2601030","1900","Michigan","260","Marquette","1030","Marquette",41091
"G2601050","1900","Michigan","260","Mason","1050","Mason",18559
"G2601070","1900","Michigan","260","Mecosta","1070","Mecosta",20339
"G2601090","1900","Michigan","260","Menominee","1090","Menominee",26932
"G2601110","1900","Michigan","260","Midland","1110","Midland",14407
"G2601130","1900","Michigan","260","Missaukee","1130","Missaukee",9251
"G2601150","1900","Michigan","260","Monroe","1150","Monroe",32632
"G2601170","1900","Michigan","260","Montcalm","1170","Montcalm",32635
"G2601190","1900","Michigan","260","Montmorency","1190","Montmorency",3232
"G2601210","1900","Michigan","260","Muskegon","1210","Muskegon",36981
"G2601230","1900","Michigan","260","Newaygo","1230","Newaygo",17656
"G2601250","1900","Michigan","260","Oakland","1250","Oakland",44568
"G2601270","1900","Michigan","260","Oceana","1270","Oceana",16359
"G2601290","1900","Michigan","260","Ogemaw","1290","Ogemaw",7726
"G2601310","1900","Michigan","260","Ontonagon","1310","Ontonagon",6158
"G2601330","1900","Michigan","260","Osceola","1330","Osceola",17822
"G2601350","1900","Michigan","260","Oscoda","1350","Oscoda",1464
"G2601370","1900","Michigan","260","Otsego","1370","Otsego",6171
"G2601390","1900","Michigan","260","Ottawa","1390","Ottawa",39634
"G2601410","1900","Michigan","260","Presque Isle","1410","Presque Isle",8791
"G2601430","1900","Michigan","260","Roscommon","1430","Roscommon",1787
"G2601450","1900","Michigan","260","Saginaw","1450","Saginaw",80651
"G2601470","1900","Michigan","260","St Clair","1470","St Clair",55148
"G2601490","1900","Michigan","260","St Joseph","1490","St Joseph",23793
"G2601510","1900","Michigan","260","Sanilac","1510","Sanilac",35044
"G2601530","1900","Michigan","260","Schoolcraft","1530","Schoolcraft",7855
"G2601550","1900","Michigan","260","Shiawassee","1550","Shiawassee",33818
"G2601570","1900","Michigan","260","Tuscola","1570","Tuscola",35804
"G2601590","1900","Michigan","260","Van Buren","1590","Van Buren",32531
"G2601610","1900","Michigan","260","Washtenaw","1610","Washtenaw",46503
"G2601630","1900","Michigan","260","Wayne","1630","Wayne",344238
"G2601650","1900","Michigan","260","Wexford","1650","Wexford",16806
"G2700010","1900","Minnesota","270","Aitkin","0010","Aitkin",6558
"G2700030","1900","Minnesota","270","Anoka","0030","Anoka",11300
"G2700050","1900","Minnesota","270","Becker","0050","Becker",14357
"G2700070","1900","Minnesota","270","Beltrami","0070","Beltrami",9602
"G2700090","1900","Minnesota","270","Benton","0090","Benton",9912
"G2700110","1900","Minnesota","270","Big Stone","0110","Big Stone",8726
"G2700130","1900","Minnesota","270","Blue Earth","0130","Blue Earth",32250
"G2700150","1900","Minnesota","270","Brown","0150","Brown",19781
"G2700170","1900","Minnesota","270","Carlton","0170","Carlton",9656
"G2700190","1900","Minnesota","270","Carver","0190","Carver",17543
"G2700210","1900","Minnesota","270","Cass","0210","Cass",6336
"G2700230","1900","Minnesota","270","Chippewa","0230","Chippewa",12496
"G2700250","1900","Minnesota","270","Chisago","0250","Chisago",13247
"G2700270","1900","Minnesota","270","Clay","0270","Clay",17932
"G2700310","1900","Minnesota","270","Cook","0310","Cook",511
"G2700330","1900","Minnesota","270","Cottonwood","0330","Cottonwood",12068
"G2700350","1900","Minnesota","270","Crow Wing","0350","Crow Wing",14203
"G2700370","1900","Minnesota","270","Dakota","0370","Dakota",21616
"G2700390","1900","Minnesota","270","Dodge","0390","Dodge",13328
"G2700410","1900","Minnesota","270","Douglas","0410","Douglas",17959
"G2700430","1900","Minnesota","270","Faribault","0430","Faribault",22032
"G2700450","1900","Minnesota","270","Fillmore","0450","Fillmore",28222
"G2700470","1900","Minnesota","270","Freeborn","0470","Freeborn",21808
"G2700490","1900","Minnesota","270","Goodhue","0490","Goodhue",31031
"G2700510","1900","Minnesota","270","Grant","0510","Grant",8933
"G2700530","1900","Minnesota","270","Hennepin","0530","Hennepin",226684
"G2700550","1900","Minnesota","270","Houston","0550","Houston",15399
"G2700570","1900","Minnesota","270","Hubbard","0570","Hubbard",6570
"G2700590","1900","Minnesota","270","Isanti","0590","Isanti",11669
"G2700610","1900","Minnesota","270","Itasca","0610","Itasca",3937
"G2700630","1900","Minnesota","270","Jackson","0630","Jackson",14791
"G2700650","1900","Minnesota","270","Kanabec","0650","Kanabec",4572
"G2700670","1900","Minnesota","270","Kandiyohi","0670","Kandiyohi",18410
"G2700690","1900","Minnesota","270","Kittson","0690","Kittson",7869
"G2700730","1900","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",14279
"G2700750","1900","Minnesota","270","Lake","0750","Lake",4612
"G2700790","1900","Minnesota","270","Le Sueur","0790","Le Sueur",20231
"G2700810","1900","Minnesota","270","Lincoln","0810","Lincoln",8966
"G2700830","1900","Minnesota","270","Lyon","0830","Lyon",14583
"G2700850","1900","Minnesota","270","McLeod","0850","Mcleod",19589
"G2700890","1900","Minnesota","270","Marshall","0890","Marshall",15693
"G2700910","1900","Minnesota","270","Martin","0910","Martin",16931
"G2700930","1900","Minnesota","270","Meeker","0930","Meeker",17744
"G2700950","1900","Minnesota","270","Mille Lacs","0950","Mille Lacs",8066
"G2700970","1900","Minnesota","270","Morrison","0970","Morrison",22887
"G2700990","1900","Minnesota","270","Mower","0990","Mower",22329
"G2701010","1900","Minnesota","270","Murray","1010","Murray",11911
"G2701030","1900","Minnesota","270","Nicollet","1030","Nicollet",14769
"G2701050","1900","Minnesota","270","Nobles","1050","Nobles",14919
"G2701070","1900","Minnesota","270","Norman","1070","Norman",15044
"G2701090","1900","Minnesota","270","Olmsted","1090","Olmsted",23105
"G2701110","1900","Minnesota","270","Otter Tail","1110","Otter Tail",45306
"G2701150","1900","Minnesota","270","Pine","1150","Pine",11388
"G2701170","1900","Minnesota","270","Pipestone","1170","Pipestone",9148
"G2701190","1900","Minnesota","270","Polk","1190","Polk",35403
"G2701210","1900","Minnesota","270","Pope","1210","Pope",12574
"G2701230","1900","Minnesota","270","Ramsey","1230","Ramsey",168236
"G2701250","1900","Minnesota","270","Red Lake","1250","Red Lake",12188
"G2701270","1900","Minnesota","270","Redwood","1270","Redwood",17085
"G2701290","1900","Minnesota","270","Renville","1290","Renville",23692
"G2701310","1900","Minnesota","270","Rice","1310","Rice",26047
"G2701330","1900","Minnesota","270","Rock","1330","Rock",9667
"G2701350","1900","Minnesota","270","Roseau","1350","Roseau",6955
"G2701370","1900","Minnesota","270","St Louis","1370","St Louis",81513
"G2701390","1900","Minnesota","270","Scott","1390","Scott",15133
"G2701410","1900","Minnesota","270","Sherburne","1410","Sherburne",7276
"G2701430","1900","Minnesota","270","Sibley","1430","Sibley",16861
"G2701450","1900","Minnesota","270","Stearns","1450","Stearns",44439
"G2701470","1900","Minnesota","270","Steele","1470","Steele",16502
"G2701490","1900","Minnesota","270","Stevens","1490","Stevens",8555
"G2701510","1900","Minnesota","270","Swift","1510","Swift",13501
"G2701530","1900","Minnesota","270","Todd","1530","Todd",22214
"G2701550","1900","Minnesota","270","Traverse","1550","Traverse",7572
"G2701570","1900","Minnesota","270","Wabasha","1570","Wabasha",18915
"G2701590","1900","Minnesota","270","Wadena","1590","Wadena",7921
"G2701610","1900","Minnesota","270","Waseca","1610","Waseca",14754
"G2701630","1900","Minnesota","270","Washington","1630","Washington",27711
"G2701650","1900","Minnesota","270","Watonwan","1650","Watonwan",11485
"G2701670","1900","Minnesota","270","Wilkin","1670","Wilkin",8077
"G2701690","1900","Minnesota","270","Winona","1690","Winona",35651
"G2701710","1900","Minnesota","270","Wright","1710","Wright",29155
"G2701730","1900","Minnesota","270","Yellow Medicine","1730","Yellow Medicine",14543
"G2709015","1900","Minnesota","270","Red Lake Indian Reservation","9015","Red Lake Indian Reservation",
"G2709035","1900","Minnesota","270","White Earth Indian Reservation","9035","White Earth Indian Reservation",603
"G2709055","1900","Minnesota","270","Winnibigoshish Indian Reservation","9055","Winnibigoshish Indian Reservation",
"G2800010","1900","Mississippi","280","Adams","0010","Adams",6439
