GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLOCKA,BLCK_GRPA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,ZIPA,AREANAME,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015
"G2101730","1980","3","6","Kentucky","21",,"Montgomery","173",,,,,,,,,,,,,"MONTGOMERY COUNTY",18955,1063,14,0,0,0,0,3,2,3,0,0,0,0,6
"G2101750","1980","3","6","Kentucky","21",,"Morgan","175",,,,,,,,,,,,,"MORGAN COUNTY",12057,21,15,0,0,0,0,0,0,0,0,0,0,0,10
"G2101770","1980","3","6","Kentucky","21",,"Muhlenberg","177",,,,,,,,,,,,,"MUHLENBERG COUNTY",30521,1633,17,0,0,2,0,11,12,4,7,0,0,0,31
"G2101790","1980","3","6","Kentucky","21",,"Nelson","179",,,,,,,,,,,,,"NELSON COUNTY",25765,1776,10,1,0,3,2,5,1,2,4,0,0,0,15
"G2101810","1980","3","6","Kentucky","21",,"Nicholas","181",,,,,,,,,,,,,"NICHOLAS COUNTY",7021,119,4,0,0,2,0,1,1,1,0,0,0,0,8
"G2101830","1980","3","6","Kentucky","21",,"Ohio","183",,,,,,,,,,,,,"OHIO COUNTY",21467,228,16,0,0,4,5,3,7,12,0,0,0,0,23
"G2101850","1980","3","6","Kentucky","21","4520","Oldham","185",,,,,,,,,,,,,"OLDHAM COUNTY",26274,1410,12,2,0,2,10,3,15,5,2,2,0,0,58
"G2101870","1980","3","6","Kentucky","21",,"Owen","187",,,,,,,,,,,,,"OWEN COUNTY",8704,204,6,0,0,4,0,1,0,1,1,0,0,0,3
"G2101890","1980","3","6","Kentucky","21",,"Owsley","189",,,,,,,,,,,,,"OWSLEY COUNTY",5699,5,2,0,0,0,0,0,1,2,0,0,0,0,0
"G2101910","1980","3","6","Kentucky","21",,"Pendleton","191",,,,,,,,,,,,,"PENDLETON COUNTY",10938,42,2,0,0,0,0,1,3,1,0,1,0,0,1
"G2101930","1980","3","6","Kentucky","21",,"Perry","193",,,,,,,,,,,,,"PERRY COUNTY",33068,639,9,0,0,2,0,0,0,30,2,0,2,0,11
"G2101950","1980","3","6","Kentucky","21",,"Pike","195",,,,,,,,,,,,,"PIKE COUNTY",80631,320,37,0,0,20,16,23,14,28,0,0,1,0,33
"G2101970","1980","3","6","Kentucky","21",,"Powell","197",,,,,,,,,,,,,"POWELL COUNTY",10970,106,15,0,0,0,0,3,1,0,0,0,0,0,6
"G2101990","1980","3","6","Kentucky","21",,"Pulaski","199",,,,,,,,,,,,,"PULASKI COUNTY",45131,564,23,1,0,8,1,15,5,9,16,2,0,0,28
"G2102010","1980","3","6","Kentucky","21",,"Robertson","201",,,,,,,,,,,,,"ROBERTSON COUNTY",2257,5,0,0,0,0,0,2,0,0,0,0,1,0,0
"G2102030","1980","3","6","Kentucky","21",,"Rockcastle","203",,,,,,,,,,,,,"ROCKCASTLE COUNTY",13935,3,13,0,0,5,4,4,0,5,0,0,0,0,4
"G2102050","1980","3","6","Kentucky","21",,"Rowan","205",,,,,,,,,,,,,"ROWAN COUNTY",18657,239,23,2,1,2,15,0,2,13,0,4,0,0,91
"G2102070","1980","3","6","Kentucky","21",,"Russell","207",,,,,,,,,,,,,"RUSSELL COUNTY",13581,109,5,0,0,1,0,2,1,1,0,0,0,0,8
"G2102090","1980","3","6","Kentucky","21","4280","Scott","209",,,,,,,,,,,,,"SCOTT COUNTY",20225,1521,23,0,0,5,0,11,1,7,1,1,0,0,18
"G2102110","1980","3","6","Kentucky","21",,"Shelby","211",,,,,,,,,,,,,"SHELBY COUNTY",20666,2628,16,1,0,3,0,2,1,3,0,0,0,0,8
"G2102130","1980","3","6","Kentucky","21",,"Simpson","213",,,,,,,,,,,,,"SIMPSON COUNTY",12847,1781,9,0,0,1,0,11,2,1,0,2,0,0,19
"G2102150","1980","3","6","Kentucky","21",,"Spencer","215",,,,,,,,,,,,,"SPENCER COUNTY",5766,157,1,0,0,0,0,2,0,3,0,0,0,0,0
"G2102170","1980","3","6","Kentucky","21",,"Taylor","217",,,,,,,,,,,,,"TAYLOR COUNTY",19991,1135,14,0,0,2,1,5,0,5,0,0,0,0,25
"G2102190","1980","3","6","Kentucky","21",,"Todd","219",,,,,,,,,,,,,"TODD COUNTY",10396,1439,17,0,0,0,0,1,0,11,0,0,0,0,10
"G2102210","1980","3","6","Kentucky","21",,"Trigg","221",,,,,,,,,,,,,"TRIGG COUNTY",8191,1175,5,0,0,1,1,1,1,1,1,0,0,0,7
"G2102230","1980","3","6","Kentucky","21",,"Trimble","223",,,,,,,,,,,,,"TRIMBLE COUNTY",6246,2,2,0,0,1,0,0,0,0,0,0,0,0,2
"G2102250","1980","3","6","Kentucky","21",,"Union","225",,,,,,,,,,,,,"UNION COUNTY",14449,3290,18,0,0,3,0,15,0,5,5,1,0,0,35
"G2102270","1980","3","6","Kentucky","21",,"Warren","227",,,,,,,,,,,,,"WARREN COUNTY",65363,5913,86,1,6,12,32,13,24,58,7,7,2,0,304
"G2102290","1980","3","6","Kentucky","21",,"Washington","229",,,,,,,,,,,,,"WASHINGTON COUNTY",9655,1082,5,0,0,2,0,0,5,3,1,0,0,0,11
"G2102310","1980","3","6","Kentucky","21",,"Wayne","231",,,,,,,,,,,,,"WAYNE COUNTY",16612,365,22,0,0,0,0,2,1,3,0,1,0,0,16
"G2102330","1980","3","6","Kentucky","21",,"Webster","233",,,,,,,,,,,,,"WEBSTER COUNTY",13925,871,12,0,0,2,0,5,0,2,0,0,1,0,14
"G2102350","1980","3","6","Kentucky","21",,"Whitley","235",,,,,,,,,,,,,"WHITLEY COUNTY",33106,205,19,0,0,8,2,1,8,13,0,5,0,0,29
"G2102370","1980","3","6","Kentucky","21",,"Wolfe","237",,,,,,,,,,,,,"WOLFE COUNTY",6686,2,4,0,0,0,0,0,2,1,0,0,0,0,3
"G2102390","1980","3","6","Kentucky","21","4280","Woodford","239",,,,,,,,,,,,,"WOODFORD COUNTY",16361,1375,10,0,0,5,6,0,1,3,2,2,0,0,13
"G2200010","1980","3","7","Louisiana","22",,"Acadia","001",,,,,,,,,,,,,"ACADIA PARISH",46403,9902,23,0,0,5,2,7,15,8,3,3,0,0,56
"G2200030","1980","3","7","Louisiana","22",,"Allen","003",,,,,,,,,,,,,"ALLEN PARISH",16720,4383,233,1,0,5,5,1,2,6,0,1,0,0,33
"G2200050","1980","3","7","Louisiana","22","0760","Ascension","005",,,,,,,,,,,,,"ASCENSION PARISH",38542,11262,76,0,0,17,14,14,5,19,7,3,0,3,106
"G2200070","1980","3","7","Louisiana","22",,"Assumption","007",,,,,,,,,,,,,"ASSUMPTION PARISH",15031,6995,21,0,0,2,0,0,0,5,17,0,0,0,13
"G2200090","1980","3","7","Louisiana","22",,"Avoyelles","009",,,,,,,,,,,,,"AVOYELLES PARISH",30730,10532,46,0,0,5,0,2,0,9,2,0,0,0,67
"G2200110","1980","3","7","Louisiana","22",,"Beauregard","011",,,,,,,,,,,,,"BEAUREGARD PARISH",24755,4756,27,0,0,19,4,6,18,14,9,4,8,0,72
"G2200130","1980","3","7","Louisiana","22",,"Bienville","013",,,,,,,,,,,,,"BIENVILLE PARISH",9390,6939,21,0,0,0,2,3,1,1,8,10,0,0,12
"G2200150","1980","3","7","Louisiana","22","7680","Bossier","015",,,,,,,,,,,,,"BOSSIER PARISH",64229,15236,186,2,0,108,43,109,53,25,36,19,22,1,652
"G2200170","1980","3","7","Louisiana","22","7680","Caddo","017",,,,,,,,,,,,,"CADDO PARISH",155187,95242,382,4,1,55,156,48,102,85,355,39,1,3,698
"G2200190","1980","3","7","Louisiana","22","3960","Calcasieu","019",,,,,,,,,,,,,"CALCASIEU PARISH",129934,36284,257,3,3,49,65,64,38,113,57,13,2,2,339
"G2200210","1980","3","7","Louisiana","22",,"Caldwell","021",,,,,,,,,,,,,"CALDWELL PARISH",8731,1969,0,1,0,0,0,0,7,0,4,2,0,0,47
"G2200230","1980","3","7","Louisiana","22",,"Cameron","023",,,,,,,,,,,,,"CAMERON PARISH",8782,524,7,0,0,0,1,1,0,1,0,0,0,0,20
"G2200250","1980","3","7","Louisiana","22",,"Catahoula","025",,,,,,,,,,,,,"CATAHOULA PARISH",9092,3175,17,0,0,1,0,0,1,0,0,0,0,1,0
"G2200270","1980","3","7","Louisiana","22",,"Claiborne","027",,,,,,,,,,,,,"CLAIBORNE PARISH",9063,8002,2,0,0,2,0,2,0,0,0,6,0,0,18
"G2200290","1980","3","7","Louisiana","22",,"Concordia","029",,,,,,,,,,,,,"CONCORDIA PARISH",14854,8056,23,0,0,1,9,2,1,2,0,1,1,0,31
"G2200310","1980","3","7","Louisiana","22",,"De Soto","031",,,,,,,,,,,,,"DE SOTO PARISH",14094,11556,24,0,3,5,8,2,2,0,0,3,1,0,29
"G2200330","1980","3","7","Louisiana","22","0760","East Baton Rouge","033",,,,,,,,,,,,,"EAST BATON ROUGE PARISH",246341,114741,505,3,8,169,654,163,139,579,664,37,12,5,2171
"G2200350","1980","3","7","Louisiana","22",,"East Carroll","035",,,,,,,,,,,,,"EAST CARROLL PARISH",4460,7201,1,0,0,0,37,0,1,2,0,0,0,0,70
"G2200370","1980","3","7","Louisiana","22",,"East Feliciana","037",,,,,,,,,,,,,"EAST FELICIANA PARISH",9689,9240,20,0,0,2,1,12,0,7,30,0,0,0,14
"G2200390","1980","3","7","Louisiana","22",,"Evangeline","039",,,,,,,,,,,,,"EVANGELINE PARISH",25201,8027,18,0,1,8,1,4,5,18,0,5,0,0,55
"G2200410","1980","3","7","Louisiana","22",,"Franklin","041",,,,,,,,,,,,,"FRANKLIN PARISH",16347,7735,6,0,0,10,14,0,0,3,2,2,0,0,22
"G2200430","1980","3","7","Louisiana","22","0220","Grant","043",,,,,,,,,,,,,"GRANT PARISH",13802,2840,24,0,0,3,3,5,6,6,0,1,2,0,11
"G2200450","1980","3","7","Louisiana","22",,"Iberia","045",,,,,,,,,,,,,"IBERIA PARISH",45770,17640,97,3,0,7,10,15,3,18,39,4,0,1,145
"G2200470","1980","3","7","Louisiana","22",,"Iberville","047",,,,,,,,,,,,,"IBERVILLE PARISH",16606,15414,24,0,0,4,9,21,2,5,5,7,0,2,60
"G2200490","1980","3","7","Louisiana","22",,"Jackson","049",,,,,,,,,,,,,"JACKSON PARISH",11751,5522,16,2,0,7,5,0,5,1,0,1,0,0,11
"G2200510","1980","3","7","Louisiana","22","5560","Jefferson","051",,,,,,,,,,,,,"JEFFERSON PARISH",380645,63001,1371,9,11,267,982,714,317,701,2603,67,21,9,3874
"G2200530","1980","3","7","Louisiana","22",,"Jefferson Davis","053",,,,,,,,,,,,,"JEFFERSON DAVIS PARISH",25933,6146,34,0,0,2,1,5,8,3,1,4,1,0,30
"G2200550","1980","3","7","Louisiana","22","3880","Lafayette","055",,,,,,,,,,,,,"LAFAYETTE PARISH",117867,30334,209,4,1,44,155,36,38,127,266,9,5,1,921
"G2200570","1980","3","7","Louisiana","22",,"Lafourche","057",,,,,,,,,,,,,"LAFOURCHE PARISH",72039,9127,829,2,0,21,24,33,10,37,190,4,0,0,167
"G2200590","1980","3","7","Louisiana","22",,"La Salle","059",,,,,,,,,,,,,"LA SALLE PARISH",15227,1585,142,0,1,2,0,5,0,13,0,1,0,0,28
"G2200610","1980","3","7","Louisiana","22",,"Lincoln","061",,,,,,,,,,,,,"LINCOLN PARISH",24661,14590,35,1,0,9,49,2,4,84,16,8,1,0,303
"G2200630","1980","3","7","Louisiana","22","0760","Livingston","063",,,,,,,,,,,,,"LIVINGSTON PARISH",54640,3952,71,0,0,11,6,2,12,7,31,6,0,3,65
"G2200650","1980","3","7","Louisiana","22",,"Madison","065",,,,,,,,,,,,,"MADISON PARISH",6493,9364,5,0,0,1,2,0,0,4,6,0,0,2,98
"G2200670","1980","3","7","Louisiana","22",,"Morehouse","067",,,,,,,,,,,,,"MOREHOUSE PARISH",20731,13980,15,0,2,3,11,0,1,4,10,2,3,2,39
"G2200690","1980","3","7","Louisiana","22",,"Natchitoches","069",,,,,,,,,,,,,"NATCHITOCHES PARISH",24953,14450,122,0,2,6,27,6,15,27,2,4,3,0,246
"G2200710","1980","3","7","Louisiana","22","5560","Orleans","071",,,,,,,,,,,,,"ORLEANS PARISH",236987,308149,501,11,12,268,581,631,170,501,5030,101,32,18,4523
"G2200730","1980","3","7","Louisiana","22","5200","Ouachita","073",,,,,,,,,,,,,"OUACHITA PARISH",97843,40582,104,4,0,23,109,20,25,42,145,17,2,2,323
"G2200750","1980","3","7","Louisiana","22",,"Plaquemines","075",,,,,,,,,,,,,"PLAQUEMINES PARISH",19918,5540,283,0,0,9,2,72,5,3,7,8,2,0,200
"G2200770","1980","3","7","Louisiana","22",,"Pointe Coupee","077",,,,,,,,,,,,,"POINTE COUPEE PARISH",13984,10001,10,0,0,3,0,0,1,4,14,0,0,0,28
"G2200790","1980","3","7","Louisiana","22","0220","Rapides","079",,,,,,,,,,,,,"RAPIDES PARISH",97459,36308,428,0,1,64,67,95,90,76,134,23,3,2,532
"G2200810","1980","3","7","Louisiana","22",,"Red River","081",,,,,,,,,,,,,"RED RIVER PARISH",6609,3797,13,0,0,2,0,0,1,0,0,0,0,0,11
"G2200830","1980","3","7","Louisiana","22",,"Richland","083",,,,,,,,,,,,,"RICHLAND PARISH",14250,7851,10,0,1,9,0,5,2,3,0,2,0,0,54
"G2200850","1980","3","7","Louisiana","22",,"Sabine","085",,,,,,,,,,,,,"SABINE PARISH",19691,4694,774,0,0,3,1,2,1,14,0,4,0,0,96
"G2200870","1980","3","7","Louisiana","22","5560","St Bernard","087",,,,,,,,,,,,,"ST. BERNARD PARISH",60868,2411,290,0,0,9,17,220,2,34,49,1,3,0,193
"G2200890","1980","3","7","Louisiana","22",,"St Charles","089",,,,,,,,,,,,,"ST. CHARLES PARISH",27437,9479,68,0,0,5,3,8,5,45,4,3,0,0,202
"G2200910","1980","3","7","Louisiana","22",,"St Helena","091",,,,,,,,,,,,,"ST. HELENA PARISH",4758,5059,4,0,0,1,1,0,0,0,2,1,0,0,1
"G2200930","1980","3","7","Louisiana","22",,"St James","093",,,,,,,,,,,,,"ST. JAMES PARISH",11299,10156,2,0,0,2,0,1,0,20,0,2,0,0,13
"G2200950","1980","3","7","Louisiana","22",,"St John The Baptist","095",,,,,,,,,,,,,"ST. JOHN THE BAPTIST PARISH",19595,12175,36,0,0,8,4,5,2,13,18,3,0,0,65
"G2200970","1980","3","7","Louisiana","22",,"St Landry","097",,,,,,,,,,,,,"ST. LANDRY PARISH",51827,31965,32,1,2,16,6,5,7,18,97,6,0,1,145
"G2200990","1980","3","7","Louisiana","22",,"St Martin","099",,,,,,,,,,,,,"ST. MARTIN PARISH",26810,13185,26,0,0,4,1,0,3,4,116,3,0,0,62
"G2201010","1980","3","7","Louisiana","22",,"St Mary","101",,,,,,,,,,,,,"ST. MARY PARISH",44605,18515,385,3,0,11,19,21,24,15,428,4,0,6,217
"G2201030","1980","3","7","Louisiana","22","5560","St Tammany","103",,,,,,,,,,,,,"ST. TAMMANY PARISH",95921,13861,303,1,1,77,74,51,30,29,69,10,4,2,436
"G2201050","1980","3","7","Louisiana","22",,"Tangipahoa","105",,,,,,,,,,,,,"TANGIPAHOA PARISH",55990,24295,84,0,0,16,50,4,9,29,12,17,4,0,188
"G2201070","1980","3","7","Louisiana","22",,"Tensas","107",,,,,,,,,,,,,"TENSAS PARISH",3856,4659,0,0,0,3,1,0,4,0,0,0,0,0,2
"G2201090","1980","3","7","Louisiana","22",,"Terrebonne","109",,,,,,,,,,,,,"TERREBONNE PARISH",76058,14598,3272,2,0,8,26,40,20,35,140,8,5,0,181
"G2201110","1980","3","7","Louisiana","22",,"Union","111",,,,,,,,,,,,,"UNION PARISH",14931,6166,18,0,0,0,2,2,0,1,3,5,1,0,38
"G2201130","1980","3","7","Louisiana","22",,"Vermilion","113",,,,,,,,,,,,,"VERMILION PARISH",41720,6425,34,0,1,10,0,7,15,10,172,2,0,0,62
"G2201150","1980","3","7","Louisiana","22",,"Vernon","115",,,,,,,,,,,,,"VERNON PARISH",41181,9764,232,2,4,56,16,123,482,18,35,48,70,45,1399
"G2201170","1980","3","7","Louisiana","22",,"Washington","117",,,,,,,,,,,,,"WASHINGTON PARISH",30753,13308,29,0,0,4,9,11,5,6,35,15,2,0,30
"G2201190","1980","3","7","Louisiana","22","7680","Webster","119",,,,,,,,,,,,,"WEBSTER PARISH",29555,13937,53,0,0,10,1,4,9,9,1,6,1,0,45
"G2201210","1980","3","7","Louisiana","22","0760","West Baton Rouge","121",,,,,,,,,,,,,"WEST BATON ROUGE PARISH",11384,7626,18,0,0,2,0,3,1,0,8,2,1,4,37
"G2201230","1980","3","7","Louisiana","22",,"West Carroll","123",,,,,,,,,,,,,"WEST CARROLL PARISH",10780,2099,16,0,0,1,1,0,2,3,0,1,0,0,19
"G2201250","1980","3","7","Louisiana","22",,"West Feliciana","125",,,,,,,,,,,,,"WEST FELICIANA PARISH",5079,7061,17,0,0,5,7,0,3,3,2,0,0,0,9
"G2201270","1980","3","7","Louisiana","22",,"Winn","127",,,,,,,,,,,,,"WINN PARISH",12331,4873,20,0,0,3,0,0,0,4,0,5,1,7,9
"G2300010","1980","1","1","Maine","23",,"Androscoggin","001",,,,,,,,,,,,,"ANDROSCOGGIN COUNTY",98785,238,118,0,0,28,45,35,30,50,42,1,0,2,283
"G2300030","1980","1","1","Maine","23",,"Aroostook","003",,,,,,,,,,,,,"AROOSTOOK COUNTY",87144,822,635,1,0,33,48,90,60,25,7,7,1,1,2457
"G2300050","1980","1","1","Maine","23",,"Cumberland","005",,,,,,,,,,,,,"CUMBERLAND COUNTY",212967,1003,328,4,8,63,132,249,111,115,187,14,27,3,578
"G2300070","1980","1","1","Maine","23",,"Franklin","007",,,,,,,,,,,,,"FRANKLIN COUNTY",26979,13,36,0,0,8,1,4,5,6,3,4,1,0,38
"G2300090","1980","1","1","Maine","23",,"Hancock","009",,,,,,,,,,,,,"HANCOCK COUNTY",41531,43,73,0,0,22,16,18,12,4,2,2,0,0,58
"G2300110","1980","1","1","Maine","23",,"Kennebec","011",,,,,,,,,,,,,"KENNEBEC COUNTY",109053,122,200,1,1,25,84,34,58,35,65,5,1,1,204
"G2300130","1980","1","1","Maine","23",,"Knox","013",,,,,,,,,,,,,"KNOX COUNTY",32736,33,72,0,0,5,9,7,19,3,0,0,2,0,55
"G2300150","1980","1","1","Maine","23",,"Lincoln","015",,,,,,,,,,,,,"LINCOLN COUNTY",25624,9,26,0,0,8,0,4,1,2,1,6,0,0,10
"G2300170","1980","1","1","Maine","23",,"Oxford","017",,,,,,,,,,,,,"OXFORD COUNTY",48748,23,50,0,0,16,2,10,16,35,4,0,6,1,57
"G2300190","1980","1","1","Maine","23",,"Penobscot","019",,,,,,,,,,,,,"PENOBSCOT COUNTY",135004,278,1027,6,1,46,76,47,58,57,59,3,8,7,338
"G2300210","1980","1","1","Maine","23",,"Piscataquis","021",,,,,,,,,,,,,"PISCATAQUIS COUNTY",17512,7,63,0,0,3,0,9,5,2,13,0,0,0,20
"G2300230","1980","1","1","Maine","23",,"Sagadahoc","023",,,,,,,,,,,,,"SAGADAHOC COUNTY",28404,176,47,0,0,11,5,58,15,6,0,2,2,0,69
"G2300250","1980","1","1","Maine","23",,"Somerset","025",,,,,,,,,,,,,"SOMERSET COUNTY",44823,31,96,1,0,6,5,6,3,6,6,1,0,0,44
"G2300270","1980","1","1","Maine","23",,"Waldo","027",,,,,,,,,,,,,"WALDO COUNTY",28275,26,28,0,0,13,0,8,13,2,2,4,0,0,43
"G2300290","1980","1","1","Maine","23",,"Washington","029",,,,,,,,,,,,,"WASHINGTON COUNTY",33794,24,1026,1,1,9,14,15,9,2,4,2,0,0,62
"G2300310","1980","1","1","Maine","23",,"York","031",,,,,,,,,,,,,"YORK COUNTY",138471,280,232,3,2,40,47,72,66,42,70,7,1,1,332
"G2400010","1980","3","5","Maryland","24","1900","Allegany","001",,,,,,,,,,,,,"ALLEGANY COUNTY",78942,1299,30,1,0,11,21,44,29,54,13,2,1,0,101
"G2400030","1980","3","5","Maryland","24","0720","Anne Arundel","003",,,,,,,,,,,,,"ANNE ARUNDEL COUNTY",321203,42860,681,5,13,424,580,922,1362,485,267,88,59,9,1817
"G2400050","1980","3","5","Maryland","24","0720","Baltimore","005",,,,,,,,,,,,,"BALTIMORE COUNTY",590283,53955,755,7,11,367,1561,1584,2901,1826,216,55,11,3,2080
"G2400090","1980","3","5","Maryland","24",,"Calvert","009",,,,,,,,,,,,,"CALVERT COUNTY",26733,7689,45,0,0,6,26,61,6,6,0,1,0,0,65
"G2400110","1980","3","5","Maryland","24",,"Caroline","011",,,,,,,,,,,,,"CAROLINE COUNTY",19138,3915,25,1,0,5,11,6,4,3,1,0,0,0,34
"G2400130","1980","3","5","Maryland","24","0720","Carroll","013",,,,,,,,,,,,,"CARROLL COUNTY",92818,2840,72,3,0,37,66,78,112,87,26,6,0,2,209
"G2400150","1980","3","5","Maryland","24","9160","Cecil","015",,,,,,,,"77",,,,,"CECIL COUNTY",56825,3204,86,1,4,24,32,28,41,49,27,4,1,0,104
"G2400170","1980","3","5","Maryland","24","8840","Charles","017",,,,,,,,,,,,,"CHARLES COUNTY",56787,14736,477,1,0,66,29,183,77,84,30,8,10,4,259
"G2400190","1980","3","5","Maryland","24",,"Dorchester","019",,,,,,,,,,,,,"DORCHESTER COUNTY",21394,9086,16,0,0,9,12,15,2,28,4,1,0,0,56
"G2400210","1980","3","5","Maryland","24",,"Frederick","021",,,,,,,,,,,,,"FREDERICK COUNTY",107511,6344,104,2,1,70,90,104,145,80,35,12,3,7,284
"G2400230","1980","3","5","Maryland","24",,"Garrett","023",,,,,,,,,,,,,"GARRETT COUNTY",26340,61,22,0,0,3,0,3,7,24,9,3,3,0,23
"G2400250","1980","3","5","Maryland","24","0720","Harford","025",,,,,,,,,,,,,"HARFORD COUNTY",131347,12167,275,16,1,184,141,223,420,184,82,34,34,5,817
"G2400270","1980","3","5","Maryland","24","0720","Howard","027",,,,,,,,,,,,,"HOWARD COUNTY",101354,13899,183,3,1,178,579,225,625,537,129,9,3,0,847
"G2400290","1980","3","5","Maryland","24",,"Kent","029",,,,,,,,,,,,,"KENT COUNTY",12895,3683,21,0,0,2,14,3,9,2,0,0,1,0,65
"G2400310","1980","3","5","Maryland","24","8840","Montgomery","031",,,,,,,,,,,,,"MONTGOMERY COUNTY",495485,50756,936,26,18,2009,7121,1664,4287,5472,2085,86,49,17,9042
"G2400330","1980","3","5","Maryland","24","8840","Prince Georges","033",,,,,,,,,,,,,"PRINCE GEORGE@S COUNTY",391427,247860,1641,26,18,865,2883,4440,3625,3625,773,111,176,17,7584
"G2400350","1980","3","5","Maryland","24",,"Queen Anne's","035",,,,,,,,,,,,,"QUEEN ANNE@S COUNTY",21278,4080,15,0,0,5,0,3,13,17,2,2,0,0,93
"G2400370","1980","3","5","Maryland","24",,"St Mary's","037",,,,,,,,,,,,,"ST. MARY@S COUNTY",49357,9540,132,0,2,67,29,350,34,47,42,15,13,5,262
"G2400390","1980","3","5","Maryland","24",,"Somerset","039",,,,,,,,,,,,,"SOMERSET COUNTY",12433,6639,19,0,0,1,13,15,8,6,1,1,0,0,52
"G2400410","1980","3","5","Maryland","24",,"Talbot","041",,,,,,,,,,,,,"TALBOT COUNTY",20082,5449,11,0,0,2,9,9,2,3,25,2,0,0,10
"G2400430","1980","3","5","Maryland","24","3180","Washington","043",,,,,,,,,,,,,"WASHINGTON COUNTY",107555,4752,100,0,3,50,49,58,84,79,86,4,15,1,250
"G2400450","1980","3","5","Maryland","24",,"Wicomico","045",,,,,,,,,,,,,"WICOMICO COUNTY",49945,14085,65,0,2,43,64,31,67,95,33,7,0,4,99
"G2400470","1980","3","5","Maryland","24",,"Worcester","047",,,,,,,,,,,,,"WORCESTER COUNTY",22593,8100,34,1,1,4,11,8,17,16,16,7,0,0,81
"G2405100","1980","3","5","Maryland","24","0720","Baltimore City","510",,,,,,,,,,,,,"BALTIMORE CITY",345113,431151,2078,20,10,373,1144,908,1212,896,229,158,21,8,3454
"G2500010","1980","1","1","Massachusetts","25",,"Barnstable","001",,,,,,,,,,,,,"BARNSTABLE COUNTY",142967,1796,810,1,1,69,125,72,95,43,21,17,5,0,1903
"G2500030","1980","1","1","Massachusetts","25",,"Berkshire","003",,,,,,,,,,,,,"BERKSHIRE COUNTY",142064,2036,111,3,2,58,99,54,88,123,31,2,2,1,436
"G2500050","1980","1","1","Massachusetts","25",,"Bristol","005",,,,,,,,,,,,,"BRISTOL COUNTY",457376,4795,589,4,5,129,498,208,220,324,63,25,21,1,10383
"G2500070","1980","1","1","Massachusetts","25",,"Dukes","007",,,,,,,,,,,,,"DUKES COUNTY",8394,307,153,1,0,0,4,4,2,2,0,4,0,0,71
"G2500090","1980","1","1","Massachusetts","25",,"Essex","009",,,,,,,,,,,,,"ESSEX COUNTY",613580,6675,605,15,30,296,794,113,434,481,217,23,7,12,10350
"G2500110","1980","1","1","Massachusetts","25",,"Franklin","011",,,,,,,,,,,,,"FRANKLIN COUNTY",63541,285,76,2,3,22,62,31,34,36,12,5,1,1,206
"G2500130","1980","1","1","Massachusetts","25",,"Hampden","013",,,,,,,,,,,,,"HAMPDEN COUNTY",396175,27794,464,3,5,165,336,187,321,282,210,35,7,22,17012
"G2500150","1980","1","1","Massachusetts","25",,"Hampshire","015",,,,,,,,,,,,,"HAMPSHIRE COUNTY",134439,2013,129,4,5,183,463,64,137,189,74,15,4,4,1090
"G2500170","1980","1","1","Massachusetts","25",,"Middlesex","017",,,,,,,,,,,,,"MIDDLESEX COUNTY",1313206,25358,1193,37,25,1918,6781,875,1850,3797,640,85,49,40,11180
"G2500190","1980","1","1","Massachusetts","25",,"Nantucket","019",,,,,,,,,,,,,"NANTUCKET COUNTY",4903,106,3,0,0,0,0,7,1,1,0,1,0,0,65
"G2500210","1980","1","1","Massachusetts","25",,"Norfolk","021",,,,,,,,,,,,,"NORFOLK COUNTY",591716,6014,486,11,9,501,3251,491,455,1023,234,24,12,10,2350
"G2500230","1980","1","1","Massachusetts","25",,"Plymouth","023",,,,,,,,,,,,,"PLYMOUTH COUNTY",389358,8144,674,1,3,125,402,184,223,287,171,16,14,3,5832
"G2500250","1980","1","1","Massachusetts","25",,"Suffolk","025",,,,,,,,,,,,,"SUFFOLK COUNTY",478227,127232,1317,28,38,780,11595,601,335,1041,1004,67,46,32,27799
"G2500270","1980","1","1","Massachusetts","25",,"Worcester","027",,,,,,,,,,,,,"WORCESTER COUNTY",626890,8724,873,19,5,237,605,182,460,758,495,55,29,19,7001
"G2600010","1980","2","3","Michigan","26",,"Alcona","001",,,,,,,,,,,,,"ALCONA COUNTY",9660,6,43,1,0,3,0,1,1,1,5,0,5,0,14
"G2600030","1980","2","3","Michigan","26",,"Alger","003",,,,,,,,,,,,,"ALGER COUNTY",8952,49,194,0,0,2,1,0,6,1,4,0,0,0,16
"G2600050","1980","2","3","Michigan","26",,"Allegan","005",,,,,,,,,,,,,"ALLEGAN COUNTY",78354,1471,399,0,9,15,9,40,72,25,16,5,7,1,1132
"G2600070","1980","2","3","Michigan","26",,"Alpena","007",,,,,,,,,,,,,"ALPENA COUNTY",32134,19,83,0,0,6,2,2,12,6,3,1,1,0,46
"G2600090","1980","2","3","Michigan","26",,"Antrim","009",,,,,,,,,,,,,"ANTRIM COUNTY",16019,15,119,0,0,0,0,0,4,2,13,1,0,0,21
