GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A3Y001,A3Y002
"G2500090","1910","Massachusetts","250","Essex","0090","Essex",436477,357030
"G2500110","1910","Massachusetts","250","Franklin","0110","Franklin",43600,41209
"G2500130","1910","Massachusetts","250","Hampden","0130","Hampden",231369,175603
"G2500150","1910","Massachusetts","250","Hampshire","0150","Hampshire",63327,58820
"G2500170","1910","Massachusetts","250","Middlesex","0170","Middlesex",669915,565696
"G2500190","1910","Massachusetts","250","Nantucket","0190","Nantucket",2962,3006
"G2500210","1910","Massachusetts","250","Norfolk","0210","Norfolk",187506,151539
"G2500230","1910","Massachusetts","250","Plymouth","0230","Plymouth",144337,113985
"G2500250","1910","Massachusetts","250","Suffolk","0250","Suffolk",731388,611417
"G2500270","1910","Massachusetts","250","Worcester","0270","Worcester",399657,346958
"G2600010","1910","Michigan","260","Alcona","0010","Alcona",5703,5691
"G2600030","1910","Michigan","260","Alger","0030","Alger",7675,5868
"G2600050","1910","Michigan","260","Allegan","0050","Allegan",39819,38812
"G2600070","1910","Michigan","260","Alpena","0070","Alpena",19965,18254
"G2600090","1910","Michigan","260","Antrim","0090","Antrim",15692,16568
"G2600110","1910","Michigan","260","Arenac","0110","Arenac",9640,9821
"G2600130","1910","Michigan","260","Baraga","0130","Baraga",6127,4320
"G2600150","1910","Michigan","260","Barry","0150","Barry",22633,22514
"G2600170","1910","Michigan","260","Bay","0170","Bay",68238,62378
"G2600190","1910","Michigan","260","Benzie","0190","Benzie",10638,9685
"G2600210","1910","Michigan","260","Berrien","0210","Berrien",53622,49165
"G2600230","1910","Michigan","260","Branch","0230","Branch",25605,27811
"G2600250","1910","Michigan","260","Calhoun","0250","Calhoun",56638,49315
"G2600270","1910","Michigan","260","Cass","0270","Cass",20624,20876
"G2600290","1910","Michigan","260","Charlevoix","0290","Charlevoix",19157,13956
"G2600310","1910","Michigan","260","Cheboygan","0310","Cheboygan",17872,15516
"G2600330","1910","Michigan","260","Chippewa","0330","Chippewa",24472,21338
"G2600350","1910","Michigan","260","Clare","0350","Clare",9240,8360
"G2600370","1910","Michigan","260","Clinton","0370","Clinton",23129,25136
"G2600390","1910","Michigan","260","Crawford","0390","Crawford",3934,2943
"G2600410","1910","Michigan","260","Delta","0410","Delta",30108,23881
"G2600430","1910","Michigan","260","Dickinson","0430","Dickinson",20524,17890
"G2600450","1910","Michigan","260","Eaton","0450","Eaton",30499,31668
"G2600470","1910","Michigan","260","Emmet","0470","Emmet",18561,15931
"G2600490","1910","Michigan","260","Genesee","0490","Genesee",64555,41804
"G2600510","1910","Michigan","260","Gladwin","0510","Gladwin",8413,6564
"G2600530","1910","Michigan","260","Gogebic","0530","Gogebic",23333,16738
"G2600550","1910","Michigan","260","Grand Traverse","0550","Grand Traverse",23784,20479
"G2600570","1910","Michigan","260","Gratiot","0570","Gratiot",28820,29889
"G2600590","1910","Michigan","260","Hillsdale","0590","Hillsdale",29673,29865
"G2600610","1910","Michigan","260","Houghton","0610","Houghton",88098,66063
"G2600630","1910","Michigan","260","Huron","0630","Huron",34758,34162
"G2600650","1910","Michigan","260","Ingham","0650","Ingham",53310,39818
"G2600670","1910","Michigan","260","Ionia","0670","Ionia",33550,34329
"G2600690","1910","Michigan","260","Iosco","0690","Iosco",9753,10246
"G2600710","1910","Michigan","260","Iron","0710","Iron",15164,8990
"G2600730","1910","Michigan","260","Isabella","0730","Isabella",23029,22784
"G2600750","1910","Michigan","260","Jackson","0750","Jackson",53426,48222
"G2600770","1910","Michigan","260","Kalamazoo","0770","Kalamazoo",60427,44310
"G2600790","1910","Michigan","260","Kalkaska","0790","Kalkaska",8097,7133
"G2600810","1910","Michigan","260","Kent","0810","Kent",159145,129714
"G2600830","1910","Michigan","260","Keweenaw","0830","Keweenaw",7156,3217
"G2600850","1910","Michigan","260","Lake","0850","Lake",4939,4957
"G2600870","1910","Michigan","260","Lapeer","0870","Lapeer",26033,27641
"G2600890","1910","Michigan","260","Leelanau","0890","Leelanau",10608,10556
"G2600910","1910","Michigan","260","Lenawee","0910","Lenawee",47907,48406
"G2600930","1910","Michigan","260","Livingston","0930","Livingston",17736,19664
"G2600950","1910","Michigan","260","Luce","0950","Luce",4004,2983
"G2600970","1910","Michigan","260","Mackinac","0970","Mackinac",9249,7703
"G2600990","1910","Michigan","260","Macomb","0990","Macomb",32606,33244
"G2601010","1910","Michigan","260","Manistee","1010","Manistee",26688,27856
"G2601030","1910","Michigan","260","Marquette","1030","Marquette",46739,41239
"G2601050","1910","Michigan","260","Mason","1050","Mason",21832,18885
"G2601070","1910","Michigan","260","Mecosta","1070","Mecosta",19466,20693
"G2601090","1910","Michigan","260","Menominee","1090","Menominee",25648,27046
"G2601110","1910","Michigan","260","Midland","1110","Midland",14005,14439
"G2601130","1910","Michigan","260","Missaukee","1130","Missaukee",10606,9308
"G2601150","1910","Michigan","260","Monroe","1150","Monroe",32917,32754
"G2601170","1910","Michigan","260","Montcalm","1170","Montcalm",32069,32754
"G2601190","1910","Michigan","260","Montmorency","1190","Montmorency",3755,3234
"G2601210","1910","Michigan","260","Muskegon","1210","Muskegon",40577,37036
"G2601230","1910","Michigan","260","Newaygo","1230","Newaygo",19220,17673
"G2601250","1910","Michigan","260","Oakland","1250","Oakland",49576,44792
"G2601270","1910","Michigan","260","Oceana","1270","Oceana",18379,16644
"G2601290","1910","Michigan","260","Ogemaw","1290","Ogemaw",8907,7765
"G2601310","1910","Michigan","260","Ontonagon","1310","Ontonagon",8650,6197
"G2601330","1910","Michigan","260","Osceola","1330","Osceola",17889,17859
"G2601350","1910","Michigan","260","Oscoda","1350","Oscoda",2027,1468
"G2601370","1910","Michigan","260","Otsego","1370","Otsego",6552,6175
"G2601390","1910","Michigan","260","Ottawa","1390","Ottawa",45301,39667
"G2601410","1910","Michigan","260","Presque Isle","1410","Presque Isle",11249,8821
"G2601430","1910","Michigan","260","Roscommon","1430","Roscommon",2274,1787
"G2601450","1910","Michigan","260","Saginaw","1450","Saginaw",89290,81222
"G2601470","1910","Michigan","260","St Clair","1470","St Clair",52341,55228
"G2601490","1910","Michigan","260","St Joseph","1490","St Joseph",25499,23889
"G2601510","1910","Michigan","260","Sanilac","1510","Sanilac",33930,35055
"G2601530","1910","Michigan","260","Schoolcraft","1530","Schoolcraft",8681,7889
"G2601550","1910","Michigan","260","Shiawassee","1550","Shiawassee",33246,33866
"G2601570","1910","Michigan","260","Tuscola","1570","Tuscola",34913,35890
"G2601590","1910","Michigan","260","Van Buren","1590","Van Buren",33185,33274
"G2601610","1910","Michigan","260","Washtenaw","1610","Washtenaw",44714,47761
"G2601630","1910","Michigan","260","Wayne","1630","Wayne",531591,348793
"G2601650","1910","Michigan","260","Wexford","1650","Wexford",20769,16845
"G2700010","1910","Minnesota","270","Aitkin","0010","Aitkin",10371,6743
"G2700030","1910","Minnesota","270","Anoka","0030","Anoka",12493,11313
"G2700050","1910","Minnesota","270","Becker","0050","Becker",18840,15889
"G2700070","1910","Minnesota","270","Beltrami","0070","Beltrami",19337,6899
"G2700090","1910","Minnesota","270","Benton","0090","Benton",11615,9912
"G2700110","1910","Minnesota","270","Big Stone","0110","Big Stone",9367,8731
"G2700130","1910","Minnesota","270","Blue Earth","0130","Blue Earth",29337,32263
"G2700150","1910","Minnesota","270","Brown","0150","Brown",20134,19787
"G2700170","1910","Minnesota","270","Carlton","0170","Carlton",17559,10017
"G2700190","1910","Minnesota","270","Carver","0190","Carver",17455,17544
"G2700210","1910","Minnesota","270","Cass","0210","Cass",11620,7777
"G2700230","1910","Minnesota","270","Chippewa","0230","Chippewa",13458,12499
"G2700250","1910","Minnesota","270","Chisago","0250","Chisago",13537,13248
"G2700270","1910","Minnesota","270","Clay","0270","Clay",19640,17942
"G2700290","1910","Minnesota","270","Clearwater","0290","Clearwater",6870,
"G2700310","1910","Minnesota","270","Cook","0310","Cook",1336,810
"G2700330","1910","Minnesota","270","Cottonwood","0330","Cottonwood",12651,12069
"G2700350","1910","Minnesota","270","Crow Wing","0350","Crow Wing",16861,14250
"G2700370","1910","Minnesota","270","Dakota","0370","Dakota",25171,21733
"G2700390","1910","Minnesota","270","Dodge","0390","Dodge",12094,13340
"G2700410","1910","Minnesota","270","Douglas","0410","Douglas",17669,17964
"G2700430","1910","Minnesota","270","Faribault","0430","Faribault",19949,22055
"G2700450","1910","Minnesota","270","Fillmore","0450","Fillmore",25680,28238
"G2700470","1910","Minnesota","270","Freeborn","0470","Freeborn",22282,21838
"G2700490","1910","Minnesota","270","Goodhue","0490","Goodhue",31637,31137
"G2700510","1910","Minnesota","270","Grant","0510","Grant",9114,8935
"G2700530","1910","Minnesota","270","Hennepin","0530","Hennepin",333480,228340
"G2700550","1910","Minnesota","270","Houston","0550","Houston",14297,15400
"G2700570","1910","Minnesota","270","Hubbard","0570","Hubbard",9831,6578
"G2700590","1910","Minnesota","270","Isanti","0590","Isanti",12615,11675
"G2700610","1910","Minnesota","270","Itasca","0610","Itasca",17208,4246
"G2700630","1910","Minnesota","270","Jackson","0630","Jackson",14491,14793
"G2700650","1910","Minnesota","270","Kanabec","0650","Kanabec",6461,4614
"G2700670","1910","Minnesota","270","Kandiyohi","0670","Kandiyohi",18969,18416
"G2700690","1910","Minnesota","270","Kittson","0690","Kittson",9669,7889
"G2700710","1910","Minnesota","270","Koochiching","0710","Koochiching",6431,327
"G2700730","1910","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",15435,14289
"G2700750","1910","Minnesota","270","Lake","0750","Lake",8011,4654
"G2700790","1910","Minnesota","270","Le Sueur","0790","Le Sueur",18609,20234
"G2700810","1910","Minnesota","270","Lincoln","0810","Lincoln",9874,8966
"G2700830","1910","Minnesota","270","Lyon","0830","Lyon",15722,14591
"G2700850","1910","Minnesota","270","McLeod","0850","Mcleod",18691,19595
"G2700870","1910","Minnesota","270","Mahnomen","0870","Mahnomen",3249,
"G2700890","1910","Minnesota","270","Marshall","0890","Marshall",16338,15698
"G2700910","1910","Minnesota","270","Martin","0910","Martin",17518,16936
"G2700930","1910","Minnesota","270","Meeker","0930","Meeker",17022,17753
"G2700950","1910","Minnesota","270","Mille Lacs","0950","Mille Lacs",10705,8066
"G2700970","1910","Minnesota","270","Morrison","0970","Morrison",24053,22891
"G2700990","1910","Minnesota","270","Mower","0990","Mower",22640,22335
"G2701010","1910","Minnesota","270","Murray","1010","Murray",11755,11911
"G2701030","1910","Minnesota","270","Nicollet","1030","Nicollet",14125,14774
"G2701050","1910","Minnesota","270","Nobles","1050","Nobles",15210,14932
"G2701070","1910","Minnesota","270","Norman","1070","Norman",13446,15045
"G2701090","1910","Minnesota","270","Olmsted","1090","Olmsted",22497,23119
"G2701110","1910","Minnesota","270","Otter Tail","1110","Otter Tail",46036,45375
"G2701130","1910","Minnesota","270","Pennington","1130","Pennington",9376,4621
"G2701150","1910","Minnesota","270","Pine","1150","Pine",15878,11546
"G2701170","1910","Minnesota","270","Pipestone","1170","Pipestone",9553,9264
"G2701190","1910","Minnesota","270","Polk","1190","Polk",36001,35429
"G2701210","1910","Minnesota","270","Pope","1210","Pope",12746,12577
"G2701230","1910","Minnesota","270","Ramsey","1230","Ramsey",223675,170554
"G2701250","1910","Minnesota","270","Red Lake","1250","Red Lake",6564,
"G2701270","1910","Minnesota","270","Redwood","1270","Redwood",18425,17261
"G2701290","1910","Minnesota","270","Renville","1290","Renville",23123,23693
"G2701310","1910","Minnesota","270","Rice","1310","Rice",25911,26080
"G2701330","1910","Minnesota","270","Rock","1330","Rock",10222,9668
"G2701350","1910","Minnesota","270","Roseau","1350","Roseau",11338,6994
"G2701370","1910","Minnesota","270","St Louis","1370","St Louis",163274,82932
"G2701390","1910","Minnesota","270","Scott","1390","Scott",14888,15147
"G2701410","1910","Minnesota","270","Sherburne","1410","Sherburne",8136,7281
"G2701430","1910","Minnesota","270","Sibley","1430","Sibley",15540,16862
"G2701450","1910","Minnesota","270","Stearns","1450","Stearns",47733,44464
"G2701470","1910","Minnesota","270","Steele","1470","Steele",16146,16524
"G2701490","1910","Minnesota","270","Stevens","1490","Stevens",8293,8721
"G2701510","1910","Minnesota","270","Swift","1510","Swift",12949,13503
"G2701530","1910","Minnesota","270","Todd","1530","Todd",23407,22214
"G2701550","1910","Minnesota","270","Traverse","1550","Traverse",8049,7573
"G2701570","1910","Minnesota","270","Wabasha","1570","Wabasha",18554,18924
"G2701590","1910","Minnesota","270","Wadena","1590","Wadena",8652,7921
"G2701610","1910","Minnesota","270","Waseca","1610","Waseca",13466,14760
"G2701630","1910","Minnesota","270","Washington","1630","Washington",26013,27808
"G2701650","1910","Minnesota","270","Watonwan","1650","Watonwan",11382,11496
"G2701670","1910","Minnesota","270","Wilkin","1670","Wilkin",9063,8080
"G2701690","1910","Minnesota","270","Winona","1690","Winona",33398,35686
"G2701710","1910","Minnesota","270","Wright","1710","Wright",28082,29157
"G2701730","1910","Minnesota","270","Yellow Medicine","1730","Yellow Medicine",15406,14602
"G2800010","1910","Mississippi","280","Adams","0010","Adams",25265,30111
"G2800030","1910","Mississippi","280","Alcorn","0030","Alcorn",18159,14987
"G2800050","1910","Mississippi","280","Amite","0050","Amite",22954,20708
"G2800070","1910","Mississippi","280","Attala","0070","Attala",28851,26248
"G2800090","1910","Mississippi","280","Benton","0090","Benton",10245,10510
"G2800110","1910","Mississippi","280","Bolivar","0110","Bolivar",48905,35427
"G2800130","1910","Mississippi","280","Calhoun","0130","Calhoun",17726,16512
"G2800150","1910","Mississippi","280","Carroll","0150","Carroll",23139,22116
"G2800170","1910","Mississippi","280","Chickasaw","0170","Chickasaw",22846,19892
"G2800190","1910","Mississippi","280","Choctaw","0190","Choctaw",14357,13036
"G2800210","1910","Mississippi","280","Claiborne","0210","Claiborne",17403,20787
"G2800230","1910","Mississippi","280","Clarke","0230","Clarke",21630,17741
"G2800250","1910","Mississippi","280","Clay","0250","Clay",20203,19563
"G2800270","1910","Mississippi","280","Coahoma","0270","Coahoma",34217,26293
"G2800290","1910","Mississippi","280","Copiah","0290","Copiah",35914,34395
"G2800310","1910","Mississippi","280","Covington","0310","Covington",16909,
"G2800330","1910","Mississippi","280","De Soto","0330","De Soto",23130,24751
"G2800350","1910","Mississippi","280","Forrest","0350","Forrest",20722,6385
"G2800370","1910","Mississippi","280","Franklin","0370","Franklin",15193,13678
"G2800390","1910","Mississippi","280","George","0390","George",6599,
"G2800410","1910","Mississippi","280","Greene","0410","Greene",6050,
"G2800430","1910","Mississippi","280","Grenada","0430","Grenada",15727,14112
"G2800450","1910","Mississippi","280","Hancock","0450","Hancock",11207,11886
"G2800470","1910","Mississippi","280","Harrison","0470","Harrison",34658,21002
"G2800490","1910","Mississippi","280","Hinds","0490","Hinds",63726,52577
"G2800510","1910","Mississippi","280","Holmes","0510","Holmes",39088,36828
"G2800550","1910","Mississippi","280","Issaquena","0550","Issaquena",10560,10400
"G2800570","1910","Mississippi","280","Itawamba","0570","Itawamba",14526,13544
"G2800590","1910","Mississippi","280","Jackson","0590","Jackson",15451,
"G2800610","1910","Mississippi","280","Jasper","0610","Jasper",18498,15394
"G2800630","1910","Mississippi","280","Jefferson","0630","Jefferson",18221,21292
"G2800650","1910","Mississippi","280","Jefferson Davis","0650","Jefferson Davis",12860,
"G2800670","1910","Mississippi","280","Jones","0670","Jones",29885,17846
"G2800690","1910","Mississippi","280","Kemper","0690","Kemper",20348,20492
"G2800710","1910","Mississippi","280","Lafayette","0710","Lafayette",21883,22110
"G2800730","1910","Mississippi","280","Lamar","0730","Lamar",11741,
"G2800750","1910","Mississippi","280","Lauderdale","0750","Lauderdale",46919,38150
"G2800770","1910","Mississippi","280","Lawrence","0770","Lawrence",13080,
"G2800790","1910","Mississippi","280","Leake","0790","Leake",18298,17360
"G2800810","1910","Mississippi","280","Lee","0810","Lee",28894,21956
"G2800830","1910","Mississippi","280","Leflore","0830","Leflore",36290,23834
"G2800850","1910","Mississippi","280","Lincoln","0850","Lincoln",28597,21552
"G2800870","1910","Mississippi","280","Lowndes","0870","Lowndes",30703,29095
